Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e25	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e85	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e90	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e95	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e100	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e112	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e121	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e144	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.SEN	Eng, Sigrun	F	1951	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e172	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CS	Stensaker, Christopher	M	1945	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e212	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.JSA	Sahl, Jan	M	1950	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e233	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.ON	Nilsen, Oddvard	M	1940	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e254	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.IM	Myrvoll, Inge	M	1948	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e265	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.MABV	Vihovde, May Britt	F	1958	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e292	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Regular	notMP	Minister	Sp	Senterpartiet	Coalition	Centre	person.PAN	Angelsen, Peter	M	1935	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e320	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e323	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.VK	Kleppe, Vidar	M	1963	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e338	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Regular	notMP	Minister	Sp	Senterpartiet	Coalition	Centre	person.PAN	Angelsen, Peter	M	1935	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e345	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_2000-01-11	ParlaMint-NO_2000-01-11.ana.ud1280e351	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-01-11	2000-01-11	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-01-11	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
