ParlaMint-BE_2021-06-03-definitief-55-plenair-ip107x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip107x.u2	Ladies and gentlemen, first of all, on behalf of our group, I wish to express our sincere condolences to the family and friends of the victim. Today, humility is in place because, as policy makers, as a community, we have not been able to prevent this tragedy. We have not been able to prevent young people from committing such serious crimes. We have not succeeded in stopping the spread of those images. We, all together, have also failed to provide the necessary help immediately, necessary for the victim. That's why we have to be humble today. At the same time, ladies and gentlemen, Prime Minister, we must be competitive in order to intensify the fight against sexual abuse and to make it clear that this must stop. It is very complex and there are still many challenges. I will mention some of them. Too many complaints are still being dismissed. That's because the unsub is sometimes unknown or because there's sometimes too little evidence. For that we had an interesting pilot project in Antwerp. You are aware of this, Minister of Justice. We have seen that this has produced very good results. It will be extended to the rest of the country. I support that and ask whether we cannot speed this up, as we see that the results were really good. Furthermore, there are still too few declarations. Victims' willingness to report should be increased. I think we have a good instrument for this. A few years ago we started with the care centres where victims can go for not only medical and psychological help, but also to report immediately to the police there. We see the results: 66% of the victims who offer themselves there also lodge an effective complaint. That is a very high figure compared to a few years ago. Let us bet on that, please. There's gonna be a care center in every county. Let us make sure that the resources are available so that these centres can start. Finally, I come to the new dimension of social media, the online phenomenon that presents us with enormous challenges. Prime Minister, Minister of Justice, we will need to use additional resources to combat social media. Is the government prepared to provide additional resources for this?
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip107x.u3	Prime Minister, four gang rapes are reported every week. That amounts to about 200 gang rapes a year. Professor Liesbet Stevens, Deputy Director of the Institute for the Equality of Women and Men, states that this is not 10% but only 5% of those sexual assaults, which are reported rapes. So there's a huge tall dark number. My colleague, Gerolf Annemans, denounced this problem 17 years ago in 2003. The reports must be up, first and foremost by not culpabilising the victim. A proper criminal prosecution is also very important, so that the victims know that something is being done after their report. Social media must be addressed so that such images are immediately removed. It can't be that hard. Look at all the images of Black Piet that are blocked after one second. The minimum punishments must also be raised. There is no point in getting the maximum penalty only if the minimum penalty remains in place for a few months. Of course, and that needs to be discussed with your colleague Wouter Beke, there is the mandatory handout from 16 years old. Whoever's old enough to rape is old enough to appear before a court of law. Hence my next question: when will you take account of all the comments I have just made?
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip107x.u4	Prime Minister, there was a shock in the country and by every politician after the terrible events of this week. That is right, because what happened to that 14-year-old girl is absolutely terrible. Ladies and gentlemen, why don't we feel that shock every day? How long will it take this time? If we take into account the gigantic dark number, hundreds of people are raped every day in our country and hundreds of lives destroyed. If that doesn't shock you enough, one youngster in four will be raped or abused for his twenty-third, ten years, five years, six or seven years, fourteen years, girls and boys. One in four. That's been dragging on for decades, centuries, every day. Right now, one of our children is being abused. Yet we are shocked and shocked every time. Then it disappears again under the waterline, where it can continue to flourish. Prime Minister, ladies and gentlemen, this is a true pandemic, one that receives much less attention than today's virus, but makes huge more victims. Only 4% of the rape victims complain. Half of these complaints are dismissed and of the 2% of the unimaginably brave victims who enter this society into court, one in a hundred see a perpetrator effectively sentenced to prison. That is the reality. The penalties must therefore be higher and we must avoid more. A young person who becomes the victim of rape and has the courage to seek help should not be on a waiting list. That's all right. Politics must get to work, and for once not only reactive, as a result of a matter that comes in the press. However, we are not there yet, unfortunately it is not that simple. Dear people here and at home, stop frightening and finally open your eyes. We don't protect our children or our youth. We do not raise them sufficiently in drawing up and respecting borders. We do not create enough openness, yet a victim needs openness in order to be able to speak. We often blame victims ourselves or we keep our mouths shut and bury the secret. Those who dare to stand up for themselves will be released by the system in the search for justice and help. So stay awake, all of you, at the upbringing of your sons and daughters and at the friendships around you, at what happens in your street, sports club or university. Name it if there is no respect for women in certain cultures, but do not get rid of it, because it is everywhere: in the church, in sports and mostly at home. So don't just be shocked today, for once, be shocked every day.
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip107x.u5	Prime Minister, Minister of Justice, we are again, unfortunately, confronted with facts that you yourself have described as horrific: the suicide of a pre-adolescent victim of a collective rape filmed by her attackers and broadcast on social networks. However, since you took office, you have repeatedly argued that the fight against sexual assault would be one of your priorities, one of the government's priorities. You have decided to move forward without delay on the part of the reform of the Criminal Code relating to sexual assault. For the MR, the repression must be effective and the related sanctions tightened. In 2019, 201 gang rapes were reported, while 3,315 rapes were committed by only one reported perpetrator, knowing that there is a gap between the actual facts – those that appear through the complaints – and the black figure. It is estimated that 80 rapes are committed every day in our country, or about 30,000 per year. There are questions about the trivialization of these facts in the minds of their authors and, in a latent way, to a certain part of the population. Today, the digital component is added to this: publication on social networks, which triggers double victimization. We can only see today that justice has little means to stem digital harassment, little taken, the key being ultimately in the hands of those who manage social networks. Prime Minister, Minister of Justice, I am not going to ask you to re-invent the tools we have available today, you have done so in committee recently. You have announced on the air, Minister of Justice, that contacts with the various social networks could provide quick responses to the unconsented broadcast of sexual images or videos, or even prevent their dissemination. Can you give us an account of your contacts and your expectations? The MR strongly hopes that the fight against rape, sexual assault and harassment will be a top priority, your priority. That's our priority too. We wish to tell the perpetrators of these heinous acts that destroy the victims that they will be severely punished. We want to show the victims that we consider their pain and suffering. While we are well aware that the best prevention is education, we also believe that a strong signal at the criminal level is absolutely necessary. Can you already tell us whether and how the new Penal Code, in preparation, addresses this concern?
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip107x.u6	As the mother of two daughters, I too am deeply touched by the terrible events in Ghent. Not only did a 14-year-old girl have to go through a terrible rape, but she relived that time and time again online. That's a nightmare for every parent and younger person. The sexual experience of our young people is happening more and more online. The approach to excesses on this can not only be laid down in laws. This requires a change of attitude, a call for discussion in educators, in education and also in society as a whole. After all, how can a young person find it okay to participate in a gang rape without throwing any sense of guilt online? No one can get to that, can they? That happens 200 times a year, at least as we know. We've approved heavier penalties for revenge porn and rape. There's a new penal code in the pipeline. Care centers after Sexual Violence were rolled out during the previous government, under Mrs Muylle. Mr Van Quickenborne also made the fight against this a priority, together with Mrs Schlitz. That's all important. In addition, social media companies must also assume their responsibilities. I can see that they have been able to admit all kinds of things for a long time. Through WhatsApp and TikTok movies are distributed without penalty. Already in 2017, I filed a resolution against cyber violence and against sexual violence online against young people and women. Mr Van Quickenborne already had a conversation with social media companies. What actions are proposed to prevent such images from getting online, and to quickly remove them when they are online, and to keep them as evidence? That requires a quick and thorough debate. We are eagerly looking forward to Mrs Schlitz's plan against sexual violence. It's gonna take more than that. Such trauma must be prevented today and in the future.
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip107x.u7	Prime Minister, what should a parent say to his or her daughter? How does he or she explain the horror of Gavere without ruining her youth? A lot of families have to answer that question today. How does one prevent his or her daughter from feeling safe? Today we all feel the pain of those involved. Unfortunately, more victims will follow, because that's what the numbers tell us, with nine rapes and four gang rapes a day. And that's another understatement, because a rapist strikes on average seven times before a report is filed. We've got to get the punishments up. Of course. You're working on it, Minister. Prevention needs to be improved. Agreed. Internet giants must be made aware of their responsibilities. Of course. The question remains: how does a child who has been raped feel, then safely to go to his parents, to seek help, to seek help safely. Too often victim blaming is done. Too easily the victim is referred to and too often the victim still points to himself, far too often. Too little is really being listened to. A few weeks ago, we almost unanimously adopted a resolution on intra-family violence. We have also argued in favour of health centres in more cities. Now it must be done, Prime Minister. Now we must move forward with care centres. They were supposed to be here yesterday. Prime Minister, what can you say to today's invisible victims? Can you guarantee them safe care will come close?
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip107x.u8	Madam President, Prime Minister, Minister, these are horrific facts against a 14-year-old girl, and our group too would like to express its deepest sympathy to all concerned. Prime Minister, Minister, I am here today not only as a Member of Parliament, but also as Mom of three. And you're standing here not only as a minister, but also as a daddy. As a mother and a father, we share the indignation and disbelief of society over such serious and gruesome facts. It cannot be that the rule of law would not be able to protect the most vulnerable from such horrible facts. I am talking not only about young victims, but about all the victims, regardless of their age and gender. When the victims have to find out that there were still images of the horror and that the images are spread through all kinds of forums and are viewed by everyone, they are victims a second time and are pushed into a deep pit a second time. We can and must avoid them becoming victims a third time, by a justice who would abandon them. Therefore, a rigorous approach to sexual violence and the spread of such images must be a real priority. Minister, a lot of public prosecutors are working on this today and are committed to it. The government is also making it a top priority, including through the reform of sexual criminal law and the increase in penalties for such acts. However, it must not stop there. The dissemination of such photos and videos should also be addressed. By the way, Child Focus warned in its annual report in 2014 that sexting is very gruesome and has disastrous consequences. We recently adopted a law here in Parliament to tackle this phenomenon more strictly. But of course the Facebooks and Googles of this world must also want to join. Minister, when will you come to Parliament with the reform of sexual criminal law? What shall we do? What concrete steps will you take to tackle not only such facts but also the dissemination of their images more effectively? What are you meeting with Facebook and Google? What can they do to effectively block them, because they obviously have an important role to play in practice?
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip107x.u9	Madam President, Prime Minister, Minister, ladies and gentlemen, she was 14 years old. Can we imagine that? I'm a mother of two daughters myself, and I have to confess that I wasn't very good at it. Such facts are a horror; it is hallucinating that such a thing happens in 2021. We face a very serious problem: 200 gang rapes per week or 4 gang rapes per week. Let us be clear: it is not the fault of the victims, even if they think it is. Countless are the stories of victims knocking on the door of the police and being asked what they were doing outside at eight o'clock in the evening, or being advised that they might not have to wear a short skirt. This has to be dealt with, because, as the previous speakers have pointed out, many women no longer complain because of such incidents. There is another problem: half of the complaints are dismissed. Can you imagine a complaint being filed, but the unsub keeps walking around and nothing's being done about it? How's a woman supposed to feel? Such facts make women doubt whether society cares about them. What went through the head of the girl who didn't get help for her mental problems because there was a waiting list and was driven to suicide? She must have felt that she had no place in our society. Prime Minister, what will you do, first of all, about impunity? Secondly, what will you do to lower the thresholds for reporting? After all, that is a big problem. Thirdly, what financial resources do you intend to provide for the fight against sexual violence? It can't go on like this anymore.
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip107x.u10	Prime Minister, Minister of Justice, there are few words to express the fear, incomprehension and sadness that we feel in the face of the horror and suffering that this young girl who ended her life after having been raped by several boys and after seeing the images of this rape broadcast on social networks by her executioners. On behalf of my group, I would like to express our support for his family and friends. But how can teenagers, young men, commit such heinous crimes? How can they then bring her back, by broadcasting images of their dreadful crime? The investigation is under way. Like you, Minister, we want these executioners to be punished. Horrified by this crime, it is with immeasurable sadness that we find that this young teenager kept this atrocity for her, that she did not go to complain, that she experienced the shame of spreading these images, that she saw – in the words of a loved one – her world collapse and that she perceived in suicide the only solution. Mr Minister, it must be noted that our legal arsenal is insufficient. The relationship of trust between justice and victims must be restored. We know that you are preparing a bill to combat sexual violence. What's your status? Does this project include measures to combat online harassment? You know that the opinion committee has adopted recommendations on online violence. Are you going to start executing them? Does your project include provisions to restore trust between justice and victims? Finally, the Centres for the Care of Victims of Violence provide a response. Can you tell us how to improve their accessibility?
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip107x.u11	Madam President, ladies and gentlemen, thank you for the questions I will answer together with the Minister of Justice. Each of your questions shows how personally we have all been affected by what has happened and by how often such a thing happens. Many of you have quoted figures and they are hallucinating. Yesterday I went to the wake that was organized in Ghent, especially as the father of two sons who are exactly in the same age category. Every day there are ten reports of rape, but the real number of people you have quoted is many times higher, at least five times higher. A woman on three is once confronted with sexual violence in her life. It is difficult to accept that this should be a reality for such a large part of society. At least one victim in four is underage. Like I said, they're hallucinating numbers. Before the pandemic, in a book, I had described this sexual violence against women as "pandemic", a pandemic that must be combated with as much vigour and energy as the current pandemic. In our free and progressive society, women are still far too often stereotyped and, too often, this is the source of the problem, the source of guilt, which is so often seen when such facts arise. It starts with words, but so often those words lead to horrible deeds. However, those words in my view are also the beginning of a solution. It's words we all need. It's a conversation we all have to have with our sons, with our children, with each other. It's a conversation we have to have the courage to enter into. Too often that conversation is not a place in our society. Too often victims hesitate to dare talk about it, even with those closest to them. Ladies and gentlemen, the saddest truth is that the most dangerous place for a woman is not so much a poorly lit parking lot, but, in the vast majority of cases, its own home. In two out of three cases, the unsub is someone who knows the victim, very often a partner or an ex-partner. It's something that happens so often close to home, but we can do something together, for example by being more alert and by moving faster to the police to intervene when we see something going wrong. The Minister of Justice will tell us what steps he has already taken in this area. The Sciensano survey shows that the incidence of spousal violence has increased: it has increased sixfold since 2018. The Government took the decision, at the beginning of its exercise, to add three new sexual violence centres. This year it is Antwerp, Charleroi and Louvain. Next year, four new centres will be opened. We have also worked hand in hand with the Communities to finance shelters for victims of violence. I am convinced that we will solve this pandemic together. This pandemic has been around a lot longer. Mrs van Peel, you said very well that many knew that there was a pandemic, but that we did not take the steps we should have taken as individuals. It is up to the policy to be the translation and amplifier of the fact that we are all willing together to take the steps to ensure that someone who is a victim and sees his or her world collapse, knows that there is a solution and that steps can be taken to save him or her.
