ParlaMint-BE_2021-07-08-voorlopig-55-plenair-ip117x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-07-08-voorlopig-55-plenair-ip117x.u2	Madam President, I would like to ask for the floor for an order motion. You know me as a defender of Parliament's rights and of Parliament's control function. We will have a debate on the Commissioner for Government, Mrs Haouach, and I do not want to break into it. Several questions will be asked about this later. I see that the answers will be given by the Prime Minister and by Mrs Schlitz, as politically responsible. We have not been able to speak to the person concerned in Parliament, because one of our proposals has been rejected. Following the establishment of the agenda yesterday at the Conference of Presidents, a new event has taken place. While the government Commissioner did not have to appear on the committee because we did not find a majority for that in the committee, she did make a statement on Facebook on the matter. Now I do not miss the value of Facebook, but of course that is not a parliamentary debate. We regret that method. This has also been said by ministers in the past few hours. In these new circumstances, we want to insist - and I shall submit an order motion to that effect - that the Chamber should give its opinion on the matter in order to call on the chairman of the Health Committee to hold a meeting next week on this matter. We cannot replace the committee, but as a Chamber we can address the chairman of the Health Committee with an explicit request that he convene a meeting of that committee without delay, as soon as possible, where the government Commissioner can be directly questioned by the MPs so that we can exercise our right of control. I am quite free to give you an order motion in this respect, in the hope that we all agree that we can exercise our normal parliamentary right of control as soon as possible.
ParlaMint-BE_2021-07-08-voorlopig-55-plenair-ip117x.u3	Mr De Roover, we will be discussing your request shortly after the oral questions.
ParlaMint-BE_2021-07-08-voorlopig-55-plenair-ip117x.u4	Madam President, initially, the most interesting thing is to hear from the Prime Minister and the Secretary of State about their reaction to the public statements made by the Commissioner at the Institute for the Equality of Women and Men. However, I hear the request of my colleagues at the N-VA to be able to hear the main interested party. This request is entirely legitimate and my group had also thought about it. But on the basis of the responses that will be given by the various members of the government on this subject, I think, however, that we could also support this request on our own point of order. Thus, we would have a calm and constructive debate on this issue. That is why I am also raising a point of order on behalf of my DeFI Group.
ParlaMint-BE_2021-07-08-voorlopig-55-plenair-ip117x.u5	That is one more reason for us to look at the subject after the current issues.
ParlaMint-BE_2021-07-08-voorlopig-55-plenair-ip117x.u6	Madam President, ladies and gentlemen, I am going to surprise you, because I have no problem with Islam if it is experienced 6,000 kilometres from here. What impact does it have on our democratic values that 6,000 kilometres from here people choose Sharia? None. But do you know who does have a negative impact on our democratic values? You, the haute finance that has for decades imported guest workers from Morocco and Turkey, just for financial gain, without thinking of the many social problems that that would cause. After all, these problems are only for the public, for the rabble. That is not a problem when you live in the chic villas, far from all those imported strangers. But also the left-wing parties are guilty here. You will continue to import a mass of migrants to this day, so that they would vote for you. Did you think that these guest workers would simply forget their backgrounds, that the masses of migrants would simply forget their religious beliefs and continue to vote for you, without asking for anything in return? Of course not! If Ihsane Haouach says that the democratic values of this country must evolve as the number of Muslims in Belgium increases, and that Muslims must organise themselves to exert pressure on the political institutions, then it makes no mistake. She's just doing what's expected of a pious moslima. It is you who have made mistakes by en masse bringing these people here and then overloading them with political posts in exchange for votes. Mr De Croo, someone who does not respect our democracy and our freedoms should not be appointed government commissioner. So it is primarily up to you to acknowledge your mistake and fire Ihsane Haouach. Secondly, you must also think carefully and listen to Mrs Haouach. What she said is true. The population has a huge impact on our democracy and our freedoms. Those who continue to deny it are very naive and even malicious.
ParlaMint-BE_2021-07-08-voorlopig-55-plenair-ip117x.u7	Madam President, Prime Minister, Secretary of State, let us return to the subject without perverting it. The interview given to the newspaper Le Soir on July 3, by the government commissioner to the Institute for the Equality of Women and Men, turned our questions into serious concerns, and sometimes, into a real surprise. We are concerned when your government commissioner, Madam Secretary of State, subverts the very meaning of neutrality by wearing the veil within the Institute where she carries out an office that the Council of State considered resolutely in 2013 as a public service. We are concerned when your representative is trampling on his duty as a reserve by spreading polemic and militant comments in the press. We are astonished when your Commissioner claims that the ban on the wearing of beliefal signs in administrations is discriminatory, thus contradicting the Constitutional Court. We are astonished when your representative adds that the principle of separation of the Church and the State should be set down in the light of demographic change, thus giving a relative value to one of the founding principles of the rule of law, which guarantees precisely freedom of conscience, freedom of worship, freedom to believe or not to believe. Finally, we are astonished when your Commissioner hacks into an interview previously given under the auspices of an organization, removing the most violently communitarian passages. Madam Secretary of State, it is high time – it seems to me – to get together again. A reminder to the order of your Commissioner is essential, as is a clear and unambiguous reaffirmation of your commitment to the values of freedom and the fundamental rights that characterize a democratic State. I will hear you with great attention.
ParlaMint-BE_2021-07-08-voorlopig-55-plenair-ip117x.u8	Prime Minister, Madam Secretary of State, like my colleagues, I read very carefully your government commissioner's interview with the Institute for Equality between Women and Men last weekend in the newspaper Le Soir, in which she presented her ideas directly related to her function, ideas that are problematic. Which ones? First, the prohibition of belief in the public service would be discriminatory in nature. It is a militant opinion that denies the virtue of public service neutrality, that is to offer the guarantee of equal treatment among all the citizens. Secondly, the separation of the State and the Church should be possible according to demographic changes. We could thus have a neutrality with varying geometry according to the religious demands of each other or under the effect of power relations. Who can believe in social peace for a moment if it is the strength of the number that finally prevails? Thirdly, women who are now under pressure because they do not want to wear the veil or because they want to remove it would be very minority because there is very little talk about it. The Commissioner for Gender Equality thus minimizes the victims of patriarchy when she has a duty to protect them just as much as the others. It must also ensure the release of their word and their emancipation. Does Haouach retain your confidence after her public statements? Do they reflect the government's position on the principle of neutrality? Will you adopt a code of ethics that would be binding on all members of the government, but also on its delegates as to the neutrality of acts and appearances? In what way can you assure us today that Mrs Haouach will ensure that the rights of all women are respected without exception? Thank you.
ParlaMint-BE_2021-07-08-voorlopig-55-plenair-ip117x.u9	Prime Minister, Madam Secretary of State, let us not be mistaken: today it is a debate of principle that we are trying to have with the government, a debate on the principles of democracy, the fundamental principles that govern our rules of life in society. It happens that this concerns a person who has just been appointed as Government Commissioner to the Institute for the Equality of Women and Men. The question is not whether or not to accept her opinions: she can have the opinions she wants. The question is whether these opinions are consistent with the function in which she was appointed. And it must be noted that her words, her attitudes of the past are so problematic that she herself has, today, wanted to correct them, to change them, to make up them. Indeed, a year ago, in a report on the European Muslim Women's Forum, she had very specific comments, since she called for the constitution of a Muslim lobby, since she was flouting Muslims who did not vote enough for people who would defend their rights in society. It could have been believed that she was talking about social rights, the right to housing or the right to work, but no, the rights were summarized in the headscarf, the veil, the course of religion and the ritual slaughter. It is therefore difficult to imagine a more community-based approach to society. I ask you, Prime Minister, the Secretary of State: is this your view of life in society? Is this community vision your conception of defending equality between women and men? Are you going to draw this society, ours, which for so many years, so many decades, has been fighting for a model of integration in which everyone is a citizen in equal shares, towards a communalist evolution, in which communities confront each other in a fragmented vision, an antagonistic vision of society? Is that your model of society, is that what you are going to impose on Belgium from now on?
ParlaMint-BE_2021-07-08-voorlopig-55-plenair-ip117x.u10	Madam President, Prime Minister, it is said that the idea of demography reaching a turning point is to introduce enough voters to push through his political ideas. In German it is called Umvolkung. Freedoms and achievements are then determined in function of the new dominant group. If I have to read today that your government commissioner apparently supports this theory, and still pleads for a review of our constitutional separation between Church and State, then the veils should fall in front of your government. Mrs Haouach is a government Commissioner for the Institute for Equality between Women and Men (IVGM). So she is supposed to be neutral, but in essence she turns out to be a real activist who misuses her function to press her own political views and her own Islamic beliefs with her public office. Mrs. Haouach is not ready for her test piece. She runs from one incident to another. On the Muslim women's forum, she argued in favour of forming a political Islamic lobby. She founded Bruxelloise et voilée to promote the headscarf, the symbol of the oppression of women. Your liberal example, Professor Etienne Vermeersch, once said that whoever wears the headscarf represents the Koran and the Sharia and is absolutely not neutral in public office. Apparently, she is now questioning the separation between Church and State. Prime Minister, her resume might be made of concrete, her neutrality is made of cardboard. There's only one solution: forward her. Will you do that, yes or no?
ParlaMint-BE_2021-07-08-voorlopig-55-plenair-ip117x.u11	Prime Minister, Minister, the Commissioner for Government announced last night that she did not wish to question the principle of separation between Church and State and equal treatment between citizens. As a group, we take note of that position, and that is the only right position. And yes, she probably didn't mean for this to happen. And yes, she's also been unnecessarily provoked. But yes, and she acknowledged that, she communicated clumsyly. From a government commissioner, from any institution, we expect restraint and caution in public communication. Colleagues, there must be room for religious experience, private and public. As there should be room for the exercise of other rights and freedoms. These rights and freedoms must also be balanced and respect each other. Anyone who has the right to such rights and freedoms cannot escape the rules which the State imposes on him or her. Everyone has the right to, but also the duty to, equal treatment. Rightly so, there is a demographic challenge, but it is not adapting our standards and values to that demographic evolution. The challenge is how to keep all people together in this increasingly diverse society. This presupposes consultation, reciprocity, respect for the standards and values that we have in our society for centuries. In polarized times, Prime Minister, it is the mission of the government and its representatives to bring these people together and keep them together. My question to you is: how do we achieve this coherence and how can we prevent communication from compromising that coherence?
