ParlaMint-BE_2021-05-06-definitief-55-plenair-ip102x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-05-06-definitief-55-plenair-ip102x.u2	By letter of 25 March 2021 I was informed by the Chairman of the Special Commission for the Follow-up of Missions Abroad of the letter of 23 March 2021 in which the Minister of Defence stated that Mr. Theo Francken, a member of the Commission, had tweeted confidential information communicated during the meeting of the Special Commission on 17 March 2021. By letter dated 25 March 2021, the Chair of the Special Committee responsible for the Follow-up of Foreign Shipments informed me of a letter dated 23 March 2021 in which the Minister of Defence stated that Mr Theo Francken, member of the Committee, has distributed confidential elements communicated in the Special Committee of 17 March 2021 through a tweet. By letter of 26 March 2021, I asked for the opinion of the Special Committee on the possible breach of the obligation of secrecy which would have occurred there. By letter dated 26 March 2021, I asked for the opinion of the Special Committee in which it would have taken place on this possible breach of the obligation of confidentiality. The special committee, after hearing Mr Franken, delivered the following opinion on 28 April 2021: "The majority of the members of the committee consider that the obligation of secrecy has been breached." The Special Committee, after hearing Mr Francken, delivered the following opinion on 28 April 2021: "Most members of the Committee consider that confidentiality was infringed'. After hearing Mr.Franken on 5 May 2021, I found, pursuant to Rule 67, No. 3 of the Rules of Procedure, that the obligation of secrecy had been breached in a chamber organ in which the obligation of secrecy is applicable, under the decision of the plenary meeting of 18 July 2019, to information obtained in the context of closed meetings. After hearing Mr Francken on 5 May 2021, I have, pursuant to Article 67, no. 3 of the Rules of Procedure, established that the obligation of professional secrecy was infringed in a body of the Chamber in which, pursuant to the decision of the plenary session of 18 July 2019, a confidentiality obligation applies with regard to the information obtained following the restricted meetings. Pursuant to Rule 67(2) of the Rules of Procedure and in accordance with the principle of proportionality, I have decided: - that Mr. Francken lose, until the end of the regular session 2020-2021, the right to be a member and to attend the meetings of any body of the House to which the obligation of secrecy applies; - that during this period the member may not be replaced in the special committee responsible for monitoring missions abroad; - the member is subject to a 20% deduction on his or her parliamentary allowance for a period of three months. For the purposes of Article 67 No. In accordance with the principle of proportionality, I have decided that: - Mr Francken loses until the end of the ordinary session 2020-2021 the right to be a member of and attend meetings of any body of the Chamber to which the obligation of professional secrecy applies; - the member may not be replaced during the same period in the special committee responsible for the follow-up of the foreign consignments; - 20% shall be withheld from his parliamentary allowance for three months. Although the Rules of Procedure do not permit this in theory, I have taken into account the principle of proportionality in taking my decision, in accordance with the jurisprudence of the ECHR and our Constitutional Court. However, it is clear that the rules set out in the Rules are too strict and I will therefore table a proposal to include the principle of proportionality in rule 67 of the Rules of the House. Although the Rules of Procedure do not theoretically allow this to happen, I have taken account of the principle of proportionality when taking my decision, in accordance with the case law of the ECHR and of our Constitutional Court. However, it is clear that the rules contained in the Rules of Procedure are too strict and I will therefore put forward a proposal to register the principle of proportionality in Article 67 of the Rules of Procedure of the Chamber.
ParlaMint-BE_2021-05-06-definitief-55-plenair-ip102x.u3	This proposal was adopted by the Scientific and Technological Questions Committee under Art. 76 of the Regulation. This proposal was adopted by the Advisory Committee on Scientific and Technological Questions under Art. 76 of the Rules of Procedure.
ParlaMint-BE_2021-05-06-definitief-55-plenair-ip102x.u4	The text adopted by the committee serves as the basis for discussion. (Rgt 85, 4) (1947/2) The text adopted by the Committee is the basis for the discussion (Rgt 85, 4) (1947/2) The discussion is open. The meeting's open.
ParlaMint-BE_2021-05-06-definitief-55-plenair-ip102x.u5	Madam President, I refer to the written report.
ParlaMint-BE_2021-05-06-definitief-55-plenair-ip102x.u6	The assembly would like to thank you for that.
ParlaMint-BE_2021-05-06-definitief-55-plenair-ip102x.u7	Ladies and gentlemen, the issue now under discussion concerns freedom of expression. I will dedicate my speech to Bart Van Reeth, whom I would call a herald of free speech, because he was. Many of you will not know him, and then it does not matter. I'm doing this for those who do know him because he lost the fight against the covid virus today. Resolutions, ladies and gentlemen, are always widely discussed here. Sometimes it's a bit like occupational therapy. Sometimes it sounds strange for the majority to ask questions to the government. One would expect it to be more direct. As a result of the opposition, it is sometimes an instrument to do what it cannot through legislation. Resolutions usually don't break a lot of pots. They give rise to extensive speeches here. I apologise already, because I am going to make an extensive speech. In this way, the authors of a resolution can earn their leave for the afterlife of political correctness. It's been granted to them. The title of the resolution before us suggests best:Artifical intelligence and algorithms and the impact on social media in the democratic process. That's a mouthful. That promises to be interesting. After all, this is about social media and social media, a phenomenon that many citizens are working on every day and which is the only way for many of them to express themselves to the public, including political, substantive and social problems. That is therefore particularly relevant. The title also talks about the democratic process. We are all here together as a result of democracy. We cannot be too careful about these principles. We know that social media influences a lot of people. There is even established interference through social media from abroad, social media platforms, giants, private companies that have acquired a factual monopoly on the exchange of thoughts and opinions. This is a recent phenomenon, and it is in itself excellent that we are giving it a wide-ranging consideration. The title gives the impression that today we will look at the endangered phenomenon of freedom of expression. I am particularly concerned, not only theoretically, about freedom of expression, but also about a number of trends in our society that are putting serious pressure on this freedom of expression. The introduction to the resolution states that it was decided to take as the first theme for the 55th legislature the subject of 'Artificial intelligence (and algorithms) and the impact on social media and the democratic process (the Facebook case, targeted disinformation, fake news etc.). Then there's a word, fake news, that sharpens my suspicions again. Allow me to go to the principle of free speech. Article 19 of the Universal Declaration of Human Rights says: "Everyone has the right to freedom of opinion and expression. This right includes the freedom to hold an opinion without interference, and to detect, receive and pass on information and ideas by all means and regardless of frontiers." This House is a parliament, and a parliament is the fruit of free speech. That free speech, good colleagues, is not a "good weather" right. It is all too easy to applaud this freedom of expression when it comes to opinions that are pleasing to us. That's not an achievement. The core of freedom of expression includes the right to hurt, the right to shock, the right to worry. That's not part of it, that's the core of it. Professor Vrielink writes about this: "The price of living in a democratic rule of law is that you can sometimes be hurt." I noticed a sentence in the report. I quote: 'He's 'expresses' our fellow Member 'that freedom of expression must cease where it begins to harm the other'. That sounds nice in itself, we know the principle of damage, which is also included in civil law. But it is dangerous when the concept of damage and the principle of damage are extended to feel offended. Colleagues, I've been concerned about this theme my whole life. In the summer of 2016, I, ignorantly, caused some media commotion. I wrote a piece on my blog while I was at a swimming pool in the Marche in Italy, in excellent conditions. I think it's necessary to draw down a text. It was clearly cucumber time, because it has brought about something. I asked how we should deal with the glorification of terrorism. At that time, in 2016, we were actually still in the aftermath of the attacks. That has gotten me quite a bit of banlichtsems, but no more than I want to restrict my own right to be critical, I don't want to do that for others either. Let there be no misunderstandings about that. What I wrote at the time was not always correctly reflected, not even in Parliament, but again, politics is what it is. One should be able to take some heat in the kitchen, especially when one writes a text in a sun-drenched Italian village. It was then about the extent to which we can and must act when it comes to glorifying terrorism, which I know is a form of violence. I was also accused of restricting freedom of expression by people who are about to adopt the resolution. I admit that I was looking for the limits and I think it is a good thing that this exercise is being done, because everyone knows that a right always has a limit. I did not have any legislative initiative followed. The reason for this is that I did not actually find sufficient wording for what I consider to be a reprehensible phenomenon effectively to be able to fight the glorification of terrorism with legislative initiatives without compromising freedom of expression through a grey zone. I agreed that the existing arsenal probably provides sufficient resources to deal with it and that we should not do any additional legislative work. Perhaps more work is needed to ensure compliance with the legislation, but that is not the subject for us as a legislative body that we should be dealing with in the first instance. I'm going to give that story to say that I'm not only very concerned about this theme, but I'm also willing to help you see and define the space of it. Furthermore, at least in my mind, the full realization remains that we must be very careful, no doubt despite good intentions, to do things which, in fact, amount to the limitation of that sacred good. After all, freedom of expression is in danger. The advantage of a word processor is that it can count how often a word occurs in a text, which saves a lot of handwork. This resolution contains the word fake news 214 times, with which I refer to the text of the resolution and the report for the sake of clarity. Moreover, the resolution has the particular characteristic that it does not have an explanation; it has disappeared. Since the report is bilingual, the number of 214 has to be divided by two, because I think fake news is as common in French as in Dutch, but then I get to 107 keywords per language, not very little. The hearings have therefore dealt with this very carefully. Fake news, we are all opposed to that. However, the question becomes a little more difficult when asked: what is fake news? When are we gonna talk fake news? When is something demonstrably wrong? There is no such concern on the part of the government, because I read in the coalition agreement: 'The government strengthens measures to combat disinformation and the spread of fake news that pose a real threat to democracy'. Without defining the term, the government says it will fight fake news stronger. I have to tell you that, when reading that passage in the coalition agreement, I became extra suspicious. I think all the alarm bells should start ringing. I don't know where they got the inspiration, but maybe it was Robespierre. You can read the Bulletin des lois of 10 June 1794. For the real revolutionaries among us that is 22 prairial an II, according to the calendar used during that period. It defined the mission of the Tribunal révolutionnaire and Article 4 says, I quote: 'Pour puur les ennemis du peuple', and I will now continue in Dutch, 'Who is seen as an enemy of the people', according to this legislation of 1794, 'those who have spread false news to divide or disturb the people'. The punishment was not less, namely a visit to the guillotine. We do not call that period the Terror for nothing. Following the pandemic law, Mr Ducarme mentioned the name of Montesquieu in one breath with the Tocqueville and Bouchez. That's the first time I've heard Bouchez quote together with the Tocqueville and Montesquieu. I just want to say that the parents of the Tocqueville were in prison and barely survived the guillotine because Robespierre was allowed to experience the razor through the neckline just the day before they were next. That's a good thing, because otherwise we wouldn't have been able to enjoy the Tocqueville. Mr De Caluwe has made a very erudite remark, which you can find in the report. Besides, that's not the only one he makes. I don't want to give that impression. I quote him: 'Fake news is a container concept that can accommodate anything that is not also punishable'. I fully agree with that. That is a particularly dangerous concept that apparently did not only pay off in the period of Robespierre. I repeat, "those who have spread false news." Ladies and gentlemen, if we can all look so honestly into our own minds, this is a House and anyone who will read today's report tomorrow, and not just from this debate, but from the whole day, or from last week, will undoubtedly have to acknowledge that there is a desire to be creative about the truth here, if only to make a political point, a truth which, certainly in politics, is less incontrovertible than theoreticists sometimes claim. Yesterday we commemorated the 200th anniversary of Napoleon's death. That name should really be mentioned here when we talk about fake news, because he was a specialist in it. Napoleon was not only a commanding officer, he was also someone who sent his correspondents to Paris immediately after every battle to report immediately in his newspapers on the auspicious performances that had sometimes taken place quite differently in practice. He had painters for that, too. Jacques-Louis David portrayed him in heroic poses. In the painting "Napoleon crosses the Alps," David said, "I would like to paint you, but you must come and pose." To which Napoleon replied: "That is not necessary, no one will care when a portrait of a great man is not similar." Even Napoleon's paintings are covered by the word "fake news." We didn't find out until later. Sometimes people fall for fake news. Sometimes the opposite happens. Galileo Galilei was someone who at that time was condemned by the entire municipality for spreading fake news. That's where the reverse happened. We saw afterwards that this wasn't fake news. Should Galilei have been on Twitter then, I think he would have been canceled for proclamation of fake news. I think we should be careful to give the impression that somewhere when we go outside of the positive sciences, and even then, there would be an agency that can make that distinction in an objective way, let alone that we would somehow involve the government. A second phenomenon is, of course, that of hate messages, hate speech. Hate evokes all of us. Fortunately, we have the Constitutional Court which completes our legislation on inciting hatred by saying that this must be done with a special purpose. For hatred, ladies and gentlemen, is a very subjective and vague concept which, in practice, must be judged by a judge of judgment. Violence seems pretty clear to me, but still. Hate is from a distinctly different statute. Besides, I'd like to go to history, if you don't mind. Article 19 of the Universal Declaration of Human Rights does not speak of hatred. In 1966 we were given the International Covenant on Civil and Political Rights. For the first time, the word "hate" is something that needs to be curbed through treaties and legislation. Good friends, when you look at the conclusion of that treaty, you will find that it came under the influence of the communist countries, which they had already tried in 1946 with the Universal Declaration. It was the Eastern bloc that wanted at all costs to include the curbing of hatred in the treaties. On Article 20 and the vote on it, it was the Communist countries that voted in favour together with countries such as Saudi Arabia and so on. The countries that have lost it were the United States, Great Britain, New Zealand, Canada, the Netherlands and Japan. Belgium also voted against it, because in 1966 the free West still stood for the idea of the free West and stood for the idea of freedom of expression. So when we see today that fighting hatred, but above all everything that is qualified under hatred, comes to the fore, I must congratulate the Communists of 1946 and 1966, that is to say, the Eastern bloc. After all, they have won the plea. The resistance of the West is apparently broken in that respect. However, the right to insult is, of course, not equal to the right not to be offended. Leo Neels writes about this: "The freedom of opinion threatens to change into the freedom of the violated feelings." May I give an example of two people from my area, who have recently been banned from Facebook for seven days? One had written after the storm of the Capitol: "They are strange boys, these Americans." Apparently, the algorithm has never read a book by Asterix and Obelix? Because with the lack of sense of humor that characterizes algorithms, it hasn't made that link. The other was banned from Facebook very recently because of the particularly hateful post: "The Suez Canal is again free. Dutchmen are still the most punishing sailors on the planet, to the regret of whom they envy." So far this hateful message, which, of course, implied that we are less punitive sailors than the Dutch. Perhaps that can be considered offensive; at least that was the case for the algorithm. A name that regularly pops up when it comes to the whole idea of hate news, even a few weeks ago in Parliament, is none other than Marc Van Ranst. He's even looking up the media to report that he's a huge victim of hate messages. Ladies and gentlemen, this is sometimes a firm call for violence, for physical threats. Marc Van Ranst is absolutely right not only to oppose this, but also to take legal action. Under no circumstances can a person be threatened in his physical integrity. Under the heading of hatred, we are given a number of examples, such as one which relates Mr Van Ranst to Hitler. That is absolutely unpleasant, but it is bizarre that he regularly connects others with Nazism, neo-Nazism or World War II. I don't want to take away that right either, just to be clear. I would just like to point out that the plea against violence on social media, which we fully support, is a step along the lines of what is laid down in the legislation today and can, according to the Constitutional Court, be interpreted very strictly as inciting hatred with malicious intentions. In the messy world of social media, of course, I am very quickly offended by a reproach industry, I am kicked on the toes, I am flooded with hatred, as if the debate leaves no room for that. I list a few names of people who, I believe, should be careful to be removed from Facebook today. For example, Marcus Tullius Cicero, whose texts we study at school, said about Piso, a man from Syria "the Syrian beast with the skin color of slaves, useless cattle, piece of rotten meat, pig with hairy jaws and dirty teeth, with your shameful manner of speaking." You will agree with me that he should be removed from the social media.
ParlaMint-BE_2021-05-06-definitief-55-plenair-ip102x.u8	Madam President, I will respond to a number of points during my speech, but I still wanted to point out, Mr De Roover, a point of your history and your rather complete historical description. You quote Galileo, Cicero, etc., which would now, perhaps, be removed from Facebook or Twitter, but it is precisely the heart of the issue. Today, who decides who is removed from Facebook or Twitter? It's Facebook or Twitter! These are these private multinationals, these "giants," as you yourself have called them. It is they who decide who remains and what accounts are blocked. They are the ones who, in your example, would decide whether Cicero and Galilee can stay. And that is precisely what we do not want! That is the heart of the problem. It would have been interesting for you to attend all the debates and hearings. We are at the heart of the debate, and that is exactly what we want to fight: we do not want to leave our hands free to these digital giants to decide who can say what on social networks, so that they are a public and democratic entity.
ParlaMint-BE_2021-05-06-definitief-55-plenair-ip102x.u9	Mr Vanden Burre, thank you for your statement and I will come back to it later because I feel that I am getting an ally. So it may well be that this resolution is unexpectedly rejected. I had arrived at Schopenhauer. Don't worry, if you jump from Cicero straight to Schopenhauer, you'll go through history at a steady pace. He didn't speak for his good colleague Georg Friedrich Hegel. He wrote in a long tweet: "Hegel was a weak, tasteless, nauseating, illiterate charlatan. By joining senseless mazes of words, previously known only in madhouses, he reached the pinnacle of courage in serving nonsense." I don't know what Schopenhauer is allowed to do in social media. I'll jump straight to today. You all know Tom Lanoye, who recently wrote in the newspaper: "by deliberately looking out of their mouths looking professionally like Louis Verbeeck, Gaston Durnez or Jos Ghysen, and a few other, thank God all forgotten, abrasive hinges. Their prose didn't even strike me as melancholy, it was formless actorry, sprung from the pen of immortal fibers, patronizing, shitty and unsatisfied, smelling of starch, wandering at incense from the late evening mass and grape juice from the Sarma, marinated in rural satininess and embalmed by the forced cosiness that in advance took refuge in drooping small words that make us, Flames, for centuries Champion Self-Principers." End of the tweet. Lanoye commits to using more than 240 characters. I must tell you that this is very sharp, but of course they are beautiful sentences. They'll only be used against you. He also attacked Joël De Ceulaer and I spare you the way he did. When he writes about Joël De Ceulaer: "His charm is nonexistent, his rhetoric is too dull, his self-serving too transparent and his self-esteem too insurmountable," what does someone who is less gifted in the language write? Such a person writes: "Joel De Ceulaer is an arrogant bastard and I vomit whenever I see his name, typical of such a frustrated Kempian sandboxer." That is less talented than Mr Lanoye, and so we are inclined to delete it. That's what we call hate messages. So it is not just a question of fighting hatred, we are even threatening to go to a question of fighting the lack of talent. Anyone who is able to bring hate with quality gets literary prizes, whoever does it from a workman's pants, is cut off from the social media.
ParlaMint-BE_2021-05-06-definitief-55-plenair-ip102x.u10	Mr De Roover, I myself am very much in favour of free speech. I wrote an opinion piece on that in De Standaard not so long ago. In that I have the right to defend insult. You must read carefully what this resolution is about. I listen with great interest to your fascinating speech, but your speech is actually largely beside the issue. That's what I'm trying to tell you. The purpose of this resolution is to go through everything that is illegal in written publication and to be consistent in it, including the online world and online publications. The difficulty with these online publications is that there are a number of giants, such as technology giants such as Facebook, Twitter, who are not really clear whether they are authorised to intervene and who authorizes them to do so. Isn't it better to go there to a regulatory framework? So these are cases that are already criminal. Are the examples you mention, such as Mr Lanoye's books, punishable? They're not. So that problem will not arise. What is punishable and what sometimes appears on social media, but is not addressed there, or randomly with much improvisation and without a regulatory framework, are the things we all know, such as discrimination, child pornography, terrorist propaganda and hate messages. The examples are listed in the resolution. It is then a question of checking whether it is manifestly illegal publications. So there will always be an appreciation whether or not a hate message is illegal, because a hate message can be illegal. Inciting violence, for example, is illegal. In other words, you are looking for everything behind the resolution that is not really in it. I'm not even saying you're trying to figure out what it doesn't mean. I can even agree with 90% of your speech, but it is largely in addition to the issue. It is only logic itself that one tries to find a mechanism to prohibit what is offline, also online. That's what this is about.
ParlaMint-BE_2021-05-06-definitief-55-plenair-ip102x.u11	Mr De Roover, I am very interested in listening. In itself you mention very interesting quotes. You have also given the example of the Suez Canal in committee. Today you give the example of the "weird boys." I'm a big fan of Asterix, so I know that quote: "Rare boys, those Romans." If something like that is removed, I am indeed asking myself why it is happening. That is a big question we are asking ourselves, just like you, and we want to be more clear about the reasons on which action is taken. You're right there's probably algorithms behind that. I also read the text of your party colleague Geert Bourgeois, who also quotes those algorithms. He calls that a very bad evolution and says that we must do something about it. What is your proposal to do about this? Either we do something and say to Facebook and other giants that they are allowed to draw up rules of the game, but that they must at least provide people with clarity and information on why they apply these rules, or we do nothing and we continue to ask ourselves why some posts disappear from social media. Finally, you have been very concerned about the container concept fake news. Indeed, this is very often mentioned in the resolution because it has been discussed very often in the many hearings we have held for a whole year. In the requests themselves, however, the term fake news is zero times, just because the experts have said that fake news is a container concept. There is a great deal to be said about this, but in essence there is very little that can be said about it, otherwise it will be a slippery slope. I therefore agree with you on this point. I see a lot happening under the term fake news, but it is very difficult to intervene legally. That was just the message we received over the past year. In the requests themselves, therefore, we are not talking about fake news. The term isn't even in it. I thought you'd spread a little fake news in that area.
