ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip141x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip141x.u2	Madam President, Prime Minister, Minister, the health care staff who, today, are still on the frontlines to care for the sick and save lives expected a lot from this Codeco. This Codeco, it should be recalled, was convened three weeks after the epidemic emergency was declared. What a waste of time! Why all this? For an incoherent political bargaining, without course, without barometer, without perspective, without even guarantee of efficiency and therefore without guarantee to avoid further closures in the coming weeks. And this, even as you insisted yesterday, Prime Minister, on the need to avoid contradictions but also to take responsibility. I will mention three concrete examples. First, children over the age of 10 will not be subject to the same rules depending on whether their school is French-speaking or Dutch-speaking. Secondly, even though the breakdown is crucial especially in winter, there is still no protocol or commitment on the part of your government to finance these devices, contrary to what was decided by the Brussels government this week. Worse, your Minister of Health announces a ventilation plan for 2022, that is, when we are in a position to reopen our windows. Third, nightclubs may not be closed, but they will probably soon be forced to close because they will be shunned for private, unmasked parties without self-testing, constraints that were supposed to disappear with the obligation of the CST. How are you going to support SMEs in practical terms to organise telework but also to relieve teleworkers, especially in the face of the explosion of energy bills? Will you support the sectors subject to the CST+ in the event of a loss of turnover related to this CST? Finally, what about the compulsory vaccination of caregivers that was on Monday and then called into question by certain parties of the majority? (...)
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip141x.u3	Mr. Secretary, aren't you feeling dizzy? Are you not yet dizzy because of your many and large turns. About a month ago, you announced that you were against a general vaccination obligation. Last week, suddenly, a big turn followed and you were in favour of it. You were at first against the mandatory vaccination in the care, but you already took a turn in that regard. However, we do not hear a word about this at the press conference. But that was the silence before the storm, because a mandatory vaccination in the care comes by 1 April or is that a misplaced April joke? Let's take a moment to consider a commitment to care. In Belgium there are 416.038 care workers; 90% of them have been vaccinated. In other words, you want to fire 41,000 employees if they are not vaccinated, in a sector that is already begging for more staff. That's incomprehensible. Let it come to you, Minister, for a moment, 41,000 people deny you their vocation through your tunnel vision; 41,000 people pour you into unemployment through your dictatorial whims. But don't worry, the white rage awakens. In committee, I read you the open letter from the kinesis: there is no basis for compulsory vaccination, not in care, not among the citizens. At a vaccination rate of 70%, we would be allowed to enter the realm of freedom again. Nothing could be further from the truth. The coronapas came in the hospitality and nightlife, so that, according to Prime Minister Jan Jambon, we would be rid of the mouth masks. Nothing could be further from the truth. On the contrary, there will even be a CST+. You saddle the starting life with additional tests, extra checks, passes and mouth masks. Minister, how long will you keep our people fooling around with all kinds of bullying measures? When will you admit...
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip141x.u4	Mr Minister, the covid vaccine protects us well from a serious illness. However, there are still more than 500 patients in our intensive care departments, of which about 50% are non-vaccines. The other half has been vaccinated, but has underlying chronic conditions or immunodeficiency disorders. So the vaccines really make a difference. Recently, The Financial Times reported a study showing that the number of hospitalised patients in non-vaccines is 16 times higher than in vaccinees. With a vaccination rate of 87% among the 18-plussers, we belong to the frontrunners, but we can still help. We can do this by first of all convincing the non-vaccines to get vaccinated, and secondly by speeding up the administration of the third shot, the so-called booster shot, which was decided yesterday by the Consultative Committee. In addition to vaccination centres, we also need the many volunteers who helped us in the first and second rounds of vaccination. Mr President-in-Office of the Council, have you discussed with your colleagues in the Länder how to increase the capacity of existing vaccination centres to accelerate the delivery of the third injection? Is there any possibility of raising the voluntary allowance ceiling in 2022, as I did in the past? How soon will the care personnel, who are on the front line anyway, be able to be vaccinated?
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip141x.u5	Madam President, Prime Minister, Minister, yesterday you and the Consultative Committee were faced with an extremely difficult task, because the hospitals are filling up again, the care staff are exhausted, the first line is flooded and operations and other care must be postponed. At the same time, we do not want to close the economy again, we are concerned about the mental well-being of all our citizens and we are therefore also concerned about the cultural sector. This morning I rose up with the question of whether all the measures that have been adopted will suffice to destroy the fourth wave. Shall we make it through this, go far enough? I'll give you an example of my almost 16-year-old teenager, who's in school with a mouth mask, hopefully soon will have a CO2 meter in the classroom, but who goes to the basket and the chiro after school and can go to café with friends. He also wants to participate in family parties, where generations are mixed together. He feels that all this can be reasonably safe, since he has been vaccinated. We give the impression that all this is still allowed, but as a mother I feel overwhelmingly responsible, because I am also concerned at every party that I may occupy the last bed of intensive care in the neighboring hospital. Do we not have too much responsibility with these mommies in discussion with their adolescents, with associations that decide to cancel all their activities or go online, with couples who have already had to postpone their marriage three times? Are we going far enough with these measures? Do we not rely too much on the sense of responsibility of individual citizens? What's the plan B if it's not enough?
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip141x.u6	Madam President, Prime Minister, you have been unsightly. It's been weeks since health workers, doctors, virologists, epidemiologists sound the tocsin. Perhaps today we are going to go beyond the worst figures we have known since the beginning of this pandemic. Yet you missed yesterday's Codeco exercise. Half-worded, that's what your Minister of Health already seems to be calling for a new meeting. Indeed, this Codeco was misrepresented. There had been contradictory statements, particularly cacophonic in the head of the president of the PS. During the Codeco, there were political discussions rather than being focused on protecting the population. At the end of the Codeco, there are these measures that we wonder if they will live up to what is happening to us and the inconsistent measures. Some have already pointed out that children will have to wear the mask from the age of 10 but not at the school on the francophone side. We can't go to work anymore, but we can keep partying! Some measures are calling into question and the question is whether they are really relevant. But above all, we do not tackle the core of the problem. It's Pr. Nathan Clumeck from the ULB, who is quite right. We have a weapon that we all know is very effective: vaccination. We know that, despite what the plotists, the antivax and the fake news say. We know that this is one way in which we can regain our freedoms. But you're dragging your feet! You're dragging your feet on the children's vaccination. You're dragging your feet on the third dose. You are dragging your feet on the vaccination of the staff who are in charge of the most vulnerable people. You are also dragging your feet on generalised compulsory vaccination while we (...)
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip141x.u7	Your time has expired, Mr. Dallemagne. I'm so sorry.
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip141x.u8	Madam President, Prime Minister, Minister, ladies and gentlemen, words such as discrimination, pass society and I have even heard the word dictatorship here today are endless. There are rules for the health of everyone in society, as in any household, i.e. the general population. To the members of the Flemish Interest I would point out that there is a limit to individualistic discourse when it comes to caring for the general population. There is a limit to the spread of fake news when it comes to the general interest of the population. I sincerely regret that propaganda is still being used and that things are being said that are totally irrelevant and not even correct. At times like today, cooperation and leadership are needed. At times like today, we must dare to make choices and take responsibility. When a basic right of care is no longer a guarantee for our people, we must make choices, which are sometimes far-reaching. Minister Beke already asked for booster vaccines last summer. I regret that the federal government has not responded to this, because the reality on the ground is harsh, just look at the facts. The care staff collapses under pressure, care is no longer guaranteed to every Belgian and society is simply under full pressure. We have a strong response to what is happening now. Prime Minister, Minister, how do you see the further roll-out of the vaccination plan? Are we going for a general obligation of the vaccine? We have a weapon that works. Put it in, put it in soon and save our care system.
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip141x.u9	Madam President, Prime Minister, a few days ago, the privacy association, Charta21, revealed the existence of a security flaw in the Bruvax Brussels platform, which makes it possible to make an appointment to get vaccinated. As a result of this flaw, any person or organization that has your national number, including employers, bankers, insurers, may know whether you are vaccinated or not. This purely illegal situation is very serious, as Charta21 denounces. Again recently, you stated that making vaccination status accessible by the bosses was not on the agenda. There is therefore no legal and political basis which could explain this flaw and which could justify making our medical data available. I want to make it clear here that the fault does not mean bug. This is a political choice that was made on the basis of a cooperation agreement that the federal government voted for and that we denounced, in particular because it did not guarantee the protection of privacy. But at the time, we were told not to worry, that everything was under control. Yet, every month, there is a scandal about privacy. It must therefore be noted that the political choice that has been made makes it possible to break a door already open in our country. Prime Minister, when the flaw is found, we have to react. But what was the reaction? No one! There has been no reaction when there is a legal procedure to follow in this type of situation. First, it would have been necessary to correct the flaw or stop the platform until the data were secure. It would then have been necessary to contact the Data Protection Authority to notify it of the flaw and, finally, to inform the persons concerned. Prime Minister, what are you going to do to ensure the privacy of our citizens?
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip141x.u10	Prime Minister, the fact is that, despite a more than honourable vaccination rate, contamination is on the rise today. They doubled as well as hospitalizations. The virus is said to be three times more contagious than last year. Important steps needed to be taken. I welcome these measures, which seem to me to be balanced. Basic awareness-raising measures are being strengthened: masks, barrier gestures; but it is also a compromise because one can continue to live because no sector is closed. It was very important! The strongest of these measures is obviously telework. Four days of telework a week, it's a hard blow for companies that, as they say and repeat, have already done a lot of work. They were responsible. But it's a hard blow for employees too. We talked a lot about psychosocial risks, the risks of dropping out of work. I repeat that these measures were important and urgent, and that they were necessary. My questions are practical-practical. We go on to four days of telework for three weeks, then we go on to three days. Is this change that will take place in three weeks' time, if everything goes well, not likely to complicate the lives of businesses? Was this decision taken in consultation with them? Much has been said in recent months about the breakdown of all indoor spaces, particularly in companies. Should we not consider extending and generalising this breakdown in companies, for example through a protocol? I am thinking of companies with large landscapers or simply meeting rooms. I think we should start thinking slowly about this. (...)
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip141x.u11	Prime Minister, your experts promised group immunity and the realm of freedom if 70% of the population were vaccinated. In West Flanders the vaccination rate is more than 95% and yet we have the highest number of infections. A fourth wave is coming. Once again, we are not getting beyond the same measures as before, more repression, the pass protocol and the maskade that is starting again. If the experts change their opinion because they are mistaken, it is called a moving insight. If the population is a victim of policy, it seems that it has not followed the rules well enough. The measures are always taken to avoid overloading care. I lit my own light once and called two hospitals. In these two hospitals there are about 60 patients with covid, of whom fortunately barely three patients are on intensive care. Those hospitals told me what the situation is. Approximately half of the patients were vaccinated and the infected vaccinated patients were mainly elderly people and people with underlying conditions. The other half of the patients had not been vaccinated. As far as care workers are concerned, they were people who were in quarantine. I was surprised, however, that there were no children and no minors. Nowhere in the country are the children ill, yet we are holding them hostage. Madness is always doing the same thing and expecting a different outcome, Prime Minister. Einstein said that. When will we give children freedom? Why don't you switch the gun from shoulder to shoulder in the fight against the virus and not let people become immune? This immunity is being promoted in other countries, but the children are also being held hostage in our country. (...)
