ParlaMint-BE_2021-10-28-voorlopig-55-plenair-ip136x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-10-28-voorlopig-55-plenair-ip136x.u2	Colleagues, The time has come to read out a letter I sent on behalf of this House to the Speaker of the British House of Commons following the heinous assassination of David Amess. "It was with deep sadness that we learned of the assassination on 15 October of Conservative MP David Amess. While participating in a constituency meeting – a permanence for citizens – in Essex County, about 50 kilometres from London, he was brutally stabbed and died shortly after his injuries. David Amess died doing his work as a parliamentarian. He was known for his kindness and great heart, he stood up for the most vulnerable in society and was very open-minded, especially to those with whom he disagreed. It is the second murder of a British MP in five years, after Jo Cox who was murdered in similar circumstances in her constituency in 2016. Unfortunately, today, many Members of Parliament throughout the world are still threatened with death or are effectively victims of violence. Our democracy will never admit acts of hatred and intolerance. We strongly condemn these barbaric acts that remind us of how much we must cherish our rights and freedoms." Prime Minister, would you like to add a word?
ParlaMint-BE_2021-10-28-voorlopig-55-plenair-ip136x.u3	Madam President, the government joins with the condolences extended to David Amess' family and friends and wishes to join you in remembering the terrible attack he suffered. Amess was a colourful figure with strong opinions. In that respect, he was an important Member of Parliament. Because it is the diversity of opinions that makes our democracy strong: the organised disagreement. Saying opinions, but never fighting. Those who cross this line attack society itself. All democrats, whether they disagreed with or disagreed with David Amess, must strongly condemn the attack. We must continue to fight against intolerance and hatred of which he was the victim.
ParlaMint-BE_2021-10-28-voorlopig-55-plenair-ip136x.u4	I invite you to observe a minute of silence.
ParlaMint-BE_2021-10-28-voorlopig-55-plenair-ip136x.u5	Prime Minister, vaccination is the way to freedom. You were hoping for a 70 percent vaccination rate. The Flemings gave you over 90%. They did what you needed to do massively, but instead of that promised freedom, they are now getting a pass society. No way to freedom, but to the state of emergency. After all, only a few days after the liberal parties and socialist congresses, this government is going to introduce the pandemic law. "In Flanders, the vaccination rate is so high that we don't need a coronapas. Freedom is the rule." Those are not my words, but those of your party chairman, Egbert Lachaert, on 26 September. During that week, Prime Minister, 217 people were in intensive care in this country, 38 less than the 255 of today's population of 4 million. Is that the difference between freedom and state of emergency? The fear is spreading here faster than the virus. A coronapas doesn't help, it creates a false sense of security. You said yourself that you were against a pass company, you didn't think a corona pass was necessary in Flanders. The Flemish government, with the N-VA in its head, also spoke very strongly against this. If would-beemperors need Latin spells for some kind of sale of cookie boxes:bavolant. That is the most practiced Latin spell by the governments in this country. Their words are fried air. Prime Minister, please explain to me the scientific usefulness of a corona pass in Flanders, where almost everyone has already been vaccinated. Secondly, if a corona pass is so necessary when more than 92 % is fully vaccinated, when will we get rid of it?
ParlaMint-BE_2021-10-28-voorlopig-55-plenair-ip136x.u6	Mr Prime Minister, we are all concerned about rising numbers, 50% more hospitalisations and 75% more covid contamination. The Consultative Committee therefore took measures this week to slow down the increase. The care system is likely to be overloaded again at a time when care providers are exhausted in the first line and in hospitals, after four contagion waves that were followed each time by catching up with the many delayed treatments. As manager, I can say that there is also a great deal of concern in the business world. There, too, the workload has been increased, with economic revival and catch-up movements combined with the vacancies that remain open. In the meantime, companies are making every effort to maintain a good working environment and to avoid an outbreak in the workplace. So we have to arm ourselves against this wave, especially in order to avoid any lockdown at all times. The vaccination is very important, but unfortunately it is not 100% final. That's always been the case. Our restaurants, our companies and our families have the resources and know the recipes to prevent further spread of the virus, namely wear a mouth mask, keep your distance, wash your hands arranged, limit your contacts and discuss homework. In addition, there is the extension of the Covid Safe Ticket. However, it is particularly important that we work together, with focused efforts and common sense, so that we can avoid stricter measures, such as the closures of sectors, in the future. Telework is strongly recommended again, but will it also be monitored? Furthermore, are there plans to shorten the quarantine period after a negative test, given the large labour shortages in companies and certainly in education?
ParlaMint-BE_2021-10-28-voorlopig-55-plenair-ip136x.u7	Madam President, Prime Minister, it is undeniable that the fourth wave is there. This Monday, we were beating a new record with nearly 9,000 new infections and last week, on average, fifteen people a day died as a result of the covid-19. It is too much, too much in a country where vaccination is free and available, even if, I think, we have to thank all the people vaccinated, without whom this figure would be much worse. You have partly taken on your responsibilities by advancing the Concertation Committee and finally deciding to harmonise a number of rules across the country since now the Covid Safe Ticket (CST) is applicable in Flanders. That's good news. There is no place in a small country like ours for any health nationalism. On the other hand, I am quite skeptical and rather troubled by your concern about the famous third dose. I hear you're thinking about it. There seems to be an urgent need to move forward on the issue of caregivers, the most vulnerable people under the age of 65 and those with co-morbidities. For these people, how fast will the discussions on a third dose take place? Who are likely to be affected by this third booster dose? If a third dose is to be given to the entire population in the coming weeks, are we ready when we have dismantled a very large part of the vaccination centres? These are important issues. Finally, Prime Minister, we take note of the federal government's decision to activate the pandemic legislation. My party has always regretted the adoption of this text, which, as a reminder, organises a genuine submission from Parliament to the government in times of crisis. When will the royal decree which will implement it be taken? On the contrary, one may like or not like the CST but as the Walloon Region and the Brussels Region yesterday, the Flemish Region, tomorrow, will decide, via its Parliament, to take this restrictive measure of freedoms and to deliberate it. It's a real difference with the federal government.
ParlaMint-BE_2021-10-28-voorlopig-55-plenair-ip136x.u8	Madam President, Prime Minister, I would like first of all to welcome the results and conclusions of the last Consultation Committee, which has taken useful and necessary steps to preserve the health of the population, while also preserving the economic activity of our country and social and cultural life. It's important. We have effective tools for this: vaccination, the Covid Safe Ticket but also the wearing of the mask. Emphasis was placed on the need to wear the mask in public places. It is important to keep reminding him. We know that the increase in the rate of contamination is now a fact and we must, of course, react to it. You react to this by providing a foundation for the strong federal, also with some autonomy of the Regions that is important depending on the situations that may be different from one Region to another. I would like to stress the need to preserve the medical profession and all caregivers in our country today. If, fortunately, the rate of hospitalization is not as high as the increase in the rate of contamination, which is the result of vaccination, we know that the medical profession and the caregivers in general are being put to a very severe test. We must therefore take this decision to encourage compulsory vaccination among caregivers. I think this is a decision that we have to make today. We also need to ensure that the entire health care system has access to the third dose as quickly as possible, as we obviously need a health care system that is able to cope with rising levels of infection and covid-related diseases. We need that. As a result, Prime Minister, I am asking you to ensure that we make the decisions quickly to encourage the vaccination of all health care workers in our country.
ParlaMint-BE_2021-10-28-voorlopig-55-plenair-ip136x.u9	Prime Minister, you are teaching Poland about tyranny, but in your corona policy we are beginning to see a carousel of abuse of power in a pass society. We have endured lockdowns and strict measures for a year and a half, so that the care staff and hospitals would not be overloaded. Can you explain to me, Prime Minister, why hundreds of thousands of children are being held hostage in their classrooms, when virtually no contagion of young people leads to hospitalisation, let alone stay in intensive care? Can you also tell me why waiters, waiters and cooks in the hospitality industry who have been vaccinated should wear a mouth mask if no one is allowed in a restaurant without a coronapas? Is that bullying behavior, Prime Minister? Only in the fitness centres in the Brussels Rand was there a problem. So can you tell me why all the fitness centres throughout Flanders must be the victims of the malpractice of our Brussels politicians, the road viewers, who fear vaccination to remind their own minorities, in this case the Muslim community, of their duties? Prime Minister, on 12 September this year you said yourself that you do not see why an extension of the corona pass would be necessary in Flanders. Your chairman, Mr Lachaert, who is absent here, said that there is such a high vaccination rate in Flanders that we do not need a coronapas. He said freedom is the rule and we're on a slippery slope. Your experts such as Geert Molenberghs claimed that full group immunity would have been achieved at a vaccination rate of 70%. Well, in my municipality, the vaccination rate is 95%! Many inhabitants have even received a third shot. Do I have to tell my residents that your chairman, your experts and your government are liars or that (...)
ParlaMint-BE_2021-10-28-voorlopig-55-plenair-ip136x.u10	Madam President, Prime Minister, I am standing here because I have a few questions for you. A few days later it rained panic stories in the media, among others spread by the same Minister of Health. That's why I thought something had happened, probably an increase in alarm levels in the intensive concerns. When looking at these figures, I see, in relation to the threshold of 500 that was once pushed forward, that we are halfway there. The number of vaccinees vaccinations was called the road to freedom in Flanders is in many municipalities above 90%. Those vaccines haven't worn off yet, have they? Then what's the explanation for this sudden panic rush? It is important that an atmosphere was created among the people. If people don't take the new measures, there's gonna be a lockdown. The country's main virologist even put on social media that we should avoid going to 1,400 recordings in intensive care. Public opinion has created an atmosphere: if you do not take those measures, we will go to terrible situations. That explains the word "emergency situation," Prime Minister. You will declare a pandemic emergency. We agree that there are grounds for caution, but your disproportionate communication now leads to the best region, the only region, being intertwined, while the regions that are doing worse do not seem to have to take any new measures. I want an answer to that.
ParlaMint-BE_2021-10-28-voorlopig-55-plenair-ip136x.u11	Madam President, Members of Parliament, I have listened carefully to the questions, but I would like to start with a number of facts and four figures. First digit. It's obvious we're in an autumn wave. That means there are a lot of infections, on average 5,700 infections in the past week. That's perfectly similar to what we saw in the middle of October last year. This is not only true in our country, but also in the Netherlands, in the United Kingdom, and many other European countries. The second element is the delta variant, which is three times more contagious than the variants we experienced a year ago. Clearly, vaccination works, but the delta variant is stronger. The vaccination helps 70 % against infection and 90 % against serious disease, but it does not help 100 %. No one said that the vaccines would work at 100%. The vaccines are a very good protection, but it is not absolute protection. Fourth digit, for those here trying to make a regional distinction. Let's take a look at the numbers. The reproduction number indicates how strong the circulation of the virus is. In Limburg it is 1.54 %, in Antwerp it is 1.45 % and in West Flanders it is 1.54 %. The average in our country is 1.3 %. Three provinces above average are provinces in Flanders. I'm not saying that to point the finger at one or the other. I'm saying that to indicate that we're in a situation today where the increased circulation is everywhere. That's not one or the other's fault. That's just reality. There's nothing you can do about the fact that the circulation is higher. I would find it strange that we would then decide to close our eyes to that, to pretend that we have not seen it. That would mean that we do not want to accept our responsibility. What's the situation? There is a wave of infection going through our country, the virus is more contagious, the vaccination offers the best but no absolute protection and the autumn wave hits all of Europe and not one region or the other. In our country, too, we see this throughout the country. On the basis of these facts, we have decided to bring forward the Consultation Committee. The sooner decisions are made, the better the policy that can be implemented. Those of you who are now screaming murder and fire, I invite you to take a walk outside. Does it look like our society has stopped? Does it look like cafes and restaurants are closing? Does it look like a lot of things are forbidden? No, it's just the opposite. Life goes on exactly the same way. That was also the intention of the decision taken with all governments. Life must go on, but with a little more caution and a little more vigilance. To be honest, that seems to me to be a good decision at the moment. Protection is actually something like getting dressed in winter. When it gets cold, one attracts a layer more. If it gets colder, they'll attract another layer. We are actually doing the exact same thing today. As we observe that the circulation of the virus increases, we say that vaccination remains the rule, but we add a layer of caution, such as wearing the mask or the CST. This will help us. This does not mean that vaccination does not work. However, given the high level of circulation of the virus, I think it is appropriate to do so. Then I get to the Covid Safe Ticket. We must be careful that this is not going to be a rearguard fight. The people are with us, the Catering Federation is with us, our neighbors use it, many of us have used exactly similar instruments abroad this summer and have found that this works very well. Am I saying it's a miracle cure? No, that's absolutely not a miracle cure. No one said this is the perfect protection. In the logic of adding layer by layer, that is a good thing. Besides, introducing the Covid Safe Ticket is, except for major events, the responsibility of the Länder. I see that during the Consultation Committee the Länder have taken up their responsibilities and taken the appropriate steps to do so (...).
