ParlaMint-BE_2021-06-17-definitief-55-plenair-ip110x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-06-17-definitief-55-plenair-ip110x.u2	Colleagues, Yesterday we learned with sadness the death of our colleague Marc Goblet. We knew his state of health was fragile, but the announcement of his death surprised us all because he had wanted to continue to participate in our parliamentary work. I will pay tribute to the memory of our colleague at the next plenary session. But let me already briefly mention his memory. With Marc Goblet, the Chamber loses a man who was faithful to his beliefs. His willingness to listen, his selfless commitment and his openness to others were recognized by everyone. Those who have known will preserve the image of a warm, humble and deeply generous man. I have conveyed the condolences of our assembly to his family.
ParlaMint-BE_2021-06-17-definitief-55-plenair-ip110x.u3	Madam President, Prime Minister, how long will the European Union continue to subsidise the Hungarian dictator? Over and over again, Viktor Orbán defies everything the European Union stands for: democracy, the rule of law, human rights, freedom of the media and this week again the freedom of the Igbtqi community. When a Member State of the European Union deprives people of their freedom to be who they want and to love whom they want, that is a particularly black day for human rights. How could it have come to this? The answer is actually painfully simple, because some people let him get away with it. Not only countries on the other side of Europe would rather support Orbán than the people of Hungary, but also in our Parliament are parties that let him get away with medieval practices. Parties here calling for the rights of Holebi's show their true nature when no one is looking. The N-VA is tough on Twitter about holebirechten, but in the meantime he was happy to vote with Orbán in the European Parliament last week. The PVDA is talking about human rights, but they too are absent when it comes to the real issue, because they too abstained in the European Parliament last week. The Flemish Interest even laughs with Orbán in the photo and encourages him. This problem doesn't solve itself. Choose. Be a democratic party that stands up for the rule of law or shut up and choose Orbán. There are no more options. For Forward, it is clear: enough is enough, no more subsidies for the criminal practices of a dictator. It is high time that the European Commission, as agreed, developed and implemented the European rule of law mechanism. It's gotta be done with tallows. Prime Minister, you are going to the European Council next week. Will you argue in favour of stopping European subsidies through the mechanism?
ParlaMint-BE_2021-06-17-definitief-55-plenair-ip110x.u4	Madam President, Prime Minister, ladies and gentlemen, these are the fundamental principles of the European Union. When the former Eastern bloc countries turned one after another towards the European Union, it gave a great sense of liberation throughout the Union. We thought that these countries were finally freed from the yoke of the communist dictatorship and that they chose Europe fully, for our values of democracy and freedom and for the right to self-determination of each individual. It is very painful, Prime Minister, to note that a country like Hungary is gradually slipping into a conservative dictatorship. Yesterday it was about the free media in that country, today it is about the rights of the Holebi community and the transgenders. A law has now been passed that stigmats that group and in fact criminalizes it. That happens one step at a time, and the Union is looking at it. Not quite, because we questioned you at the time when it was about the solidarity mechanisms, the money that had to be spent urgently on those countries. If we want to have European solidarity mechanisms, then we must also respect the principles and rules of the club. It is therefore urgent to clarify the situation. We have put in place a rule of law mechanism, but that has still remained dead letter. The implementing decisions are before the European Court of Justice following a procedure initiated by those countries themselves. What will you do next week at the European Council? What message will you send there? How do you intend to ensure that the rule of law mechanism, Article 7, is put into effect as soon as possible?
ParlaMint-BE_2021-06-17-definitief-55-plenair-ip110x.u5	Madam President, Prime Minister Hungary and his government, which can now be called the far-right government, are once again shameful to Europe. Hungary, a member of the European Union, has just adopted a new homophobic, resolutely homophobic, violently homophobic law. A law that prohibits the representation of homosexuality in public space. A law that violates the values of the rule of law. This government of Viktor Orbán - let us not be afraid of words - increases restrictions, deprivation of rights and humiliation to the LGBTQI population. I remind you, Prime Minister, that already last December, I asked your colleague Foreign Minister about changes in the Hungarian Constitution, which were validating principles such as "the mother is a mother, the father is a man". Once again, a cruel, retrogressive and shocking vision of the family and sex education. This shocking and challenging vision is rooted in discrimination against persons belonging to sexual and gender minorities. Prime Minister, we are all here – at last, not all members of this Parliament, because some are really friends, supporters of Viktor Orbán! –, but apart from these, we are all at the side of thousands of protesters and human rights associations and LGBTQI people. We are all LGBTQI Hungarians today! Therefore, Prime Minister, does Belgium intend to call for the establishment of the rule of law procedure at European Union level, this cross-compliance mechanism which is supposed to protect the European Union from violations of the fundamental values set up by Commissioner Reynders?
ParlaMint-BE_2021-06-17-definitief-55-plenair-ip110x.u6	Prime Minister, ladies and gentlemen, Viktor Orban continues his infernal and populist spiral of hatred. He pushes the nail of his homophobic crusade by prohibiting "the promotion of homosexuality". This law wants to eliminate from the sight, from the public space the very identity of homosexual European people and citizens. It also threatens their existence. I think we can solemnly say that a red line has been crossed. Europe does not want and cannot become the landmark of the far right, the landmark of Orban populism and the ideas of the LGBT free areas of Poland. Ladies and gentlemen, in the end, we must stand up everywhere against discrimination. Whether it is to free more than one million innocent Uyghurs from camps in China or to stand up to protect homosexual European citizens who are threatened because of their gender identity, their sexual orientation, we must dare say that no, that is not right! Prime Minister, I formally invite you to call the Hungarian ambassador to Belgium here to say frankly in his eyes: "No, this is not right!", and dare to raise the rainbow flag, this standard of freedom and diversity, at our embassy in Budapest because, yes, we have to tell this LGBTQI+ community that we are at its side. Finally, the Charter of the European Union is not there to decorate. Its rules must be applied. We must tell these tyrants and autocrats that, if they undermine our values of freedom and equality, they will pay the costs and face sanctions. In advance, thank you for your action.
ParlaMint-BE_2021-06-17-definitief-55-plenair-ip110x.u7	Madam President, ladies and gentlemen, ladies and gentlemen, let it be very clear: in the European Union there is no place for homophobia and no place for discrimination against Igbtqi. As I said yesterday in the Consultative Commission on European Affairs: Holebi rights are human rights. Let that be the base. These are the foundations of our Union. Those foundations of our Union must not be touched on. Those are our core values. Respect for human dignity. Freedom. Respect for democracy. Equality. Respect for the rule of law. Respect for human rights, in particular minority rights. Democracy must not be reduced to the will of the majority. The main function of democracy is to protect the opinions, the orientations of minorities. It is there that one can see the quality of a democracy. This is also stated in the various EU constitutions, and that is what each Member State is expected to strive for every day, and is considered to put that into practice every day. The European Union is not a cash machine, of which you can say: I am going to collect the money, but the rules, I absolutely do not want to abide by them. That is not how we want the European Union to function. Europe is a club with clear rules, so there must also be a mechanism to ensure that those who do not respect the rules are forced to respect them. The European Union is not just a union of money; it is also a community of values. For our country, it has always been very clear that this community of values cannot be affected. I come to a number of things which we have already responded to and which we are going to do. The Foreign Minister, Mrs Wilmès, will raise this point at the General Affairs Council on Tuesday, which seems logical to me. In addition, our Minister of Foreign Affairs is in continuous consultation with other countries. Things have begun in the Benelux, but also in other countries, which have joined forces. The European Commission also has an important role to play in being the guardian of the European Treaties. We are going to question the European Commission with regard to its duty. I am also pleased to see that the President of the European Commission has expressed concern about this new law and is going to examine it in relation to the basic rules of our Europe. The rule of law mechanism has been established at the insistence of our country, among other things. It was the Benelux countries who always put that point forward and said that we needed something like that, because they already felt the mood. Indeed, certain countries, including Hungary, have been brought to the European Court because of the rule of law mechanism. We are now awaiting the judgment of the European Court on this matter, but let it be very clear, if we want Europe to function, if we want Europe to reflect the values that are ours, then we must have a mechanism to hit where it hurts. Touch where it hurts, that means: in the financial flows. Such a mechanism is necessary to ensure that our basic values, our core values, are respected. We hope, of course, that it will come into force as soon as possible. There will be a meeting of the European Council next week. We are concerting with other like-minded countries, and there are a lot of them, about the way in which we want to raise this issue. It is not because the rule of law mechanism is not yet ready that we should not send a very clear message next week. This discussion is essential. It is important that all Heads of Government and of State who are of the same opinion – and there are many of them – be able to express themselves as quickly as possible in order to implement this conditionality, which is fundamental to making the European Union work in the times we are living in.
ParlaMint-BE_2021-06-17-definitief-55-plenair-ip110x.u8	Thank you, Prime Minister, for your clear and clear answer. When a dictator like Orban attacks holibi rights in Hungary, he also attacks the holibi rights in Belgium. In advance, the role of the European institutions and, above all, of the European Commission must be strengthened in order to defend the fundamental rights and foundations of the Union. The Vivaldi partners support the clear position of you and the government. Holebis and other vulnerable groups must never be the victims of international political jousting. We must support the people there and protect them here too if necessary. For now, your mission is clear: protect the Belgian values, protect our European values. Real democratic parties are drawing the line here.
ParlaMint-BE_2021-06-17-definitief-55-plenair-ip110x.u9	There is increasingly a problem of authority of the European Union itself. I have just asked Mr Cogolati what authority and what authority the European Union can still act with. However, she must do so in relation to other countries, such as China for his attitude towards the Uighurs, and Hong Kong, if one actually experiences the same thing in one's own cuisine, Hungary and other countries? We're gonna have to move on. Immediately after the rule of law mechanism was introduced, among other things, on our request, those countries were moved to the European Court of Justice. That means that, after the money was in, the execution of the rest has been postponed. We can't accept that. The principles underlying this mechanism must be strongly advocated. We can only hope that the whole of that Article 7 can be implemented as soon as possible.
ParlaMint-BE_2021-06-17-definitief-55-plenair-ip110x.u10	Prime Minister, I thank you from the bottom of my heart. Beyond the function you embody, you personally represent values. And it is your heart values that have also been expressed here. Through you, Belgium will, I hope, demand and obtain the sanctions necessary to respect the rule of law in the European Union. Poor, Jewish, black, Arab, immigrant, gay, LGBTQI+: why so much hatred? Why do they hate us so much? Being gay is not an invention of the West; it is a human and historical reality. To quote Morgan Freeman, the great American actor who was questioning a homophobic in these terms - and excuse me, by quoting him, for being at the limit of decency -: "I hate the word 'homophobia'. It's not a phobia. You're not afraid. You're just an asshole!"
ParlaMint-BE_2021-06-17-definitief-55-plenair-ip110x.u11	Madam President, thank you for these very clear words both from colleagues and from you, Prime Minister. You're not the prime minister of any country! Our country, Belgium, was the first, ten years before France, in 2003, to legalize marriage for all, to legalize and recognize the right of transgender people, to legalize adoption for homosexuals, and we are proud of it. We have to say it. This is the pride of our country, Belgium! This is important because it does not say a word of consent and we must stop being silent. We must break this silence in the European Union. The silent majority must now stand up and stop discrimination.
