ParlaMint-BE_2021-12-22-voorlopig-55-plenair-ip152x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-12-22-voorlopig-55-plenair-ip152x.u2	Madam President, I did not understand that the suspension was suspended for technical reasons at the request of the services. I would therefore like to apologize for my protest.
ParlaMint-BE_2021-12-22-voorlopig-55-plenair-ip152x.u3	The general discussion was resumed. The general discussion has resumed.
ParlaMint-BE_2021-12-22-voorlopig-55-plenair-ip152x.u4	Madam President, Minister, it is 04.07 p.m., there is not a lot of people left, but that really doesn't matter. You haven't been here yet, but there hasn't been much talk of justice today. Despite the efforts of many, Justice has been out of balance for quite some time. During the previous legislature, with Minister Geens, with much less resources than you are now getting, we tried to turn that tanker slightly, but that turn must of course be taken further, because the challenges in the field of justice are particularly great. Last year there was also a policy statement and a budget, but that was rather a technical budget at the time, and in March, April and May it was still so. Now, however, there is a real budget for it. We have also discussed this in committee. There is a real budget for it and it is necessary. Your policy paper, which is linked to it, is full of plans and ambitions, and they need money, that is clear. Unlike your colleague from the Home Office, you did get more money. It's more money than ever before for the Justice Department, by the way. However, that also means that you will not be able to hide anymore. A lot is expected of you now, too. Not only do you have plans and ambitions, but you now also have the means to implement them in part. Announcements alone will therefore no longer suffice. Mr Minister, we are of course only at the end of 2021, but for me the shoe is still pinching. I'd like to explain. There are more resources for justice, but when we look at your measures and the legislative work, we see that they are in many respects at odds with the announcements you made, in particular with the promised penalty rate and faster Justice. You have announced with a lot of bombs to carry out all the punishments, including the short ones. It was one of your first headlines. However, the law that should make this possible, the law on external legal status, has already been postponed twice, now to June 2022. The result is impunity, because these short sentences are not being carried out in the meantime. The probationary period is shortened. The attorney general's advice was negative, but that law was recently passed here, majority against opposition. That probation's been cut short. The week in committee we discussed the penalties with delay, in the context of sexual criminal law, to which it is added with an amendment. Colleagues, the suspended sentence, the penalty with delay, a sentence that is not being carried out, will from now on always be possible, without any threshold and regardless of the previous convictions. I'm supposed to think of that as "going to carry out more punishments"? The autonomous probation, electronic monitoring, working time: all these possibilities are being extended. Of course, it is not wrong that this can be done, but it is also easy, Mr Minister, because you are therefore taking a part of the responsibility for the execution of penalties further to the regions. There have also been interventions in prisons due to corona, such as early release, interruptions of sentences, extended leave. Apart from the corona story, structural legislative initiatives were also taken to reduce penalties. You are doing this, Minister, because you do not have the capacity to carry out those penalties, nor do you manage to provide for that capacity. The overcrowding will solve you earlier today by simply not locking up the convicts anymore. But instead of adapting the number of prisoners to capacity, you need to increase capacity. That is a core task of the government. But this overcrowding, Minister, do not take it upon yourself. However, this is really necessary in the short term, because the situation on the ground is very serious: strike announcements, prisons in which the prisoners are almost literally stacked together, mayor refusing to include new prisoners. In Antwerp alone, there are over 700 people in prison for 435 people. What's your reaction to that? You're betting on detention homes. I am in favour of detention homes, as you know, and you are announcing 15 of them by the end of this term of office. But for the time being, at best, there will be two. One detention house offers 20 to a maximum of 60 places. You're certainly not gonna come up with that. As far as transition houses are concerned, you had two of them, but one is closed: no solution either. The master plan for extra prisons could provide a solution, but we are still waiting to update it, and the first new prison will not open until the autumn. You always say that in 2024 there will be net 1128 cells. The overpopulation is now there, in December 2021. We need these places now, Minister, and other short-term solutions. But what I noticed is that you are keeping a very great silence. What I noticed more: when Mr Goffin asked during the discussion of the policy paper in committee what your top five was for 2021 and what your top five were of achievements that you really want to deliver in 2022, you responded cleverly. You gave up five dots for 2022. First, you called it sexual criminal law, but before that, we've already done most of the work. Then you mentioned the road safety section, which we will be voting on tomorrow morning: we can debate it again within a few hours, Mr Minister, so you can already check it out. Furthermore, you mentioned detention homes, which I have already indicated are not so easy at the moment. You completed the top five with the criminal record and a better care for the interned. The latter would still be wrong, because you still catch them in prison despite convictions. However, the real problem of overpopulation, which is now very acute, is not in your top five. Apparently, you prefer to release people, give favors or alternative punishments. Flemish minister Demir made the alarm this week, because the previous state reform gave powers to the regions, but without having followed the budgets, which prevented Minister Demir from following. So you must also take responsibility for yourself. There are alternatives. It is a pity that Mr De Vriendt is no longer here to discuss it. Even if I do not have to do so as an opposition member, I will list the alternatives. For example, additional capacity can be achieved by renting a prison, as has happened in the past in the Netherlands. This week you said that this cannot be done, because it takes a year for that to be settled. But a year ago we proposed to you to hire additional capacity, so your counter argument does not apply now. Another alternative is a better distribution between north and south, because the figures show differences. Foreign inmates can let you serve their sentence in their own country. In the previous government, Theo Francken and Koen None have done so for about 1,600 inmates a year. That counts, because that is more than the 1,228 extra cells you will have at your disposal in 2024. Why don't you go on that road? Maybe your Vivaldic colleagues won't let you do it, or maybe you won't. You have a mouth full of licks, but where do you stand with that policy? You like to promise that, even if you can't do it with the prison capacity, but with fines you can. It is very easy to collect fines from citizens. I don't think that's wrong, because anyone who commits an offence may be fined, but I do see a contrast. I think it's wrong that it can be so easy. The crossborder system raises $100 million. The National Security Office, on which I will go into more detail later, is actually nothing more than a collection agency. The 10 % of crossborders that you have not yet received, you will now try to collect with three magistrates and many administrative staff. For that you create a separate parquet. However, you do not do that for sexual criminal law or for financial crimes. We discussed last week that financial and tax fraud is not a priority. However, it is still unclear to me where the large profits are in terms of workload and priorities. You can also bet on better execution of capital punishment, but you do not, nor is it in your top five. An increase in the chance of getting caught, which can really mean the difference, is not in your top five either. I would like to mention one more element about the operation of the justice system. You still have money to recruit full staff and magistrates, which I think is very good, but we have to put those people in the places where they are needed. This requires a workload measurement. You announced that this workload measurement would be ready in January 2022, so that the staff can finally be properly allocated, not according to lobbying, but where it is needed. At the committee meeting on Monday, however, you replied that the College of the courts and courts is still determining the parameters and looking at the policy areas. So, the workload measurement is still not ready, so we still do not know where the backlog is greatest, where the need is greatest and where staff need to be deployed. And that is not serious, Minister. After all these decades, you should know that. You have received a lot of extra money to do a lot, Minister, and that is good. You have also spent extra resources. Just extra money isn't enough, the spending counts. I'll spend it. With promises alone you will not make it, Minister, you must make it happen now. But you have taken a very bad start, because despite your slogan about a criminal justice system, you have actually only done the opposite in the past year.
ParlaMint-BE_2021-12-22-voorlopig-55-plenair-ip152x.u5	Mr Minister, it is not really a serious matter that a department as important as Justice should be discussed at this very hour. This also applies, among other things, to Home Affairs and Social Security. In any case, in the Committee on Justice we were given the opportunity to discuss everything in detail and in detail. I shall therefore confine my speech to the points that are important to our group. Minister, you are very ambitious. You have very big plans. Our group can - and I have said this a number of times - support a large part of it. But it is very important that you actually realize and implement these plans. How you want to do that is not always clear. However, there is a great deal of work to be done, because the public's confidence in justice remains low. You want to restore faith in justice by making what you call justice faster, more human and more criminal. We often hear from you many positive promises and a lot of roaring announcements. But I hope you are aware, first of all, that despite the considerable increase in your resources, which you have obtained, for which I congratulate you, that is not enough to realize everything you announced. Secondly, you are facing a serious personnel problem. You want to recruit more staff in various areas: 1,400 new talents for 2022. But the question is, where will you find all these specialized people? Justice must once again become an attractive employer. It is therefore important that you keep your ear on the ground on a continuous basis. With the announced employee branding alone you will not get there. There must be a strong response to the high workload. You must also work on a new social statute for the magistrates. This new statute must certainly be introduced for the penitentiary staff, who have given the best of themselves in the last year under very difficult circumstances, which is not always a matter of course. I therefore hope that you will make a very great effort to develop a more modern staffing and recruitment policy. Minister, modern and adapted courthouses and new prisons are also needed in order to increase capacity significantly and thus finally tackle the overpopulation. I wish you every success in that. Only doubt is there any budgetary feasibility of the projects announced. After all, your list is very extensive. Even if you invest your entire additional budget in these projects, coupled with the efforts of the Buildings Regie, you will not be there. I would like to say nothing about the efforts to be made to overcome the backlog in maintenance and renovation. Minister, digital justice must also be addressed, and rightly so. At Justice there is a need for a digital transition. It is not new, but our country is one of Europe's most disadvantaged countries in terms of digitalisation of justice. That is how the European Commission found out. You must also do something very urgently about this. Minister, justice must also become more human. Accessibility needs to be improved. The second-line legal assistance system has already improved, but the work is not finished. There should be a single point of contact for the application for legal aid and second-line legal assistance. There are other alternatives to making justice more attractive and accessible. For example, we are thinking of reducing VAT from 21% to 6% on lawyers' invoices and encouraging legal aid insurance. Mr. Secretary of State, justice must above all become more punitive. You have announced a lick-on-piece policy. Indeed, the public expects justice to act swiftly and decisively against all forms of crime. She must take firm action against street crime, shoplifting, intra-family violence and juvenile crime, and not just against it. A lick-on-piece policy must be put in place for all forms of crime, including serious crime. We are thinking, for example, of organized crime, drug crime and financial and fiscal fraud. Our party has been an advocate for a speedy settlement of these crimes for years. Minister, you will find an ally in us to make that happen. Mr. Secretary, all the punishments are being carried out. That was one of the Prime Minister's most powerful statements following the declaration of government. We are almost halfway and there is not much of this on site. Once again, it is painful to see that the corona crisis is being abused in order to postpone the execution of all the sentences, as has been announced many times, for another six months. We'll talk about this later. The execution of short prison sentences is also being postponed, unfortunately. Do you not realise that it is particularly important for judges that the punishment they pronounce is actually carried out? Doing the opposite in practice is particularly demotivating for them. Proper punishment is also important for the victims. Of course there must be no delay, Minister. How will you carry out all the penalties in June 2022, if we are already faced with overcrowded prisons? At best, two new prisons will open, but three will close. The detention homes mentioned will not be completed yet. Two have been announced, but we have also had to observe last week that there is a great deal of opposition on the ground for the detention house in Verviers. So it will not be obvious to realize all that. I also hope that you are aware that detention homes do not provide a solution for all prisoners, especially for the serious criminals. Minister, with regard to better enforcement, I would like to refer to a report by the Court of Auditors, which shows that barely 24% of fines are collected. That is only EUR 84 million instead of EUR 350 million. Please work towards a better implementation of penalty penalties and a clear policy of replacement penalties, ensuring that they are implemented in all districts. In our society, there should be no place for relapses. Freed convicts must be followed closely and intensively, including through systematic control actions by the federal police, monitoring computer usage, regular wiretapping of telephone traffic and house visits. New facts and the least violation of the conditions imposed by early release should lead to an unbearable return to prison. Unfortunately, I don't read about this. You announce that non-Belgian prisoners must serve their sentence in the country of origin. Inmates who no longer have a right of residence in Belgium at the time of their release or at the end of their sentence must be repatriated. It could have come from the programme of the Flemish Interest, but it comes from your policy statement. We support you in that. We have long argued in favour of anyone who takes advantage of our hospitality and tolerance to commit crimes here, being treated irreversibly and taking away Belgian nationality if they have a dual nationality. In practice, unfortunately, the implementation of such a policy leaves a great deal to be desired. We therefore urge you to do something about this. Zero tolerance for violence against police or aid workers should also apply. Mrs Verlinden announced that she would always be bourgeois in matters relating to violence against police forces. That must always be done, without exception. The penalties for violence against police and aid workers should also be increased. Moreover, I fear that zero tolerance should also be extended to other groups in society. Think of the alarm call from the garbage collectors two weeks ago. In order to pursue a strong and robust security policy, the people who have to live up to it on the ground must also be better supported, such as the federal judicial police. All initiatives contributing to capacity expansion should be strengthened. Work needs to be done on further professionalising the judicial police work and the attractiveness of the job. You have many beautiful goals. You'll get extra resources, but I'm afraid I have to end what I started. Two crucial points will be a particularly difficult challenge for you: realising all your announcements with the available resources and finding sufficient skilled staff for all areas of Justice. We will follow that closely.
ParlaMint-BE_2021-12-22-voorlopig-55-plenair-ip152x.u6	Madam President, ladies and gentlemen, it is true that the justice budget will increase in the coming year, from around EUR 2 billion to EUR 2.3 billion, and that the government has deliberately chosen to invest more in justice. If we look at where this expenditure is going, we can see that we are doing so in all areas of justice. For example, we invest in more magistrates and judicial staff, but also in the prison system, the security of the state, the support services. So we invest in all areas and we do not just do that linearly. We make conscious choices, also taking into account the needs on the ground. The credit is, of course, that of the Secretary of State for the Budget, who has allowed me to do so, a choice made in the formation of the government. It is also in all honesty the credit of Mr Geens with the preparatory work he did when he did a number of publications, saying that a fundamental refinancing is necessary to make Justice truly run. We are doing that now and it is not disputed, so that is positive. Secondly, the question is what is being done with these resources. The adadium 'faster, more human, more punitive' is often repeated by the members of the opposition, for which thanks are clear. That's the touchstone we always use in justice policy. Mrs De Wit has reservations about 'punished', because short sentences are still not being implemented and there is the challenge. But I would like to correct a misunderstanding: 'punished' does not always mean the cruelest punishment, Mrs De Wit. I refer to what an Italian philosopher once wrote, the man who was the first to argue against the death penalty in the 18th century and against corporal punishment, something nobody in this hemisphere is in favour of, although I may be mistaken. Cesare Beccaria said that the best punishment is not the heaviest punishment, but the lightest punishment that can't be avoided. In other words, justice must always be tailored. That is why, in sexual criminal law, which is now once again subject to the opinion of the Council of State and which will be voted on after the recess here, we have deliberately chosen an approach whereby severe penalties are one element, but also alternative ones can be used. After all, we see if we want to treat a convicted person, we have to do so by the right means. Justice is always tailor-made, which is why we advocate a number of measures, such as autonomous probation and a number of others you have referred to. However, the criminal justice system also means that we cannot avoid its punishment, which is why we choose to have short sentences carried out. I understand your disappointment. Twice postponed. I will not refer to the past, but again, that delay had to do twice with corona. We have to be very careful, with everything coming towards us, but we hope that on June 1, when corona is under control, we will do so. A question was asked about capacity and the problem of overpopulation. Mrs De Wit, you say that I have too little attention for that. I would like to point out that 2 of my 5 priorities for 2022 relate directly or indirectly to the problem of overpopulation. When I talk about detention and transition homes, it's about additional capacity. When I talk about internment, I also talk about proper reception and possible additional capacity. We're not sitting still and we're effectively trying to find more places. What do we do? We are fully updating the master plan. I would like to point out that next year and then, with the opening of Haren, Dendermonde and Ypres, we are creating 438 additional net places. Those aren't gross places, but they're net. Indeed, three prisons are empty in Brussels, but the debate on this is not over. There is also the plan that we worked out in the short term to create 720 places at the detention homes and 70 at the transition houses. At the transition houses we have enough candidates, at the tent houses it is indeed an uphill battle. You refer to the problem in Verviers. I invite everyone, including the MPs of the Flemish Interest, who are very strongly opposed to impunity, to make motions in their municipal councils for the establishment of a defence house. However, I note that the Flemish interest is the preferred party against any arrival of a detention center in a city or a municipality. I don't think that's consistent. We cannot say that we are against impunity, but we can also say that we are against new prisons. What do you want to do? Then how will you solve the problem? We are indeed facing a difficult challenge. We're at 2. In Verviers there is also some discussion, in my own city I was the first to take responsibility. Perhaps there is also some place in Koksijde, Mr Loones, or with you, Mr Metsu or Mrs De Wit. There's always something against a detention center. The image of a detention home is not at all in line with the serenity and debate we have had in this House. This is a difficult matter, but we have received EUR 91.5 million additional resources to set up these detention homes. If you add all this up, you get 1,228 extra net places. We are already preparing for the follow-up in the next legislature to provide net capacity there as well. Antwerp has been signed and Leopoldsburg and Vresse stand for 312 and 280 net extra places. The FPCs that need to be created are being prepared and will provide 620 additional places. In other words, next legislative term we have 1,212 extra net seats. So we are working on it. One can of course say here that we need to build up prisons. We are currently looking for net places with all possible creativity. We're not gonna leave any options behind, don't worry. That's a work of day and night, by the Cabinet and the Government of the Buildings. Every day we look for additional capacity. Of course, the needs must also be emptied in the short term. We do, too. We really have a problem of overpopulation in Antwerp. I want to refer to what a journalist wrote this week. He told in Het Laatste Nieuws about the 21 phenomena of 2021. He said that one of the culprits in the overcrowding "is Sky ECC's phone app popular with criminals." He goes on to say: "Since the operation of the same name on 9 March this year, the drugs environment has shattered its foundations, 548 suspects have been arrested." In Antwerp alone, 112 of those suspects are currently in prison. So we are actually the victims of our own success. We are fighting organised crime in a way that has not yet been shown in our country, and that will ensure that more people are in prison. That must be resolved. That is why we visited the prison in Antwerp to find a solution. Mrs De Wit, one of the things we are doing is a better distribution of the prisoners. We have the plan to provide 280 extra beds spread across different prisons. We are fully implementing that distribution plan. The intention is to get the overpopulation to a reasonable level in Antwerp. We are working on this. You also referred to the duty we have to allow long-term punishment to serve in their country of origin. In recent years, there has been an upward trend in the interstate shipment. Because of the corona crisis, that advance stopped in 2020. However, we are on the right track to exceed the level of 2019 by 2021. So we are going to re-launch on more interstate shipments. We are also fully engaged in initiatives to conclude bilateral agreements with the countries of origin, so that foreigners without a right of residence can serve their sentence there. We are fully engaged in countries such as Algeria, Tunisia, Cuba, Malaysia and Egypt. Meanwhile, we have a bilateral agreement with Albania, Brazil and Morocco. That is what we want to do, Mrs Dewit. The overpopulation does indeed have our attention, both in the medium term and in the long and short term. We are talking about this with the unions in prisons, to get that problem under control. I do not want to hide behind the fact that this has grown historically, it is our job to resolve this well. Thank you, Mrs Dillen, for your statement. You have largely repeated what you also said in committee. You say it will be a matter of carrying all this out and ask if the resources will be sufficient. I have always said that we want to make a change within the Justice Department with these additional resources. The recruitment of 1,400 people this year and next year is not nothing, there are a lot of magistrates and legal staff. I know you think that the campaign will not solve everything, but the initial results are encouraging. On social media there was the campaign "Da's Just," a campaign for more people at Justice. For relatively little money, EUR 200,000, we have more than 471 candidates for 76 vacant places at two weeks' time. Take, for example, the problem of the penitentiary staff in Antwerp, Mrs Dewit. That's not just about more space, it's about more people, not more hands on the bed, but more hands in the cell. We have seen that the campaign has greatly increased the number of candidates in recent weeks. The exams are organized after the recess. A campaign can make a difference. They used to do rounds, Mrs. Dillen. For IT at the Justice Department, no candidate showed up. Today we see for three profiles care workers, penitentiary staff and IT.... that we have 471 candidates. Making the social status attractive, as mentioned above, is the intention to present a draft law to Parliament in 2022 to ensure this. Mrs Dillen, you are quite right to point out that the penalty penalties are really a problem in our country. That's absolutely right. We see that at the traffic fines we manage to collect them very well, with an grading of 94 %. Mrs Dewit referred to that. We would like to use the platform that we have developed for this purpose to collect penalty fines. Today the collection takes place through a cooperation between Justice and Finance. The Court of Auditors has published several reports on this subject. I don't think that's the right way to work. I am not saying that they will collect as many penalty penalties as traffic fines, because the profile of the convicted is often different. Traffic fines are in a majority of cases about people who have the ability to pay them. In the case of penalty fines, there are a number of profiles of people who do not. Nevertheless, we must certainly be able to increase the rates of collection. We are talking to the Minister of Finance to deal with this in a different way. I think the message has arrived clearly. There are now more resources and you can be sure that we will use them in the coming year.
ParlaMint-BE_2021-12-22-voorlopig-55-plenair-ip152x.u7	Mr Minister, I have of course already heard those answers. First of all, I have to say that you do have those resources. You have negotiated well, better than some other ministers. I agree with you that every punishment should not necessarily be the cruelest. It is, of course, easy to use alternatives if another government has to solve it. Your problem will be solved. You open the cell doors, you have little space, so you switch to alternatives. The region may then catch it. I find that very easy. Secondly, you are talking about penalty fines. There is more, however, because according to the Court of Auditors there is EUR 1 billion in capital punishment for picking up. You could balance the justice system even more, but you don't. Road safety is important, but you are very hard on Crossborder, ordinary road tickets for ordinary citizens, who will not easily avoid their punishment. From now on, 90% of the fines will be processed via Crossborder. You have entered EUR 100 million in the budget for this purpose. I think the contrast is very big. A penalty with delay is now possible regardless of what is going on. There used to be thresholds. In the past they were not eligible if they had been sentenced to certain prison sentences. It can be important to some, but not always. They'll use it, that's a lock. So the contrast is too big. I am very sorry about that. I can't do all the punishments. There is still work to be done on overpopulation. You hardly have detention homes today. A detention center is for 20 to 50 people. So you're still in the middle of something, aren't you? You speak of more concern for the interned. That would be lacking! However, you wanted to register in a law that they could be re-incarcerated. So it's all a little double. Unfortunately, the extra seats will not be there until the end of the legislature or even the next legislature. You will really have to step up to make the contrast not too big. You want to be the minister of more punishments and carry out all the punishments, whatever, alternative or other. So far, however, you are simply the Minister of Fines, Fines, Fines. That may be a choice, but I don't know if justice gets so humane, faster, and more punishing. Madam President, we have a new meeting with the Minister tomorrow morning. Does the plenary still start at 9 a.m.? That is important to know, because then we will be able to talk again about the fines and the road safety section.
ParlaMint-BE_2021-12-22-voorlopig-55-plenair-ip152x.u8	Minister, you say that you are making a number of conscious choices in your policy. I have read your policy paper very carefully, and I can only see that it contains a number of elements. These are all important issues that need to be realised, but unfortunately all of them require a great deal of resources. So I fear that you will not be able to achieve everything you announce before 2022. You're gonna have to make choices. You refer to the recruitment of 1,400 extra people. I wish you every success in this, but I realise that you should not delay the development of a better social status, for example for the magistrates. Give a strong response to the high workload and work on a new statute that is adapted to current expectations and provides better financial conditions and working conditions. The same goes for the penitentiary staff, which I have already referred to. Today there is still a huge shortage of guards. They have to work overtime, can't take their holidays and have to work in particularly stressful situations in severely out-of-date prisons. Please, Minister, do something about that. Convicts can't avoid their punishment. Short sentences must also be applied. That was all very well announced, both by the Prime Minister during the government statement and by you. We support you in this, but once again, by delaying you again, you are sending a very wrong signal. You ask me to make a proposal about the detention homes in the municipality where I live. In my congregation, your party has been waving the stick for years, now along with the N-VA. I really don't think your party will be inclined to set up that detention house there. During the next city council I would like to ask a question for explanation and I will at least keep you informed of the answer. Finally, Minister, I would like to talk about the overpopulation. More places are urgently needed. Mr De Wit has made a sketch. By the end of 2022 there will indeed be two prisons. Three will also be closed, as I said. However, most of what you are announcing is only before the end of the legislature. There is a really big problem in Antwerp. You refer to a journalist who states that the overpopulation of the prisons in Antwerp is the result of the Sky ECC operation. I read that article, too. That is a splendid result that has been achieved by the federal judicial police and I would like to congratulate them on it. However, Minister, the prison in Antwerp is not full as a result of Operation Sky ECC. I told you, this is a problem that has been dragging on for decades. The prisoners must live in truly inhuman conditions. There is a capacity of 430 places and at certain times there are more than twice as many people. These people then have to sleep on the ground, without decent plumbing, which is unworthy of a civilized country. In 1991, the first time I was elected here in the Chamber, we went on the spot with the Justice Commission to look at the problem of the overpopulation of the prisons in Antwerp. There was already talk of overpopulation back then. That was 30 years ago. All successive Justice Ministers have ignored this problem in Antwerp and in other prisons. They have not worked on structural solutions. I do not blame you for that, but for the completeness and correctness of the report. I hope you will make this work as a matter of priority.
ParlaMint-BE_2021-12-22-voorlopig-55-plenair-ip152x.u9	As regards the fact that we are going to throw things away from the Communities, that is fundamentally wrong, especially when we are about to carry out the short sentences. Mrs De Wit, at the moment all short sentences are systematically converted into an anklet. You know that. If we start to execute the short sentences, it will be the execution judge who decides. That will mean that more people will end up in prison and fewer people will be with ankle bracelets. In this way, we are partly burdening the Communities. The point is, of course, that I do not pursue a policy with the idea of putting the burden on that Community, so that we are less affected by it. A policy must be based on a vision. My vision, namely faster, more human, more punishing, I have explained. The problem of the interned in prison is, of course, well known. We will build new FPCs. Let us be honest, however, today we find that there is also a problem of flowing to the regular circuit. That is the responsibility of the Communities for a great deal. I believe that we are all responsible together. I can't solve it all myself, but within my authority, I will do everything I can to make progress. This is something we have to do together.
ParlaMint-BE_2021-12-22-voorlopig-55-plenair-ip152x.u10	Minister, this is a very interesting debate and I would like to continue, but I will not do so now. Madam President, that is just my point. It's 4.52 hours and people still need to be covered. Some of us have been here since 9:00 this morning. I appeal to you and to colleagues to organise the debates differently in the future. One day, hold the general discussion and another day, the thematic discussion, so that every Member can do his thing and does not have to sign out, as some people do, because it is going to be far too late. Now we have to have very interesting and important debates at 4 or 5 a.m., knowing that we have another meeting at 9 a.m. for another debate. Madam President, I really hope you will deal with this. I've been sitting here for a while now, and it happens all the time. I think that we really need to think about a different way of working, not by restricting the debate by saying that it has to be done in so many minutes, because that is not possible. I think we should be able to have a good debate, but it is a pity that we should be discussing such important matters at this hour. I deeply regret that. I hope that we will do everything in the future.
ParlaMint-BE_2021-12-22-voorlopig-55-plenair-ip152x.u11	Enter the debate in committee, please. This is unbelievable. Why should all debates be held twice, once in committee and a second time in plenary? There's absolutely no point in that. You have representatives in the Conference of Presidents. We will talk about this later.
