ParlaMint-BE_2021-06-23-definitief-55-plenair-ip112x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-06-23-definitief-55-plenair-ip112x.u2	In accordance with the opinion of the Conference of Presidents of 22 June 2021, you have received an amended agenda for this week's meetings. In accordance with the opinion of the Conference of Presidents of 22 June 2021, you have received an amended agenda for this week's meetings. Is there any comment on this? Are there any comments on this? Accordingly, the agenda was adopted. The agenda has therefore been adopted.
ParlaMint-BE_2021-06-23-definitief-55-plenair-ip112x.u3	The general discussion is open. The general discussion is open. Ms. de Laveleye referred to her written report.
ParlaMint-BE_2021-06-23-definitief-55-plenair-ip112x.u4	Madam President, Minister, ladies and gentlemen, on Friday 23 April, the Council of Ministers approved your preliminary draft to set the nuclear tax, technically-scientifically expressed as the repartition contribution, at EUR 72 million for the period 2021-2023. Of course, this contribution relates to those plants which are not subject to the extension of life. The amount shall be fixed by royal decree. This already happened on 6 December 2020. This is a tax jurisdiction that can only be enforced if the legislator subsequently ratifys that royal decree. We'll do that sooner than before. That's a forward bank for me anyway. It is indeed the lowest contribution ever made and a huge reduction compared to the EUR 550 million, for example, which was the tax 9 years ago. The fee was introduced in 2008 to ensure that the operator would contribute fairly on the significant profits, actually the excess profits, that were recorded on the deprecated power stations. If the strong forces within Vivaldi's energy and climate policy - and I am sorry colleagues, they are not Open Vld, MR or CD&V - see their dream come true and all nuclear power plants on Belgian territory are shut down and dismantled, this revenue source will soon dry up. So, in this scenario, that's a rolling story. For those who are deeply disturbed by the low level of this repartition contribution, there is one address, that of the federal regulator CREG. After all, it is the CREG that literally uses the method of calculation and applies the methodology set out in the 2003 Act. The CREG should monitor fixed and variable costs every three years. It goes without saying that this dossier is linked by colleagues, among other things, to the question of nuclear fees for dismantling and reporting on dividends. It is good that Members of Parliament express their concern, it is even understandable, but both Mrs Marghem in the past and Mrs Van der Straeten in the present are perhaps responsible directors who will be very careful about the taxpayers' interests. So I'm not going to conduct intentional processes and I'm not going to play Nostradamus either. It is up to the Minister, perhaps after recess, to oblige the operator to build up and organise a sufficiently high commission for his obligations in this area. Of course there are also masters of mistrust among us, for purely ideological reasons. One of them is none other than my good colleague, Mr Warmoes. Mr Warmoes is aware of all the details of ENGIE Electrabel's accounts. "He is much more and better informed than the CREG about the opaque twists of the profit hungry operator and its shareholders." That's a quote. The world is very simple for Mr Warmoes. He summarized it in committee as follows: "Compared to the historical gains made by the operator, the remuneration is far too low." Thierry says Kees is done. Simple as hello.
ParlaMint-BE_2021-06-23-definitief-55-plenair-ip112x.u5	Of course, there are other colleagues who are bothering themselves with the level of the repartition contribution. If you cannot live with this repartition contribution and your distrust is so great, please ask the CREG to come to the committee and explain how it has come to such a low repartition contribution for the years 2020, 2021 and 2022. It will then clarify its decision of June 2020. It concerns information on fixed and variable costs. The CGEG considers that information to be confidential, in accordance with its domestic rules. I can only establish that. If we wish to gain access to this House, we are of course prepared to support the question of the masters of mistrust, but I note, Mr Warmoes, that you have not yet begun this, in your mind, criminal expedition on the part of the operator. Or you have to amend the law of 11 April 2003. It entrusts a series of tasks to the CREG, which at the same time has all the necessary expertise, resources and powers to carry out its mission independently and impartially, both vis-à-vis the operators and vis-à-vis the public authorities. The operator's fixed and variable costs shall be determined in accordance with the provisions of the law and the methodology provided for therein. If one does not agree with this method, then one has to change the law. I am not going to match myself with the CREG or the operator. Electrabel brought a case in which the company argued that its fixed operating costs for the power stations had increased by 16% and that the variable costs had increased by 28% compared to the amount laid down in the law for the previous period, for which a minimum amount was fixed at the beginning of the legislative period in consultation with Electrabel. It is, of course, about the previous legislature. The CREG provided the AD Energy with its opinion on the operator's margin of return in 2020. The minimum amount fell by about 50%. Colleagues, we may all be surprised at this now, but the question is what we are going to do about it. There has been a debate in this House for many years on the system of profit creaming, but it is always with political statements. I will conclude with the wise words of Mr Wollants, who rightly pointed out in committee with British flegma that when there was a great deal of margin and market prices for electricity had not fallen so spectacularly, there was not even a repartition contribution. Mr Warmoes, in our free society, companies can defend themselves, to the regret of whom they envy. Flemish Interest did not sell out our electricity production to our southern neighbours a few decades ago. Nor do we make any statements as to whether or not this contribution is justified and, as always in this matter, we will abstain from voting.
ParlaMint-BE_2021-06-23-definitief-55-plenair-ip112x.u6	Madam President, Mr Ravyts, I am very honoured that you have spent half of your speech on me or my party. Maybe my words hurt a little, but I have an answer for you anyway. If you listen carefully, you will understand that you are, of course, wrong in what you describe to me. This draft law was rejected by this committee and by Mr Ravyts as a purely technical matter. One colleague even said that we do not always have to repeat the debate. However, the way in which ENGIE Electrabel has made usury profits with Belgian nuclear power plants on the consumer's hood for years is a real disgrace. It is useful for us to take a moment to consider the history of the past in order to understand it properly. Indeed, in the 1990s, Belgian nuclear power plants were rapidly written off at the expense of consumers, i.e. families, self-employed persons and also SMEs, which some here claim to defend. Electrabel increased the electricity price to accelerate the payment of those nuclear power plants. Contrary to what was to be expected, the electricity price did not decrease once these plants had been paid off. The CREG calculated in 2010 that Electrabel earned 2 billion euros a year with those fully paid-off nuclear power plants. So that's what ended up in the middle of nowhere. That is why the federal government has introduced a nuclear tax, which is then called a repartition fee. She supposedly did that to take out those usury profits, but at first that tax was way too low. It initially amounted to EUR 250 million compared to the estimated EUR 2 billion profit from nuclear power plants. This tax was then increased to EUR 600 million for a period of time. From 2013 the tax has fallen to 150 to 200 million euros. That didn't wipe out the profits from usury at all. With the postponement of the core exit for Objectives 1 and 2 in 2015, the Michel Government changed the case with a flat-rate contribution for Objectives 1 and 2 of barely EUR 20 million. In addition, she changed the method of calculating the repartition contribution. I shall come back to that later, because this concerns us today for the rest of the power stations. As a result, of course, the nuclear tax fell even more. Unfortunately, Mrs Marghem, the former Energy Minister, is not present in the Chamber, because last time she played a little hide-and-seek in the committee. At the end of last year, when discussing the 2019 Repartition Contribution, she stated that she was surprised that the minimum amount had reached such a low level. It accused the CREG of having been badly negotiated, but the method of calculation to be applied by the CREG was laid down by the previous government, in which it was Minister of Energy. So it is simply not true that she is now putting the blame for the low contribution in the shoes of the CREG. It is the previous government, in particular the former Energy Minister, who is responsible for this. After all, it was the previous government that introduced the new method of calculation, and it is thanks to the government parties of the Michael government that Electrabel is barely paying a contribution to the profits of nuclear power stations today. As I said, Mrs Marghem was rather surprised, but in 2019 the nuclear tax was already historically low. It was EUR 137 million at the time. This year, the tax for 2020 is falling to a low point: it is only EUR 72 million. Together with the flat-rate contribution for Objectives 1 and 2, that is 92 million euros. That amount has never been so low and corresponds to a 75% reduction in the remuneration in less than ten years. Colleagues, this matter comes on our plate every year, because every year we have to ratify these KBs. It is therefore not the first time that the various parties have had to take a position on this issue. During the previous discussions, both Ecolo-Green and Vooruit pointed out that they never approve the ratification laws, because they considered that the repartition fee was far too low for operators. Not only did they agree with me, Mr Ravyts. It is therefore painful to see that they have now completely turned their carts with the participation of power. Minister Van der Straeten, you said in committee that it is the case. That's how the law rules. Like you're not the competent minister who can change this. Then I would prefer, Mr Ravyts, that the Minister himself should do it, since she has always felt that the law should be amended. I already asked the question in committee, but I didn't get a response. That is why I am once again asking the Greens and Ecolo colleagues, PS and Vooruit. Why do you support today's approval of this pitifully low nuclear tax? Why don't you do something about it? If the calculation mechanism is insufficient, Mr Verduyckt, - last year you said it was a good gift for the nuclear sector - why do you not intervene as Vivaldi Government? Why don't you change the law? Why isn't there a bill on the table here? Madam Minister, in 2019, as a Member of Parliament, you yourself complained that the opinions of the CREG were not available to the members of the committee. After all, that so-called objective calculation of the repartition contribution by the CREG is secret. You then stated that the committee should have access to the committee's opinions under the following ratification laws. You said, I quote: 'Members must at least be given sufficient information to enable them to assess the evolution of the repartition contribution in an objective manner'. In the committee you replied very nicely that the question can be put to the CREG. I think that's a little hypocritical. As a Member of Parliament, you are suing the lack of transparency, but now that you are a minister and are able to do something about it, you are not doing anything about it. Of course, I am going to be told that it is logical that the nuclear tax has fallen because Electrabel's profits have fallen because of the higher costs and investments to increase the safety of nuclear power plants in general. That is nonsense, of course, because the nuclear contribution has always been far too low. Of course, the historical gains made by Electrabel at the taxpayers' expense remain a fact and have never really been skimmed. For this, the intertwinedness between Electrabel and politics has always been too great. Secondly, that argument has also been fully overtaken by current events. A few weeks ago, Electrabel leaked 700 million euros compared that with the 92 million euros Electrabel now has to pay. Electrabel is said to have made little profit and made big costs, but there was enough capital for a record transfer to the French shareholders. At the committee meeting, some colleagues expressed their concern about this, while concerns are the least that can be expressed, and yet these colleagues are very happy to approve this bill. Mr Ravyts, at the committee meeting you accused me of knowing it all better than the CREG, and today you even say that I know Electrabel's books from outside. That is a great honour. Unfortunately, I can confirm that your statement is not correct. I am concerned that the CREG is in a straitjacket. The CREG must deal with the current law and make calculations in the manner decided by the Michael administration. In the calculations of the CREG I have complete confidence and the figures do not lie. From its introduction, the nuclear tax was far too low compared to the usury gains estimated by the CREG. The nuclear tax has always been too low. At its peak, it was EUR 600 million per year, compared to an estimated profit of EUR 2 billion per year. So it has nothing to do with mistrust, it is purely a mathematical issue. Mr Ravyts, your explanation has shown once again what interests the Flemish interest actually defends here: everything to support nuclear energy, even if it is the profits of the French multinationals, who do not even speak Flemish. For the multinationals, either French or other, you have it. Madam Secretary, during the previous discussion on the 2019 Repartition Contribution, you stated that it is difficult for the legislator to be ahead of the market. That is a harsh statement, because it shows a certain defeatism. My esteemed colleague, Mr Verduyckt, also referred in committee to the Synatom Fund and the nuclear commissions for the decommissioning of nuclear power stations and the disposal of high-level radioactive waste. We share this concern, because we absolutely cannot allow the parent company ENGIE to completely drain the Belgian Electrabel and possibly even bankrupt it, so that the Belgian taxpayer can ultimately pay for the costs of decommissioning nuclear power stations and nuclear waste. This also means that we must demand a fair contribution to the operation of nuclear power stations and, therefore, we must also skim off the usury gains that Electrabel has made in the past and which are still making today. We must therefore demand more of these profits. This is clearly not the case with the current legislation. We will therefore not, of course, approve the bill, nor will we approve the Royal Decrees.
ParlaMint-BE_2021-06-23-definitief-55-plenair-ip112x.u7	Mr Warmoes, Mr Ravyts and Mr Verduyckt also wish to speak.
ParlaMint-BE_2021-06-23-definitief-55-plenair-ip112x.u8	Madam President, Mr Warmoes, I have quoted you several times. You mentioned me in your turn, which I do not blame you. Mr Warmoes, you actually confirm what I have indicated. Firstly, if you can't live with it, which you can't, then nothing will stop you from putting forward a bill on the subject. Secondly, nothing prevents you from having the CREG come to committee and debate its decision with the CREG. Thirdly, you forget that the decision of June 2020 was published. In September 2020, Mrs Marghem made an explicit reference to it during one of her last days of her presidency, because I had asked an oral question about the fact that she was surprised. Elle était étonnée, to put it in French. I asked her why she was surprised or surprised. One of the keys to a possible answer is that there has also been a trial brought by Electrabel. The decision, which is not even an opinion, also refers to it by the CREG. Electrabel got it legally. So this is not at all about whether I am for or against the operator. I'm just establishing that. I have to deal with the toys and the facts I get my hands on. That's why we're abstaining. After all, we do not express our opinion on height. You're speaking up. You're making intentional processes. We are simply assuming the reality of the facts. We did not make the 2003 law. We also did not sell out Belgian production to France. You can't blame us for that. However, that is the playing field on which we must act. Mrs Marghem is here and will be able to explain better than I why she was surprised in September 2020.
ParlaMint-BE_2021-06-23-definitief-55-plenair-ip112x.u9	Mr Ravyts is right when he says he was not involved in the case. Of course, we can never blame you for any responsibility. You are right to say that the source of income will one day be exhausted. It's a story that's coming to an end. The choice of nuclear power stations has now been made. Mr Warmoes asked me whether I think that this repartition contribution is sufficient today. You know my answer to that. She doesn't call me much of a cause for joy. You say they lost the trial. I think the legal battle has ended too soon. A choice was made then, but the world now looks different. Surely you will have noticed that other decisions have been taken in the meantime in that energy dossier, in which this producer is involved. In the meantime, there is also certainty about the future of the energy story in our country. In an ideal world, we should address this issue again, but I think it is now much more important to build the future of our energy landscape. That's what the Minister's working on right now. You are right, Mr Ravyts, that I should not link the fees because one has nothing to do with the other. Where this commission dries up, this is absolutely not the case for the de-polluter-pays-principle. As far as I am concerned, therefore, all attention must be paid to this. However, I share the concerns about nuclear commissions and the corresponding dividends payments. I, too, feel that we should be careful about this because the amounts involved are much higher than the amounts we are talking about today. Let's get that straight. Hence my appeal once again to focus on the future of our energy landscape and on nuclear decommissioning, an immense challenge that society must not bear.
ParlaMint-BE_2021-06-23-definitief-55-plenair-ip112x.u10	Mr Ravyts, I will be brief. The point is that you do not express your opinion on it. You're standing there looking, and you think that's normal. I can't decide anything else. You say nothing about 2 billion usury gains being made at the expense of consumers, families, SMEs and the self-employed, and that the State has only skimmed a small part of it. That is the point, and you are not expressing your opinion on it. Then I conclude that you are on the side of ENGIE Electrabel. You say, "Okay, the law is like this." I'm saying that law isn't okay. You know what is going on in committee, Mr Ravyts: we can only put forward a limited number of priority proposals. I would prefer the parties that are now in the government to have at least three, and probably four, who have always found the repartition contributions to be far too low than to make work of it. Then there's a majority for it and that's good. If I suggest that, I still have to see when I get it on the agenda and there is little chance. Perhaps we will, but at least I would prefer to place the ball in the camp of the parties that have always found it far too low, as Mr Verduyckt has just admitted. That's all I have to say.
ParlaMint-BE_2021-06-23-definitief-55-plenair-ip112x.u11	Mr Warmoes, it has to do with a certain modesty. It's about the amount of the repartition fee. You add the operator's billion-dollar gain, but today it's about the amount of the repartition fee. I say to you in all modesty that I am technically unable to assess whether this is high enough. You obviously are, because you say it's too low in relation to usury profits. You're making an intent process and you're blaming me for not making ideological intentional processes here. No, I don't. I'm a modest boy, not you.
