ParlaMint-BE_2021-01-21-definitief-55-plenair-ip084x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-01-21-definitief-55-plenair-ip084x.u2	The President [[in front of the assembly standing]] [[:]] Ladies and gentlemen, ladies and gentlemen, on 6 January Veurne Cyriel Marchand, honorary member of the Chamber, died. He was 94. Cyriel Marchand has been active in the General Christian Trade Union since his childhood. He soon played a leading role in the Veurns department of the Christian People's Party through the General Christian Workers' Union. On January 1, 1959, Cyriel Marchand became CVP's municipal councillor at Furnes, a term he would continuously serve for no less than 42 years until December 31, 2000. From 1965 to 1976 and from 1983 to 1986, he was also alderman at Furnes and from 1968 to 1980 was a member of the provincial council of West Flanders. In May 1980 Cyriel Marchand took the step towards national politics. As a member of the CVP for the district of Veurne-Diksmuide-Oostende, he became a conscientious Member of Parliament for eleven years, and was particularly commendable in the Committee on Social Affairs, the Committee on the Interior and the Committee on Health. Meanwhile, Cyriel Marchand had become mayor of Veurne. During his mayorship, from October 1986 to November 1998, he provided the city with a modern sports infrastructure and computerized public services, so that Veurne was prepared for the digital future at an early stage. In keeping with his Christian-inspired social commitment, Cyriel Marchand is also tirelessly investing in social housing. From 1970 to 2004, he was president of the Finnish Housing Society. Ladies and gentlemen, ladies and gentlemen, with Cyriel Marchand, we are losing an honest politician, but also a gentle and dedicated man, who was always ready with advice and advice, and who was ready to be of service at any time. On behalf of the Chamber, I have expressed our sincere condolences to his family.
ParlaMint-BE_2021-01-21-definitief-55-plenair-ip084x.u3	We have seen with great sadness the death of Mr Cyriel Marchand, former representative of the People's Party in the Federal Parliament. Mr Marchand was 94 years old and had a seat in the Chamber from 1980 to 1991 as a member of the then CVP Group. The president was just discussing the committees of which he was a member. His choice in this area was well-considered: social affairs, health and home affairs were subjects close to the people. Cyriel Marchand was also a self-made man. He didn't have university degrees, but he didn't need them either. His motto was: my school is the university of life. He was a man who liked to come among people. His commitment and drive at the service of the citizen were great. His social emotion could count as an example for many. He found the right balance between focusing on the big things and paying attention to the little things. His parliamentary work was therefore marked on the one hand by his social emotion, and on the other by his great love and hometown of Veurne, where he spent nearly forty years in local politics. The President is more than right when she calls Cyriel Marchand an innovator. He led as ships from 1965 to 1976 the merger of what is now Veurne, in good jobs. Even as mayor, he continued to prepare his city for the future. In the early 1990s, Veurne was already the precursor to ICT by using computers in the administration as one of the first cities. Also in the field of social housing, he made Veurne an example for the whole country. That suited to his great social emotion. We are particularly grateful to Mr Marchand for his decades of commitment to our country and his city. He was a reconciliationist, an innovator, a man of the people, a Christian Democrat in heart and soul. The government expresses its deepest condolences to the family and relatives of the deceased.
ParlaMint-BE_2021-01-21-definitief-55-plenair-ip084x.u4	Let's watch a minute of silence.
ParlaMint-BE_2021-01-21-definitief-55-plenair-ip084x.u5	Madam President, Prime Minister, Minister, there is no secret: if we want to avoid an English-language scenario and if much more contagious mutant strains of covid-19 do not dominate in Belgium within six weeks, we must put the turbo, and put it on vaccination in the first place. Of course, Pfizer's attitude is not correct. You have been complaining for several days because 40,000 less than expected doses were delivered while, on 18 January, when you announced that 100,000 citizens had been vaccinated, 250,000 doses out of the 350,000 delivered were stored in freezers. When are you finally going to measure the urgency of vaccination by applying the principle that a vaccine delivered must correspond to an injected vaccine, as is the case in a number of other countries? When are you going to seriously examine the ways to protect as many fragile people as possible as quickly as possible? I have the impression that from now on you accept the idea that the second dose could be injected within 42 days rather than strictly after 21 days. The government seemed to consider my proposal stupid a week ago. Today I have the feeling that things are moving, which I welcome. But, in this case, let us move forward because this way of doing so would indeed allow the faster protection of many fragile people. Using turbo also means tracking the virus in every corner: systematically and regularly performing salivary tests in schools and companies; conducting systematic tests in municipalities where clusters exist, in nursing homes or in schools; and strengthening the tracking and assistance of people who have to isolate themselves. These are strong measures which are still insufficient in Belgium. In addition, we must continue to stress the importance of barrier actions, the importance of having as few close contacts as possible. Everyone must respect these recommendations, including policies and ministers. You're not, we're not above the rules. We are in the same mess and it is together that we will win the war against this virus.
ParlaMint-BE_2021-01-21-definitief-55-plenair-ip084x.u6	Madam President, Prime Minister, Minister, after vaccination in the rest homes, this week was the turn of the hospital staff, especially those who have been on the front line for a year in the rush, the covid departments and intensive concerns. On the eve of the vaccination, however, they were told that Pfizer is adjusting deliveries, which, of course, causes great disappointment. These people are trying to get the best out of the can by using each drop to speed up vaccination. With the adjustment of deliveries, Pfizer is unfortunately destroying their hope. We shouldn't be naive, because we're talking about a commercial company here. This shows how vulnerable we are. A delay in deliveries has already been announced because the factory is being adapted and there are once again delays because the number of doses delivered is being adjusted. It can't be that a pharmaceutical company is going to ping-pong week after week with the number of doses for our country. That creates a lot of uncertainty and just that uncertainty will break people up. You are quite right to say that we cannot set a deadline for vaccinations. Something can always come up and the emergence of the variants is a good example of this. No one is to blame for that, but it does, of course, increase the challenge. We may hope that the pharmaceutical companies will not make that challenge even bigger, but that is unfortunately what Pfizer is doing at the moment. Mr Minister, first of all, Italy is considering legal action against Pfizer. Is the government investigating them, too? Secondly, if others do not accept their responsibilities, then we must do so ourselves. A ban on non-essential travel seems essential to me, even if it is not regulated at European level. I would have liked to have heard from you what we can expect in that regard.
ParlaMint-BE_2021-01-21-definitief-55-plenair-ip084x.u7	Madam President, Prime Minister, "I drove home yesterday crying with the feeling that this is no longer possible. This is unreal and incomprehensible." These are the words of Natalie Coenen, chief nurse of the COVID-19 department at the Jessa Hospital in Hasselt. She's been on the frontline against this virus for 11 months now. She heard she won't be vaccinated this week. I understand her disappointment, Prime Minister. I think we all understand it, because we can at least call that Pfizer announcement about the deliveries of vaccines this week disheartening. In the spring, we voted in this Chamber for a resolution which called for us to join the World Health Organisation patent pool. I remember my own words: cooperation as the new normal, also for pharmaceutical companies. Apparently, Pfizer is counting that financial profit again. For us today, profit is expressed in human lives, in the social profits of young people who can go back to class and meet their friends again, of mental profit from all of us if we can go back to the bar together. That companies want to maximize their profits, we know. We also know that pharmaceutical companies do that, regardless of the immense impact on the population. Because of Pfizer's practices, they set their profits directly against our social profits and fall back into those old patterns, instead of seeing cooperation as the new normal. Prime Minister, I expect a very strong signal from you against Pfizer. What will you do to make that company bear that crushing social responsibility? Will you join the train that sets Italy on course to take steps? Will you lift that to a higher European level? But also, how will you ensure that communication about vaccines does not always lead to great disappointments?
ParlaMint-BE_2021-01-21-definitief-55-plenair-ip084x.u8	Madam President, Prime Minister, after the mouth mask saga, the vaccination vaudeville. Despite all the bets of your health minister, the vaccination campaign is extremely tough. We are faced with a serious shortage of vaccines and appropriate vaccination syringes. What a mess! There are contracts for the number of doses, not for the number of vials, but both are constantly mixed up in communication. And then there's Xavier De Cuyper, in dioxin-time Deputy Cabinet Chief of then Agriculture Minister Karel Pinxten, today's FAGG Chairman, who forgot to sign his signature, causing Belgium to miss 2.5 million vaccines. The vaccinations in the Flemish hospitals were not yet well started, or they had to be stopped. It's hallucinating. Margot Cloet, the top woman of Zorgnet-Icuro. She said, clearly emotionally: "I wonder how the ministers will be explaining this to the people who have been on the front line for almost a year. This really shows very little respect, you feel the anger so increasing." Meanwhile, the government is trying to imagine the results of its vaccination campaign even more rosy than they really are. After all, we are not at 1.38 % as Sciensano suggests, but at the even lower 1.1 % if the total population is taken into account and not just the total number of adults, as the government does. You have experience with creative counts. Last year, the Belgian Government also adjusted the count of the number of coronados, in an attempt to enhance its image. I wouldn't be surprised if you would count differently in the forthcoming election result if you didn't like it. Prime Minister, first of all, how will you rectify the situation? Secondly, is your liberal hug contact from the FAGG being called on for his forgotten signature? Thirdly, will you from now on, as Zorgnet-Icuro asks, communicate more carefully and realistically, rather than on the basis of promises?
ParlaMint-BE_2021-01-21-definitief-55-plenair-ip084x.u9	Madam President, Prime Minister, Minister, last week, like many here, we were delighted to discover that it was possible to use not 5 but 6 doses of vaccine per vial delivered by Pfizer. This was a discovery that increased the number of vaccines delivered to Belgium by 20%, contributing to the welcome acceleration of vaccination of healthcare workers. And yesterday, patatras, the daily Le Soir reveals that Belgium was going to see itself punished by the company. Colleagues, it was too simple. Pfizer charges us doses and not bottles. As a result, Pfizer reduces the number of vials attributed to our country. As a result, the supply of vaccines to our country is affected and our calendar is slowed down, even as we are in the middle of a race against the clock against the different forms of variants. Are you going to let this scandal go because, honestly, I can't find another word? Like you, Prime Minister, I feel liberal on the human level, on the level of freedoms, on the economic level. I believe in a market economy. But how can we condone such behaviors that are like financial predation and which, in my opinion, will eventually dig the tomb of capitalism? How can we tolerate such predation and selfish behaviour in times of pandemics, when, as you have reminded us in this House, vaccines are being developed in part through research and public funds? How is it possible for the market to take precedence over public health at this point? My questions are dramatically simple. Was the government aware of the contractual terms of delivery per dose and not per vial, at the time when it was decided to use six doses instead of five and thus adapt its vaccination plan? If so, have we not taken a risk here with the vaccination strategy? Do you hear, as Italy does, react with Pfizer and fight for our country to retain the number of vials, not doses, initially planned? Finally, I am bouncing on the debate we have already had here on the confidentiality clauses. Would it not be high time to share the contractual clauses between our country and the companies manufacturing vaccines? It seems to me that today it is a real democratic necessity.
ParlaMint-BE_2021-01-21-definitief-55-plenair-ip084x.u10	Madam President, Prime Minister, Minister, in West Flanders, a number of residential care centres have been closed to the people in the last week. In my congregation yesterday I had to close four rest houses. These are 353 elderly people who are to be re-incarcerated after six months in the next month. Minister, the reason is simple. The only reason is that there were no vaccines enough to administer to those elderly, let alone to the care staff. We're ready now. I repeat, there are not even enough vaccines to give to the elderly. We must also read in the newspaper that between 130,000 and 185,000 vaccines are stored in the freezer. We must learn that you almost forgot to order 2.5 million extra vaccines from Pfizer. We must even read that 8 million injection needles have not been ordered. The worst thing of all is that I am involved as a local mandatarian in finding that the vaccination centres are motivated by political motives rather than to serve the population. Mr. Secretary, that hurts. I will talk about Pfizer later, but that will be the reply for my minute. Pfizer vaccines are produced in our country. The needles are produced in our country. So, Minister, explain why we are last in Europe for vaccination. There are 5,700 vaccinations a day. In Israel, 177 000 vaccinations per day are involved. By the time we start, whether in mid-February or 1 March, 15 million vaccines will have been administered in Britain. Minister, I only have one question. When are we finally turning over the last page of the blunder book?
ParlaMint-BE_2021-01-21-definitief-55-plenair-ip084x.u11	Mr Prime Minister, Minister, at the beginning of this year we started the vaccination campaign, first in the residential care centres. The intention was to start soon with the staff in the hospitals. In fact, we cannot deny that the course has so far been quite bumpy with deliveries of vaccines that would come sooner and then not. These kinds of setbacks, hopefully, there will also be windfalls in the coming months. Let's take a look back. One year later, the vaccines were developed, tested, placed on the market and distributed. It's been a hell of a job. At the moment vaccination centers are sprouting all over our country. We must not forget that the start-up of these vaccination centres is very rapid and that the efforts of many people are enormous. Despite these strubblings and course the route we still see a light point at the end of the tunnel. If we stick to all the preventive measures for a few months, so that we can control the level of contamination, we will finally get out of this crisis. I'm very hopeful about that. It's international hug day today. It'll be a hug-free day for a lot of people. A lot of people get impatient. That's perfectly right. That is why it is important that the government communicates very clearly but also fairly. If certain people are promised that they will be vaccinated, I hope that they will actually do so in the future and that we will not be confronted with such matters anymore. I would have liked to hear from you how the government will adapt its communication, so that in the future it will be clear to people when they are next and they will not get false promises. My next question is about the timing for the volunteers. Many volunteers want to work in the vaccination centres in the coming months. Will they also be a priority for vaccination?
