ParlaMint-BE_2021-06-03-definitief-55-plenair-ip108x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip108x.u2	Madam President, in order to put a formula within the Rules of Procedure on what will happen in the near future, we have chosen to present an interplay. Then we also know the framework within which we can act here. After all, people never know. I hope that the majority will not table a motion in the near future to say that interplays can only be tabled with the support of 151 Members of Parliament. In this respect too, we never know. However, if we do comply with the Rules of Procedure this time, I would also ask for urgent procedure. The Prime Minister is here now and it would be a shame if he came here for nothing.
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip108x.u3	In view of the fact that three inquiries are filed and that it is requested that at least one of them be dealt with as a matter of urgency, as the Prime Minister is present, I propose to proceed with the development of these inquiries. We have an inquiry from Mr. De Roover (N-VA), an inquiry by Ms. Pas (VB) and an inquiry by Ms. Fonck (cdH). The speaking time is ten minutes for Mr. De Roover, who asked for the inquiry in plenary session and five minutes for Mrs Pas and Mrs Fonck. The minister will then have twenty minutes to respond, given that there are several inquiries. Finally, the speaking time for the replies will be five minutes for each speaker.
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip108x.u4	Prime Minister, I welcome you again. We didn't expect to see you again so soon. When you left here this afternoon, we did not call you back because we thought that what you said here was in line with the truth. We would have thought that even now, had it not been that we apparently have a minister here, to replace Mrs Wilmès who is abroad, who, through Twitter and therefore public, makes statements that are at odds, to use a very cautious expression, with what you have said here. You have said here: 'Let me be very clear, we have had a core today, we have been talking about this at the heart of the matter today, and this decision to designate the government Commissioner is not called into question by any party within the government'. This decision was not called into question by any party within the government, because it had been discussed within the nuclear cabinet. So we all assumed that this had been discussed within the nuclear cabinet. Apparently, there was a government party that had some questions about that, but in the end everything was peis and love. Of course, they did not hug there, since that is not allowed, but they did try to get together for a while. Everything was fine and the disputes were settled. I believe you explained that here around 3:30 p.m. Wie schetst echter ons aller verbazing toen nog geen twee uur later minister Clarinval verklaarde: "In Kern this morning, as representative of the MR, I have clearly expressed our opposition to the decision taken, without consultation, by Secretary of State Sarah Schlitz (Ecolo) to appoint Ihsane Haouach as the new commissioner of the government." He did the same in Dutch. It wasn't an impulsive tweet, which happens to politicians once. He translated the tweet and in Dutch he said the same thing. Prime Minister, you will understand our surprise, of course. After all, you said that there was agreement at the heart of the matter, that no party opposed it. The problem is, of course, cut through your government, just as the problems in the Brussels government create many contradictions. Your own party has some difficulty in positioning itself in these new times. Remember the times in which the liberals stood behind banners as one blue power, in the 1960s "Stop the clericism" was defended with great commitment. For a banner 'Stop Islamism' last week, you used the word 'criminal' in this hemisphere. Times can, of course, bring about change. The principle of state neutrality has also been widely accepted. There are no more priests in the hall. That was once the case and at that time they were also adorned in dark gown. I do not know if I would have a problem with that if that were the case today. After all, an elected politician is not neutral. On the contrary, it is intended that he should come here and express his opinion on behalf of some of the public opinion, that part which has delegated him or her in this hemisphere. Everyone is entitled not only to a certain costume, but also to both religious and other beliefs. A neutral state will also not impose conditions if, for example, it wants to place certain people on certain representative positions. So the state does not say that anyone may or may not be religious, nor will it judge by political or other preferences. That state is, of course, and rightly neutral. From the moment the choices are made, however, it begins to be cut by certain governments, the Brussels and the federal ones. Then it remains to be seen whether anyone has a message that these government representatives are somehow expressing their political, religious or ideological beliefs. We discussed this problem last week. At that time, the Minister of Defence ordered an investigation into the political views of the military, because she considered certain movements not harmless. You must not suspect me that I want to present a simplistic vision of Islam, but we will all agree that there are at least currents within Islam that are at odds with our social order. Far from me to claim that the person concerned belongs to that movement, by the way, as it is also far from me to claim that any military who has an uncomfortable political opinion would by definition belong to a dangerous movement. However, Minister Dedonder's actions in this area, covered by the government, show that you are sensitive to the question of whether someone in uniform can bear this with the appropriate neutrality and guarantees. We must be straightforward in this, but one of your coalition partners is on a clear line on this, other coalition partners are on a distinctly different line and your party's line on this is less clear. That discussion took place. We have been able to follow them in public, through Mr Bouchez, for a piece. That is a matter of political contradictions that are troubling your government in this matter. That is not why I am calling you back, because that happens several times, and you will have to account for that internally. What bothers me, Prime Minister, is that you are giving an answer here to a colleague's question which clearly does not correspond to the truth, unless you say immediately that Minister Clarinval did not tell the truth. I'm a little afraid of your answer, because I've read the media in the meantime. In it it says the bizarre phrase: "Within the coalition, the matter will be eased." I'm not surprised. "One points out that De Croo and Clarinval are both right, but each in a different way." That is not an ironic revelation of mine, but apparently the answer we can expect from you as soon as possible. You will understand that public opinion can no longer take you seriously if you think that this is the way to save yourself. Prime Minister, will you tell us what was said at that meeting of the nuclear cabinet? Can you tell us which of the two is right: you, who have stated here that no party within the government has questioned the decision taken on that appointment, or Minister Clarinval, who explicitly states in his tweet that it was not a slip of the tongue, or the finger in this case that he did raise that appointment and that he disagrees with it? May I remind you that this tweet, not by chance, was sent shortly after you spoke in plenary this afternoon? You have a mole in your government, although that is not entirely true, because the mole does not emerge until the end of the story, while in this case the tweet was signed. So we know who it is. You are accused by that tweet from your own government of formally telling the Chamber an untruth. We take this as a serious offense. Did you lie, or did Mr. Clarinval? I'd like a clear answer.
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip108x.u5	Madam President, Prime Minister, I have revisited the images of your reply this afternoon, and I have carefully noted the quote, so I am certainly quoting you correctly. Literally, you said, "Let me be very clear. We have had the heart of the matter today. We have talked about this at the heart of the matter today. And this decision of the appointment of that government commissioner has not been questioned by any party within the government." Not long after that, the Twitter message came from your minister. I quote again: "This morning, at the heart of the MR, I made it clear..." as clear as your reply "...our opposition to the decision taken by State Secretary Schlitz without consultation to appoint Ihsane Haouach as new government commissioner." If I put those two side by side, Prime Minister, my first question is whether you know about a new cyber attack or a case of hacking, or whether you know that your minister's Twitter account has been hacked. The second question that arises from me is how many meetings of the core took place this morning and whether you and Mr Clarinval were present at the same core meeting. If you were present at one and the same meeting, I hope that you will have no hearing problems, that you will have heard everything Mr Clarinval has said there. The next question I ask myself, and what concerns me, is that Minister Clarinval is not being ignored. Is he being listened to in those meetings? Pesting at work is a very serious matter. If you answer this in the affirmative, my next question is whether you have a trusted person within your enlarged government. Prime Minister, the MR criticism is, of course, justified. If you appoint someone with a headscarf to an institute for equality between men and women, that is very cynical. Because a headscarf is exactly the symbol of the subjugation of women to men. A government commissioner has not been elected. It's marked. That is a government official who must be neutral in the performance of his or her duties. In order to maintain the neutrality of the government, the person concerned cannot wear a headscarf. However, that is not the clarity you need to bring here today. You have already given your views on this this afternoon. We want to know whether this is the government's vision. Was there any consensus on it? Was there any consultation within your government? Has there been any opposition to the Council of Ministers regarding the designation of that government commissioner? Prime Minister, I am very curious to hear your answer. Know an old wisdom of Aristotle: the only thing you can achieve by lying is that you are no longer believed when you speak the truth.
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip108x.u6	Prime Minister, I am not going to remind you of what you said this afternoon. You certainly remember it very well. I'm not going to read Minister Clarinval's tweet to you either. In my opinion, you read it and read it ten times. At other times, in other places, it was Mr. Verwilghen who said "one of the two is not telling the truth". It is in this light that you are today. A minister accuses his prime minister of lying, because this is what it is. Minister Clarinval accuses you of lying here in Parliament and therefore to all Belgian citizens. It's serious, Prime Minister. This is not a question of majority or opposition. It is a question of the credibility of public speech. It is a question of the Prime Minister's credibility. It is a question of the credibility of the government. We're waiting for your explanations. Thank you.
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip108x.u7	Madam President, if Parliament wants to hear me, I am, of course, at my disposal, just like this afternoon. If Parliament wants to question me, I am at its disposal, even late in the evening. At the same time, it is my view that there really is little need for additional explanations in relation to what I said here this afternoon in the plenum. As I mentioned this afternoon, the dossier was discussed today in the nuclear cabinet, on my initiative. It was my initiative to discuss the issue in the nuclear cabinet. If there is a discussion about this in the nuclear cabinet, there are actually two options. Either the decision taken is maintained or initiatives are taken to change a decision. Actually, there are no other options. In the end, the decision was not called into question, as I indicated this afternoon. There was no proposal to revise or cancel the decision, if that is the way you want it. So there is absolutely no conflict between what I myself and other government ministers have said about it. The decision of the member of the government remains unchanged. There is no discord within the government in this regard. I hope that I have responded to the requests for clarification. [[Applause]]
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip108x.u8	Thank you, Prime Minister. Mr President, I should like to speak on behalf of From Roover for his line.
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip108x.u9	You were both right, but in a different way. Prime Minister, how do you underestimate this Assembly? How do you underestimate public opinion? Who do you think you've convinced here, besides your members of the majority? We have just found that they can be convinced of everything, even of this. I think you have convinced a number of people, but if you had said that you were not Prime Minister but Mr Clarinval, they would have welcomed it. If you had denied that Mr Clarinval is a member of the government, they would have welcomed it. If you had said "David who?', They would have said, "David, who? Who's Clarin who?" So it's just as well what you're here to tell us. It is clear here that you have a profound contempt for public opinion, for Parliament and for the opposition, but also for your own majority, for they must do so. Fortunately, there are still corona measures. A lot of people can't see them this weekend, because otherwise they would have had to explain. I also suggest that you all spend the weekend at home with the family, so that you do not get the question: what is that government doing for me? White and black, that's two colors indeed. Our government is in great unity. Prime Minister, if this is how you deal with a manifest mathematically demonstrable lie, then where is your morality? Yeah, in politics, there's a room to explain things. We have to be honest. We all use that. Yes, there is a discipline of the majority. I also once snarled a voice that I thought might have been a little better. That's politics, but what you're here to say... in a normal democratic rule of law, there would only be one way, if you were so contemptuous of the legislative power. Mr Dewael is not here, otherwise I could have invited him here. How's the weather? A minister who disagrees with a decision, does not speak or resigns. The original is in French. Are you going to ask Mr. Clarinval to resign? Are you going to ask the MR to step out of the government? Or is the MR going to leave shock-wise, per MP? The first one's already gone. A member of parliament is already missing. There's also a minister's way in your government now. Is it a new kind of political culture to resign as a salami, disk by disk? We will see what happens in the coming weeks. In any case, your credibility is only a very short salami. Crucial drives have already been removed. Actually, it's not salami anymore, it's become a tasteless piece of paper. The way in which you think you can get away with such lies gives the impression that you are not only Prime Minister, but that you are also thinking something else. And perhaps a proof of this was given earlier by the way in which the Rules of Procedure were wiped out by a majority. You should have stayed. It was interesting here. Perhaps your advisors just told you that the majority is doing everything on your fingertips. Mr Prime Minister, that brings you to the arrogance that has everything of a jar, which will undoubtedly one day burst. Disc per disc. In public opinion at a faster pace than in your majority groups. I'm not filing a motion, because that's pointless in this tent. Suppose I tabled a motion saying that I support you, there is still a good chance that the majority parties will table a countermove to vote that way. I should try it sometime. It happens regularly that there is a countermove on the table before we have tabled a motion, so we do not really know what is in our motion. If a countermove has already been tabled, I do not know what it is against, at least not against a motion from me. I'm not playing this game. I am not going to let this House be offended by putting forward a motion here too, in which the majority, totally in favour of political decency, simply votes against, while your government is gradually having everything from a political brothel, Prime Minister.
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip108x.u10	Prime Minister, your government may set up expensive campaigns of one team of 11 million, but not a dog who still believes that this government is still hanging together as one team. The truth never harms the just cause, so it was very awkward of you to try to distort and conceal that truth this afternoon. After your presentation, Mr Clarinval clearly felt obliged to adjust that communication and to highlight the MR resistance within the government against that appointment to public opinion. If Minister Clarinval opposes this and if MR President Bouchez blames the left-wing parties in your government, Green, Ecolo, PS and Vooruit, she is now sacrificing the principle of the neutrality of the State, for which they have always fought, to win electoral scores in ethnic communities; if Bouchez says so, he is 100 % right. For this reason alone, Prime Minister, I shall be tabling a motion for a recommendation on principle today because I am so dear to the neutrality of the State. Mr De Roover, do not make any illusions about dismissals from ministers. Political responsibility is something that has not existed in this country for some time. Thousands of coronados may fall here because of horrific mistakes in policy, and no consequences are drawn to political responsibility for this. We should not even draw them in a special committee. I do not therefore have the idea that there will be any consequences. That is also what keeps your government in the saddle from the very beginning. Besides corona, the only thing left is the glue that holds everything together, the fear of the voter. This is only getting bigger with your mischief, and that is why I am convinced that you will continue to stumble as long as possible, but not a dog who still believes that there is one team behind it.
ParlaMint-BE_2021-06-03-definitief-55-plenair-ip108x.u11	Prime Minister, your answer is a form of pirouette operation that tries to convey the message that everyone is telling the truth while saying the opposite. From your speech, I note that what happened on social media, when your Minister Clarinval writes that he "expressed the MR's opposition to the decision taken", is therefore not true. What a hypocrisy, in reality, to surf and spread on social networks, to make it grow that they opposed a file when it is not! What a manipulation of citizens, too! It doesn't grow politics. It does not restore confidence. This does not restore the credibility of public speech or of the government as a whole. When you took office as Prime Minister, I warned you that trust is gained in drops and that it is lost in litres. Episodes such as this one once again and deeply undermine the trust of our fellow citizens. For the future of our society and democracy, this seems to me to be very bad news.
