ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip119x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip119x.u2	Madam President, is there any news from the Prime Minister?
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip119x.u3	Madam President, it may seem less suspicious to say that I have been in contact with the Prime Minister and that he is prepared to respond to Mr De Roover's interview tomorrow.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip119x.u4	It is hardly suspicious that the President of the Chamber, after I have asked, says that she has been in contact with the Prime Minister. All I see are suspicious maneuvers where they are. That's not so spectacular news. There is an interplay on the agenda. Of course he's coming. If you say the opposite, it was news. That's not news. I asked to be kept informed in order to keep that interplay sound. I can absolutely live with him giving us the answers in writing today. Then he doesn't have to move for me. He's already on the agenda for tomorrow.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip119x.u5	Mr De Roover, I would like to say that on Monday he also completely rearranged his agenda in order to be present in committee as long as possible. That is obvious to you, but the arrangements will have to be overtaken. Those involved must also be treated with respect, as must you. The debate should not be held three times. That's what this is about. There is no point in once again asking questions on the same subject today and tomorrow. The Prime Minister will take the necessary time for you tomorrow and answer your questions.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip119x.u6	Madam President, the relevance of the question is being lightened. We had a chance last Monday, but he left prematurely. I understand that there are agenda reasons, but there is - and you will agree with me here - the importance of parliamentary control. He had to leave prematurely, the debate was not exhausted. There are also new elements, I repeat. These new elements are, among other things, the result of statements by the Prime Minister at the time, following the request of several colleagues for a timeline. In the meantime, this timeline has become even more important, because in the meantime, documents have been leaked in the media. As a result, the decent time frame that was mentioned on Monday, but still with some unclear time indications, has been widened. It is an interesting matter, it is about notes of state security. I wouldn't trivialize all that. We want to know exactly what happened. The Prime Minister could have given that on Monday. It's not that we don't have patience. Last Monday, that question was asked to him. I can absolutely live with the fact that this is being delivered in writing and that we will be able to discuss it in the interplay tomorrow. This interplay will not take place very early in the day, ladies and gentlemen, because there is still a lot of work to be done here. Each Member of Parliament is, of course, free to fully fulfil his or her role. Apart from the fact that the Prime Minister does not need to be physically present, I continue to insist that he respond today to the questions asked. That may be written, but I can live perfectly with it.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip119x.u7	Mr De Roover, the answer I received from the Prime Minister is that, according to him, the agenda is clear. Tomorrow all questions can be asked during the interviews and he will then answer them, including the elements you asked for.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip119x.u8	That is fine, Madam President, but I would like to ask for the application of Rule 50 of the Rules of Procedure.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip119x.u9	Okay, then we'll have to vote on your question.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip119x.u10	A motion was tabled by Mr Peter De Roover and reads as follows: "Requested the presence of the Prime Minister, Art. Art. 100 GW and Art. 100 GW and Art. 100 GW and Art. 100 GW and Art. 100 GW and Art. 100 GW and Art. 100 GW and Art. 100 GW and Art. 100 GW and Art. 100 GW and Art. 100 GW and Art. Since the Prime Minister made a statement on Monday in the Health Committee on the investigation of State security under the former Government Commissioner for the Institute for Gender Equality and the communication of research to the Minister of Justice's Office; since the Prime Minister has not made available to Parliament the timeline requested by several members of the Chamber (State Security/communications to Cabinets) and substantive knowledge in the said committee; since Monday, information on the investigation of State Security and the communication of the Administrator-General of State Security to the Deputy Prime Minister and Minister of Justice has been published in the press; Since the information published in the press may not be consistent with the Prime Minister's statements in Parliament, the Member of the Government should be brought forward without delay in order to clarify the timeline previously requested. At least, supported by supporting documents, it shall indicate: - when the said note of State Security was drawn up when it was delivered by the Security of the State (day and hour) to the Justice Office or another cabinet; - when (day and hour) they were delivered to the Prime Minister and the Secretary of State for Gender Equality, Equal Opportunities and Various Opportunities and by whom; - to which other members of the government they were delivered, by whom and when (day and hour).' A motion was tabled by Mr. Peter De Roover and reads as follows: "Claiming the presence of the Prime Minister – Art. In addition, the Constitution of the Republic of Lithuania and the Constitution of the Republic of Lithuania (art. 50 of the Regulation In view of the Prime Minister's statements this Monday in the Health Committee on the State Security Investigation into the former Government Commissioner for the Institute for the Equality of Women and Men and the transmission to the Office of the Minister of Justice of the results thereof; having regard to the fact that, at the time of the above-mentioned committee, the Prime Minister did not make available to Parliament the time line (inquiry of the State Security/communication to the cabinet(s) and knowledge of the content of the note) requested by several members of the House; having regard to the publication in the press since Monday of information relating to the investigation of the State Security and the communication of the deputy head of State Security to the Deputy Prime Minister and Minister of Justice; Given the possible discrepancy between the information published in the press and the Prime Minister's statements in Parliament, the presence of the member of the government must be required without delay, in order to provide explanations about the time line previously requested. It shall, as a minimum, specify in a documented manner: - the time at which the State Security Note was drafted, was transmitted (date and time) to the law firm or any other law firm; - the time (date and time) at which and by whom the said note was transmitted to the Prime Minister and the Secretary of State for Gender Equality, Equal Opportunities and Diversity; - the other members of the government who received the note, who gave it to them and at what time (date and time)." I propose that the group presidents take a decision on this request. I propose that the group chairmen take a decision on this request.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip119x.u11	Proposal submitted by: Proposal tabled by: Daniel Senesael, Eric Thiébaut, Jean-Marc Delizée, Hervé Rigot.
