ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip118x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip118x.u2	Colleagues, I am pleased to meet you to open the session.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip118x.u3	Madam President, ladies and gentlemen, we are about to discuss an extremely important bill. The Home Secretary is here. I am surprised that the Prime Minister has left her on such an important matter. That's a government choice. On the basis of Rule 100 of the Constitution and Rule 50 of the Rules of Procedure, I would like to request the Prime Minister on another matter. I would like to bring him forward in this House because on Monday we held a debate in the Committee on Health and Equal Opportunities on the resignation and the whole commotion about the appointment and dismissal of the Government Commissioner for the Institute for the Equality of Women and Men. There the Prime Minister gave some explanation of the circumstances. Several colleagues, including myself, have asked for a clear timeline of events there. It has not been promised and we have not yet received it. In the meantime, yesterday, the RTBF distributed new information to show that the Prime Minister was at least incomplete. That information shows that the State Security document dates from Tuesday. The Prime Minister said that the Minister of Justice, Mr Van Quickenborne, was not informed until Tuesday evening, and that he was informed at 2:00 p.m. on Thursday afternoon, shortly before the start of this sitting. He did not make any statements about the fact that the document itself was drawn up on Tuesday. He didn't give us a timeline either. For the debate and the interplays that will follow, it is of the utmost importance that we have a precise timeline. Of course, we cannot rely on information in the media. When was the State Security Note drawn up? When was she delivered to the cabinet of justice or another cabinet, day and hour? When was she delivered to the Prime Minister and Secretary of State, on what day and what time and by whom? What other members of the government was she delivered to, by whom and on what day and what hour? That is crucial information for the continuation of the debate on this subject. I would therefore like to ask the Prime Minister to explain this as soon as possible, before we begin the interviews, and to give us all the clarity with the supporting documents. This will also enable us to make a proper reconstruction of events and to see to what extent the statements he has made in committee need to be adjusted with the right time data. I will give you this text, asking for it to be dealt with in good time.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip118x.u4	Madam President, Mr De Roover, it is becoming a habit of you to start every plenary sitting by moving away from the agenda and trying to generate a little media attention by bringing in some member of the government.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip118x.u5	Mr De Vriendt, the fact that we have a very busy agenda has everything to do with the fact that this government is late with all kinds of draft laws, in a very democratic way. Very serious matters need to be dealt with here, so that interplays may have to take place in the middle of the night. In that respect, therefore, your intervention is not addressed to me, but to the government. I hope you have the means to communicate this directly to them outside this House. Madam President, there is urgency behind some of these things. I fully understand that. I also told Minister Vandenbroucke earlier this week that urgency is a relative concept. Urgency may result from the fact that there is a fact, but urgency may also be due to the fact that the government is very late with the texts. In this way, urgency is created. In this way, urgency is a self-incited phenomenon. Contrary to recent years and previous governments, this is the case to an extreme extent at the moment. Secondly, I am sorry, I am referring to Rule 100 of the Constitution and Rule 50 of the Rules of Procedure. The interviews that have been announced have been filed before the news was known to which I refer. Moreover, the information I am asking for is very relevant in order to maintain the interplay. Indeed, unlike the Prime Minister, Mr De Vriendt, I would like to take note of all the documents before addressing Parliament. The Prime Minister announced that he would first address Parliament and open the envelopes that are on his desk and relevant only after the debate. I find that a very strange way of working. I hope you will support me in suing this way of not providing Parliament with a thorough and fully informed response. I don't work this way. I wish to take note of all the documents and all the facts that are relevant before we can keep the interplay. So I see absolutely the logic of that, which I would like to confirm here.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip118x.u6	Mr De Roover, I will contact Mr De Croo and ask him what you need. Then there will be an answer to your question.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip118x.u7	As usual, when we can settle this by consensus, I do not need to find formalism. I would ask you to inform us immediately of the answer. After all, this contact can take place quickly. If the Prime Minister comes to do so, it will of course be resolved and we will not have to initiate any procedure.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip118x.u8	We'll be in touch now.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip118x.u9	In accordance with the opinion of the Conference of Presidents of 13 July 2021, you have received an amended agenda for this week's meetings. In accordance with the opinion of the Conference of Presidents of 13 July 2021, you have received an amended agenda for this week's meetings. Is there any comment on this? Are there any comments on this? Accordingly, the agenda was adopted. The agenda has therefore been adopted.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip118x.u10	I have received amendments to the bill on temporary support measures due to the VOCID-19 pandemic, No. 2070/1. I have received amendments to the draft law providing temporary support measures as a result of the COOVID-19 pandemic, No. 2070/1. I propose that these amendments be referred to the Committee on Social Affairs, Employment and Pensions (Art. 93, No. 1 of the Regulation). I propose that these amendments be sent to the Committee on Social Affairs, Employment and Pensions (Art. 93, No. 1, of the Rules of Procedure). No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] It is thus decided.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip118x.u11	Proposals submitted by: Proposals tabled by: - 1814: Peter De Roover, Joy Donné, Koen Metsu, Theo Francken, Christoph D'Haese, Sofie De Wit - 1823: Vanessa Matz, Georges Dallemagne, Josy Arens, Maxime Prévot, Catherine Fonck - 1883: François De Smet, Sophie Rohonyi.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip118x.u12	The general discussion is open. The general discussion is open. The rapporteurs are Mrs Depraetere and Mr Gilson, and Mr De Roover and Mr Rigot. They shall refer to the written report.
ParlaMint-BE_2021-07-14-voorlopig-55-plenair-ip118x.u13	Mr De Roover, can you use the other microphone? In corona times we have always respected the measure of social distancing, in this case from the bank. (Mr De Roover took his place in the chair).
