ParlaMint-BE_2021-10-14-voorlopig-55-plenair-ip133x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-10-14-voorlopig-55-plenair-ip133x.u2	Minister Van der Straeten has the floor.
ParlaMint-BE_2021-10-14-voorlopig-55-plenair-ip133x.u3	Madam President, thank you for your questions. So this is a continuation of the debate that we started more than 24 hours ago. A number of other elements have been added to the thematic debate, which I would like to go into further. It will probably not be the last time that we will be discussing this issue, because before the end of the year we will come to Parliament with a number of draft laws dealing with the same issues. Before going into the content of the energy standard, the social tariff and a number of other punctual questions that were raised in the debate, I would like to make an introductory remark. I do not accept some of the assumptions that have emerged in the debate. It's more specifically about three premises. Firstly, it was said here that I only do something for a certain group, 20%, and nothing for the rest. We have repeatedly said here yesterday that it is the government's choice to pursue policy, is to make choices to act in a targeted way. This is about the people who enjoy the BIM status and are entitled to the increased allowance. On the other hand, we are taking structural action for everyone, through a thorough reform of the invoice. Secondly, there is often talk of the middle class here. Now, the budget contains structural measures specifically for the middle class. One cannot tackle everything only through the energy bill. It has just been said rather bathingly here that it is about the choice between gas or nuclear power stations. That was a remark from you, Mr Wollants. I believe that yesterday your group leader reiterated very clearly that, in your hypothesis, in which you clearly opt for the extension of 2 gigawatts of nuclear energy, gas capacity is still needed. That was also the reason why we made the CRM resolution together more than a year ago. Thirdly, Mr Francken has said that he is looking at matters with political glasses. Then it's lose-lose. My glasses, Mr Francken, are the glasses of security of supply, of affordability and sustainability. That's a triple win. That's how I stand in my policy. I'm here to conduct policy. I am here to implement the coalition agreement and to work out solutions. We are facing a major energy transition, towards an energy system based on renewable energy. I read today that the first permit was issued for a green hydrogen plant in the Benelux. Two weeks ago, ArcelorMittal announced the largest climate investment in our country. The energy transition is underway. It is important to speed up a number of things in this regard. This requires a clear framework, a legally secure framework, which provides long-term security.
ParlaMint-BE_2021-10-14-voorlopig-55-plenair-ip133x.u4	Chairperson: Valerie Van Peel, Chair
ParlaMint-BE_2021-10-14-voorlopig-55-plenair-ip133x.u5	Madam Minister, I would have expected you to respond to my words on the political and strategic aspect, as I myself looked at it and looked at it. For the in-depth analyses we fortunately have Bert Wollants in our group. I do not dispute that sustainability is important. On the contrary, it is absolutely necessary. Our slogan in Flemish Brabant was "Flemish and green." In Lubbeek, where I am mayor, sustainability is very important. I receive Zuhal Demir every week, if I have to, and so do you, although we don't have that many powers in your area. That is not the point, however. The way it is played now and the fact that your own ecological movement came to your party secretariat full of counter-gas posters, is difficult to explain. You are, of course, doing your best and I wish you every success in doing so, because that is mainly your problem and not mine. I have had the same experience at the Volksunie, at the end, when the villain who sits in front of me on the left with the Flemish People's Movement came to occupy the barricades, with the slogan "done with giving and admitting." I have drawn a parallel with your party, because your own supporters no longer follow you and complain to your secretariat to make it clear that CO2 emissions from the gas plants are no longer possible and that the climate is a priority and not the exit from the nuclear sector. That's an analysis I'm doing. I'll stick with that. I'm sure you have a different analysis, but we'll finally see where you land.
ParlaMint-BE_2021-10-14-voorlopig-55-plenair-ip133x.u6	Mr Francken, energy is the lifeblood of our economy. Every industrial revolution there has been has always been with energy as a catalyst: fire, coal, oil and today's electrification. Looking at energy policy or the energy debate simply through political glasses is leaving the economy, the people and the companies that are facing high energy prices in the cold today. That's not how I stand in policy. That's not how this government stands in policy. For us it is a triple win, to say it with the words of Ursula von der Leyen. What is good for the climate is good for the economy and good for everyone. To provide that framework, I had stopped there to our society, to our families and to our companies, we have developed the energy standard. There are a lot of questions about that. That is quite right, and I will take the time to go into it thoroughly. Two of the three speakers asked for clarification. How does the system work? What amounts are we talking about? How's the system set up? How will it be further developed? Where do the amounts come from? Today we can propose a structural measure because we started it on time. After my team studied there, we sat together for the first time to discuss the approach. That was with the picture of a set table with a lasagna, the lasagna of our energy bill. When I talk today about the federal share on the energy bill, I want to say very clearly what I am talking about. I refer to the federal contribution to the electricity bill and to the gas bill and to the public service obligations, the surcharges on the Elia tariffs. Today, that offshore wind, the strategic reserve and the CRM, are registered in the law and implemented from 2025. We're talking about those components. If one looks at it, on the invoice or in the description in the law, then it is a lasagna. The policy in recent years has made the choice to set these things off in the energy bill. That is why we all say, from left to right, that the energy bill has become a second tax bill. There are posts on them and they increase them, without anyone noticing. Those increases will deviously end up on your invoice. In this hemisphere we have the shared view that that is not the way we want to work in the future. That was a shared vision when we adopted the CRM resolution. That was the vision of the Vivalid government when it made its coalition agreement. That is what we have worked out over the past six months. That is also what we will be putting to the vote in the coming months, and that is what will be implemented from 1 January 2022. That's our energy standard. What happens to the energy standard? In the first place, this is the excise reform that has been widely discussed here in the last 24 hours. The whole federal share, that whole lasagna on the invoice, we put together and we reform it into one excise duty. This concerns the federal contribution and the public service obligations. In the coalition agreement and in our CRM resolution, we also stated that the reference for this is 2021 and that we do not want to increase the federal share on the invoice compared to 2021. That is why we have aligned the rates of excise duty at the level of 2021. That's the first thing we've done. We have worked on the principle of invoice neutrality. That was also what was actually in the CRM resolution. At the time, there was still degressivity, but because we now work with an excise duty that will no longer be necessary. Invoice neutrality means that those who contribute today should not be worse or better off, which is why we make the comparison with 2021 each time. The energy standard is the assessment of the purchasing power of households, on the one hand, and the competitiveness of companies, on the other. We have the tools for this in our excise legislation. We have the tools for that. It already exists in excise legislation today. It concerns in particular the exemptions. For each of the existing exemptions, it has been assessed whether it is necessary to maintain them on the basis of the principle of invoice neutrality. If we retain the exemptions, will a particular group, a family or a consumer with a particular consumption pay more or less? The second question we have asked is whether there is a competitive disadvantage. If we retain or do not retain the exemption, will competitiveness be at a disadvantage? Mr Warmoes referred to the FORBEG study to say that there is actually no problem. I refer you to graphs 92 and 93, Mr Warmous. In that you will see that there are indeed industries in this country that have a competitive disadvantage. Then we will indeed apply exemptions. Families entitled to the social rate are already receiving an exemption. There is already a small excise duty on the invoice. But also a number of companies get them to safeguard their competitiveness. A number of Members have asked for an insight into these figures. For the coming year, 2022, that means 156 million euros, as you can see in the tables. How's that money built up? On the one hand, a number of costs are neutralized, because it is about 2021, as I have just said. Mr Wollants has already beaten me several times with the reports of the CREG which show that there are price fluctuations and increases for certain components. But we don't want that, that's the energy standard: a rule button on the invoice. The regulator shall be at the level 2021. So we are neutralizing the cost of the federal contribution for the customers with a social tariff for electricity. That's about 21 million euros. We are also neutralising the costs of offshore contributions to the electricity bill. That's about 30 million euros. We are also neutralizing the cost of the federal contribution to the gas bill. Then it's 52 million euros. This amount has to do with the rising costs of rising energy prices. Yesterday it was said that rising energy prices have an impact on the rising federal contribution. We accept these costs and no longer transfer them to the energy bill. Then we apply a number of exemptions to electricity and gas bills, both for families and for companies. So we're looking at it as a whole. There is a total of EUR 53 million, divided equally between families and businesses: EUR 26 million for one group, EUR 27 million for the other. So we are the only entity in this country that has an energy standard, which improves the purchasing power of families and the competitiveness of companies. Questions have also been asked about the figures for families. In these 30 euros, several elements come together: neutralizing the costs of the electricity bill, the federal contribution to offshore contributions and neutralising the costs of the federal contribution to the gas bill. For the coming year it is a saving of 30 euros that is not passed on in the invoice. This system is structurally registered, which means that this analysis is made year after year. That is why this government dares to speak of structural action. We cut in the way costs are charged. From 2022 onwards, we will be able to make that energy standard operational. It doesn't end there. The first step of this energy standard is, as I said, the application of those exemptions. However, we also need to look at what happens to purchasing power in a sustainable way. What happens to the competitiveness of companies? For this we use the FORBEG study. We will write in the law that the CREG will have the power to carry out a study on the basis of the FORBEG study. On the energy bill, for each component and user category, a comparison will be made with abroad to determine whether there is a deviation. We will also set a benchmark, because not every deviation is significant. The study will be carried out by 15 May. In determining a significant deviation from the benchmark established, the CREG will have the task of making recommendations for the improvement, adjustment and safeguarding of purchasing power, as well as for competitiveness. We will present this whole thing to Parliament this year in order to achieve its implementation on 1 January 2022. The Finance teams are ready for implementation. Suppliers will have to adjust their invoices. They are already adapting their systems for the implementation of this other major change, the new market model MIG 6. This requires a huge effort, a huge contribution from the suppliers for which I am very grateful. They will be ready for implementation on 1 January. I would now like to zoom in on the social tariff, on which questions have been asked, and in particular on the composition of the EUR 220 million. Mr Warmoes, EUR 100 million of this represents the increased cost of extending the social tariff in 2021. If we can help 20% of families today, that is only one side of the story. After all, these families are already being helped, because in February we decided to increase the social rate for that extended target group. We have been faced with rising prices, which also means that the budgetary cost, initially estimated at EUR 176 million, is increasing by EUR 100 million. That is the impact that we are creating with the social tariff for that large group. There is also EUR 32 million for phasing out. It is an extension of the social tariff to spring, about winter. We will not just leave these people to their fate afterwards and tell them to go further. We'll do a phase-out. This means, in concrete terms, that we will design an intermediate rate so that these people are gradually brought back to the commercial market. Next, there is EUR 72 million for the EUR 80 reduction, which is indeed designed to absorb the increase inherent in the social tariff. That's the fastest way to act. Finally, there is EUR 16 million in additional funds for the Gas and Electricity Fund, a fund that this Parliament is very keen on, because it was this Parliament that made possible indexation for the first time in December 2019 for a long time. Those resources will indeed have a focus on people who do not get the social rate. The people who are at the OMCW today who have a broader problem of poverty and debt are not necessarily people who have the social tariff. That is why we are providing additional resources. As far as the social tariff is concerned, I would like to make a small bridge with something you have said, Mr Wollants. You referred to an initial proposal from my group, in particular on the allocation of the social tariff in the context of the corona crisis in order to be able to intervene more quickly. The initial proposal of the Green Group was to work with an income ceiling that we have chosen for BIM, for the right to the increased allowance, and to extend it by 30%. What you say is true, however. There is no instrument today to ensure that this can be applied automatically. With the government, I have studied several ways in which we could further argue. However, there is no ready instrument. There is no ready instrument that we can use immediately. However, people are facing rising invoices today. So working with the income ceiling expands the group. It's got working people in it, too. No one here wants to set up categories of groups against each other. There is no competition between people who have it more or less or most difficult. It is targeted for one and at the same time structural action for the other. However, it was also able to act quickly. This is partly the use of the existing instruments and also simply conduct policies and take the coalition agreement to heart and implement it. That is why we can come forward with a structural reform that helps everyone. Perhaps you would have liked to see large sums of money. I can understand that. However, an ad hoc policy and ad hoc solutions have never taken our country any further. It is much more important to be able to act on a structural basis and to be able to conduct structural policies. That is what our economy and the energy transition need. In the area of social policy, it is above all a shared responsibility between all the entities of this country. There is no need for competition between those entities either. We see today that the people with payment difficulties who have been dropped by their commercial supplier in Brussels and Wallonia are being dropped at the social rate. In Flanders, this is at the expense rate. Mr Wollants, you have just said that you have been working on this yourself. I didn't understand exactly what you were doing. The discussion about the disarming rate will continue here for a while, I suspect. However, if you do the V-test today, you will find that the supply charge for gas is lower than the commercial tariffs and is among the lowest for electricity. They're not uniform for the whole of Flanders. That's right. They are not besieged. That's right. However, the fact remains that in the regions too, the levers are there to act on social policy, even when it comes to customers with payment difficulties that are dropped. In this respect, there is a different practice in Brussels and Wallonia vis-à-vis Flanders. However, it is up to the Regions to do so. Finally, I would like to comment on some of the factual elements that have been introduced here. In Belgium, the gas supply is up. There's nothing else in the paper today. We're at the top three in Europe. Meanwhile, at EU level, we are at a gas level above 70% and measures are also being taken within the EU to improve this in the short term. Yesterday, the European Commission published what it calls its 'toolbox', which includes the procurement of gas through group purchases, specifically in order to be able to replenish those gas stocks. I'd also like to talk about CRM. Mr Van Lommel, what you have said defies imagination. Let's stick to the facts. You have spoken of subsidising gas plants. You have been following the discussions in the Energy Committee for some time. The CRM is the investment mechanism to support new capacity. Because we have a security of supply problem in all circumstances because 5 out of 7 nuclear power plants cannot remain open, we need new capacity. This is technology-neutral. To all those in this hemisphere who are in vain trying to systematically consolidate the CRM into gas power stations, I say quite clearly: you are wrong. If that were the case, the European Commission would never have approved the CRM without conditions on 27 August. She didn't even let me come and tell me to come back home. The prerequisite for having an investment mechanism is technology neutrality. In order to ensure this technology neutrality, we have taken additional measures to ensure that it is also effectively technology neutral in the facts. We did this by organising two auctions, one four years in advance, which is now over, and one year in advance. For that second auction we set aside a lot of volume, just to give projects such as batteries and storage every opportunity and not to contract excess capacity to gas-fired power stations. The right thing to do, as Mrs Leen Dierick said at some point in the committee. It's about determining the right thing. Not too much, not too little. In the meantime, it is well known that in the T-4 auction which has now ended, we have limited the new capacity to what is strictly necessary: a maximum of 2 to 3 gas power stations. And you know too, Mr Van Lommel, although you are making an abstraction of it here because you are coming to committee, you are following the debates, you are reading the press because you are constantly quoting it - that we have received compliments from the European Commission because we have gone a step further. Because we have not limited ourselves to the mere state aid aspect of this policy, but have incorporated additional sustainability criteria. Strictly speaking, that was not necessary, because CO2 emissions cannot increase, it has been capped at European level. And yet we have imposed additional conditions to ensure that these power stations do a conversion, so that they register in the energy transition and work optimally with sun and wind. And I hear you say, Mr Van Lommel: 'That is expensive, it is expensive energy'. There are two technologies that are falling in price today: sun and wind. You said: 'It is expensive, Mrs van der Straeten, to import it.' I refer you to the last two reports of the CREG - and further, but with the two most recent you only have to click twice on their website - which makes the analysis of our electricity and gas markets for each year and more specifically of our exports. And then you will see, Mr Van Lommel, that the two last interconnections that our country has put into operation, namely those between Belgium and the UK and between Belgium and Germany, two interconnections for large quantities of renewable energy that can be brought to and exported to our country, have created price convergence. Interconnections ensure price convergence. And we're going to make another one, as you know, with Denmark. The plan is to connect our land to a very large windmill park at sea that they're going to build there. To bring more of those cheap electrons to our country. So, no, Mr Van Lommel, I cannot accept that we are conducting the energy debate on the basis of part of the story, which you then join. It is about security of supply, affordability and sustainability. It's about our economy and our families. It has been long enough for the energy debate to be restricted to a debate on hardship, torment and problems. No, the energy sector is a sector of solutions and opportunities. Energy brings prosperity to our country. That has been the case in the past and will be the case in the future. No one in this country, no one who pays his bill, no one who is faced with high prices, no one who makes investment decisions, will benefit from a speech in this House that tells half facts and half truths. That's not how I stand in it. That's not how this government stands. That is not the way we conduct our policies. More specifically about the CRM, I can say that the auction is over. That means that Elia is currently working on a report on the auction results. This will be delivered to the CREG for validation, which will be published by 31 October, as stated in the law. In the coalition agreement, we said, and that was repeated by the Prime Minister at 2 p.m. last night, and before that by others in this hemisphere, and also in the press, that we will analyse the results. This analysis covers two aspects: security of supply and price. That will happen in November. And so I will not anticipate that today. I can't anticipate that either. There's gonna be a report. There's gonna be an evaluation. Everything else is speculation today. However, we are almost there. It's October 14th today. That is, October 31 is in two weeks, and November is next month. Then we can have the debate in a good way at different times. For the debate must be conducted, at the sharp edge of the cut. Choices have to be made. Choices can be made. That is important, because the change we are facing is great. Everyone in this country deserves us to look at it in a good way. So let us do the same. We have done this several times in committee. The preparatory work for the CRM is an example of this. It is an example of how we in this House do not have a classic opposition, not a classic majority. Mr Wollants, I refer to the derating factors, I refer to the CRM resolution, on which you have contributed from your group in order to make this system work. Because you also believe in the importance of security of supply. Because you don't want to turn anyone out of electricity. Because you don't want to take that risk either. There were also questions from the majority. Mr Leysen, you have pointed out several times, Mrs Dierick, that we need to link the debate on the CRM to the energy standard and to make both Siamese twins. You said several times that we must think beyond the present legislature and that we cannot postpone it for ourselves. Mr Verduyckt, you have said several times that when it comes to competitiveness, CRM is an excellent means of opening up the production market. My group has very often referred to the sustainability criteria. There is a lot of talk here about Mrs Marghem, but I am not participating. She started the dossier, and when she was no longer a minister, she came to the committee every time as a member of parliament to say that the new European methodologies had to be respected, no matter what we did. I think that also deserves respect, ladies and gentlemen. We need to work together on this file. It's in the interests of our country, it's a strategic dossier, but I'm optimistic about it. I like to come to Parliament, we always have a good debate here. There is still a great deal of work ahead of us and we can achieve this together.
ParlaMint-BE_2021-10-14-voorlopig-55-plenair-ip133x.u7	I will not respond, Madam President, because Mr Wollants will do so, but in the media we have seen a detailed list of investments that we, as chamber members, have not received. In De Tijd there are quite a few details about that. Yesterday, the Prime Minister spoke about transparency and such. It is, of course, strange that the press has more information on these important things than Parliament. I find that rather disgusting, which is why I'm breaking in. Can you ask the government that we get those documents as soon as possible? It is an outrageous way of working that they are being held back from Parliament.
ParlaMint-BE_2021-10-14-voorlopig-55-plenair-ip133x.u8	I see no reason why we should withhold information from Parliament. We'll never do that.
ParlaMint-BE_2021-10-14-voorlopig-55-plenair-ip133x.u9	You speak to someone who likes a touch of humor. I assume you will contact the Prime Minister immediately, because my question is very serious. We can't joke about that. Unfortunately, you are indeed telling a joke, because the government does not consistently share information and certainly not in this case. We are talking about a detailed list of investments, of which we have only received a very general figure and we have guessed what will happen to them. It's about a lot of taxpayers' money. That is not a decent way of dealing with Parliament. I would like you to ask the Prime Minister to rectify this as soon as possible. It is an indecent method, especially against the background of the Prime Minister's great promise of transparency. His words have just been printed in the report. It's very quick that he doesn't stick to that again.
ParlaMint-BE_2021-10-14-voorlopig-55-plenair-ip133x.u10	It is good that you have clarified the energy standard system with which you want to work. You referred mainly to the cost of 156 million, but not to the exact phasing-out scenario for costs.
ParlaMint-BE_2021-10-14-voorlopig-55-plenair-ip133x.u11	That's right. In the figures for the multiannual budget, we continue on scenarios, as we are concerned about by the CREG. Less revenue between one year and the other is due to the EUR 100 million of offshore production. In addition, there is regularization in 2 years. The EUR 100 million is due, among other things, to the decline in the covid crisis. In the following years, we see that it is different. When discussing the draft law in committee, I will bring the figures.
