ParlaMint-BE_2021-01-28-definitief-55-plenair-ip085x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-01-28-definitief-55-plenair-ip085x.u2	Madam President, yesterday was the international day for the commemoration of the Holocaust. We normally remember that every year in this hemisphere with an academic session. This year, unfortunately, that could not continue because of the covid measures. Since we have a history in this country with the Holocaust 25,000 people who were deported, Jewish people, Roma, Sinti and others, I would like to ask you whether it is possible today to observe at least one minute of silence at the start of this session.
ParlaMint-BE_2021-01-28-definitief-55-plenair-ip085x.u3	In the Conference of Presidents, we decided, because of the health measures, to give priority this year to a video. It was broadcast yesterday on social media, with the voice of two young people, to confront the reality experienced by Holocaust witnesses and that of children who were hidden during the war. This video is poignant. You can find her on social media. I even advise you to look at her. It exists in a short version, but also in a long version, in order to give you the benefit of all the testimonials and thus to be able to feel what these young people think they will learn from this lesson and also carry for the future. It's also a message of hope. So I fully agree to stand up for a minute in memory of these victims.
ParlaMint-BE_2021-01-28-definitief-55-plenair-ip085x.u4	Madam President, in the light of what has just been said, it is, of course, a banal intervention. However, I would ask you to ask for the opinion of the Council of State on the amendments to the Bill No. 1696 which is about to take place
ParlaMint-BE_2021-01-28-definitief-55-plenair-ip085x.u5	We shall deal with that question after the oral questions. [[Assent]]
ParlaMint-BE_2021-01-28-definitief-55-plenair-ip085x.u6	Madam Minister, Minister, what has happened in the Netherlands in recent days is terrible. We can understand that there is a great deal of frustration about the corona measures, but boredom, brutality and social media should never be an excuse for violence. Let me be very clear, that has nothing to do with the corona measures, it is simply unacceptable senseless violence. The social media are not blocked by borders and some see the game of riots between Eindhoven and Rotterdam as well. That such a call could have serious consequences should be clear to everyone now. Shopkeepers and everyone in the cities are worried. Luckily it stayed quiet last night, but there is worried about the weekend. We must send out a very powerful signal and do everything we can to avoid riots before it goes wrong. My group therefore urges you to ask all the mayors not to allow demonstrations. There is already a ban on co-training today, let us go along with that clear line in terms of events and demonstrations. The police are tracking the reports on social media today, and that is a good thing. However, not allowing any more manifestation could also be a very important signal. Madam Minister, Minister, how are the police preparing for possible riots in our country? Are you prepared to instruct all the mayors not to allow any more manifestation?
ParlaMint-BE_2021-01-28-definitief-55-plenair-ip085x.u7	Minister, Minister, it will soon be a year since our fundamental freedoms are severely restricted. Our society has been regent as ever for decades. In recent weeks, particularly in Europe, movements have been born against existing sanitary containment measures and not all of them are peaceful. For example, the Prime Minister of the Netherlands said a few days ago that his country had just experienced completely new riots. Do not believe, Madam Minister, that the situation in Belgium is very different! Exhaustion in the face of living conditions and fatigue are realities that we must respect. So I was not surprised to see, a few days ago, calls on social networks for a demonstration this Sunday in Brussels to stop the Corona measures. It seems that several thousand people have already expressed their interest on social networks. I was able to read that the Brussels-Ixelles police zone was in contact with the organisers but that nothing had yet been decided on the authorisation or prohibition. Unfortunately, given the events that have taken place over the last few weeks and months in Brussels, I am not reassured and we cannot take the risk of further disorder or violence. Madam Minister, I have recently asked you about your opportunities to intervene and play a more important role in authorizing demonstrations and gatherings that do not respect the rules and at which it is impossible to guarantee compliance with the barriers. The government must be very proactive in dealing with these phenomena. What forward-looking measures have been taken to prevent or frame a new demonstration in Brussels this Sunday? Have the initiators of the calls to protest been identified and contacted? What federal police system has been planned? What steps have been taken with local authorities and police agencies? Thank you.
ParlaMint-BE_2021-01-28-definitief-55-plenair-ip085x.u8	Dear ministers, last week we were confronted with hallucinating images of coronarelles in the Netherlands: cobblestones were thrown at the police, windows were killed from a hospital, shops were looted and destroyed. It seemed as if the Netherlands was literally and figuratively on fire. We are very concerned that the riots would blow over to Belgium. Last week in Limburg, for example, a lot of reports on social media raised rebellion not only in Maasmechelen, Genk and Hasselt, but also in Antwerp, Sint-Niklaas, Kortrijk. We heard today that these messages are also circulating in Brussels. Of course, the corona measures weigh heavily and are hopeless for some people. Of course, the right to freedom of expression is very important, but we can never tolerate violence. We must therefore try to prevent violence and take effective action. The call for violence is reflected in reports on social media asking for crow's feet and molotov cocktails. In Maasmechelen there was even a fire bomb thrown at a former mayor's house. A lot of citizens and traders are very worried, because they can't do that anymore. How do our police forces prepare for any riots? Is there any consultation with local mayors and governments to avoid such riots?
ParlaMint-BE_2021-01-28-definitief-55-plenair-ip085x.u9	Mr Minister, my question is addressed to you. In the meantime, riots in Brussels have become commonplace. Many manifestations are therefore being abused by rioters to smash things up and down. The youngest riots are still fresh in our memory. There's another demonstration scheduled for tomorrow. Of course, we're holding our hearts for new riots. As so often we can expect the rioters not to be severely and quickly punished. They feel untouchable. In the Netherlands we also saw riots last weekend because of the curfew, which is now applicable there. In fact, there has been a parliamentary debate on curfew, not here in Belgium. Anyway, the reaction of the Dutch police to these riots shows us what a real lick-on-piece policy is. In Belgium we dream of fast law, but in the Netherlands they have what I call superfast law. If you throw a stone at a police combi on Sunday, you will be punished by a judge on Wednesday. In addition, the property is seized immediately, so that the damage caused is also effectively compensated. That, Minister, is a matter of urgency. That is a court of law, which plays briefly on the ball and avoids impunity. Minister, you say that you are also in favour of speedy justice, but your right to speed up the proceedings will ensure that the perpetrators are punished in two months or a few months' time. They are subpoenaed after two months and often punished much later. My right of rapidity, the right of rapidity that I propose and which is also the subject of a legislative proposal in Parliament, ensures that the perpetrators are punished after days and not after months, as can be the case in the Netherlands. My question to you is very simple, Minister. Do you think that, as in the Netherlands, it should be possible to be punished for such facts after a few days? Or would you agree that it is only after months that we have a ruling?
ParlaMint-BE_2021-01-28-definitief-55-plenair-ip085x.u10	Minister, normally you and the Minister will have five minutes together for the answer. Two and a half minutes might be a little short to answer. You'll have a little more time, six minutes together.
ParlaMint-BE_2021-01-28-definitief-55-plenair-ip085x.u11	Madam President, ladies and gentlemen, I have seen with you, with horror, what has happened in the Netherlands over the last few days. That has nothing to do with normal protests. That's what I want to say. Crapular behavior of people who abuse the situation. We note that social media play an important role in this. Through social media, a crowd of people can be mobilized in no time to kick ass. That is why it is crucial to anticipate this, and that is what we are doing. Our security services are patrolling the Internet to see what's going on there. This is important for a good information position. We also see in our country that there are different types of calls to protest against the Corona measures. Mr. Pivin, there are calls for peaceful demonstrations, but that is not the case for all calls. We are following the phenomenon very closely and, for the moment, no one can predict to what extent these calls to protest launched on the Internet will be followed by effects. Fortunately, in our country, we have a fine-meshed network of security services, mayors and local parquets. Those local actors play briefly on the ball to smother such criminal behavior in the bud. I have every confidence in them. I refer to the mayor of Turnhout, who himself made contact with instigators and changed their minds, which was the strong work of Mayor Van Miert. I also refer to the prosecutor of Limburg, Mr Verheiren, who immediately sent a clear signal. Young people who call for riots, he said, will be prosecuted. He added the deed to the word, because a 15-year-old was immediately brought before the juvenile judge. What a bold act by Attorney Vermeiren. So the Justice Department can work quickly, Mrs Van Vaerenbergh. In our country, we have different procedures of rapid law. However, the fast-track law introduced at the time with arrest was annulled by the Constitutional Court for violating the rights of defence. The many debates that have since taken place in Parliament's Committee on Justice have shown that the procedure of investigating judge, arrest and council chamber, which is our own, must be respected. This is a fundamental difference from the situation in the Netherlands. That does not mean that there is nothing we can do, quite the contrary. Our quick-track law makes it possible to bring offenders to justice after ten days. I notice that different parquets also use them. For example, the court and the court of Antwerp have already condemned the perpetrators of the events of New Year's Eve. Mr. Pivin, be reassured. We will invest in human and material resources for the accelerated procedure, so that justice is faster and more robust. A well-informed man or woman is worth two. So I advise everyone to think twice about it. Our security services and justice are ready to intervene. Ladies and gentlemen, fortunately there are a lot of people in our country who have kept to the rules, no matter how hard these last few months have been. I would like to thank them again for that. Out of respect for them, I will also be very clear. Anyone who takes advantage of the situation to stir up riots and smash things up will be prosecuted and punished. He will also be presented with the bill. You can take that literally.
