ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u2	The President [[in front of the assembly standing]] [[:]]
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u3	Ladies and gentlemen, ladies and gentlemen, on 4 March, in Aalst Francis Van den Eynde, Honorary Vice-President of the Chamber, died. He was 74. After secondary education, Francis Van den Eynde became active in the insurance sector. In addition, he committed himself almost immediately to the Flemish movement. In 1968 he joined the Brussels People's Union section, of which he soon became chairman. In 1979, he moved to the Vlaams Blok. In January 1989, Francis Van den Eynde became city council member in Ghent, a mandate which he would continue to exercise until December 2012. Two years later, in November 1991, he became MP for the Ghent-Eeklo arrondissement. He was very active in, among other things, the Committee on Social Affairs, the Committee on Home Affairs and the Committee on External Relations. In his speeches, Francis Van den Eynde made himself known as an eloquent or even inspired parliamentarian who never avoided polemics. He has always relied on his scholarship and in-depth knowledge, as well as his sense of humour. Because of his great interest in foreign policy, he was also an enthusiastic member of the Parliamentary Assembly of the Organisation for Security and Cooperation in Europe for many years. Francis Van den Eynde was Vice-President of this assembly from 1999 to 2001. He left the Chamber in June 2010. Ladies and gentlemen, ladies and gentlemen, Francis Van den Eynde was a very committed and straightforward politician who distinguished himself by his commitment and knowledge of the file. Those who knew him will remember him as a sometimes bullying character, but also as an inimitable bon vivant who was proud of his appearance and his past. Francis Van den Eynde was also a cultivated person, passionate about theatre and French literature. On behalf of the Chamber, I have expressed our sincere condolences to his wife and his family.
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u4	Madam President, on behalf of the government, I would like to express my condolences. Francis Van den Eynde was a man with a strong opinion, someone who never got out of the way of the debate. His ideas and his views were not mine, but let that be at the heart of democracy. The Chamber is the place to hold the contradictory debate, and he did so with complete conviction. The shock of ideas The light comes out. But democracy is more than the clash of ideas. Democracy is also respect for the values and dignity of every human being and his views. This government transfers its condolences to the family of Francis Van den Eynde in this very difficult period for them.
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u5	The Chamber shall observe a minute's silence. The Chamber observed a minute of silence. Events follow each other and do not resemble each other. I wish Mr. From Smet who comes back from a very recent paternity leave. I congratulate him on the birth.
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u6	In accordance with the opinion of the Conference of Presidents of 17 March 2021, you have received an amended agenda for today's meeting. In accordance with the opinion of the Conference of Presidents of 17 March 2021, you have received an amended agenda for today's meeting. Is there any comment on this? Are there any comments on this? Accordingly, the agenda was adopted. The agenda has therefore been adopted.
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u7	I propose that you include in the agenda of today's plenary session: - the bill amending the coordinated law of 10 July 2008 on hospitals and other care facilities, with regard to the application of prior control of concentrations for clinical networking between hospitals, Nos. 1817/1 to 6. I propose that you enter on the agenda of today's plenary session: - the draft law amending the co-ordinated law of 10 July 2008 on hospitals and other care establishments, as regards the application of the prior control of concentrations of clinical networking between hospitals, Nos 1817/1 to 6. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] It is thus decided.
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u8	Prime Minister, the corona figures are not evolving well, as in the neighbouring countries. This should not give rise to panic, but rather caution. Above all, it is a signal that we must respect and enforce the rules we have agreed on the latest Consultation Committee, which, among other things, focused on youth and gave a perspective for the catering industry. I therefore find it incomprehensible, given the evolution of the figures, that some continue to insist on the opening of the terraces of the catering industry. Now we must persevere, now we must show discipline, now we must ensure that the perspective we have offered is realised. We all crave holidays, Prime Minister, for the Easter holidays and certainly the summer holidays. This will certainly require a European summer plan. We are in favour of ideas such as a European vaccination card. But they also cause us a great deal of concern. They are related to privacy and discrimination. Will all people be vaccinated against the summer vacation so that they are eligible for the vaccination card? If that is not the case, what conditions will be imposed? How can one prove that one is not infected? After all, who is the victim? We do not want discrimination based on health status, we do not want discrimination based on age. We do not want young people to suffer, because if they have to be tested, it costs money. For some families that is not a problem, but for other families, and especially for young people, that is a problem. We do not wish that. Prime Minister, how do you express these concerns in Europe? Are there any adjustments needed? Will you convene the Consultative Committee for this purpose or not?
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u9	Madam President, Prime Minister, as Mr Verherstraeten has said, the health situation is difficult and still raises many questions. But optimism is liberal, Prime Minister, and we can also look at the opportunities we will have tomorrow, taking into account the vaccination campaign and the efforts we have made to be able to move more freely again. The European Union has proposed, through its Commissioner for Justice, Didier Reynders, the establishment of a Green Certificate, a digital document that would allow, on the basis of minimum personal data, with the maximum accession of the countries of the European Union, to create a document legible by all the Member States. It would be accessible to any person who has been vaccinated or who supports, for example, a PCR test that demonstrates that he or she is not suffering from covid, or to any person who has contracted covid but is restored and who has been found to be in good health for free circulation. It is therefore a matter of restoring this freedom of movement within the European Union, enabling this freedom to be acquired quickly. Prime Minister, the European Parliament will look into the matter. It is understood that the national parliaments will also have to ask themselves the question. What is the timetable at this level? Can the applications already available be used for the implementation of this Green Certificate? Prime Minister, we will be with you to do this.
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u10	Thank you for your questions. The objective must be to be able to travel safely in the coming summer. We therefore welcome the European proposal for a green certificate. What was essential for our country was that it was not just a so-called 'vaccination passport', but that other elements, such as tests, were also taken into account. What we have always put forward in our country is that there can be no discrimination between those who have been vaccinated and those who have not been vaccinated or, freely translated, those who have already had the opportunity to be vaccinated, and those who have not yet had the opportunity. We are therefore very pleased that the proposal takes this into account. It is now time to consider the proposal put on the table. Several dimensions need to be addressed. First of all, as you put it, Mrs Jadin, respect for privacy. It's a crucial element. We're talking about medical data here. In some versions, antiviral status based on pre-covid contamination would also be discussed. It is clear that this raises a lot of questions, and we must look carefully at the guarantees, as well as whether the model put forward is sufficiently stable from a scientific point of view. Compared to testing, for example, what is the acceptable test date period to have a certain value? It is clear that in the European Council, Thursday and Friday of next week, we will be discussing this proposal. We also need to look at exactly how that certificate can be used. We are talking about travelling in the Union here. I think that's an important element. Several countries are in the process of developing all kinds of systems to enable travel outside the Union. It would, of course, be a good thing if a common system were to be used for all 27 countries of Europe, so that we would not have to go through the proposals of countries outside Europe and move our system forward. There were also questions about timing and the technical impact. It is the health minister who is taking on the preparations in our country. Respect for privacy is an absolute priority. A sufficient scientific basis is the second priority. I am very pleased that it offers an opportunity to avoid discrimination in the field of travel between those who had the opportunity to be vaccinated and those who did not have the opportunity.
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u11	I thank the Prime Minister for his reply. I agree with his interpretation that everyone should be able to go on summer holidays and that we should do everything we can to make that possible. Yes, a European summer plan is needed, without discrimination. It is good that a negative test can also become a part of it. A few practical problems must then be solved. Firstly, the rules will have to be adapted. One should also be able to get tested before going on vacation. Secondly, there will have to be sufficient test capacity. Thirdly, the cost of testing, about EUR 75, is discriminatory if young people have to pay for it while others have had the opportunity to be vaccinated. That's a problem we need to solve. For the rest, I wish you and your team a lot of perseverance. Our group supports the measures: relaxing if it can be done scientifically, but also adjusting if necessary.
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u12	Prime Minister, thank you for your very comprehensive answer. Like my colleague, I agree with you on the need for a unitary and readable system. Indeed, we want to avoid a system that would still lead us to carry out border controls. There is a need for uniformity within the European Union. The accessibility of this green certificate is a real challenge. I join Servais Verherstraeten in explaining the other possibilities for free movement within the European Union. Of course, they must be accessible and financially bearable. Thank you.
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u13	Madam President, Prime Minister, in several European countries things are already well going wrong, and in our country too we are seeing an increase in the number of infections. We'll see what happens if we don't go through with it. This requires efforts from all of us, but too many employers do not show solidarity. Either they apply for temporary unemployment benefits, but leave their staff to work or they ignore the telework obligation. Teleworking should be more than just not going to the office. Everyone has to wonder what telework means to themselves, their home office and their expenses. Many employers don't bother. In the meantime, we've been in our barn for a year. After one year of teleworking, there are still too few companies that have developed a telework policy. Telework could be a relief for many workers, but at the moment it is mainly a mental pressure. This week, you have called the employers to you and you have spoken to them harshly. Maybe that has reduced traffic, but there are still traffic jams. Telework does not solve the existing mental pressure. In fact, that mental pressure only increases. Prime Minister, our party wants to reopen as soon as possible. We all want to be able to do so as soon as possible and the choices that employers are making now can contribute to this, but I think that warning or checking is no longer working. I would therefore ask you to ensure that the telework obligation is complied with and implemented, but also that telework is framed in a sustainable way so that the people who work telework are adequately supported. They now bear the burden, but get nothing in return for that sacrifice.
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u14	Mr Prime Minister, as a liberal, I am naturally an optimist, and of course I was very pleased that the previous Consultative Committee could provide a perspective for many sectors and people who are waiting for it, but we must also be realistic: what we have seen in the past few days is a matter of concern. I know that there were people who did not think it was enough after the Consultative Committee and who wanted further relaxation, but we can see that this is not realistic. Over the past few months, the government has always managed to keep a certain course in the fight against the pandemic in a consistent way. The rising figures give us cause for concern. There are two major gateways to the extra contamination: on the one hand the schools, because we see a lot of young people getting infected and there are also many cluster outbreaks in schools, on the other hand the workplace. My predecessor said that the workplace also appears to be an important place of extra contamination. You have seen the employers' organizations, Prime Minister, and you have called together with them for the best possible respect for telework, but we also see a real problem with young people. You will have to consult with the Communities on this. I regret that the Communities are already closing doors on what can be done, while we need a coordinated approach in this pandemic to absolutely ensure that we can keep the perspective for everyone on 1 May. If that means that we need to adjust and become a little more stringent in the coming period in order to ensure that we achieve this, then we simply need to do so. If we can't follow that schedule, a lot of people will get a mental blow and have a very difficult time. Prime Minister, how do you look at the rising figures that worry us? Is it true that there will be an early consultation committee and what measures are you considering?
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u15	Madam President, Prime Minister, I am concerned and I think you are also genuinely concerned. The figures are rising and, unfortunately, the situation is not going as planned. However, we note that some parties are still asking for relaxations that are totally unfeasible. After all, reality is harsh and reality is that our care system is under pressure again. This means that, unfortunately, non-urgent concern is postponed once again. That's what worries me. Today people are already afraid to go to the hospital or to the GP. We need to do something about that. The figures for delaying checks and early investigations are simply not good. At present, as many as 50% fewer cases of cancer are detected. That is not because we are doing well, but because unfortunately there are now thousands of people walking around with cancer that we have unfortunately not yet been able to identify because of the delay in the non-urgent care. If we want a health system of solidarity, we need a health system that works for everyone. Non-urgent care today will become urgent care tomorrow. There I am looking for a balanced policy, with an emphasis on prevention and early monitoring, as set out in the coalition agreement. That's what we're gonna need in the years to come. We must therefore think out of the box and learn to live and think with the virus. It will depend on us whether we can show solidarity with all sections of the population. Will you continue to call on the population to turn to hospitals and general practitioners with small ailments? That's really important. People have been staying away from our healthcare system for months for fear. In addition to the existing covid campaign, will you carry out a huge prevention campaign to ensure that that fear disappears and that people are controlled before it is too late?
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u16	Madam President, Prime Minister, Minister, once it is not a custom, I would like to begin my speech by thanking you for maintaining vaccination with AstraZeneca and for not giving in to this irrational and panic movement which has seized the whole of Europe. It is clear that the benefits of vaccination go a long way and that every day we slow down this vaccination will be paid as additional victims and days of confinement. Unfortunately, we are still at the heart of the battle because, Prime Minister, we may be at the beginning of a real third wave. We all wanted to avoid it. We may have slowed her down, but she's here. It is your duty to gather your troops, including those who, within your government, often express themselves instead to give false hopes. Colleagues, it is no longer time for competition to know who should reopen first: restaurants, theatres or hair salons. Now is the time for general mobilization to end this virus once and for all. Look what's happening in England or the United States! These are two countries that are very hard hit and are getting away with their vaccination campaign by force of their pragmatism. There, we're not wondering if such a vaccine is better than another. We're not fighting to find out if we need to reopen this or that sector as a matter of urgency. Over there, all the wills – politicians and others – are mobilized so that seven days a week, constantly, one vaccinates, one vaccinates, one vaccinates! You'll see that they'll get away with it and be able to return to a normal life long before we do. It's time to learn from it! It is your duty and our duty, Prime Minister, to gather, convince and regain the support of the population by speeding up vaccination at all costs, by developing rapid tests, and above all by developing a message – finally – that is really mobilising. It's not just a logistical question, it's a question of team spirit, of trust. To overcome this rate of coverage of collective immunity, it is up to all public authorities to hammer, to mobilize a pro-vaccination message. I only have one request. Tomorrow, during the Consultation Committee, please, do not only try to limit, restrict and prohibit! First of all, if we want to get out of this, we will finally have to mobilize.
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u17	Madam President, Minister of Health, I would once again like to ask you about the testing strategy. We continue to see that our testing capabilities remain underutilized as hospitalizations are rising, as predicted by the arrival of variants observed in England two months ago. Some now speak of a third wave. Here, again on February 4, you confirmed the use of less than 50% of our capabilities. I quote: "So we have developed a battery of testing strategies that will enable us to value the tremendous capacity we have. So I think it's an asset rather than a problem." I heard you, minister, but I see the weeks that pass. While since December we have been able to test more than 110,000 people a day, on average we are testing only 45,000. That's a problem. We cannot continue to reduce so many freedoms – that of movement, of meeting, of working, of undertaking, of studying – without ensuring the multiplication of tests. For months, we had to wait for teams and laboratories to be set up. Our capabilities now exist. These people are doing a great job. You know that the testing strategy, in addition to fighting the spread of the virus, makes it possible of course to diagnose. This allows for appropriate treatment that, in turn, avoids the deterioration of a person's health and thus avoids possible hospitalization. However, today we continue to test little and hospitalizations are increasing. Faced with this increase, our entire society remains paralyzed. We must protect these patients in hospitals, the healthcare staff and their services that are fully mobilized for this cause. Minister, why is testing no longer used in our country? How are PCR testing methods updated to ensure variant detection? Why the massive and fast tests...
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u18	Your time has expired, Mrs. Taquin.
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u19	Madam President, Prime Minister, the figures are rising. That's alarming. For some, that is apparently easy to solve with the word 'engagements'. Above all, we must ensure that public opinion is involved in all the measures we take. Since, for example, enforcement is also an important element of this, the proposal, in which we remain, to open the terraces, has its place. The proposal has nothing to do with relaxing, contrary to what is being said here. It has everything to do with the ability to jump in a healthy way with the reality that will emerge during the Easter holiday. If your government remains blind to the enforcement issue, I fear that intertwining will have a reverse effect. I would like to respond to the words of the previous speaker. Testing and vaccinating obviously play an extremely important role. That is why I have a specific question. When can the light be completely green for the self-tests, a possibility which is an element in making the pandemic manageable and which is still too limited today? A final element is education, which is not only of paramount importance to pupils. It is also of the utmost importance for people who have children and who have to take an extra tax into account when leaving education. I would like to ask a very specific question. Since new variants seem and unfortunately have a greater impact on young people, isn't it high time you sided with the Ministers of Education of the Communities to ensure that teachers can be vaccinated as a priority, especially in primary schools? This is perhaps more useful than saying that children will be vaccinated, although this is not technically possible at the moment.
ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u20	Prime Minister, I will not quote figures today and yet they are again at the centre of all concerns. We have the impression that history has been repeating itself for a year and it is terrible because the road still seems long. Faced with the rush of numbers, we learn that Codeco could meet this Friday. The measures taken will have to take into account the situation in our hospitals as well as the consequences they will have for our people. I am, of course, thinking about mental health for a large part of our population. I am also thinking of the poor financial health of certain sectors, especially those which are still at a standstill. Prime Minister, the picture is not happy. More than ever, it is essential to deploy heavy artillery. We must do better, faster and stronger in order to return to normal life as quickly as possible. First, as far as testing is concerned, are we testing enough today? The answer is no. How can we diversify our testing strategies? I am thinking for example of antigen tests but also salivary tests. Secondly, for vaccination, the problems of thrombosis potentially caused by the AstraZeneca vaccine have been of concern to the European scene for several days. I would also like to congratulate the political courage shown by our Minister of Health, and beyond the government as a whole, by not giving in to panic, keeping our heads cold and continuing to vaccinate. The story is showing you were right. AstraZeneca's biggest problem is its inability to deliver the promised doses, resulting in centres and hospitals having to cancel appointments due to lack of vaccine. We know that we have stocks in the fridges, Prime Minister. How to reduce delays between vaccine delivery and administration? Thirdly, there is a need for clear communication that is synonymous with accession. This adherence to measures and vaccination is now very complicated for a part of the population (...)
