ParlaMint-BE_2021-07-19-voorlopig-55-plenair-ip123x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-07-19-voorlopig-55-plenair-ip123x.u2	The President [[in front of the assembly standing]]
ParlaMint-BE_2021-07-19-voorlopig-55-plenair-ip123x.u3	Dear colleagues, ladies and gentlemen, the violent floods that have hit our country and especially Wallonia have devastated the lives of thousands of people and have literally swallowed up several communes. We cannot forget the striking images of this natural disaster which has plunged so many of our compatriots into complete disarray. The human score is heavy; very heavy: at least 31 deaths and several dozen people still missing. Thousands of people called for help. Many of them are now deprived of everything. Some were looking for shelter to sleep, others were looking for food. With their possessions carried away by water and the destruction of their homes, a large number of victims saw the work of a lifetime swept away by the waves in a few moments. The decline has now given way to unprecedented desolation scenes: houses destroyed, trees torn, cars turned over, roads stoned. The most complete chaos still prevails in many places. In a disaster of this magnitude, we are simultaneously overwhelmed by feelings of deep sadness and great concern for the future. Of course, aid for those affected is now our first priority. Nevertheless, we must draw lessons from these events so that we can always act quickly to contain the damage caused by such disasters. The words of consolation seem useful in the light of the despair of those who have just lost everything. However, we share the sadness of the families that have been tried out, and we want all the measures taken to help all the victims of this disaster to the best of our ability. We want to pay tribute to the rescuers, firemen, civil protection, the police, the army and all those who have taken part in the rescue efforts in a spirit of admirable human solidarity. On behalf of our assembly, I also sent a message of support to my colleagues from the Dutch Lower House and the German Bundestag, because in those two countries too, and especially in Germany, these floods have had a devastating impact. As a witness of compassion towards the victims and their loved ones tomorrow, Tuesday, July 20, will be a national day of mourning. The flags of our Parliament and of all public buildings will be put in half-mast. At noon the sirens of the relief and intervention services will sound throughout the country. The population will then be invited to observe a minute of silence. I invited the presidents and group presidents or their replacements to accompany me tomorrow at noon at Place de la Nation to observe a minute of silence. The Senate will be associated with this ceremony. The day before this day of mourning and remembrance, I would ask the House to observe a minute's silence as a token of tribute to the victims of this unprecedented storm.
ParlaMint-BE_2021-07-19-voorlopig-55-plenair-ip123x.u4	Madam President, ladies and gentlemen, no one could have predicted this natural disaster and no one could have prevented it. The power of nature cannot be dictated. As a result, its impact is considerable. As one experienced firefighter commander said: "We cannot prepare for a disaster of such magnitude. We really have to give up this idea. It is an illusion to believe that everything can be planned or controlled." Human suffering, emotional pain, material damage are enormous. Everything seems to have been swept away. On behalf of the government, I extend my sincere condolences to all families bereaved by the loss of a loved one. Our thoughts also go to friends, neighbours or colleagues who have lost a loved one. Currently, the search is continuing at an unbridled pace to find missing persons. Fear remains of finding more victims. Staying in uncertainty about the fate of a loved one is something terrible. I thank the research teams who, despite their fatigue, continue to look for an answer. We share their grief. It happened so suddenly, so unexpected, without the victims having time to say goodbye. We feel the despair of people who have seen all their assets accumulated over the years swept away in a few minutes. Faced with this force of nature, we feel small. But many have been up to the challenge. There is a huge momentum of solidarity and it is comforting. I invite everyone to be united in this mourning and to give each other time to unite. Taking time to really care about others benefits everyone. The tireless efforts of all our relief services and spontaneous solidarity make us believe that hope is reborn and that everything can be rebuilt. I am deeply affected by the sense of duty, courage and professionalism of all our relief workers, such as firefighters, civil protection, the police and the military. The immediate dedication of compatriots, often neighbours and relatives, is invaluable. It is to them that all the merit comes. In den folgenden Tagen und Wochen fängt der Wiederaufbau an. Die Regierung wird alles in ihrer Macht Stehende tun, um Wiederrestorlung zu ermöglichen und erleichtern. It's up to us to give new perspectives to the victims! We will do everything we can to try to restore these perspectives. No one saw this natural disaster coming, no one could have prevented it. The power of nature cannot be dictated. The scale of the disaster means that the impact is very large, or, as an experienced firefighter said: "A disaster of this magnitude cannot be prepared. We really need to let go of that idea. It is an illusion that everything can be planned or controlled. The human suffering and the emotional pain, like the material damage, are enormous. Everything seems to be wiped out." On behalf of the government, I offer our condolences to all affected families whose neighbor was snatched from their lives. We are also thinking here of all those who have lost a friend, a neighbour or a colleague. At the moment there is also feverish search for missing persons. The fear that even more deadly victims will be found remains. That is terrible for the many close friends who are still living in uncertainty about the fate of a loved one. I thank the search teams who put aside their fatigue and keep looking for an answer. Wir teilen ihre Trauer. Es geschah so plötzlich und unerwartet, sie hatten keine Zeit, sich zu verabschieden. Wir spüren die Verzweiflung der Menschen, die ihr Hab und Gut verlost haben, die alles, das sie im Laufe der Jahre aufgebaut haben, in wedigen Augenblicken lost. Against this force of nature we feel small, but in the meantime many showed themselves great. There is a lot of solidarity and that is heartwarming. I invite everyone to show solidarity in this mourning and to give room for the connection with each other. Making time to think about how things really are with the others, strengthens everyone. The continued use of all our services and spontaneity makes us believe that tomorrow there will be hope again and that everything can be rebuilt. I have also been deeply touched by the sense of duty, courage and professionalism of all our aid workers, such as firefighters, civil protection, policemen and the military. The commitment of fellow countrymen, often neighbors and neighbors, in the first hour is invaluable. They fit all the homage here. Over the next few days and weeks, reconstruction will begin. The government will do everything in its power to enable and facilitate recovery together with Parliament. It's up to us to give the victims a fresh perspective. We will do everything in our power to do so.
ParlaMint-BE_2021-07-19-voorlopig-55-plenair-ip123x.u5	Ladies and gentlemen, let us observe a minute of silence.
ParlaMint-BE_2021-07-19-voorlopig-55-plenair-ip123x.u6	Internationally renowned investigative journalist Peter R. de Vries died last week. He fell under the bullets of organized crime. His assassination is a serious violation of the fundamental right to freedom of information, which is a pillar of our democracies. Too many journalists pay their lives for the truth and freedom of expression. Dutch crime journalist Peter R. de Vries died last week after being shot by people from the crime scene. The murder is an attack on the fundamental right of freedom of information, one of the pillars of our democracy. Too many journalists pay for their pursuit of truth and freedom of speech with death. I sent a letter to my Tweede Kamer counterpart, Mrs Vera Bergkamp, expressing our support. In a letter to my homologist from the Lower House, Mrs Vera Bergkamp, I expressed our support.
ParlaMint-BE_2021-07-19-voorlopig-55-plenair-ip123x.u7	You have received an amended agenda for today's sitting. You received an amended agenda for today's sitting. Is there any comment on this? Are there any comments on this?
ParlaMint-BE_2021-07-19-voorlopig-55-plenair-ip123x.u8	Madam President, I have given you an order motion for today's agenda. This is done out of necessity, because today is normally the last meeting before the recess and I would have liked to add an exchange of views after the discussion of the cooperation agreement to the agenda. The government is faced with many other problems which sometimes seem to be a government crisis, namely the hunger striker's file. Three parties publicly express their de facto confidence in the competent State Secretary through their party chairmen and ask that he return that file to the Prime Minister. Three other government parties do not want to give in to the blackmail and end the hunger strike if necessary. We have asked the Prime Minister to come and explain and answer our questions in the Committee on Home Affairs, which will meet next Thursday 22 July 2021. But through the cabinet, the committee secretariat was able to find out that the minister was not prepared to do so. The Prime Minister indicated that the government's position had not changed since he answered questions about this last time during Question Time. What the government position is, of course, depends on which government party is heard about it. The Prime Minister's response dates from the open threat of a government party to leave the government and to resign with all their ministers, if a deadly victim falls into the hunger striker. That is why I think it is really necessary for the Prime Minister to come to Parliament and explain this. We cannot go into the recess with a government crisis that is imminent, without hearing the Prime Minister about it and without hearing how he intends to defuse the crisis. That is why I am asking for this exchange of views to be added to the agenda and for the Prime Minister to be present.
ParlaMint-BE_2021-07-19-voorlopig-55-plenair-ip123x.u9	In the case of hunger strikers, we are confronted with constantly changing topicality, and in the past few hours there has been a serious controversy in the government about this particularly urgent matter, which is not denied by those involved. The far-reaching public contradictions were already apparent during Question Time last Thursday, but have now reached a different level. It's not just about party presidents anymore. In the past, we have experienced many times that party leaders openly criticize the government's policy. Today, ministers begin to contradict and denounce each other on Twitter. Apparently, it was also stated that the parties concerned did not deny this, and I hope that, in a certain situation, it does not occur; I am not talking about the political aspect, but the human aspect, namely very important government partners, two French-speaking and possibly also a Dutch-speaking one, would draw political conclusions from it. If the Prime Minister says that the policy is unchanged, then of course we would like to hear it here, not in an informal way. It is in our house that such announcements must be made, all the more so because the situation can escalate hours after hours and the last week of our normal work has begun. Against this background, it would seem very strong to me if the Prime Minister refused to inform the House of the very youngest situation and, if necessary, confirm that the events of the last few hours make no difference to him. But even that would be interesting news. That is why we have tabled a motion asking for the Prime Minister to be invited here after the debate.
ParlaMint-BE_2021-07-19-voorlopig-55-plenair-ip123x.u10	Is anyone still asking for the floor? Is anyone else asking for the floor?
ParlaMint-BE_2021-07-19-voorlopig-55-plenair-ip123x.u11	A first order motion was tabled by Mrs Barbara Pas and reads as follows: "Having regard to the request of the Presidents of the Green, Ecolo and PS government parties that the Prime Minister should draw up the file on the hunger strikers in the Brussels Beguinage Church and on the campuses of VUB and ULB; having regard to the statements of the Presidents of the Green, Ecolo and PS Government Parties that the competent Secretary of State Mahdi in the above-mentioned case is creating a 'principal blocking'; having regard to the threat from Deputy Prime Minister Dermagne that the PS 'within the hour' excellencies should leave the government if one of the hunger strikers dies; in view of the government crisis and even -fall that threatens in this file; decides to register 'The Government crisis on hunger strikers in Brussels' on the agenda of its plenary session of Monday 19 July 2021; calls on the Chamber of Representatives of the Belgian Government, and in particular the Prime Minister, Mr De Croo, to provide the Chamber of Representatives in plenary with the necessary explanations on this crisis of government." A first point of order was tabled by Ms Barbara Pas and reads as follows: "Having regard to the request of the presidents of the parties of the Groen, Ecolo and PS coalition to the Prime Minister to take charge of the dossier concerning hunger strikers present in the Béguinage church in Brussels as well as on the campuses of the VUB and the ULB; Having regard to the comments of the presidents of the Groen, Ecolo and PS government parties that the competent Secretary of State, Mr Sammy Mahdi, creates a "blocking in principle" in the above-mentioned dossier; in view of the threat made by the Deputy Prime Minister, Mr Pierre-Yves Dermagne, that the representatives of the PS will leave the government "within an hour" if one of the hunger strikers dies; in view of the government crisis and even the risk of the government falling on this issue; The Chamber decided to include the question of "The government crisis concerning hunger strikers in Brussels" on the agenda of its plenary meeting on Monday, 19 July 2021; The House asks the Belgian Government, and more specifically the Prime Minister, Mr. De Croo, to provide the Chamber meeting in plenary with the necessary explanations on this government crisis." I propose that the group presidents take a decision on this request. I propose that the group chairmen take a decision on this request.
