ParlaMint-BE_2021-10-21-voorlopig-55-plenair-ip135x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-10-21-voorlopig-55-plenair-ip135x.u2	In accordance with the opinion of the Conference of Presidents of 20 October 2021, you have received an amended agenda for this week's meeting. In accordance with the opinion of the Conference of Presidents of 20 October 2021, you have received an amended agenda for this week's meeting. Is there any comment on this? Are there any comments on this? Accordingly, the agenda was adopted. The agenda has therefore been adopted.
ParlaMint-BE_2021-10-21-voorlopig-55-plenair-ip135x.u3	Madam President, Minister, ladies and gentlemen, let all of you vaccinate, that is the way to freedom, as you said about ten months ago, and we did almost all that well. We're ten months late now, and what turns out? With the realm of freedom, that's actually back to square one, or even if it's up to you. After all, you announced yesterday in the media the fourth wave and again put forward accompanying measures. The masks are back, the pass company is further rolled out and even promoted and, who knows, there's another lockdown. The promise of freedom through vaccination can thus gradually also be made on the great hopes of the broken promises. Minister, when will we finally be in that realm of freedom? It's been promised for far too long. Will you discuss the measures you mentioned yesterday in the media with your partners in the sub-governments? I can imagine that the Flemish Government has a slightly different opinion on this, given the degree of vaccination in Flanders. Since almost a year ago, I have also asked you three times whether you would oblige the caregivers to be vaccinated. The answer was negative; we would not follow the bad example of France, but a week later sounded exactly the opposite. So much for the value of the answers we are allowed to receive in this house today. Now we are even going to move up a gear and we will not only require vaccination, but also threaten those care workers who have not been vaccinated with sanctions and dismissal. Mr Minister, will you create a legal framework that will make it possible to fire unvaccinated staff in healthcare?
ParlaMint-BE_2021-10-21-voorlopig-55-plenair-ip135x.u4	Minister, I am here today on your birthday to give you a heartfelt voice in the fight against corona. Over the past few weeks, we have all been proud and satisfied, because we have been able to pick up on the threads of our social life thanks to the success of our vaccination campaign. At present, however, we see that the corona figures are heading in the wrong direction. Last Monday there were 6,500 new infections in our country and in one week there was a doubling of the number of hospitalizations. CD&V's worried. Meanwhile, from different angles, there is a demand to use the Covid Safe Ticket (CST), also in Flanders, as is already the case in Brussels and Wallonia. As far as we are concerned, the CST is an excellent means of continuing to enjoy our freedoms in a safe manner. Not only have you as a minister already asked the Flemish Government this question, but our Flemish mayors have already spoken in newspapers. For us it is clear: the use of the CST is not equal to a pass society. However, it is the way to continue to enjoy our freedoms in a safe, correct way. Right now, we're still in a federal phase. Minister Verlinden indicated that she would stick to the federal phase, while preparing for its abolition. The Consultative Committee which will meet next week will have to look into this. In the current situation there is therefore sufficient ground for CD&V to consider an extension of the federal phase. Has the federal government already formally contacted the Flemish colleagues in order to advocate a comprehensive application of the CST? And you will, Minister, and the Consultation Committee will extend the federal phase (...)
ParlaMint-BE_2021-10-21-voorlopig-55-plenair-ip135x.u5	Mr Secretary, the increase in corona figures is no surprise to anyone. We all knew that autumn would be accompanied by an increase in the number of infections. I therefore believe that we are faced with an important choice. Either we scare our citizens with ominous messages, or we look at management with new, fresh glasses. After a year and a half of coronapandemei we learned a lot of lessons. The vaccination rate is very high in many areas. Now we need to look at where we need to adjust, with a lot of attention to the human, mental aspect. The current testing and quarantine policy causes a lot of unrest and breakdown, including in key sectors such as care and education, while many patients tested positive are asymptomatic and actually do not suffer from the disease and protects vaccination against hospitalisation. The greatest increase in the number of infections is in our younger population; many first-line workers are in favour of allowing the virus to circulate among young people. So I have three questions for you. Firstly, on the basis of what criteria do you make the statements in the media that there is a fourth wave and that it will be firm? What is this communication based on and what do you want to achieve in particular? Secondly, what is the impact of those statements on maintaining the federal phase? Both Prime Minister and Minister Verlinden have often said that the government is preparing for the end and moving from crisis management to risk management. To whom she will give that task, moreover, it was never clear, the governors, the mayors, or the regions. How do you see that? How does the government see that? Thirdly, what about the criteria for the epidemic emergency? Until recently, it has been said that this has not been met. What influence do the increases have on the definition?
ParlaMint-BE_2021-10-21-voorlopig-55-plenair-ip135x.u6	Mr. Secretary, happy birthday! Minister, at dinner this afternoon with our Youca representatives, who are now sitting in the gallery, we were talking about the fourth wave, which you have been officially talking about since yesterday. They have the impression that the corona crisis is over and they don't come into contact with corona anymore. I live a few kilometers from Oudsbergen, where the harsh reality is that the corona pandemic is not over. Our activities are cancelled again, social contacts are restricted and the mouth masks are all back. Their feelings are also in stark contrast to those of the care sector, which is undermanned, who is exhausted and who is once again seeing the mood. There are more recordings every day. Then I am also concerned when I hear you say that the fourth wave is there and that the figures are rising. Firstly, you say that it will take until Christmas or the beginning of next year, before there is a legal framework for compulsory vaccination in the healthcare sector. How come it takes so long and in the meantime we can't speed it up to have more vaccinees in care? A second question. The federal phase ends in principle when the crisis is under control. Is it smart to talk about the end of the federal phase right now? Do we have the crisis under control? Thirdly, what can we do now, on the federal, regional and local level, to knock down the fourth wave, that rising curve, very quickly so that we do not end up in small or larger lockdowns?
ParlaMint-BE_2021-10-21-voorlopig-55-plenair-ip135x.u7	Madam President, ladies and gentlemen, over the next few days we will see strong increases in the number of people infected by covid and, unfortunately, an increase in the number of people admitted to hospital. That's not unexpected, but the increase in contamination is strong. We know what we have to do to control this fourth wave. To begin with, we must all be vaccinated. Vaccines provide very good protection against the disease and hospitalisation. It is not perfect protection, we know that, but extremely good protection. We must ensure that enough people are vaccinated in all regions, municipalities and neighbourhoods, which is not the case everywhere today. We must also ensure that the pupils in our secondary schools are vaccinated massively. The fact that high school students are all vaccinated is a mobilization which must now be carried out everywhere. In the healthcare sector, it must be clear that doctors, nurses, physiotherapists are being vaccinated. We will put that self-evident duty into a law and that will take some time and consultation. After all, we are a country of consultation, with employers and trade unions, for example, and we are listening to their views. We are a country of advice. A prepared text is now ready and I hope to be able to come to the government and Parliament as soon as possible. There too, Mrs Creemers, advisory procedures will be followed, such as with the Council of State. However, the signal will be clear. Even with a transitional period, people working in care will eventually have a duty to be vaccinated, for their patients, for vulnerable residents of residential care centres, but also for themselves. I assume that next summer no one in care will be so careless, so careless as to not be vaccinated. We also know what to do ourselves, at a time when more and more people will be inside, including in cafés, restaurants and fitness rooms. Good air quality and ventilation must be ensured. That's essential, even in classrooms. I think that progress there is insufficient. We also know that mouth masks are important when one enters a closed room, with people who are not very well acquainted and where one gets fairly close, especially when one feels sick. The same applies to flu, by the way. Wear that mouth mask. It's just a matter of care, of courtesy to other people. If you feel sick, whether it's the flu or something else, you have to stay home. We must, indeed, continue to test. There's no point in throwing away the thermometer when the disease is there. There's no point in that. We must organize it properly, ensure that it is liveable in schools and ensure that it is liveable for the general practitioners. We are working out the necessary measures in this respect so that people who have to be tested do not have to go to the general practitioner all the time. The Covid Safe Ticket is also a good tool to be safe. It is not an instrument of freedom, it is an instrument of freedom. The Flemish Government does know that the federal government believes that this is an interesting instrument, which might be better deployed in more places. We are discussing with our Flemish colleagues, with our Walloon colleagues, with our Brussels colleagues, inter alia, whether we can end the federal phase at some point and what needs to be done. This is not an immediate issue, but we are talking about it with the governments of the Länder. The pandemic law is happy now. You know the procedure. Based on advice on the epidemiological situation, the pandemic law can be activated. That advice must be scientific advice. We receive such advice on an ongoing basis. On the basis of the next opinion, we will indeed once again ask ourselves whether the pandemic law should be activated and whether, on the basis of this pandemic law, we will be able to pursue strong policies with a solid legal basis. I don't think we should be afraid. We need to be confident. We know it's a matter of more vaccination and less virus. The two are important. It is not enough to say: you must be vaccinated.
ParlaMint-BE_2021-10-21-voorlopig-55-plenair-ip135x.u8	Minister, you have barely answered my questions. You also know that there is a shortage of people in care. By de facto imposing a ban on certain people in the care sector, I fear that we will only increase this problem. It is totally unacceptable for the Flemish interest to fire people who were described as the heroes of care a year ago. I was hoping you'd agree. Mr. Secretary, you must stop telling the people a root. You promised the people the realm of freedom. Every time that carrot goes further away. You're just gonna take away that freedom when it's convenient. You're not offering people any perspective. The common Fleming has had enough of that. The ordinary Fleming doesn't want a pass company, he doesn't want a Covid Safe Ticket to go to the toilet so to speak and he certainly doesn't want another lockdown. Mr. Secretary, you need to stop this panic-mongering on the basis of figures. The common Fleming wants his life back. The common Fleming... (microphone turns off)
ParlaMint-BE_2021-10-21-voorlopig-55-plenair-ip135x.u9	Minister, there is a sharp increase, including in hospitalizations. I hope that with good measures we can make the fourth wave as short as possible. We get a safe freedom by focusing on vaccination, vaccinating our young people and our care staff. Let us also use the CST in winter to continue enjoying the freedom in winter. Yes, CD&V is for a unit of command, for a federal phase, for a purpose: on the way to a secure freedom that is as coronasafe as possible.
ParlaMint-BE_2021-10-21-voorlopig-55-plenair-ip135x.u10	Minister, you have not answered all my questions, but thank you. Colleagues are talking about compulsory vaccination and the extension of the Covid Safe Ticket. Some also want the decision to depend on the expert advice. Of course, that advice is important, but the question is which experts. Who's in there? Is attention also paid to the mental well-being of our young people? Is there any insight into what it means to people to be quarantined for ten days? Once again, we're going to a winter of quarantine. It seems that we are placing our political responsibility on the experts. The experts are providing advice. That is and must be the case, but then there is something like a political decision: where are we going and what motivating message do we want to give to the people? I do not think that we are going the right way at the moment.
ParlaMint-BE_2021-10-21-voorlopig-55-plenair-ip135x.u11	Minister, I can only welcome the fact that there is as much consultation as possible on compulsory vaccination for the care sector and the law on this in the hope that there will be as much support as possible. I call on all colleagues not to unnecessarily delay the vote when the law will prevail. I share your assessment of the federal phase, Minister: in cooperation with all the partners, the Länder, the governors, the mayors, we must look at how we will deal with the problem as closely as possible. Of course, I also share your call to the people to be vaccinated as much as possible, but in Oudsbergen, at the moment, 93 percent of the population has been vaccinated and yet there is a danger that things will go wrong. Your appeal is therefore double: you are calling for vaccination, but we still need to be careful. It is not just by the government that we will get our freedom back, Mr Creyelman. We all do this together, individually and collectively.
