ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u2	The President [[in front of the assembly standing]] Ladies and gentlemen, ladies and gentlemen, our colleague Marc Goblet left us on June 16. The tireless activist was 64 years old. Born to a family of minors, he attached great importance to social values. Marc Goblet's diploma in heating installer in his pocket did not hesitate to set up his own business. In 1982, when he was only 25 years old, he became secretary of the General Centre of Liège-Huy-Waremme of the FGTB. In 1997, he became vice-president and in 2004 president of the General Centre of Liège. Always relying on his knowledge of the issues, Marc Goblet became involved with determination in all social struggles. We remember his hard efforts to save the crystallity of Val Saint-Lambert and the Haccourt cement factory. On 3 October 2014, Marc Goblet succeeded Anne Demelenne as General Secretary of the ABBV and as Chairman of the Walloon ABBV-Interwest. Marc Goblet then gained national fame as a principle-abiding trade union leader who called for action when needed, but also as a respectful interlocutor who attached great importance to consultation and negotiation. While Marc Goblet considered himself primarily a trade unionist, he nevertheless considered it important to translate his ideas into political action. He was a faithful PS activist for more than 40 years. From 1998 to 2003, he held the presidency of the Verviet Federation of the PS, and in his home town of Herve he never hesitated to assume political responsibilities: he was a communal councillor from 1991 to 2000 and alderman from 2001 to 2003. In May 2019, Marc Goblet was elected MP for the Liège constituency. As a member of the Committee on Social Affairs, Employment and Pensions, he has constantly defended the interests of workers and, as he has done all his life, has denounced injustices. Last year, he was on the front line to take concrete action in favour of nurses, who were under severe stress from the crisis. It has been one of the driving forces behind the sustainability of the White Blouse Fund, which will increase the volume of employment in the health care sector. Ladies and gentlemen, ladies and gentlemen, With Marc Goblet, we lost a colleague viscerally faithful to his convictions with humility, integrity and availability. His sense of listening, his commitment, his ultrasensitivity and his openness to others have been recognized by all. Those who have known will keep the image of a man of a strong but warm, modest and deeply generous character. This activist of heart and mind never deviated from his socialist convictions and fought with determination for the causes he believed with, in the foreground, the defense of the workers. His union engagement was for him as a second nature, a straight line drawn around which his life was organized. On behalf of the House, I extended our sincere condolences to his wife, Joëlle, his children Geoffrey and Cecilia, their companion and companion, and his family.
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u3	Madam President, ladies and gentlemen, ladies and gentlemen, the death of Marc Goblet is a triple tragedy, first of all for the members of his family to whom I, on behalf of the government, would like to express our compassion and wish them every courage in this extremely painful period. Mark was a husband and a father overflowing with love who left an immense lack among his loved ones. His disappearance is also a tragedy for our assembly, which loses a Member of Parliament who is full of coherence and fidelity to the social ideals that have accompanied his whole life. Beyond partisan logic, without concession but always in search of an ideal, Marc will leave a strong memory of these two years on these benches. Finally, its disappearance is a great loss for social consultation, this pillar of our model of society. Marc was, throughout his militant, trade union and political career, as a hero as well as a herald. Without false appearances or detours, Marc was always critical of our social relations, but rarely severe. In each of these three areas, private, in Parliament and in the trade union, Marc has given the best of himself, with a special sense of commitment in the service of society and in the service of a vision of society that gives everyone a dignified place, without leaving anyone on the side. His struggle was and is more relevant and necessary than ever in a society weakened by growing individualism. Even diminished by the disease in recent months, he has continued to fight for his ideals, step by step, without being turned away, sometimes even not staying in the ranks. In this regard, Marc will have been, as Achilles Chavée said, "a Red Skin who refuses to walk in the Indian queue". The confrontation of ideas, the debate – sometimes harsh – at the service of a vision of society, is indeed the very essence of our assembly. In this capacity, together with all my colleagues in the government, I would like to solemnly salute Marc Goblet's memory. He leaves a gap among us, which must remind us every day of our moral imperative in the service of society.
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u4	Madam President, I would like to begin by expressing my condolences to colleagues from the PS for the death of the colleague. I did so last week in a tweet because, fortunately, we rarely lose anyone in the fire of battle as a member of this assembly. The proper functioning of Parliament consists in a good relationship between majority and opposition, but also in a good and fair debate between Parliament and the government. The government is always welcome here in our home, the home of legislative power. Sometimes it is not only welcome, but also necessary for a good, serious and respectable debate. Yesterday, unfortunately, we really experienced a fausse queue. Last week I spoke to the Prime Minister in plenary about this relationship between Parliament and government. Yesterday there was a bill for discussion and no one from the government was present. That's what forced us to suspend the meeting. Equally, we take offense at the very unusual fact that we discussed two draft laws in which one minister was identified as a victim to defend it, although that was not his portfolio. Mr Van Quickenborne and Mr Mahdi were not present in defence of their own bill. That's very unusual. That did not happen under the Michel administration. Mr Francken told me this morning that the ministers were then called when they were not present when their own draft law was discussed. That is why I would like to put forward an order motion in which the Chamber asks the government, as the usual parliamentary decency demands, to always send the minister of the portfolio concerned in the debate when discussing draft laws. Yesterday we had to find out that questions asked by colleagues had to be answered by a minister who is not working on the subject and I really do not want to point the finger at him, because luckily he was still there who had to read the answers on a tablet as they were forwarded. That's disrespectful to this assembly. That is why I would like to submit the order of business, in which we, as a Chamber, ask the government that in future every time the relevant minister or secretary of state is present here and makes himself available for the parliamentary debate, subject to the normal rules of apology that we know, the cases of absence which the Conference of Presidents also determines every time.
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u5	Madam President, first of all, I would like to thank all the group leaders, the majority and the opposition, for agreeing to adjust this week's agenda to allow the members of the Socialist Group to attend the tribute paid yesterday to Marc Goblet. This gesture is quite appreciative and will not be forgotten in terms of democratic courtesy. I would therefore like to thank you formally for having agreed to proceed with the holding of the Conference of Presidents on Tuesday. For the rest, Mr De Roover, I think you are right. In fact, at the parliamentary level, it is not logical for a minister to be absent from a debate on a bill that concerns him; except, of course, cases of force majeure, imperative political or diplomatic obligation, scheduled foreign travel, in short, a whole series of circumstances that have already forced us to accept that such a minister be replaced by one of his colleagues. However, your request remains legitimate. Dear colleague De Roover, I am making a proposal. From the moment we share your point of view, we could include it in the next Conference of Presidents, so that we can all take a stand together in the presence of the government representative and remind the Prime Minister that the presence and representation of the government must be functionally assured, given the issues. In this way, the work can best be carried out in the future. Like you, we share this concern. That is why, Mr De Roover, I propose that you make a point of this at the next Conference of Presidents. We will not fail to support it, because what happened yesterday cannot happen again.
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u6	Is anyone asking for the floor? [[No]] I suggest that you distribute the motion to all members and give notice later.
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u7	Mr. Secretary, in your scarce spare time, I suppose you wouldn't like to be would-be-David Copperfield. So break through the illusion of general satisfaction that you have been perpetuating for several weeks now. The conclusion of the interprofessional agreement has dominated the political agenda since the beginning of this year. You have always maintained your faith in social dialogue. Of course, you were able to praise the final agreement within the Group of Ten a few weeks ago. After difficult negotiations, a compromise had been reached between workers' representatives and employers' representatives. It was a compromise à la belge, there were winners and losers, but that is a story of giving and taking. The most important thing was that there was still a prospect of social peace, in the run-up to the very difficult relance that announces itself after one and a half years of coronamism. The ink of this chord wasn't dry yet or there was already raffled on the war drum on the far left side. They called for this difficult agreement to be rejected and for the hegemony to be broken. On the Walloon side it was downright njet, the FGTB opposed this agreement and voted against it by no less than 84 %. The Flemish wing, the ABVV, voted massively for this agreement. As much as 72% of it supported it. In fact, according to good socialist tradition, there is still some discussion about counting the votes. The other trade unions also have similar distortions between Flanders and Wallonia. The so-called social dialogue, which you have been renowned for, can no longer come to agreements that are supported by the grassroots. We'll be back to square one after six months of negotiation. Minister, what do you think of the Community fault line that is clearly reflected in this story? Will you draw the interprofessional agreement to you? If so, what solutions do you see to maintain social peace or is there going to be another very expensive strike in Wallonia?
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u8	Mr Verreyt, the interprofessional agreement is an important part of the Belgian social model. It is an opportunity for the social partners to negotiate employment measures, closing the gender pay gap and training. It is also the time when the wage margin is set. The interprofessional agreement is therefore important for all workers in the country, regardless of the region in which they live or work. It is negotiated by representatives of employers and employees at interprofessional and thus federal level. You can try, Mr Verreyt, but I will not take part in a communitarisation of the debate. For me, labour law is, and remains, federal, and this is certainly true of the wage formation of workers.
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u9	Minister, the labour market in Flanders and Wallonia is fundamentally different. I do not think it is possible to conclude agreements at Belgian level. Labour market policy and hence social dialogue must go to the regional level. Both regions can then pursue policies that reflect their situation and their political wishes, perfectly in line with the specific demands of their employees and employers, but also with the financial consequences and responsibility within the region. Everyone's happy like that. At present, the socialist trade union is being held hostage by its Walloon wing. Social peace is being put back on the line and the prosperity of Flanders is the hostage of one union, which apparently can afford anything. Let me make it clear once again: we are in favour of social dialogue, we are in favour of a more net wage for the employee, but the growing gap between Flanders and Wallonia is a catch 22, which neither Wallonia nor Flanders will benefit. So get out of the impasse and finally give that responsibility to the regions.
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u10	Mr Vice Prime Minister, more than one in ten companies in Belgium would be barely viable at the moment. According to the OECD, there are 40,000 zombie companies, as they are called. This problem is not new, but it has been reinforced by the Corona aid measures. Specifically, they are companies that were on the verge of bankruptcy just before the corona crisis and are currently artificially kept alive by the corona aid measures. I warned you about this at the start of the corona crisis, and I also noted the problem during the policy statement. Businesses are damaging productivity and creating unfair competition. They don't have a good impact on our economy. On the contrary, they can ensure that companies end up in a bankruptcy storm, in which healthy companies are dragged along and many jobs will be lost. However, my warnings remained unheard. You even ensured that companies could not go bankrupt temporarily. Don't get me wrong, I'm very glad that the government interventions couldn't bankrupt a number of companies, but let's not forget to take the abuse out and distinguish between the healthy companies that try to keep hard-working entrepreneurs out of the water day after day and the zombie companies that threaten to drag them into bankruptcy because they can't or even want to pay their invoices. Voka put this on today, too. Zombie companies will remove the plug when the aid measures are phased out. Minister, how do you intend to eliminate these zombie companies so that healthy companies can live again? When will you respond to this problem?
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u11	Mrs Houtmeyers, as you know, I raised the issue of so-called zombie companies in the Committee on Economic Affairs last week. I have reminded you that this is an important subject. Eliminating zombie companies from corona support is a risky and even disastrous strategy, from a social and economic point of view. The zombie companies are a structural problem. The government's corona support is an emergency solution to a temporary problem. Those two things must not be mixed. The annual accounts can give some indication, but identifying zombie companies is an extremely difficult and delicate exercise. I can tell you today that a study of the Prize Observatory will be published in July on the issue of zombie companies. This study will give an overview of the sectors most vulnerable to this problem and help us rationalise the debate. I therefore urge you to await the results of this study before we discuss further what measures can be taken. I believe that we should be very careful in this matter and that we should not exclude zombie companies from aid. On the other hand, specific measures will have to be taken for them. We need to help zombie companies get out of the zombie category by tackling their liquidity and solvency problems instead of trying to bankrupt them at all costs. Finally, I would like to remind you that there are tens of thousands of employees behind the zombie companies. That is an important point of attention for me.
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u12	Mr Deputy Prime Minister, the fact that aid measures have been taken is absolutely good. That was absolutely necessary. I have certainly always supported and encouraged you in this. You say it's a difficult and delicate exercise. I certainly understand that, but Belgium scores very high internationally, if not the highest, in terms of the number of zombie companies. Why can our neighbouring countries do better, and can we not? The fact that there are zombie companies isn't new. I warned you in November 2020. You heard it thundering in Cologne. It has only got worse at the moment. Several actors, such as the Voka, the ECB and the OECD, are making the alarm. It's now five past twelve, so we can't really wait anymore. We risk the healthy companies being dragged along. In this way, a lot of healthy companies will be turned upside down and many jobs will be lost, not just among the zombie companies. Then we risk a lot of employees coming home, with no perspective and no job.
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u13	Madam President, Minister, the zero contribution measure is a strong measure, both for business support and, as you know, for job creation. This is also a measure included in the government agreement: "It will be extended beyond 2020. An evaluation will take place in 2021 which could lead to reform to avoid non-use and abuse." Today, however, we learn from a leak in the press that a royal decree would be in preparation to remove the measure. It is for us incomprehensible, if not unbearable, first of all on the merits. As I have just said, this is an achievement of the government agreement. In addition, this measure helps hundreds of thousands of self-employed people. More than 50,000 companies used this measure in the last quarter of 2020 and these are precisely the sectors most affected by the covid crisis (construction, horeca, small businesses). On form too, as I said, there was a leak in the press. Is this not a lack of respect for the partners of the majority? On the other hand, with regard to timing, as our SMEs slowly start to pull their heads out of the water and talk about recovery, we risk losing them an essential advantage. The UCM, which is not represented on the ONSS Management Committee, has responded strongly. The UCM points out the nonsense of a government message that would say: of course we are helping you and we are at your side but, at the same time, we are going to remove an essential measure. Minister, could you clarify and confirm to us that this royal decree in preparation is not a pure and simple removal of the "zero-conti" measure? What about the adaptations on the table of possible reform of the measure? Finally, have you measured the impact, in terms of employment, for both SMEs and TPEs? Thank you.
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u14	Minister, today many independents and SMEs are particularly concerned about the government's willingness to go back to zero lifetime contributions on the first job. Fifty thousand entrepreneurs are involved and their incomprehension is total. I imagine you have read the words of the President of the Middle Class Union, Mr Nyst, who says he is outraged – and I understand that. This has allowed many entrepreneurs, particularly the self-employed and SMEs, to dare to take the step to hire an employee and to grow. I recall that they did so on the basis of the solemn promises of the Michel government. Does not a contract promised by the State have any value? I recall the economic tsunami linked to the covid epidemic. Is this the signal you want to send today to break the recovery for our SMEs and self-employed? Economic recovery is not just the 5.9 billion Europeans. Economic recovery is very concretely supporting our businesses and our self-employed. I would remind you that SMEs account for more than two thirds of employed people. Minister, what does your draft royal decree contain? I could ask Minister Dermagne the same question. Do you realize that returning to this zero contribution scheme means increasing the burden on employers, that is increasing the cost of work, when we need support, recovery, measures to maintain and create employment today?
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u15	Dear colleagues, in implementation of the government agreement, I have asked the management committee of ONSS to carry out an evaluation of the group-target reduction system "first commitments". On 28 May, the Management Committee unanimously approved the synthesis of the working group it had entrusted with the evaluation. In recent weeks, the ONSS and the Federal Public Service (FPS) Social Security have worked hard to develop regulations. There is no question of deleting this measure, but the ONSS Management Committee proposes a number of important adaptations to the target group reduction "first commitments". The most significant element of this opinion is the limitation of the currently unlimited exemption from ONSS contributions to the recruitment of a first employee. In this opinion, it is proposed to limit the amount of the reduction to EUR 3,100 per quarter, with a maximum of 26 quarters. Therefore, this means that substantial support would continue if such a proposal were accepted. During the first ten quarters, employers could apply an ONSS reduction of €3,100 per quarter, followed by eight quarters at €2,100 and finally eight quarters at €900, representing a cumulative total of €55,000 of ONSS reduction over a six-and-a-half-year period. This is therefore a very strong support, and I believe it is perfectly legitimate. Furthermore, the proposal contains several adaptations aimed at making the organisation of the system more logical. Adjustments will reduce the use of the system that is considered to be abusive, but will also remove certain barriers that are perceived to be unfair. I'm talking about management committee proposals. These proposals have been fully reflected in bills and royal decrees. I submitted them to the government for discussion. An intercabinets working group is currently examining this file. This is an evaluation and then proposals. I do not want to go ahead with the government's findings, but I would like to point out that strong support, intended to really help small self-employed people take the important step of hiring staff for the first time, remains absolutely our goal. Thank you.
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u16	Minister, I am pleased to hear that there is no question of deletion - it is important to hear it and repeat it - and that these are only proposals on the table, not decisions that would precede the discussions that are still going to take place in the government. I would also like to point out that the UCM was not part of the discussions and the working group, and that it is also important to hear the Union of Middle Classes, which has spoken widely on this issue. That adaptations be implemented, of course, because a measure can always be evaluated. But once again, my group really strongly defends a system of support for the self-employed. As I said earlier, it would be the sectors most affected by the crisis, which are facing it in full swing, that would be subject to the removal of this measure. It is therefore important that the support remains intact, even if somewhat adapted. Thank you.
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u17	Minister, what you are proposing is not simply to put an end to abuses. It's a lot more. What you are proposing is simply to unblock the "zero contribution for life" device. Since yesterday, I have received a lot of calls from independents and SMEs. I keep from what they tell me it's triple shocking. First of all, because it is a breach of contract. The Michel government had promised, slain sworn "zero lifetime contribution on the first job". That's a mistake! Secondly, it is shocking because today there is an urgent need to relaunch and especially to support our SMEs, our self-employed, existing jobs and to revive them to create new ones. Finally, what is also shocking is that you clearly set the course for increasing the cost of work, for increasing the employer's burden. It's the opposite of a smart recovery. Thank you.
ParlaMint-BE_2021-06-24-definitief-55-plenair-ip114x.u18	Madam President, Minister, I have not recognized my country of origin for eleven years. I'm even ashamed of it. For eleven years Viktor Orbán has been rampant and trampling on the fundamental values of the European Union with impunity. For eleven years he has openly attacked all those who deviate from – or even denounce – his project of retrograde and liberticide society: women, migrants, NGOs, journalists, magistrates, intellectuals, Roma, but also LGBTQI+. This Tuesday Orbán hit again. This law, which was originally aimed at combating paedophilia, now prohibits the promotion of homosexuality, but also of gender change, among minors of age. It is a combination, a call for hatred and absolutely unacceptable discrimination. As you know, this law is punctuated by several other homophobic and transphobic measures, since homosexual couples can no longer raise children, as well as persons who change their sex can no longer be recognized through the acts of civil status. Today, I am moved to see rainbow flags floating here and there throughout Europe, but also in Belgium, at the fronts of the municipal administrations, of our Parliament, but also of the Belgian Football Union. However, I wonder how to convince Hungary, but also all those states that still support the government, to put an end to this spiral of truly infernal liberticide. We have to hit where it hurts. First of all, we must do so at European level, by making the granting of European funds conditional on respect for the rule of law, but also by taking action for failure to fulfil obligations, by bringing the matter before the European Commission. And also, at the national level, why not suspend some of our bilateral agreements? Minister, are you going to use all these levers, but also – I insist – to support Hungarian youth and civil society who dare to stand up against the Orbán government and who need us more than ever?
