ParlaMint-BE_2021-04-01-definitief-55-plenair-ip097x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-04-01-definitief-55-plenair-ip097x.u2	Madam President, Prime Minister, when you looked at the first images of the empty shopping streets on the news last Saturday, you undoubtedly thought: yes, the shock effect is working. The fact that traders suffer an average turnover loss of between 60 and 85 % and that one retailer goes bankrupt after another is of course only a secondary concern to you. The question is why you choose to shop by appointment, while, for example, you close the hairdressers, who did everything to reopen coronaproof, after a few weeks. Are the hairdressers responsible for the increasing number of corona cases, or is the Consultation Committee doing what? I simply note that there is no scientific basis for specific measures. As a blow to the head, your trial-and-error policy ensures that no one remembers it, and that's why no 30% of the population still trusts your team. Then I would like to say nothing about the confusion created by some of the virologists and some of your coalition partners. There is more, because the change from winter to summer has certainly inspired you to melt away all the perspectives you had given our economy like snow for the sun. After all, you are no longer setting a date and you are thus taking away all hope for many sectors to which you, as Prime Minister, had made concrete promises. If a company is in crisis like you do with your government, that company would have been bankrupt a long time ago. Prime Minister, what will you do for our merchants who have been hit for the umpteenth time? Can you say clearly what exactly your exit strategy is?
ParlaMint-BE_2021-04-01-definitief-55-plenair-ip097x.u3	Prime Minister, ladies and gentlemen, we are on 1 April, but for many months now it has been on 1 April every day. It's a very bad joke, though. Every time the Consultation Committee meets, it comes out of its hat a series of measures that are immediately destroyed and challenged by your own government partners. A majority party president publicly acknowledged that he did not comply with the rules. Another admitted, barely dry ink, that what you had just asked the public to do was something that it did not adhere to. How do you want citizens to discipline and effectively respect measures when those who are supposed to embody them demolish them themselves? More recently, a new club move for traders faced with a closure. In fact, it's almost that: when you force customers to make a fictitious appointment by quickly sending a text message in front of the window, it's little to say that we are in a relatively hypocritical approach. You said at the time that you were going to amplify the support. This has resulted in the fact that even in this case, there would be no double bridge right, despite what one of your ministers has announced. How do you want us to be there? Is there a captain in the ship who tracks a track and who is followed, listened to? We have the feeling that a series of your partners were paging in the opposite direction. If you decide to close – or almost – assume, and pay, especially with the bridge right. Thank you for your clarification.
ParlaMint-BE_2021-04-01-definitief-55-plenair-ip097x.u4	Mr Van Lommel, your question of perspective is a very justified question that is asked not only in our country but also in other countries in Europe. Unfortunately, we note that today more virulent variants of the virus have been given the upper hand and that it is being forced to take additional measures almost everywhere in Europe, additional entanglements to ensure that the number of infections can be controlled, and above all that the influx in our hospitals can be kept to a maximum. For example, people who need a different treatment can often receive life-saving treatment within the existing hospital capacity. That is why measures are being stepped up in our country, but also in other countries. Mr Van Lommel, I am convinced that no entrepreneur, no restaurant owner, no bar owner will necessarily open his business while at the same time knowing that people do not get the proper care in hospitals because he is just keeping his business open. That is the balance that we, as a government, have to take a social decision on. That balance, Mr Van Lommel, is not a simple balance, that is true. That's crisis management. Crisis management means that plans are sometimes made but at some point they have to be adapted to the circumstances in which they are located. I have no hesitation in admitting that it is more important for me to adjust when it is necessary than to let myself be pinned on something I have said before, in honour and conscience, but which I have to note has changed circumstances. If circumstances have changed, the health of the population is more important than my own ego and the fact that I have to come back to a decision. I hope that you, Mr Van Lommel, would make exactly the same decision in the same situation. Mr Prévot, after the Consultation Committee, there was a very clear communication not from the government but from the governments. Everyone understood that we are in a difficult situation. As I said at the beginning of my answer, we see that hospitals are really starting to get in trouble. In my answer to a more or less similar question last week, I said that in fact, in our country, making decisions in times of crisis is not an easy thing and sometimes requires angelic patience. However, I think that this consultation is important. In my view, in Belgium it is imperative that decisions be taken in concert. However, if we do this, it is important that words be kept and that the collective decision taken by Governments be clearly communicated. How can we expect the population to respect rules that are difficult and that really begin to weigh after more than a year if, at the political level, the same thing is not said? What I see – and I'm not going to close my eyes to – is that a political discussion actually took place on Rue de la Loi. Nevertheless, outside the street of the Act, citizens understand that the measures we have taken were necessary. A week later, other countries such as France are taking comparable measures. As for the fact that shops only work by appointment, there is always a balance between simple measurements and proportional measurements. The simple measures would be to say that shops must be closed. However, I am convinced that our traders are able to open their stores but with some moderation. This is the reason why the reservation measure is indeed a very simple measure. Making an appointment when entering a store is not prohibited. Our goal is not to drive consumers out of stores, but rather to avoid too many people at the same time in shops. In this respect, the measure is very clear: shops or shops (e.g. hairdressers) that have to close touch the double right bridge, those that are able to open benefit from the simple right gateway from the moment their turnover drops by 40%.
ParlaMint-BE_2021-04-01-definitief-55-plenair-ip097x.u5	Prime Minister, it is time for you to stop staring like an owl in the sun. It's time you stopped your policy of shock effects. It is time for you to take measures that have a scientific basis. It is time for you to stop robbing our merchants and the little man, who is getting tired of your Vivaldi government more and more. It will not be you who will pay for their demise. It is time for you to stop telling the people a root and then pull it away when the goal is almost achieved. It is time that you no longer leave the communication to the virologists, but take them into your own hands. In other words, it is time for a thoughtful exit plan from this crisis.
ParlaMint-BE_2021-04-01-definitief-55-plenair-ip097x.u6	Prime Minister, thank you for your answers. Your conclusion was finally clear: a single bridge right despite the decision taken to close, unless an appointment was made. This means that there are obviously decisions that are made on the street of the Act but that are not necessarily properly communicated once they are off the street of the Act. In the end, who are the stuffing turkeys? Those who believed in the good words of your independent minister, who obviously misled or tried to deceive. I regret that and I can only invite you to one thing: to ensure that what is negotiated rue de la Loi is understood and accepted everywhere, including Avenue de la Toison d'Or!
ParlaMint-BE_2021-04-01-definitief-55-plenair-ip097x.u7	Madam President, Prime Minister, we have been saying for a long time that your corona measures lack a legal basis and not just us. All constitutional specialists have been warning for months that these measures are based on legal quicksand. It rarely happens that they all agree on something. It is therefore no surprise that the court of first instance of Brussels confirmed this yesterday and imposed on this government a legal basis within 30 days, on penalty of a penalty of EUR 5,000 per day. That statement is an embarrassment to you, Prime Minister, because you never wanted to listen to those warnings. On the contrary, you denied there was a problem. You even said in February that the pandemic law would create legal uncertainty, while today there is a great deal of legal uncertainty, chaos that you yourself created. I therefore expected that the court ruling would be a lesson of humility for this government, but unfortunately, your totalitarian Deputy Minister Frank Vandenbroucke clearly does not care. I'm not impressed, was his inappropriate response. He's just pushing that verdict aside. He didn't just say that the verdict could be burned as far as he was concerned. Mr Prime Minister, tell your unelected Health Minister that the virus does not like periodic penalty payments and damages claims. Then perhaps he understands the seriousness of unlawful measures. Minister Verlinden said yesterday that an appeal will be made. That is not, in principle, suspensive. Hence my questions to you, Prime Minister. Will you put the measures under way to Parliament for a vote? Will the pandemic law be fully rewritten without delay, so that a legal basis can still be established in good time? Will you abolish the unconstitutional curfew within 30 days?
ParlaMint-BE_2021-04-01-definitief-55-plenair-ip097x.u8	Madam President, Prime Minister, this could have been a very bad April fish, and yet the Brussels Court of First Instance ordered you to put an end to the illegality of health measures within 30 days. Bread blesses those who relativize the severity of the virus or the third wave, but also for all those who suffer from these measures, all those who drop out of school, those who are stuck with their violent spouse, those who fall into depression or those who see their business sink. You were warned, Prime Minister! So much the path you have chosen was justified by the urgency at the beginning of the pandemic, as it is now illegal and even unconstitutional because it suspends without democratic debate and for more than a year now – you have repeated it just now – our fundamental freedoms. At the announcement of this decision, we heard your various ministers react and relativize the seriousness of the situation. For Mr Vandenbroucke, "even not afraid, we will continue to apply health measures as they are". For Mrs Verlinden, "we will appeal and in any case, our pandemic law will regularize the situation". For Mr. Van Quickenborne, the government will try to convince the Brussels Court of Appeal to take a decision within 30 days. Today, we want to hear from you, Prime Minister. Do you honestly believe that the Pandemic Law which persists in giving full powers to your Minister of the Interior to adopt health measures, which violate fundamental freedoms and which will not have retroactive effect, will be the answer to this decision? Do you honestly believe that the Court of Appeal will accept your request to overstep those litigants who have been waiting for a court decision for years, at least for too long? Would it not be more responsible to put an end to the illegality of measures rather than to hope for a favourable response on appeal? The population's commitment to the measures is very clearly under way. How do you intend to get her back?
ParlaMint-BE_2021-04-01-definitief-55-plenair-ip097x.u9	Prime Minister, Mrs Verlinden, I told you! On 22 October your government was fresh and I raised the matter for the first time. Six days later, a colleague from Ecolo-Groen, Mr Van Hecke, asked a similar question in committee, and that was already from the majority, although only once, because he did not go through with it later. Week after week, we raised the issue of illegality here, but you shrugged your shoulders; you did not think it was true. Since it is your responsibility, you are now in trouble, but that is the least of my worries. In the meantime, the total chaos we have warned of means that the corona measures will be abolished in the near future. It is not that all these measures would be wrong, but you did misintroduce them. For a government that likes to wear a progressive label, it must be particularly painful that you were brought to order by the League of Human Rights through the court. You have a human rights problem with the government! How progressive can you call yourself? I hope that no other countries in the European Union will raise the issue at a higher level, which has happened before. Hence my question: what will you do now? It's a manifest problem, not a trifle. You may say you will count on an appeal, but we do not know what it will bring. First of all, the judgment is not suspensive. Secondly, if even courts judge in the interpretation of the basis you use to take freedom-limiting measures, apparently one time sister and the other time, then that basis is shaky. So, Prime Minister, Madam Minister, what will you do? In particular, how will you ensure that we do not repeat that error with a pandemic law, on which all constitutional specialists agree that it is fundamentally unconstitutional? (...)
ParlaMint-BE_2021-04-01-definitief-55-plenair-ip097x.u10	Prime Minister, Minister, the blunderbook of your corona measures is becoming an encyclopedia. The day before yesterday, the trains were packed, because of your fault. You handed out 2 300 000 free tickets, which had to be taken in the day before yesterday. The trains were packed. Everyone was outraged by the window rule. Yesterday you were rightly flagged back by a judge at first instance in Brussels. Your left-wing government does nothing more than raise its finger in the world, when it comes to human rights, and now you are being subpoenaed by the League of Human Rights, and you are being condemned, and for your left-wing government, which is so eager to raise its finger. I would run red with shame or at least blue with anger. If it wasn't so sad, people would think it was an April joke. The judiciary is calling back the executive because it does not take the legislative power into account. You always stick behind the backs of experts and vision tube virologists to pursue a strong, draconian policy. Minors are put in jail, pizza boxes are counted and more of that. However, you refuse to listen to the warnings of constitutional specialists, for months, for the way in which you rape our fundamental fundamental rights and freedoms. You are now going to appeal, which is your full right. On 28 October last year, the same court of appeal in Brussels already ruled that the European Convention on Human Rights was not respected. When will the government of socialists, liberals, ecologists and Christian Democrats respect human rights, the Constitution and Parliament?
ParlaMint-BE_2021-04-01-definitief-55-plenair-ip097x.u11	Prime Minister, Minister, we have been facing this deadly virus for over a year now. We all know how important it is to be able to act very quickly, in other words to take measures to combat the spread of the virus effectively and thus to save lives. We see the same in all our neighbouring countries. We're not inventing anything. Whether it is federal states such as Germany or centralist states such as France, in all these countries it is about identical measures that need to be taken and about governments that also effectively assume their responsibilities. The government bases its efforts on the Civil Security Act of 2007. I know that law: it was born at the time in the aftermath of Ghislenghien. That law wasn't really designed to fight a long-term pandemic. That was not the intention of the legislator at the time, but courts and the Council of State have approved that basis several times. Yesterday there was a different verdict. If the ruling on asylum and migration had gone, one would have dared from left-wing judges, activist judges or foreign judges. I respect an independent judiciary regardless of what it is about. It is good that the preliminary draft that we discussed yesterday in plenary is now being rapidly approved by Parliament. Three principles are important to my group. Firstly, Parliament must authorise the government to act within a pandemic law; secondly, the measures must be able to take effective immediate action; and a mayor does not first go to the city council to put out a fire; and thirdly, Parliament must discuss the measures immediately afterwards, adjust them and vote on them if necessary. I look forward with interest to the opinion of the Council of State. (...)
