ParlaMint-BE_2021-12-16-voorlopig-55-plenair-ip148x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-12-16-voorlopig-55-plenair-ip148x.u2	Mr Vice Prime Minister, bread bags with "black" euro notes, mysterious companies in Montenegro and the exchange of Rolex watches: this week we were told in what we now know as the big Belgian football scandal. Revealing systematic tax evasion and money laundering is a real blow: first and foremost for the football sector itself and for its supporters, but also for anyone who pays fair taxes. In this case, the Special Tax Inspectorate (BBI) and the Justice Department will have to do their job. However, structural action must also be taken. Ladies and gentlemen, we all know that it will not come from the football sector itself, so politicians will have to take the lead, no matter what they have done. This week the committee approved the limitation of exuberant brokers' fees, which also improves transparency. That is an important step. In the summer of 2020, the subjugation of brokers and football clubs to anti-money laundering legislation was approved. In concrete terms, they will have to report all suspicious transactions to the Financial Information Processing Cell (CFI), which will then have to carry out further and thorough investigations. This is an indispensable link in the fight against these abuses. In order for this to work properly, two more things are needed: a KB to point out to the football clubs what they need to check and, as far as brokers are concerned, cooperation agreements with the Länder. Mr. Secretary, what are you waiting for? It's time to get the ball in. Hence my specific question: what progress has been made with the development of the KB for the football clubs and with the partnerships in relation to the brokers?
ParlaMint-BE_2021-12-16-voorlopig-55-plenair-ip148x.u3	Madam President, Mr Matheï, I am very concerned about the many scandals in football. It is high time to put things in order. First of all, I would like to remind you that the football sector is covered by special legislation on money laundering. Since 1 July 2021, the Royal Belgian Football Association and professional clubs have been subject to the law on various provisions to prevent money laundering. So football clubs are subject to the full anti-money laundering legislation. The law provides that the definition of a football club is to be made through registration in a royal decree, which is currently in preparation. Thanks to this registration, the FPS Economy and the Financial Information Processing Cell will be able to determine exactly who is subject to the anti-money laundering obligations. This does not alter the fact that anti-money laundering measures are already being taken vis-à-vis professional clubs. Football brokers, on the other hand, will not be covered by the law until a cooperation agreement has been concluded between the federal government and the Regions. The status of broker is a regional competence. That is why I have instructed the Economic Inspectorate to draw up the necessary cooperation agreements. That process is going on. Belgium is the only European country that has already subjected football brokers to anti-money laundering legislation. This complicates our legislative action. Unlike sports clubs, it seems easy for a broker to settle elsewhere in the European Union. Unfortunately, he is able to evade the legal obligations in Belgium. It is therefore essential that European anti-money laundering legislation be applied to the entire professional sport sector in the EU. So the European debates on this matter are very important. The Minister of Finance.............
ParlaMint-BE_2021-12-16-voorlopig-55-plenair-ip148x.u4	Mr Deputy Prime Minister, we do indeed share the concerns you have expressed. These issues have already been addressed in Parliament, including the limitation of brokers' fees and the subjection of clubs and brokers to anti-money laundering legislation. So the ball is rolling and has to keep rolling. The royal decision and the cooperation agreements must be reached quickly. That's what we're counting on you to do. Colleagues, the Red Devils are number one on the FIFA ranking. In this way, they are a sporty example for the whole world and for Europe. We must also take the lead in the fight for clean football. That is why we must continue to argue at European level in favour of subjecting money laundering legislation to brokers and clubs.
ParlaMint-BE_2021-12-16-voorlopig-55-plenair-ip148x.u5	Mr. Minister, the development of rail is one of the fundamental levers today, as it addresses both important social issues, environmental issues - and I do not have to say this to you - and mobility issues. On October 21, you said here in plenary session: "I made the accounts of this government. Since the beginning of the legislature, in addition to the ordinary allocation, an additional EUR 1.5 billion has already been injected into the rail sector, on my initiative, by 2024." But on Monday, you said that since the advent of Vivaldi, 1.7 billion euros have been injected into the rail. So, in the budgetary debates in the Committee on Finance, I looked at these figures. I looked for your billion and a half, but I didn't find it! As a result, I asked the Secretary of State for the Budget, Eva De Bleeker, to provide me with a summary of all the movements for the rail, which is a table below. We can see in this picture that there's not a billion and a half more. There's even less! There is even a reduction of 21 million euros in the 2022 budget, and a decrease of 62 million euros in the entire legislature. So here you are talking about a billion and a half more, I see 62 million euros less. How can you confuse a billion and a half more with 62 million euros less? As things stand, do you confirm that the budget for 2024 is 62 million euros lower than that for 2020, as indicated in the Secretary of State's table?
ParlaMint-BE_2021-12-16-voorlopig-55-plenair-ip148x.u6	Definitely, Mr Van Hees, you have a very special relationship with truth and numbers and have a real ability to rewrite history. I thank you for allowing me to reaffirm the government's ambition for rail, the backbone of tomorrow's mobility, and to detail the budgetary decisions that have been taken for this purpose for the past year. Yes, ladies and gentlemen, the truth has its rights, and here it is. In one year, the government has injected more than 1.7 billion euros into rail, in addition to the 3 billion annual allocation of Infrabel and SNCB. This is first of all the Boost Plan, which totals 615 million additional investments in infrastructure, network and accessibility. Within the framework of the 2022 budget, new means will be granted to SNCB to implement its transport plan. This is how more trains have been running since Monday. Similarly, the aim is to enable Infrabel to fulfil its public service tasks and to develop the international train. In addition, 900 million covid and flood aid are planned, given the painful circumstances that we are going through. And then, I say again, despite the difficult budgetary context, the resources of SNCB and Infrabel are not diminishing; they are increasing. Mr Van Hees, I have detailed all these figures at the committee meeting on Tuesday, 7 December. Unfortunately, you weren't there. Otherwise, it would have prevented you from making approximate or incomplete comments. So, are these means necessary? They are, of course, after years of starvation and linear budget cuts. Are they sufficient? I have already said this: no, because the needs are enormous. Is it over? No, of course: Budgets 2023 and 2024 will follow Budget 2022. There are multiple possibilities for obtaining rail funding, as it is worth it and essential to our mobility of tomorrow, as well as to our planet.
ParlaMint-BE_2021-12-16-voorlopig-55-plenair-ip148x.u7	Minister, it's not right! It's serious! In politics, we cannot invent figures. I'll give you the figure from the Secretary of State for the Budget. I do not share her neoliberal options, but at least she is honest at the budgetary level. It gives us reliable figures. You, you come with a smoke screen. You come first with 900 million euros which are aid for rail, covid and floods. I don't see how this will develop the rail at all. But, above all, you come with the positive amounts but not with the negative amounts. However, if we look at all the figures, not just those that fix you but all the figures, we see that there is not an increase of 1.5 or 1.7 billion euros but a decrease of 62 million euros in the legislature. It's the painting De Bleeker! So you can question the figures of the Secretary of State for the Budget, but I am more likely to believe her than you are in this case, Minister.
ParlaMint-BE_2021-12-16-voorlopig-55-plenair-ip148x.u8	Minister, for football lovers, Veljkovic's testimony about what really happens around the football fields in our country must have been a nightmare. Apparently, there is a deeply rooted culture of total blurring in Belgian professional football, in which it is no longer about sport, but about making money quickly. I hope that everyone agrees with me that it would be totally irresponsible to continue pumping tax money into that system. Minister, over the last few weeks, we have been given a lobby cartel, a cartel of top clubs, of Pro League, of sports journalists and academics, all of whom came in choir saying that we should stay away from the tax privileges of football, otherwise we would destroy football. Ladies and gentlemen, football is already broken and we now know why, because people prefer to throw money and Rolexes to buy foreign players rather than invest in talent from their own young people. That must stop, Minister. I see two options for this. Either we turn the crane completely. We're done with the tax benefits. Either we oblige the sector to put its house in order. I propose that any football club that finds itself still entitled to tax money in the future should be fully vetted in such a way that we are sure that it is purely on its feet. My question to you, Minister, is what you think of that thought trail and what your plans are to put things in order in Belgian football.
ParlaMint-BE_2021-12-16-voorlopig-55-plenair-ip148x.u9	Mr Vandenbroucke, in recent days we have been able to follow with great surprise the testimonies of a football broker on television and in the newspapers. We cannot say that we are surprised, because we knew since 3 years ago, of course, after the break-up of Operation Zero, that things were happening that could not be tolerated. Without wishing to comment on the ongoing judicial investigations that are under way, I have to agree, as you rightly said, that we are all a little uncomfortable because of the size of that black money circuit. The amounts mentioned are really vengeful. I think it is important to stress three facts. Firstly, Operation Zero is painfully exposing the uncontrolled power of football brokers in football. I believe that we have taken a first step by introducing a ceiling on the tax deductibility of the broker's fee. Secondly, the fight against black money has been a spearhead of the Special Tax Inspectorate for years. She is therefore an important partner of our court in that fight and in the Operation Clean Hands against various football clubs. A tax investigation is currently under way in various departments of our Belgian football and I am convinced that cooperation between the parish and the BBI will produce results in this respect. Thirdly, we cannot, in fact, allow black money circuits to be set up on the one hand and, on the other hand, allow clubs to decide for themselves how to use taxpayers' money, for example, to pay the high player's wages. The aim must be to use the resources available to the public authorities for what is important, namely infrastructure and youth training. That seems fair to me. That makes sense to me. And so yes, Mr Vandenbroucke, I believe that the government has already taken steps to get the excesses out. At the same time, I am convinced that we need to pay attention in the coming months to keep the approach to these excesses high on the agenda.
ParlaMint-BE_2021-12-16-voorlopig-55-plenair-ip148x.u10	Thank you, Minister, for your reply. I am also very much looking forward to the outcome of the judicial investigation and investigation of the Special Tax Inspectorate. You have explained once again that you are making plans to reform the tax benefits. You have the full support of Vooruit. I hope that when they come on the government's agenda, no one will feel called upon to be the mouthpiece of the football lobby. This does not please the football lovers in our country, because it is the lobby that destroyed football. The support has never been so great to continue with the coarse brush, to clean up and ensure that every cent of taxpayers' money that goes to professional football is well spent.
ParlaMint-BE_2021-12-16-voorlopig-55-plenair-ip148x.u11	Madam President, Minister, I think many of us have strangled ourselves by drinking our coffee, by reading the article in De Tijd that the fight against tax fraud is no longer a priority in the national security plan. It is not you, Minister, who are at the initiative of the National Security Plan, the Minister of the Interior and the Minister of Justice. How can one imagine for a single moment the acceptance of the population to whom it is asked to pay its contributions by means of the professional discount retained monthly on the wages of the employees or by means of advance payments for the self-employed and the liberal professions, if it is not made clear to him that we are going to fight against tax evasion? We reach a breaking point, if it is this message that is delivered to him. That is why I have only one hypothesis, that of a lack of discernment, a lack of attention. It cannot be otherwise! Ministers, it is essential to review the copy, which is still to be presented to the government, before being discussed with other levels of authority. Indeed, the fight against tax fraud is not only a matter of basic justice and the equality of Belgians in tax matters, but also a necessity, given the difficult budgetary context that we are experiencing at present.
