ParlaMint-BE_2021-03-04-definitief-55-plenair-ip090x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-03-04-definitief-55-plenair-ip090x.u2	Madam President, of course we support your initiative to translate into sign language. Mr Prime Minister, I had hoped yesterday that the nine health ministers would deploy a major battle plan to correct all the failures and delays: more than 500,000 doses of vaccines in freezers and refrigerators, centres with major problems of summoning, delays in the daily speed of vaccination compared to other European countries. Yesterday, the inter-ministerial conference decided on a few changes, but I have a big question since: will that be enough? Will it be much more effective, much faster, with a massive vaccination campaign? Let us dare to question a campaign that today poses important problems. First, take account of the evolution of scientific data. Yes, we have the vaccine package leaflet, but it is several months old. It is the result of studies involving a few tens of thousands of patients. Today we have scientific medical data covering hundreds of millions of vaccines. Let us also dare to organize things more effectively, seven days a week to make up for lost time. By working with the centres, but also by working with general practitioners, and specialist doctors for patients with heavier or chronic conditions, in a relationship of proximity and trust to be able to convince them. Let us also work on another system of convocation; that of today is very complicated. Keep it simple, Prime Minister: a system in which people can make appointments via the Internet and telephone, and in which doctors determine patients at risk. It is a race against the clock, both against the mutants, and to save (...)
ParlaMint-BE_2021-03-04-definitief-55-plenair-ip090x.u3	Mrs Fonck, your time has expired. We're going to interrupt. Thank you very much. I will remind all members of the two-minute rule. We are going to stick strictly to these speaking times.
ParlaMint-BE_2021-03-04-definitief-55-plenair-ip090x.u4	Madam President, Prime Minister, I imagine you saw last night the images of endless lines in the centre of Heysel. My 63-year-old neighbor was there. She ran there for three hours, with no chance to drink or sit down, but she held on. She held on because she knows that getting vaccinated today in Belgium is more lucky than the guarantee. And that, Prime Minister, is not normal. Indeed, for months, it has been well known that at some point we will have to organise a massive vaccination campaign. The result is known: summonses sent to dead or already vaccinated persons, vaccination centres one day empty, a full day or tens of thousands of doses wasted. It is in this context that the Ministers of Health decided yesterday to allow those over the age of 65 to be vaccinated. It's very good but we're far, far, far from the famous reset of our vaccination campaign. Prime Minister, when will you involve the communes to send the vaccination calls by age group, but also to organize vaccination centres that can be opened seven days a week? When will you involve general practitioners to vaccinate and reassure their patient? When will you involve the institutions that care for people with co-morbidity so that they too, like the elderly, can be vaccinated as quickly as possible, in accordance with everyone's medical data? The longer you delay, the more you eventually force the young people, as well as the sectors, to stay in a psychological and financial distress that is today untenable. It is true that today we are far from the figures of last June but residents of nursing homes are now vaccinated and we have rapid tests and tracing. Therefore, when will you mobilize (...)
ParlaMint-BE_2021-03-04-definitief-55-plenair-ip090x.u5	Prime Minister, vaccination must always be voluntary. If vaccination is not compulsory, then there should be no travel ban; our borders should not be closed to the unincorporated citizens, at least not to them. In the European Affairs Advisory Committee last week, following a question from me, you answered my good colleague, Ellen Samyn, very nuanced and remarkably positive about the initiative that the European Commission is developing, the European vaccination passport. Your Minister for Foreign Affairs, however, was far less nuanced about that. It made it very clear that vaccination should not be linked to freedom of movement in Europe. My first question is therefore whether you share your Foreign Minister's view. My party does, and we are opposed to any form of discrimination, including discrimination between citizens who are or are not vaccinated. If vaccination is really voluntary, do not start with people who do not comply with the obligation to do so. In this respect, I am concerned when I hear government parties threatening those who do not want the vaccine. Threatening is the worst way to convince people to be vaccinated. The chairman of one of your coalition partners, Joachim Coens, said yesterday that there are consequences for non-vaccinating. He talked about consequences not only for foreign travel and participation in major events but also for employment. Prime Minister, voluntary vaccination must not lead to a professional ban, which is reprehensible. Do you agree that such statements (...)
ParlaMint-BE_2021-03-04-definitief-55-plenair-ip090x.u6	Madam President, Prime Minister, for residents of nursing homes and for hospital staff directly exposed, vaccination will be completed very soon. For front-line caregivers and helpers, it started at the end of February. Vaccination centres are ready. They're here, so are the vaccinators. However, the images of the last few days have given us the turn with coucacs on the computer level and at the level of convocations, with sometimes deserted centres sometimes overflowed. Youth diseases will be said, with this sense of urgency that no longer leaves us. Yes, this vaccination campaign must be intensified so that all the rest of the population who so wish can be vaccinated as soon as possible, because yes, this vaccination is synonymous with release. This accelerator, we should finally know him. Green light for the AstraZeneca vaccine for the over 55 years, reduction of the buffer stock of the Pfizer vaccines, this is what was decided yesterday by the Interministerial Conference. This is why we can quickly summon people over the age of 65 and the most vulnerable. It's already done in Wallonia. Good news for all those who are most at risk of developing serious forms of the disease but also for the younger ones, those who are in the strength of age and who need to see their freedoms restored. Prime Minister, are you confirming this accelerator today? Do you confirm the prompt and effective sending of the invitations to the citizens concerned? Is the federal registration platform now fully operational? When can a decision be made on whether to space the two doses in order to vaccinate more people quickly?
ParlaMint-BE_2021-03-04-definitief-55-plenair-ip090x.u7	Mr Vandenbroucke, I have a question for you. It's actually a request. In 140 days, the Olympic Games will start, on 23 July in Tokyo, in which some 150 compatriots will participate. 33 of them have already been infected with the corona virus, including Nafi Thiam, Nina Derwael and Emma Meesseman, so not the least. This means a 30% reduction in performance for 12 weeks. Being infected after 15 April actually means his chances of hypotheizing for these Olympic Games, because many still have some qualifying tournaments to fight or run. The Olympics are once in a lifetime. These are people who prepare for ten or twenty years for one minute of eternal fame. I'm not talking about the football players, I'm not talking about the cyclists. They can perform every week. Although, I'd like it for them, too. But I'm talking about the real athletes. I'm not asking for preferential treatment either. They have already asked for it on 1 December. You know that well, Minister. Those athletes want to be vaccinated after the people in the home care centers and after the care staff. If people continue to vaccinate at the current pace, it will be up to them to fight the Olympic Games in Paris in 2024. So I urge you, Minister, to inoculate these people. Inoculations are being carried out all over the world: in China, in the United States, in Russia, even the Hungarians and the Serbs. Get a level playing field. Support our athletes. We invest so much in them. The Sports Ministers of the sub-governments agree to do it. We are waiting for you, Mr Vandenbroucke, (...)
ParlaMint-BE_2021-03-04-definitief-55-plenair-ip090x.u8	Madam President, Prime Minister, communication, clarity, perspective and adjustment are the key words in the coming months. Updating is the first key word. The High Health Council gave the green light earlier this week to administer the vaccine of AstraZeneca in people over 55 years of age. Previously this could not be done due to insufficient research on 65-plussers. Those research results are now available, which is why they have rightly been re-directed. In relation to communication, the second key word, we note that there is a great deal of public distrust of the vaccine. The first reports of limited effectiveness are no longer available. Of course, the supply problems have also had a very negative picture. In the meantime, however, it appeared that the vaccine is indeed very effective and can produce very good results. Finally, I would like to focus on the key words: clarity and perspective. People want to know how many vaccines there are already, what vaccines are available and when they are delivered, but especially when they are their turn to receive a vaccine. If, as was the case yesterday, it appears that a producer delivers less, then people should also be able to see the adjustments and consequences in the figures and see when they are next. Prime Minister, what initiatives will you take to convince people of the quality of the AstraZeneca vaccine? What kind of government communication will you use to do that?
ParlaMint-BE_2021-03-04-definitief-55-plenair-ip090x.u9	Madam President, Prime Minister, studies show that peaks of covid contamination are inversely proportional to the population's adherence to measures taken to combat the virus. Last week, the Consultation Committee went on short. It was expected that there would be disturbing figures. But finally, the third wave announced did not take place. Today, we are at a turning point. If contamination remains high, it is stable and vaccination seems to be speeding up, which is good news. It is time, Prime Minister, to give clear and consistent perspectives to all sectors that are currently suffering. I'm thinking about Horeca, culture, event, travel, and I'm going through with it. I am thinking of the 11 million Belgians who suffer terribly from these measures, who are worn out and who need prospects. Prime Minister, this psychological distress must be taken into account. We must take into account the fact that the mental health of our fellow citizens is going to be increasingly ill and adapt the measures taken by taking this into account. I read in the press that tomorrow the bubble outside could be expanded to eight or ten people. I sincerely hope that this will not be the only announced relaxation. If that were the case, do you think that would be enough? Do you think it's not too late to continue to have a little bit of membership on the part of the population? Would it not be time to announce a clear timetable for future flexibilities and the process of decoupling?
ParlaMint-BE_2021-03-04-definitief-55-plenair-ip090x.u10	Madam President, Prime Minister, in the short space of time I would like to address two issues. I shall first address myself to the Minister for Health. We all know that vaccines will be a crucial point in opening up the realm of freedom. Questions have already been asked about administration and efficiency. Of course, we need vaccines. The committee asked what lessons we draw from the fact that certain countries, such as Denmark, which is not a superpower, are nevertheless able to obtain orders at a higher rate than we do. Yesterday you replied in committee that this had to be investigated. Perhaps some proactivity is needed here, so that we can at least follow the pace of the fastest Europeans. Then we are still very far from the pace of Israel and other countries. Mr Prime Minister, last week the Consultation Committee came out with a surprising result. Given the figures that were on the table then, a week's delay might have been very appropriate. However, I would again like to ask for a distinction to be drawn between those measures which actually have an impact on the corona figures and with which we should not take any risks and those measures which we have learned in the meantime that they may have been rightly taken, perhaps with insufficient information, but which we know today that their impact on corona is very limited. Hopefully this week has been used for that. At least let the people in that latter area no longer be the victims of perhaps insufficient information from back then, but which has now been supplemented. (...)
ParlaMint-BE_2021-03-04-definitief-55-plenair-ip090x.u11	Mr Minister, after last Friday's Consultative Committee, it was once again about the individual responsibility of the citizen to apply the corona measures, but it was surprisingly quiet about the crushing responsibility of our eight to nine health ministers in the failure of the vaccination campaign, because honestly: what a misery. On the one hand there are empty vaccination centres and on the other hand overcrowded vaccination centres, improvisation everywhere. That is why it was said this week that there would be a reset of the vaccination campaign. I was therefore expecting to look at Het Journaal yesterday, but I was slightly surprised when I saw the result: in Flanders the 85-plussers will be invited, in Brussels the 75-plussers and in Wallonia the 65-plussers. Are you thinking of ways to make things even more complicated or how are things going in the inter-ministerial conferences? Mr. Secretary, are you playing bird dick, raggedy or einie meinee mutte? Are you surprised that people are losing confidence in politics and in the vaccination campaign? In the meantime, however, it was just about the Olympic Games, a championship that we are winning: the championship of the number of doses per inhabitant that lies in the fridge. This morning there were 640,000 doses of vaccines in Belgian fridges. I have the following question, Minister. On November 22, you made a bet: everything would be logistics ready. At the beginning of January, however, nothing was ready. You said you'd change the vaccination strategy. This week you were going to do a reset. My question to you is therefore the following. When (...)
