ParlaMint-BE_2021-05-12-definitief-55-plenair-ip104x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-05-12-definitief-55-plenair-ip104x.u2	Madam President, Prime Minister, we are not going to lie to each other: it is a wind of freedom that blew yesterday at the end of the Concertation Committee (Codeco), with clear prospects for recovery for many sectors and a summer synonymous with relaxation. After the return of high school students to 100 per cent in the face-to-face on Monday, the horizon is also brightened for a lot of workers who will finally be able to return to work. Besides, we also think we're going to be able to build social ties, go to the restaurant, have a drink with friends in a café, go to the movies, participate in concerts. For all of this, respect for basic rules and vaccination are obviously the keys to our return to normal life. If we are to be in the European lead today, we must convince again and again and deploy all the necessary strategies to strengthen membership. Prime Minister, specific protocols will have to be implemented in restaurants, cafes, theatres, cinemas, fitness rooms, etc. What is the status of the consultations? Can all of this be determined early enough so that the sectors can prepare for it? Finally, there is this famous coronapass, the covid safe ticket to please some, an initiative that we support in order to allow access to major events, such as festivals, while guaranteeing the safety of participants. Minister, we know you're a Tomorrowland fan. That's very good! It's an exceptional festival. But there are obviously other events and many young people dream of rock festivals, hip-hop festivals, etc. How can they be guaranteed equal access to these events, even though they have not yet had the opportunity to be vaccinated? In short, how will you ensure equal access for all?
ParlaMint-BE_2021-05-12-definitief-55-plenair-ip104x.u3	Prime Minister, you are offering us great prospects for the summer. We will be able to return to normal life step by step, with festivals, the European Championships on a large screen, terraces with friends; your roadmap makes it all possible. However, it is also a roadmap with a set of conditions, conditions that are clear to everyone and that everyone can follow. I myself hope to be on a festival meadow this summer, together with friends, without having to worry. That's what I long for. However, we do not achieve this by ourselves. I'm standing here with a small heart, too. After all, so many relaxations bring with them risks. That's inevitable. The question is how do we ensure that the risks do not become too great and that we do not take unnecessary risks and that it can happen safely. It's possible. The event industry itself asks to bet on testing so that it can be ensured that at a festival with 65,000 attendees no one is infected with the coronavirus. The reactions are mixed: a lot of people are very happy, others are worried. There is happiness because festivals are possible again, but at the same time some are concerned and wonder whether this can be safe and whether there will be an impact on hospitals. Young people are happy that they can go to camp, but at the same time they want to prevent the camp from being cancelled just before departure. I therefore call on you to be fully committed to testing so that events can continue in full safety this summer, not just by hoping, but by checking. Why didn't the Consultative Committee yesterday choose to secure the events of next summer by focusing more on testing?
ParlaMint-BE_2021-05-12-definitief-55-plenair-ip104x.u4	For months, Prime Minister, most Belgians have given the best of themselves to respect the measures we have had to impose on them. Friends and enemies will recognise that vaccination campaigns in our country are well organised and that the thousands of volunteers are a foundation for this. That makes it possible for us to regain our freedom. It is good that the youth can go to camp in bigger bubbles and finally there is good news for the event sector and the catering industry, not only for the people who work in it and earn their living with it, but also for us who want to drink a glass and go to a festival. How many workers who work at home every day will not be happy with the return days to see their colleagues again and to meet with each other? Those who can or may put on their hats for that do not play a role, but how we will concreteise and fill in that regained freedom in safe and healthy conditions, that does play a role, because that is essential so that we can finally preserve the regained freedom. In addition to the economic, which is so important for our well-being, I would also like to focus on the social, Prime Minister, on the families and associations that are so permanently at our heart. The federal and other governments want to extend the number of allowed contacts to four. You are providing for possible further relaxation for the future, but I would like to call for convergence with the other measures, so that larger family parties in the garden are possible and when it rains, also inside. Communive parties and other family parties should also be possible by summer, not only in commercial venues, but also in meeting centres or parish halls, so that it becomes a real summer.
ParlaMint-BE_2021-05-12-definitief-55-plenair-ip104x.u5	Madam President, Prime Minister, ladies and gentlemen, we are from a hellish year. For more than a year, everyone had to make sacrifices: people who lost someone, people who couldn't work, people whose business was closed. It's been a hell of a time for everyone for over a year. The government, which had to manage the crisis together with the Länder, sometimes faced very difficult times and had to communicate difficult decisions and explain to the people that something that was seen as obvious was no longer allowed the day after. Fortunately, the situation is much better now and this is due to the consistent course that has been followed throughout the winter, and to the successful vaccination campaign, as Mr Verherstraeten has just said. Not only the federal government, but also the state governments, which have taken consistent decisions together in the Consultative Committee and which have led our country through the crisis in a better way than other countries, deserve tribute. With us the schools were open almost all the time, we could see each other outside and there was some freedom, especially compared to our neighbours. In the coming summer we will really be able to take back our freedom thanks to the vaccination campaign, where nearly four million inhabitants will be given a first injection by the end of the next week and thanks to a plan worked out by the summer with what we will all be able to do in that summer of freedom. Mr Prime Minister, that is not obvious, of course. Of course, there are also precautionary measures that you have proposed to the Consultation Committee in the form of thresholds, such as the 500-bed threshold for intensive care. We're definitely on our way. We'll get there in early June. Of course, we must keep following that, but we cannot keep society locked any longer. People need freedom, and that is also justified, given the evolution of the vaccination campaign. Prime Minister, you have a roadmap. At what times will you evaluate these different objectives in order to be able to take the further steps towards freedom?
ParlaMint-BE_2021-05-12-definitief-55-plenair-ip104x.u6	Prime Minister, on behalf of the Reform Movement, we really wanted to express our satisfaction with yesterday's decisions. With our President Georges-Louis Boucher, we have been advocating for many weeks for this return to the path of freedom. A midway is possible. We borrowed it yesterday. We congratulate you on that. Nevertheless, we regret a number of comments or comments from experts who, from now on in the press, criticise a number of measures which they find somewhat too bold. This creates a little blur and it will be useful to go back to the firmness of the commitments made for the dates of reopening at this topical meeting. It may also be necessary for the measures decided yesterday to be implemented to ensure that there is more consultation with the sector so as not to duplicate the mistakes made in relation to the Horeca. Moreover, with regard to plexiglas, are you going to go back to this measure, which results in the loss of 25% of the capacity of our restaurant owners today? At the MR level, we hope so. In terms of recovery, a number of sectors are being put back to work. Horeca was able to benefit from a 6% VAT reduction. But as head of government, we also expect you to take similar initiatives for other sectors that have been closed for months. These contact trades, those independents of culture, sport and event will return to work. Of course, they have to be backed up. We therefore await your proposals in this regard. However, there is a lot of talk about ventilation. It's back in the press today. Your Minister of Health is blocking future technology that protects self-employed people, citizens and consumers more from the virus. This is UV-C technology. It has been installed in France (in EHPADs), Germany, the Netherlands, Italy, on school buses, in schools... And in Belgium, we're waiting. We're not moving! I am also asking you about this new technology, which is one of the tools that can help us.
ParlaMint-BE_2021-05-12-definitief-55-plenair-ip104x.u7	Prime Minister, communicating remains one of the weaknesses of this government. For weeks the outdoor plan for the catering industry had been announced, and yet you managed to create confusion. The ministerial decision was only completed a few hours before the opening. Meanwhile, in good faith, the catering operators had made the necessary preparations by calling staff or by investing thousands of euros in plexi screens and other security measures. Until a few hours before the ministerial decision was published, it was still clear on the website of the FPS Economy that these plexi screens were possible. So you managed to make something that Saturday after many months had to be a beautiful moment turn into a disappointment. Surprised again by the people in the catering industry. Who can blame them? As a blow to the head, Minister Clarinval admitted earlier this week that he asked you for clarity in April, but that it remained deafeningly silent. You look like a student who has to open his books for the first time the night before the exam. Do you really not understand how important this is? Don't you really understand that you're constantly reattaching your blunder book with new anecdotes? Even the creators of the most popular soap operas in Flanders would not come to mind. Mr Prime Minister, how is it possible for the FPS Economy to publish something other than what was later made in the ministerial decision? Why was that ministerial decision published so late? Will you be on time next time? Who will pay for the investments of the catering industry, which later turned out to be useless?
ParlaMint-BE_2021-05-12-definitief-55-plenair-ip104x.u8	Prime Minister, the good news is clear: that is the outcome of yesterday's sitting. By the way, we cannot say that people are getting their freedom back, but hopefully the government will take the people away from them a little less freedom in the future. After all, the starting point remains normality, starting point that we actually reversed until now. In any case, vaccination success has of course played a very important role. I think there was a misunderstanding in your communication yesterday, and it would be good if you could get rid of it. It has been said that people will be allowed to receive four people instead of two from 9 June. However, it gave the impression that this number would be maintained after that, and I assume that this is not the intention. That has caused some unrest, so please put it right. I also note that the government too easily assumes that a company can be turned on and off just like a light bulb. All you have to do is push the button to turn the light on or off. However, the people of the catering industry must prepare for the reopening and if two of your ministers think that plexi screens are an excellent opportunity to expand capacity, while two other ministers, Mrs Verlinden and Mr Van Quickenborne, then say that this is an attack on health, then the people of the catering industry get angry. When will you abolish this measure again? I have already asked this through the press earlier this week, and I hope to get an answer to that now. Soon, café visits will also be allowed inside. Perhaps you can make it clear in the remaining time whether the use of plexiscreens offers relief there too or will you ban it again two minutes before the opening? It may be good to make a communication on this now.
ParlaMint-BE_2021-05-12-definitief-55-plenair-ip104x.u9	Prime Minister, given the importance of the subject, you will have ten minutes.
ParlaMint-BE_2021-05-12-definitief-55-plenair-ip104x.u10	Madam President, ladies and gentlemen, first I will outline a few general points and then I will deal with a number of specific questions. It is clear that with the Summer Plan, an important course has been taken in the management of this pandemic. Basically, we are moving from a collective approach to a much more individual approach that focuses on risk management – which is really at the heart of our action. This means that we know very well that a life with zero risk does not exist but that we are doing everything to minimize these risks. You may have noticed that the steps we are taking are not specific, where we would say yes to one sector and not to another. We are now working on a cross-cutting approach, while ensuring that these measures remain safe. This is clearly not a moment of euphoria. However, it is a moment of responsibility, caution and above all trust. At the current stage of the pandemic, we are confident that people understand very well what dangerous behaviour is and what behavior is perfectly defendable for the situation we are in today. In the past few months, some people may have started to think that a government should determine everything in life, even in private life, to determine how people should deal with risk. However, that is not the society in which we live, that is not how society works in our country. We live in a free country, in which we assume that people can make the right choices themselves. I therefore believe that we have reached a stage where we can give responsibility to people. We are convinced that people will deal with this responsibility in a responsible manner. In this pandemic we have had to introduce some very serious restrictions on individual freedom of people. It was never self-evident to me, it has always been very difficult decisions. Parliament has, moreover, been a very important sounding board. It is important that a government has a counterweight, and Parliament has been very often in favour of measures that restrict freedom. I have also always said that we would not keep these measures for a day too long. As soon as the situation improves, as I have always indicated, we would take steps to give people their freedom back. The essence of this Summer Plan is also its progressive character. We do this step by step, with some caution, by keeping an eye on the epidemiological situation and the progress of vaccination. It must be understood that the next stage that we have just decided is scheduled for June 9, 2021, in a month's time. In one month, an additional 2.2 million people will have received the vaccine. So we will clearly be in a much more stable situation than the already greatly improved situation we are now in. This Summer Plan is based on vaccination solidarity and is starting to work. Today, 4.7 million vaccines have been injected into our country. The rate of vaccination in our country is higher today than in the United Kingdom or in the United States. Yesterday, four out of ten adults had already received their first shot. We also see that 90% of those over 65 have already received initial protection in our country today. In the coming weeks, a lot of people will be invited to have the vaccine given. At the beginning of June, the most vulnerable, the 65-plussers and the people with an underlying condition will have received their first protection. At that time, nearly half of the adult population will be protected. Today there is one municipality in our country, Langemark-Poelkapelle, where 99% of the 65-plussers have been vaccinated. I know that a number of other municipalities are also on that path. These are rather encouraging figures, which it is important to put in perspective in relation to the approach decided by the Conciliation Committee. It is clear that we will act gradually, step by step, while wishing to apply a safe and responsible method. It is important that we look forward as well. I know that a number of people have pointed out the uncertainties with which we are still living and the risks that exist. There are risks in terms of new variants and the progress of the vaccination campaign. We are absolutely aware of the need to keep an eye on this. But it is not because there are uncertainties and risks that it should stop us from planning today. We want a more pleasant summer, which is not organized in advance for two weeks, but by explaining today what the possibilities will be at that time. Of course, we will see how the situation evolves further. The Plan was resonated with a call: a call for responsibility for everyone and not just at the level of political decision-makers. This is a very broad responsibility: employers who, from 9 June onwards, will be able to organise days of safe return to work; the Horeca which will soon be able to welcome customers inside; and fitness rooms which will have to ensure the quality of the air in the rooms. Mr. Ducrame, I have to ask myself about the UV-C disinfection that you have asked, because from my point of view it is air quality that is important and not specifically technology. We also call for the responsibility of organizers of events of all sizes, because as you have seen, from June onwards, events will bring together up to 400 people outside. After that, we can gather up to 5000 people outside. These gatherings can take place safely through clear protocols, thus providing the opportunity for hundreds of events to take place. Each organizer, small or large, will have the opportunity to prove that he or she is able to predict his or her event safely. Indeed, we will offer an alternative to allow larger events. I'll come back to it later. The Summer Plan, as indicated, appeals to our responsibility and allows us to rebuild our social and economic life gradually, thoughtfully, safely and responsibly. I am convinced that an approach based on thoughtfulness, security and responsibility is at present a much better approach than an approach to inability and always putting the emphasis on what is not possible. I now turn to a number of questions that have been asked. It is clear that a number of opportunities have been created for June. Thus, Mr Verherstraeten, there is the possibility of receiving four people at home. Opportunities have been created in the field of catering. It has not yet been specified what can happen in July and August. We have not yet done so, because we want to look at evolution. However, let it be absolutely clear that the measures completed before June do not mean that there will be no evolution in the months that follow. That was also a question asked by Mr De Roover. For example, there may be an evolution for the catering industry, as regards the number of people at the table and the protective materials that could be used. I'm still going into a punctual question about the big events and the way the government wants to organize them. It is clear that we want to create an opportunity with the Covid Safe Ticket to make big events possible. Firstly, for the use of that instrument, it must be very clear that it can only be used for the events which the government indicates should take place with such an instrument. Secondly, its use must be very clearly limited in time. In addition, there is the Digital Green Certificate, which is developed specifically at European level for travel. In my view, that should remain limited until travel. Let us be very clear. I wouldn't want our society to evolve into a pass company, where there's a pass to go to the hairdresser or restaurant. Our freedom will not depend on having a pass. Let's get that straight. That is not the kind of society we want. We want a society in which everyone can be safe, in which everyone can be vaccinated and in which we can use our freedom safely, albeit without having to move to a permanent control society.
ParlaMint-BE_2021-05-12-definitief-55-plenair-ip104x.u11	Prime Minister, thank you for your answers and for your reassuring speech. We want to believe it! We want to believe that, little by little, our freedoms will take precedence over these restrictions. I hope that the government will ensure this equal treatment between citizens, for those who love Tomorrowland as well as those who love other festivals. I hope that this equality system will be at the heart of this government. Finally, how can we not mention, on this day of nurses, the situation that sometimes remains very tense in hospitals. Vaccination is an essential element, but we must not, under the pretext of this freedom that could be found, slap those women and men who have carried the health of Belgians on their arms since the beginning of the crisis. Let us continue to respect the barrier gestures, intensify vaccination and continue to dismantle the anti-vaccination arguments. If we wish to regain our freedoms, we will have to show responsibility but also solidarity.
