ParlaMint-BE_2021-12-09-voorlopig-55-plenair-ip146x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-12-09-voorlopig-55-plenair-ip146x.u2	Proposal submitted by: Proposal tabled by:
ParlaMint-BE_2021-12-09-voorlopig-55-plenair-ip146x.u3	François De Smet, Sophie Rohonyi. The Committee on the Constitution and Institutional Renewal proposes to reject this proposal for revision. (1629/3) The Committee on Constitutional and Institutional Renewal proposes that this proposal for revision be rejected. (1629/3) In accordance with Rule 88 of the Rules of Procedure, the plenary session will decide on this rejection proposal after hearing the rapporteur and possibly the authors. Pursuant to Rule 88 of the Rules of Procedure, the plenary shall decide on this proposal for rejection after hearing the rapporteur and, where appropriate, the proposers.
ParlaMint-BE_2021-12-09-voorlopig-55-plenair-ip146x.u4	Madam President, ladies and gentlemen, my colleague, Mr François De Smet, has introduced a bill to enshrine the principle of secularism in Article 7a of the Constitution. The Committee on the Constitution met to discuss this proposal three times: on 26 May, 7 July and 17 November 2021. Several discussions took place in the Committee on the Constitution and mainly on the difficulties of including the principle of secularism under this legislature in the Constitution, and in particular in Article 7a and Title Ia, with regard to the list of articles open for revision rather than on the principle as such. Several parties have raised this difficulty and that of vocabulary, I want to say. The MR Group, in the voice of our colleague Mrs Gilson, felt that it would prefer to refer to the concept of neutrality rather than secularism by referring to their text on the subject, but that, obviously, Article 7 bis of the Constitution, which relates to sustainable development, did not seem to it to be the ideal place for incorporating the principle of secularism. Mr Dewael recalled the numerous in-depth debates that took place during the previous parliamentary term on this subject and said that it should be noted that the previous government did not allow the articles to be opened for revision, which allowed the principle of secularism to be introduced into the Constitution and that therefore, any ambitious amendment on this point is impossible. By my voice, the Socialist Group has also reiterated its position on this subject, namely that the group is committed to the concept of secularism and, in particular, to its inclusion in the Constitution. We also found that linking the principle of secularism to article 7 bis of the Constitution was not in line with the preconstituent's intention and that the list of open-ended articles did not allow this principle to be included. We have indicated that it is in this context that a proposal for a revision of the Constitution to strengthen the principle of the primacy of positive law over any religious or philosophical prescription, to better guarantee human rights, fundamental freedoms, the equality of women and men, to enshrine the secularism of the Belgian State, has been tabled. This text has a broader purpose than secularism and aims at the consecration of other fundamental principles. In the wake of the technical and legal debates that led the commission, advice was sought from the Chamber's legal services on the selection of the DéFI group and Mr. From Smet to work through article 7 bis of the Constitution. This opinion was requested on 7 July 2021. The note from the Legal Services took place on 27 September 2021. The opinion recalled that, under previous legislatures, the proposals to include a provision on secularism in the Constitution were mainly aimed at inserting the proposal in Title II of the Constitution. This opinion therefore wonders whether, in practice, "the proposed provision should not instead be found in Title II of the Constitution, which is not, however, open for revision and concludes that the proposal seems to us to be admissible only if it clearly deduces from parliamentary work that the new provision constitutes a general policy objective within the meaning of current Title Ia and Article 7a of the Constitution." My colleague, Mr. De Smet then tabled an amendment to make the principle of secularism more an objective of general policy with reference to Title Ia in which Article 7a of the Constitution is situated rather than as a principle, in which case it should be available in Title II. Nevertheless, the majority of the Committee on the Constitution - I would like to say unanimously - felt that these amendments would violate the preconstituent's will and circumvent the legal objection raised in the Legal Services' note and rejected the amendments. It is therefore obvious to many that this question must be asked and debated within the framework of the next constituent, in any case for those who understand secularism as a principle of the organisation of the State and our democracies. The proposal made and the amendment tabled were unanimously rejected in the Committee on the Constitution. Thank you.
ParlaMint-BE_2021-12-09-voorlopig-55-plenair-ip146x.u5	Madam President, ladies and gentlemen, I would like to thank the rapporteur, but also all colleagues. Indeed, the few debates in committee on secularism were of a good level. Nevertheless, I regret that this proposal cannot succeed under this Parliament because its cause is right. We felt that it was possible and desirable to include in the Constitution the principle of political secularism, from this legislature, in Article 7bis open for revision, despite the technical difficulties which, in our view, were not insurmountable. In this highly sensitive dossier, let's try to get a little higher. I think there is a great misunderstanding about what secularism is and what it is not. Political secularism is a principle of state organization vis-à-vis all beliefs of any kind. It does not favour or penalize any of them. Better yet, it puts all convictions on an equal footing and protects them. I've heard strange things lately. Thus, there would be fundamentalists of secularism, which is not the case. There is no more fundamentalism of secularism than secular fundamentalism, than fundamentalism of democracy or a dictatorship of human rights. These are oxymores, and repeating them in loops will not be enough to make them reality. Secularism is not an ideology. It is a system of values that channels ideologies built around political, religious or philosophical dogmas. We wish to include secularism in the Constitution in order to open the debate on the financing of cults, for example, but also to put an end to the endless legal controversies about the neutrality of public services. This seems to us more necessary than ever in the current context. That is why we are so committed to it and want to send this signal today. There are ideological forces in this country that are trying to make it appear that the neutrality of public services as it has been practiced for decades, including the neutrality of appearances, would now have become discriminatory. There are ideological forces trying to use judicial decisions to achieve progress on so-called inclusive neutrality, in an increasingly harmful climate. For if we ever bother, if we try to say that these developments may not be in line with the spirit of our Constitution, that perhaps this is not neutrality as it has always been practised in our country and that it would rather be the ideologies, whether religious, political, trade union, philosophical or other, to adapt to the neutrality that the opposite is the case, we take a flight of green wood. At best, we are told that we are obsessed with one subject, that it is not important, that we have to deal with climate change or economic recovery, as if it prevented the other, strange concern for priorities that no one would accept as admissible, like other subjects such as the regularization of undocumented people or the status of artists. And yet, secularism and neutrality are important subjects. They are worth statements, debates and even crises. For if this were not the case, it should be said that the struggle waged over the last 200 years to secularize society against the Church is not an important subject. Suffice it to say that the fight against the weight sometimes taken by certain religions on the lives of each and every one is not an important subject. In other words, women's right to dispose of their lives, their bank account and, above all, their bodies is not an important subject. So we cannot allow such an ideological hold-up to take place. Is there racism today? Of course. Is there discrimination and sexism? Of course. Does this have anything to do with defending a secular and neutral state? No, three times no. The desire to ensure real neutrality in public services is not intended, for example, to annoy or bully our Muslim fellow citizens who choose to wear a scarf. Simply because this neutrality existed before the arrival of Islam in Belgium and this neutrality requires all religions and beliefs, including political ones, to submit to it, all without exceptions and without privileges. It is an achievement of high struggle against the weight and influence of an all-powerful Catholic Church. This is part of our identity. To abandon it or to decline it according to demographic changes, as has been said, is to say that our fundamental principles are modulable according to the Region or neighbourhood in which we live. Do we realize what this means and involves? Will what we are told today for neutrality not be worth tomorrow for animal welfare or the day after tomorrow for human rights? This small music also translates a balance of power which, under the guise of a struggle for the victims of discrimination, effectively excludes another series of victims: women or men who are victims of community or family pressure, prompting them to respect certain religious or belief obligations, sometimes including the wearing of a belief sign. These people do exist. We all know them. Are there more or less victims of discrimination on the basis of religious belief? No one can answer this question because statistically, these people do not exist. They have no recourse to complain about acts of proselytism in the workplace, for example. They cannot complain, either at Unia's or at the Human Rights League. They need the neutrality of public services and bread, because it is now one of the only ramparts they have at their disposal. In conclusion, I know that our proposal is welcomed coldly, sometimes for ideological reasons but sometimes also for legal and technical reasons, including by persons or parties who might agree with us, because we would not include secularism in the right article to be revised. The work has shown that including secularism as a political objective in the Constitution is yet feasible today. We ask you to be brave and to vote against the rejection to send a signal, the signal that secularism is a strong value today and that it is largely time to consolidate the dikes in these uncertain times both against racism and against the retreat of identity, without having to give in to either.
ParlaMint-BE_2021-12-09-voorlopig-55-plenair-ip146x.u6	No one can speak any more. No other speaker may speak. The vote on the proposal to reject this revision proposal will take place at a later stage. The vote on the proposal to reject this proposal for revision will take place at a later date.
ParlaMint-BE_2021-12-09-voorlopig-55-plenair-ip146x.u7	Voters 89 Stemmen White or invalid 1 Blank or invalid Valid 88 Geldig Absolute majority [[45]] Volstrekte meerderheid Mr Michel Forges, having obtained an absolute majority, was declared an alternate for Mr Olivier De Schutter. Mr Michel Forges, who has received the absolute majority, has been appointed an alternate member of Mr Olivier De Schutter. Mr Olivier Michiels, having obtained an absolute majority, was declared an alternate for Mr Jacques Fierens. Mr Olivier Michiels has received the absolute majority and has been appointed as alternate member of Mr Jacques Fierens Mr Jan Ghysels, having obtained an absolute majority, was declared alternate for Mrs Eva Brems. Mr Jan Ghysels, who received the absolute majority, has been appointed an alternate member of Mrs Eva Brems. Mr Jesse Stroobants, having obtained an absolute majority, was declared an alternate for Mr Koen Lemmens. Mr Jesse Stroobants, who received the absolute majority, has been appointed an alternate member of Mr Koen Lemmens. Ms Ariane Todts, having obtained an absolute majority, was appointed alternate of Ms Muriel Clavie. Ms Ariane Todts, who received the absolute majority, has been appointed as alternate member of Ms Muriel Clavie. Ms. Katrin Stangherlin, having obtained an absolute majority, was appointed alternate of Ms. Isabelle Fontignie. Ms Katrin Stangherlin, who had received the absolute majority, has been appointed as alternate member of Ms Isabelle Fontignie. Mrs Regine Claeys, having obtained an absolute majority, was appointed alternate of Ms Evelyne Maes. Ms Regine Claeys, who received the absolute majority, has been appointed as alternate member of Ms Evelyne Maes. Ms. Francine Esther Kouablan, having obtained an absolute majority, was appointed alternate of Ms. Julie Lejeune. Mrs Francine Esther Kouablan, who has received the absolute majority, has been appointed deputy to Ms Julie Lejeune. Mr Yves Aerts, having obtained an absolute majority, was declared an alternate to Mr Willem Debeuckelaere. Mr Yves Aerts, who received the absolute majority, has been appointed an alternate member of Mr Debeuckelaere. Ms. Sarah Scheepers, having obtained an absolute majority, was appointed alternate to Mr. Frank Judo. Ms Sarah Scheepers, who received the absolute majority, has been appointed as alternate member of Mr Frank Judo. Ms. Annick Hellebuyck, having obtained an absolute majority, was appointed alternate of Ms. Isabelle Dean. Ms Annick Hellebuyck, who received the absolute majority, has been appointed an alternate for Ms Isabelle Doyen. Mr. Willem Verijdt, having obtained an absolute majority, was declared an alternate for Mr. Guy Cox. Mr Willem Verijdt, who received the absolute majority, has been appointed an alternate member of Mr Guy Cox. The individual votes cast will be included in the annex to the full report of the next plenary session. The individual results will be included in the annex to the Integrated Report of the next plenary session.
ParlaMint-BE_2021-12-09-voorlopig-55-plenair-ip146x.u8	Madam Secretary, a story with a virus. Thousands dead. 15 million mouth masks. Dozens of millions of euros. A minister. The army. PO Box companies. It's a Jordan businessman. Terrorist money. A bank on a blacklist. I tried to wear out the script in Hollywood, but everyone there thought it was a little too unbelievable. To be honest, I didn't lose it on the pavement. That was my reply, Madam Minister, to the response of then Minister of Defence, Mr Goffin, when I questioned him in May last year about the mask saga with Avrox. And look, that for Hollywood's unbelievable scenario has become even more unbelievable. Is it incompetence? Is it corruption? Is it a case of willing victimization of scam? Or do you think, Madam Secretary, that it is all a coincidence and that nothing is going on? That is a number of questions to which I would like an answer from you. Madam Secretary, it could be the beginning of a bad joke. Once upon a time there were two Frenchmen and one Jordaner who were going to supply mouth masks to the Belgian state. One Frenchman was a football broker, the other Frenchman was a restaurant owner. The Tunisian lender was a shareholder of a bank that Israel had blacklisted because of its links with the terrorist Hamas. With any normal person, that would ring a bell, but not with our policy makers. Not with then Secretary of Defense Goffin. He said about this in this House, and I quote: 'we have no evidence that our partner is unreliable'. Together, these three good boys are a cheerful friend gang that is going to provide our country with around 15 million mouth masks. Together they set up Avrox, a mailbox company in Luxembourg. Someone in the money cell reacts surprised by the words: "I find it strange that one has to work with a mailbox company for the delivery of mouth masks." And he goes on, "Mostly she's the firm's empty boxes. So you are legally and financially involved in unknown areas." Avrox has the social capital of a typical Flemish frietkot. According to former Secretary of Defense Goffin, that's no indication that this partner is unreliable. In fact, he says Avrox isn't a P.O. Box company. He really said that... Could someone please explain to me what to call a company which does not have a working telephone number and which has its registered office at an address where there are another 40, I think 37, other companies. I can't find a better example of a P.O. Box company on the planet. Madam Minister, we could therefore ask ourselves why a restaurant owner and a football broker use a P.O. Box company when they are going to deliver mouth masks to the Belgian state. Our money-laundering man says: "People who work with a mailbox construction usually do so to hide their identity. You have to ask yourself, why do they care?" Why do they do that, colleagues? Why would they do that? That's a good question. The answer isn't difficult at all. To quote the famous Flemish philosopher Kamiel Spiessens: "It is not difficult, it is easy." They use a mailbox company to hide that they have no experience, not with the production of mouth masks, not with the delivery, not even with any other form of textile. Their experience with the production and delivery of mouth masks is zero, nada, noppes, 0.0. I'll give you one more spicy detail. The only registered economic activity of AVROX was initially - Mr Freilich will probably confirm this - the rental and rental of cars and light vehicles. For former Secretary of Defense of Minister Goffin, that was no reason to suspect that our partner might be unreliable. Who doesn't order a pair of stockings or a T-shirt from his car dealer, right? But don't worry, there might have been a very good reason to have a questionable post-bus company with questionable partners deliver 15 million mouth masks to the Belgian state, and not one of the established values of the admirable textile industry we have in this country. Maybe, for example, they had a good reference, who knows. Yes, that was the reason. According to our former Secretary of Defense, Mr Goffin, AVROX had a reference to a delivery not of 100,000, but of no less than 1 million mouth masks to another state. Only it didn't turn out right. That information didn't add up. In fact, that turned out to be a lie. A bit of investigative work by journalists, you see, from time to time there are those who still exist, good journalists...................................................................................................................................................................................................... It's in Mauritius that doesn't even do textiles. For our former Secretary of Defense, that was no problem, that was no indication that our partner was unreliable. Colleagues, have I mentioned the fact that the standards for mouth masks were magically changed one day before the award of the public contract? As a result, AVROX remained magical and equally sudden in the running. I can imagine that for the then Secretary of Defense, Mr Goffin, for whom he wasn't supposed to know, that wouldn't have been an indication that our partner was unreliable. But who cares about the temperature at which one can wash a mouth mask? Who grinds on some nanoparticles of silver and titanium dioxide in a mouth mask? Who cares about the violation of European rules when placing biocidal products on the market and using them? After all, it's just about public health, isn't it? I will not dwell on the fact that Avrox was substantially more expensive than any other candidate supplier. I suspect the minister at the time thought that an expensive purchase was also a good bargain. The Minister therefore did not regard this expensive offer as an indication of the possible unreliability of the partner. Madam Secretary, was Defence aware of the fact that Avrox's reference was fake or false at the time when your predecessor in Parliament stated that it was a delivery to another state? Do you have any indications that your predecessor, Mr Goffin, was aware of the falseness in the reference? Has Avrox's offer, with more specific reference, been checked, and if so, who checked it and how did it happen? Will you start an investigation in your department to get the file straight to the bone? What do you think, Madam Secretary, has our country been swindled, has the Defense been swindled, has the taxpayer been swindled?
ParlaMint-BE_2021-12-09-voorlopig-55-plenair-ip146x.u9	Madam Secretary, I'm going to start with a quote from you a few months ago: "The fact that Avrox was able to carry out the supply of the masks has proven it by providing 15 million qualitative mouth masks. I am convinced that the masks continue to contribute to our fight against the pandemic to this day." Quod nun, Madam Secretary. I repeat your words: 'Qualitative masks that contribute to our fight against the pandemic'. Well, this week we learned that the public prosecutors of Avrox have charged four of them with money laundering, scam and forgery. The chronicle of an announced fiasco. I was the first one on the barricade, here on the Chambers Committee, to say that this wasn't right and this case smelled in the wind for hours. Let me briefly mention the misery we experienced with Avrox's mouth masks. Firstly, Avrox turned out to be a PO Box company, and secondly, there were a lot of shady figures behind it, like a Jordan who lives in Malta but also had several companies in Panama. The masks came hopelessly late and hundreds of thousands of pieces were rejected. The label on the package said Oeko-Tex. I called Oeko-Tex in Switzerland and they said the mouth masks weren't theirs and the label was forged. Furthermore, the reference appeared to be falsified. Next point, the masks should not be washed at more than 30°C, while everyone knows that one should wash at a higher temperature if one wants to remove the virus. Not so much for Avrox's masks, apparently. As a blow to the flare, the masks were taken out of the market because they may have been toxic. Fantastic! How's that going? The colleagues here complimented me a great deal. Vincent Van Quickenborne called it a rearguard fight and Wouter De Vriendt talked about scaremaking. What did I hear from a reporter from the VRT? I won't mention his name. I won't give him that much credit. He was talking about Michael Freilich's screw-up, but today it turns out I've been wrong, unfortunately. I'm sorry to say, because it would have been better if I hadn't been right. People often ask where the tuxedo gun is in this story. Is there a tuxedo gun here? Madam Secretary, there are dozens of them. If we put them all on the ground, we'd see a plume of smoke from here to Tokyo. Let me sum up some of them. We work with a P.O. Box company. Isn't that weird? Why don't we check who's behind these companies? How is it that Belgian companies with good references are excluded and that their references are not good, when they turned out to be good? Other features in the file are waved away. This is how the award was adjusted. It was already a short period of five days and one day before it appeared that the award would be adjusted. Avrox's mouth masks did not meet the criteria, which should not be bought because the criteria were very clear. The mouth masks had to be individually packed, not per five, and they had to be washed at 60 °C or more. One day before the end of the award, there was a new NBN standard and suddenly there was no obligation to wash the masks at 60 °C, it was allowed at 30 °C. That's really weird. Hence my question as to why the Department of Defence has not seen it. Is this about arrogance? That is possible, because we are not looking at a Member who comes up with a number of things. Is this about naivety, incompetence or possible corruption? I don't know. Hence my question to you whether you will investigate this. I'm asking no more than that, let's start an internal investigation. The court said we were being scammed. Many of our questions have still not been answered. I just want to hear from you that those questions are justified and that you will investigate this to the bone.
ParlaMint-BE_2021-12-09-voorlopig-55-plenair-ip146x.u10	Madam President, as Mr Dallemagne also asked me a question, I will answer him although he is not present. He'll be able to watch the video.
ParlaMint-BE_2021-12-09-voorlopig-55-plenair-ip146x.u11	(...)
