ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u2	Is there any comment on this? Are there any comments on this?
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u3	Mr De Roover has the floor.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u4	Madam President, ladies and gentlemen, what we are experiencing today should be a highlight of parliamentary democracy, but it will not be for two reasons. Firstly, it is forbidden for more than half of our colleagues to be here, with the argument being the rule of social distancing. I do not know if you have just looked at the majority of my colleagues. They almost sat on each other's laps. I have the impression that these rules will only apply if the hearing is officially opened. Here hypocrisy is promoted to majority policy. The fact that more than half of Members of Parliament are unable to attend the highlight of the year alone deserves absolute democratic disapproval, in particular because this is done on the basis of a police regulation which does not apply to it. Secondly, Prime Minister, you should normally surprise us here with your speech. That will not be the case because you have already held a press conference where you have spoken longer than you will here with the State of the Union. That's unseen. Madam President, I hope that you will give the government a chance to do so. This too is not only unusual from a democratic point of view, but it is also a symbol of the condescension of this government, of the House of Democracy. For these reasons, Madam President, we are leaving the Half-Round. We're not playing in this game today.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u5	Mr De Roover, you asked me a question. It would be good to listen to the answer as well. Your memory is extremely short, Mr De Roover. In 2016, in a government of which your party was a member, we concluded a similar agreement. We completed that on Saturday. We held a press conference on Saturday. We did the State of the Union on Sunday. Explain to me how that was not a problem five years ago, where it would be a scandal for democracy today. I think that is a very strange argument.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u6	Mr Prime Minister, we thought that was a scandal for democracy at the time, and we have not changed our minds in the meantime. Madam President, as a democrat, I can only oppose today's proceedings. Mr De Roover is right when he says that every Member of Parliament has the right to attend a declaration of government and its discussion. Everyone who participates in the Conference of Presidents remembers that I have been asking in advance to look for alternatives or, if they were not possible, another room, but they have not even made that effort. The fact that you do not provide for this, Madam President, or have not even sought an alternative, is not good for parliamentary democracy, and everyone knows that it is not very well regarded in this country. However, what shows much less respect for parliamentary democracy is indeed the press conference prior to the declaration of government. Madam President, you have had screens installed here to limit speaking time. I hope you will not use it to re-send press conferences. Is this the political renewal that the Vivaldi coalition is always talking about, namely the fact that people go to the press first and have no respect for our house here anymore? That is no less than contempt for parliamentary democracy. Everyone knew at the time the government was set up that it was not committed to democracy. The composition alone shows that it does not even take account of the election results. The fact that she does not even have the respect to come to the Members of Parliament first with a declaration of government does not mean that she has the last bit of respect for democracy. Madam President, I would ask you, on behalf of the Chamber, to turn a finger on the government for this. This cannot be repeated. If not, we should go to the press conferences ourselves in future. After all, everyone is allowed in there, shoulder to shoulder, and then at least we have the information first.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u7	Madam President, as I have already said, I find it very strange that we should disregard democracy or Parliament by giving a press conference. Parliament is informed of the details to which it is entitled. For example, no one outside the government has received the budgetary table, no journalist. The table was not presented at the press conference either. Madam President, you received the budget table a few minutes ago and I would ask you to share it with all the Members of Parliament. This is a sign of transparency, of transparency, of democracy.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u8	Madam President, first of all, what is incomprehensible to me is that in 2020 you found a practical solution so that everyone could be present on an important day, when today, unlike 2020, you did not use that solution for an equally important debate, a debate that transcends all committees, so that all Members of Parliament could be present. It is problematic that today the State of the Union is still organised in such a minimalist attitude. Secondly, that there is not much more power in Parliament, we already knew that. That the whole political policy in Belgium is decided by the government and by the Cabinets, the people have been convinced of that for a long time. But it is a pity that we have to repeat again today that the political debate here in the hemisphere is secondary. This is, in my view, a serious signal. Mr Prime Minister, I ask only one thing: to be able to have all the data with, of course, the budget tables so that the debate which will begin tomorrow morning can be frank and in depth. Indeed, through these tables, we will be able to see what is happening to your fight against tax fraud, and whether the investments planned for the railway are actually higher than those made a few years ago. All the information that the people wish to have after this morning's communication is included in the tables in question. Madam President, the Prime Minister has just announced that he has forwarded these tables to you. May I ask you to communicate them as quickly as possible to all the group leaders so that we can demonstrate, tomorrow, in a good mood, but in combativeness, that the policy of Vivaldi is far from being social and new, as it announced?
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u9	Mr Hedebouw, I have just noticed that the budget tables have actually been sent to me. They will therefore be forwarded to all members of this Parliament. As a reminder, the health rules are very clear. We must respect a 1.5 metre distance and wear the mask. It is a matter of sanitary protection because covid is still present. The capacity of our plenary room does not allow us to be here with 150. That is why I have organised parliamentary work in such a way that two committees are available to broadcast the Prime Minister's statement so that each Member could follow this important moment of our democracy in Parliament. For parliamentarians who wish to follow the plenary session, rooms are available at the Forum with retransmission and translation, so that all members who wish to do so can follow the Prime Minister's important statement here in this Parliament.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u10	Ladies and gentlemen, ladies and gentlemen, the House is meeting today, as a matter of law, under section 44 of the Constitution. Ladies and gentlemen, ladies and gentlemen, today the Chamber meets automatically on the basis of Article 44 of the Constitution. I declare open the session 2021-2022. I declare open the session 2021-2022.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u11	The next item is the appointment of the final Bureau (rules 52 Const.). The next item is the appointment of the Permanent Bureau (Rules 50 and 56). 52 Gw.).
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u12	The Bureau shall be composed of: - the President, - three Vice-Presidents, - and members of the Bureau. The Agency shall consist of: - the President, - the three Vice-Presidents, - and the Bureau members. The Bureau shall be supplemented by: - former presidents, members of the House; - the presidents of the political groups; - one associate member per political group with fewer than 12 members and without a member of the Bureau referred to in point 1. The Office shall be supplemented by: - former Presidents, member of the Chamber; - the chairmen of the political groups; - an additional member per political group with fewer than 12 members who are not members of the Committee on Economic and Monetary Affairs and Industrial Policy. 1 member of the Office referred to. The President shall be appointed in accordance with rule 157 of the Rules of Procedure. The President shall be elected in accordance with Rule 157 of the Rules of Procedure. The Vice-Presidents and members of the Bureau shall be appointed by the Chamber in accordance with Rule 158(1), first sentence, and on the proposal of the political groups, provided that the Presidency is taken into account for the allocation of these functions in accordance with the rule of proportional representation of political groups and that as many appointments are made as is necessary for each political group of at least 12 members to have at least one member on the Bureau. The Chamber shall appoint the Vice-Presidents and members of the Bureau in accordance with Rule 158 No. 1, first sentence, on a proposal from the political groups. The Presidency shall be included in the allocation of these functions according to the proportional representation of the political groups. In addition, as many members as are necessary for each political group with at least 12 members to have at least one member of the Bureau.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u13	The only appointment to be made is that of the Speaker of the House. The only election to be held is that of the President of the Chamber. Since there was only one candidate presented at the October 7, 2021 plenary session, there was no vote. As only one candidate was proposed at the plenary session of 7 October 2021, no vote shall be taken. As a result, Ms. Eliane Tillieux was elected Speaker of the House. As a result, Ms Eliane Tillieux was elected President of the Chamber. (Applause) (Applause)
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u14	The three Vice-Presidents and the members of the Bureau should be appointed. The next item is the appointment of the three Vice-Presidents and the members of the Bureau. In accordance with Rules 3, 1, and 158, No. 1 of the Rules of Procedure, on the understanding that the Presidency is taken into account for the assignment of these functions, we shall appoint three Vice-Presidents and as many appointments as are necessary for each political group of at least 12 members to have at least one member on the Bureau. In accordance with Articles 3, 1 and 158 No. 1 of the Rules of Procedure include the Presidency in the allocation of these posts and we appoint three Vice-Presidents and as many members as necessary so that each political group with at least 12 members has at least one member of the Bureau. Therefore, we proceed to the appointment in the following order: 1 N-VA, 1 Ecolo-Groen, 1 Vlaams Belang, 1 MR, 1 N-VA, 1 CD&V, 1 PVDA-PTB, 1 Open VLD. Consequently, we name in the following order: 1 N-VA, 1 Ecolo-Green, 1 Flemish Interest, 1 MR, 1 N-VA, 1 CD&V, 1 PVDA-PTB, 1 Open VLD. Is anyone asking for the floor? Is anyone asking for the floor?
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u15	We wish to nominate Mrs Séverine de Laveleye as Vice-President.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u16	We wish to nominate Mr Tom Van Grieken as Vice-President.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u17	The N-VA sent an e-mail to introduce Mrs Valerie Van Peel as vice-president. I declare Valerie Van Peel and Séverine de Laveleye and Tom Van Grieken as Vice-Presidents of the House. I declare Mrs Valerie Van Peel and Mrs Séverine de Laveleye and Mr Tom Van Grieken elected Vice-Presidents.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u18	We propose Ms Kattrin Jadin as a member of the Bureau.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u19	The N-VA proposes Mr Sander Loones as Bureau member.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u20	We would like to introduce Mrs Nahima Lanjri, Madam President.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u21	The PTB group proposes Comrade Marco Van Hees.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u22	Our group proposes Mr Patrick Dewael as a member of the Bureau. I declare Mrs Kattrin Jadin, Mr Sander Loones, Mrs Nahima Lanjri and Mr MM. Marco Van Hees and Patrick Dewael as members of the House Bureau. I declare Mrs Kattrin Jadin, Mr Sander Loones, Mrs Nahima Lanjri and Mr Marco Van Hees and Patrick Dewael elected members of the Bureau of the Chamber. The Bureau shall be supplemented by: - former presidents, members of the House; - the presidents of the political groups: Mr Peter De Roover, Chairman of the N-VA Group; Mr Wouter De Vriendt, Chairman of the Ecolo-Groen Group; Mr Ahmed Laaouej, Chairman of the PS Group; Barbara Pas, president of the Vlaams Belang Group; Mr Benoît Piedboeuf, Chairman of the MR Group; Mr Servais Verherstraeten, Chairman of the CD&V Group; Mr Raoul Hedebouw, President of the PVDA-PTB Group; Ms Maggie De Block, President of the Open Vld Group; Ms Melissa Depraetere, President of the Vooruit Group; Catherine Fonck, president of the cdH group; - one associate member per political group with fewer than 12 members. The Office shall be supplemented by: - former Presidents, member of the Chamber; - the chairmen of the political groups: Mr Peter De Roover, Chairman of the N-VA Group; Mr Wouter De Vriendt, Chairman of the Ecolo-Green Group; Mr Ahmed Laaouej, Chairman of the PS Group; Ms Barbara Pas, President of the Flemish Interest Group. Mr Benoît Piedboeuf, Chairman of the MR Group; Mr Servais Verherstraeten, Chairman of the CD&V Group; Mr Raoul Hedebouw, Chairman of the PVDA-PTB Group; Ms Maggie De Block, President of the Open Vld Group; Ms Melissa Depraetere, Chairman of the Forward Group; Ms Catherine Fonck, Chairman of the CdH Group; - one member per political group with fewer than 12 members. I give the floor to the presidents of the Vooruit and cdH groups for the appointment of an associate member. I give the floor to the Chairmen of the Group of the European People's Party (Christian Democrats) and European Democrats for the appointment of an additional member.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u23	We propose Mr Vandenbroucke.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u24	We propose Mrs Vanessa Matz. I declare Mr Joris Vandenbroucke and Mrs Vanessa Matz as associate members of the Bureau. I declare Mr Joris Vandenbroucke and Mrs Vanessa Matz elected members of the Bureau.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u25	The Chamber is constituted. This will be made known to the King, the Senate and the parliaments of the Community and the region. The Chamber has been declared lawful and complete. This will be notified to the King, to the Senate and to the community and regional parliaments. That Kammer ist zusammengestellt. Seine Majestät der König, der Senat sowie die Regional- und Gemeinschaftsparlamente became hiervon in Kentnis gesetzt.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u26	In accordance with rule 19 of the House's Rules of Procedure, committees should meet to appoint their Bureaux. Pursuant to Rule 19 of the Rules of Procedure of the Chamber, the committees should meet to appoint their offices. If the House agrees, we could simplify the procedure and treat the current members of the Commission Bureaux as re-elected. If the Chamber agrees, we could simplify the procedure and consider the current members of the committees to be re-elected. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] It is thus decided.
ParlaMint-BE_2021-10-12-voorlopig-55-plenair-ip128x.u27	The next item is the government statement. The next item is the government statement. The Prime Minister has the floor. I call the Prime Minister.
