ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip140x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip140x.u2	In accordance with the opinion of the Conference of Presidents of 17 November 2021, you have received an amended agenda for this week's meeting. In accordance with the opinion of the Conference of Presidents of 17 November 2021, you have received an amended agenda for this week's meeting. Is there any comment on this? Are there any comments on this? Accordingly, the agenda was adopted. The agenda has therefore been adopted.
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip140x.u3	The general discussion is open. The general discussion is open. Mr Michel De Maegd, rapporteur, referred to his written report. Is anyone asking for the floor? Is anyone asking for the floor? The general discussion is closed. The general discussion is closed.
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip140x.u4	We turn to the discussion of the articles. The text adopted by the committee serves as the basis for discussion. (Rgt 85, 4) (2016/1) We shall begin with the discussion of the articles. The text adopted by the committee is the basis for the discussion. (Rgt 85, 4) (2016/1) The bill has two articles. The draft law has two articles. No amendments have been tabled. No amendments were tabled.
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip140x.u5	The discussion of the articles is closed. The vote on the package will take place at a later date. The discussion of the articles is closed. The vote will be taken at a later date.
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip140x.u6	The general discussion is open. The general discussion is open. The rapporteur, Ms Kattrin Jadin, referred to her written report.
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip140x.u7	Madam President, Madam Minister, allow me to thank you for finally presenting this text to our Parliament. This morning, I am going to talk a lot about Belgian Luxembourg, a province with less than 300,000 inhabitants. Sometimes we feel we are left behind because we are far from the decision-making centres. As you can see, recently, following our discussions in committee, a Belgian journalist who is employed by the Grand-Ducal press – Nicolas Léonard – calculated the number of days that separated the announcement of the measure allowing Belgian residents working in the Grand-Duchy to do so 24 days a year outside the territory of their employer and the date on which this provision was voted in committee. It reached a total of 2,044 days! I didn't check that information, but I trust him. He did not use this calculation to give a headline effect to his article, but he wanted to highlight what happens when you live in the background of the country. We've got fog now. You know that in this case, you don't see very far in front of you. We do not yet have snow or ice, but I sincerely hope that in the future we will be able to work faster, including when this province has a very low population density. What this journalist highlights is the number of days during which a rule of law may find it unnecessary to legalize its actions, or even justify its failure, while asking a part of its population to keep the slightest restaurant ticket that could prove that it was in its law only one day. Minister, I know that this is a matter for the Minister of Finance. However, when I see, still today, the number of super strict controls that some borderers are experiencing, I ask myself a lot of questions. I ask you, at the government level, to do everything you can - reassure yourself, I do not want to condone tax fraud - so that people can live properly and are not harassed regularly by services that ask them for evidence that they are practically unable to provide. Minister, at the borders of this country, there are people who are asked for evidence when they are subject to tax control. This situation can last for months, months that - as I said - use health and morale, while the state does not respect the rules. I shall briefly return to the history of this important vote today. This vote is very important for the people of my region, since in our communes, and particularly in my commune of Attert, 60% of the working population work in the Grand Duchy of Luxembourg. This is to tell you that we are being asked daily about what is evolving between the Grand Duchy and Belgium. On 16 March 2015, Johan Van Overtveldt, then Minister of Finance, announced that borderers living in Belgium and working in the Grand Duchy of Luxembourg, will now be able to work outside the Grand Duchy where they are employed, 24 days a year, while remaining taxed. This amicable agreement shall enter into force retroactively on 1 January 2015. On 5 December 2017, this agreement was the subject of an amendment to the Belgian-Luxembourg tax convention aimed at avoiding double taxation. It is signed by the Belgian and Luxembourg governments - I say "the" governments - but it is not submitted to Parliaments. In May 2019, Charles Michel, whom Mathieu Michel knows very well, announces with his friend Xavier Bettel - whose mother tongue is Luxembourgish, as for me - that a new amicable agreement has just been established between Belgium and the Grand Duchy of Luxembourg. It seemed to me to be a very great victory. In fact, the right to work 48 days a year outside the employer country is to be granted, while still being imposed. I no longer count the number of emails, telephone calls I have received from workers from all professions (lawyers, road hauliers, etc.).), which legitimately requested further information in this regard, which, inter alia, wanted to know the date of entry into force of the Agreement. But I had no information to answer them. With this announcement, as was the case with the government declaration of 2020, it was considered that the press was more important than Parliament or even the administration. This announcement was shattered by the following reality: how to spend 48 days while the 24 days previously announced were not legal. Indeed, in order to be legal, the amicable agreement of 2015 should have been the subject of an amendment which should have been approved by the Federal Parliament. That is what the Council of State notes in its opinion on the bill that will be put to the vote today. Let me read out an excerpt from this: "In concluding this agreement, the competent authorities of the Contracting States have obviously exceeded their competence, provided for in Article 25, § 3 of the Belgian-Luxembourg Commission. In principle, this agreement should therefore be referred to as a treaty, which, in accordance with Article 167 of the Constitution, can only have effect in the Belgian legal order after having received the consent of the competent Parliaments, and which is not enforceable against litigants until it has been published in the Belgian Moniteur. The administrative practice in implementation of this amicable agreement applicable to wages, salaries and other remuneration relating to taxable periods beginning on 1 January 2015 is therefore for the hour without a treaty or legal basis. The conclusion of the agreement, to which it is currently agreed, retroactively validates this practice."Thank you, Minister. Indeed, it was time for things to be regularized. I continue my reading: "It remains, however, that improper use has been made of article 25, § 3, of the Belgian-Luxembourg CDI, which, as a matter of principle, is unacceptable." I have addressed parliamentary questions on this matter to successive ministers in the Finance Portfolio. Reading the first answer left me pantois. I thought it was the 2017 or 2018 agreement that was targeted, but it was the 2015 agreement. I have never received a very clear answer. I was told that a 48-day delay wasn't tomorrow the day before. Why, then, should it be announced with great pomp as a historic agreement, as I myself had considered? I have always been cautious in my communications to the press on these answers. As the Council of State notes, no one would have had an interest in having a dispute opened over the situation of thousands of border workers benefiting from this agreement. I repeat once again that these thousands of frontier workers are citizens who live in our border communes in southern Luxembourg, even more so in this part of Belgium called Arelerland (Land of Arlon). Since we are Luxembourg speakers, Arelerland is a reality. A book was even published a few years ago by an alderman from the commune of Arlon, entitled L'Arelerland, a forgotten community. And that's true, Madam Minister. You who manage external relations, you might be able to correct the shot. We have two Luxembourgs. A website now brings together more than ten thousand people who are fighting for the reunification of the two Luxembourgs. We would be very happy to have such an event.
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip140x.u8	[[...]]
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip140x.u9	I don't understand, minister. I'm a certain age and I hear less well.
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip140x.u10	Mr Arens, I was just doing a bit. When you started talking about reunification and community, I saw your N-VA colleagues staring at you with great attention.
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip140x.u11	A story of unification! Through my remarks, I mean that we are luxuries-speaking. Sixty per cent of the working population works in Luxembourg. Imagine what the municipalities of South Luxembourg would be without this job centre in the Grand Duchy of Luxembourg! Of course, everything I have said is not very much for the state coffers, but for the taxpayers it represents a great deal. The covid had at least this positive: it made it possible to simplify the situation for many workers and for the administration. The administration was obliged to apply texts that did not have Parliament's approval. The agreements made to allow frontier workers to work at home from the beginning of the covid, until 31 December 2021, are legal and published in the Belgian Moniteur. On 17 August 2021, the government sent the text to the House for consideration. He proposed that the 2015 friendly agreement (24 days) be submitted to Parliament. I was sad last week, Madam Minister, that this item had been removed from the plenary agenda. I was hoping it wasn't because of a problem. Today it is on the agenda and we will be able to vote on it, which I welcome. On 31 August 2021, Minister Van Peteghem concluded an agreement with the Grand Duchy of Luxembourg and we followed the press conference with great interest since it concerned days of telework and the allocation to municipalities in which frontier workers reside but who do not pay taxes. We were surprised to hear that the number of days of telework was limited to 34, while everyone expected 48 days. The bill that will be passed today regularizes an unacceptable situation both for frontier workers, who have heard everything and anything about the number of days of telework that they were allowed to take outside Luxembourg territory, and for officials of the FPS Finances, who were asked to implement the decision when their conscience told them that there was still a problem of legality. Minister, I am counting on you and you can count on me to ensure that the 34 days are achieved very quickly. According to the comments of the journalist of Paperjam in the Grand Duchy of Luxembourg, if we take as much time for the 34 days as for the 24 days, it is not until 2027 that Parliament will be able to ratify this convention. So I really count on you to ensure that in the coming months – and at the latest at the beginning of 2022 – we can ratify the agreement reached a few months ago for the 34 days. In addition, I will continue the fight for the 48 days announced in 2019. Minister, I really count on your action so that we can quickly regularize the situation and approve in Parliament every 34 days and prepare for the 48 days. Thank you.
ParlaMint-BE_2021-11-18-voorlopig-55-plenair-ip140x.u12	Mr Arens, thank you for your statement. Mr Loones has the floor.
