ParlaMint-BE_2021-06-30-definitief-55-plenair-ip115x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-06-30-definitief-55-plenair-ip115x.u2	In accordance with the opinion of the Conference of Presidents of 30 June 2021, you have received an amended agenda for this week's meetings. In accordance with the opinion of the Conference of Presidents of 30 June 2021, you have received an amended agenda for this week's meetings. Is there any comment on this? Are there any comments on this? Accordingly, the agenda was adopted. The agenda has therefore been adopted.
ParlaMint-BE_2021-06-30-definitief-55-plenair-ip115x.u3	I have received amendments to the bill on temporary support measures due to the VOCID-19 pandemic, No. 2002/1. I have received amendments to the draft law providing temporary support measures as a result of the COOVID-19 pandemic, No. 2002/1. In accordance with the opinion of the Conference of Presidents of 30 June 2021, I propose that these amendments be referred to the Committee on Social Affairs, Employment and Pensions (Art. 93, No. 1 of the Regulation). In accordance with the opinion of the Conference of Presidents of 30 June 2021, I propose that these amendments be sent to the Committee on Social Affairs, Employment and Pensions (Art. 93, No. 1, of the Rules of Procedure). No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] It is thus decided. Colleagues, the next item is the debate on the draft law on administrative police measures in an epidemic emergency (1951/1-13), the proposal for a law on the finding of a crisis situation (1814/1-2), the proposal for a law amending the law of 15 May 2007 on civil security, with a view to limiting in time the effects of ministerial orders in exceptional situations (1823/1-2) and the proposal for a law to establish a continuous democratic debate between the government and the Federal Parliament during a health emergency (1883/1-2).
ParlaMint-BE_2021-06-30-definitief-55-plenair-ip115x.u4	Madam Chair, with respect to the Pandemic Bill, we have still not received the advice of the Council of State on changes that have taken place between the draft bill and the bill. Concerning the measure on the requisitions of persons, for example, we still do not have this opinion. Since the arrival of this law in plenary, I have requested that the Council of State take a decision on this matter. I asked you, Madam Chair, to make this explicit request to the Council of State to look into the changes that have occurred between the draft bill and the bill. We still do not have an opinion of the Council of State on these measures. Madam President, I reiterate my request to the Council of State to consider these amendments.
ParlaMint-BE_2021-06-30-definitief-55-plenair-ip115x.u5	Madam President, last Thursday we were informed of the opinion of the Council of State that was requested. Such advice is always very interesting, otherwise we would not ask them. They can sometimes also give rise to proposals for new attempts to resolve legislative shortcomings. Amendments Nos 1, 2, 3, 5, 6, 7, 9, 10, 10, 10, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, We would like to know the opinion of the Council of State on these specific amendments. Some of our amendments have already been the subject of an opinion, but no opinion has yet been requested from the Council of State on these amendments. They have a different impact than the amendments that have already been tabled.
ParlaMint-BE_2021-06-30-definitief-55-plenair-ip115x.u6	Madam President, we also ask that the Council of State be consulted on an amendment that we have tabled. We have been advocating this since the beginning, that the government must have a few days to react urgently to a health crisis, but then it must be able to pass over to Parliament, to the democratic institution, to discuss the measures. We submit this amendment to the Council of State so that it can rule on this formula, which is much more balanced than the one advocated in the bill and which we continue to fight. We believe that it is Parliament that must decide on the measures to be taken in the event of an epidemic, with, of course, a period reserved for the government to act in an emergency. We therefore call for our amendment to be referred back to the Council of State.
ParlaMint-BE_2021-06-30-definitief-55-plenair-ip115x.u7	Ladies and gentlemen, if I sum up, Mrs Vanessa Matz has tabled an amendment, namely Amendment No 62. Mr Nabil Boukili tabled several amendments, namely Amendments Nos 63, 64 and 65. Mr De Roover asked for the opinion of the Council of State on Amendments Nos 67 and 72 to 75. Can I be assured that these amendments are admissible? [[Oui]] Mr. Registrar confirms that they are. Exercise is always perilous.
ParlaMint-BE_2021-06-30-definitief-55-plenair-ip115x.u8	Madam President, I understand the logic, there is no problem. I would just like to ask a few questions. How is Amendment No 64 different from Amendment No 51 on which the Council of State has already ruled? In the cascade, if the intention of the amendment is to remove people or workers, why should the opinion of the National Labour Council be sought? If the aim is to seize only things or goods and not people, then why an amendment to get people out and then ask for the opinion of the National Labour Council? I'm trying to understand because we've been here a long time. I want to understand the logic of the amendments.
ParlaMint-BE_2021-06-30-definitief-55-plenair-ip115x.u9	Madam President, the purpose of the previous amendment was to delete the measure. The purpose of the amendment was for the Council of State to decide on the substance of the measure, which did not receive an opinion from the Council of State between the draft bill and the bill. Today's amendment is different. It does not call for the removal of the measure. It calls, in the context of the application of the requisition of persons, to consult with the National Labour Council and so on. So this is another amendment. He's different. It's not the same.
ParlaMint-BE_2021-06-30-definitief-55-plenair-ip115x.u10	Amendment No 64 is Amendment No 51.
ParlaMint-BE_2021-06-30-definitief-55-plenair-ip115x.u11	It is amended. This is not the same amendment. In Amendment No 64, we do not ask for deletion.
