Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	DeSpiegeleerPieter	De Spiegeleer, Pieter	M	1981	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	VindevoghelMaria	Vindevoghel, Maria	F	1957	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanQuickenborneVincent	Van Quickenborne, Vincent	M	1973	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	DeSpiegeleerPieter	De Spiegeleer, Pieter	M	1981	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	VindevoghelMaria	Vindevoghel, Maria	F	1957	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	RavytsKurt	Ravyts, Kurt	M	1968	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanQuickenborneVincent	Van Quickenborne, Vincent	M	1973	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	RavytsKurt	Ravyts, Kurt	M	1968	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	DeSpiegeleerPieter	De Spiegeleer, Pieter	M	1981	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	VindevoghelMaria	Vindevoghel, Maria	F	1957	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanQuickenborneVincent	Van Quickenborne, Vincent	M	1973	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	DeSpiegeleerPieter	De Spiegeleer, Pieter	M	1981	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	VindevoghelMaria	Vindevoghel, Maria	F	1957	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	DeSpiegeleerPieter	De Spiegeleer, Pieter	M	1981	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanQuickenborneVincent	Van Quickenborne, Vincent	M	1973	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	DeSpiegeleerPieter	De Spiegeleer, Pieter	M	1981	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	VindevoghelMaria	Vindevoghel, Maria	F	1957	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u18	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanQuickenborneVincent	Van Quickenborne, Vincent	M	1973	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u19	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	VindevoghelMaria	Vindevoghel, Maria	F	1957	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u20	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	VindevoghelMaria	Vindevoghel, Maria	F	1957	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u21	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanQuickenborneVincent	Van Quickenborne, Vincent	M	1973	
ParlaMint-BE-en_2021-04-27-definitief-55-commissie-ic451x	ParlaMint-BE_2021-04-27-definitief-55-commissie-ic451x.u22	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 27-04-2021	2021-04-27	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	VindevoghelMaria	Vindevoghel, Maria	F	1957	
