ParlaMint-BE_2021-01-14-definitief-55-plenair-ip083x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-01-14-definitief-55-plenair-ip083x.u2	For the oral questions, speaking time is limited to two minutes for the questions, two minutes for the reply of the member of the Government, and one minute for the reply of the questioner. Colleagues, at the beginning of the year, we always make good resolutions. I will stick today to the decision of the Conference of Presidents that, for the attached questions, if three or more questions are asked on the same subject, the member of the government has no more than five minutes to answer. If three or more questions are asked on the same subject to several members of the government, each member of the government has a maximum of five minutes to answer. The procedure had been evaluated after three months of operation and validated. I will therefore stick to that decision.
ParlaMint-BE_2021-01-14-definitief-55-plenair-ip083x.u3	Madam President, Prime Minister, after the terrible second wave we have seen, the Belgians' efforts have led to a very, very significant decrease in the number of patients in hospital, and that is so much better! But today, several signals must alert us and even worry. The number of contaminations is rising again, but there are also extremely contagious strains in Belgium. It is therefore, Mr Prime Minister, a real race against time that must commit itself to ensure that these mutant covid-19 strains do not become dominant strains in Belgium. It is therefore necessary to vaccinate even more urgently than is currently the case to protect as many vulnerable people as possible, as quickly as possible. In this regard, each dose of vaccine received should be administered as quickly as possible. I would like to hear from you about this, because this is clearly not the case today. Besides vaccination, it is also important to detect all positive covids, mutations, trace them and also strictly isolate people to protect others. Is it not necessary today to expand our genomic sequencing capabilities? Several laboratories are ready and would be ready. Is it not necessary to test much more massively to track the virus in every corner, including mutations? Is it not necessary to strengthen the tracing capabilities but also to ensure strict isolation of each positive person while accompanying them? The issue of border closure, which is clearly on the government table, also arises, Prime Minister. Non-essential travel is strongly discouraged, but at the same time, measures are not clear to the public. What we are asking you today is clarity. Indeed, either the borders remain open and, therefore, an effective system must be ensured in order to effectively track all covid-19 and even more the mutants upon return, or we leave the borders closed (...)
ParlaMint-BE_2021-01-14-definitief-55-plenair-ip083x.u4	Mrs Fonck, your time has expired.
ParlaMint-BE_2021-01-14-definitief-55-plenair-ip083x.u5	Madam President, Prime Minister, today we are in a paradoxical and therefore dangerous situation. Yes, that's right, the numbers still seem to be under control. Yes, we have moved from almost the worst student in the class to a good student at European level. We must be able to say this and thank the citizens who have been very involved in this effort. However, everywhere around us, fire threatens. Britain and Ireland are in a critical situation. The famous variants are now reported almost everywhere, including in Belgium, including people who have not travelled. So we are at a crossroads of uncertainties because, at the moment we are talking, very clever who can say whether we are facing a real prospect of relaxation or facing a real third wave. Both are possible and that's the whole problem. What I know, on the other hand, and what I remember about crisis management in our country for a year now, is that unfortunately we in Belgium have a rare ability to think that we are on an isolated island. Some people once thought, a year ago, that the virus would not reach us or soon upon the return of the carnival holidays, while it was already wreaking havoc in Italy. Others, in October, may have underestimated the possibility of a second wave. But every time, not only did reality catch up with us, but when it did, it did so in a very hard way only for the other countries. In this regard, your current communication is not entirely clear. Okay, we're walking on the ice, but that's no reason not to have a direction. So my question is simple, Prime Minister. Are we ready? Of course, we are ready to reopen hairdressers and contact jobs. We get it. Your friends at the MR remind him almost every day now, even if they play with false hopes as with matches and as if the other parties too did not want to reopen everything as soon as possible, even tomorrow if possible. So we're ready for the best and the good news, if any. All right! But are we ready for the worst, we who in general are so little? Are we prepared to ban non-essential travel rather than simply advise against it? Are we ready to track down the most dangerous variants with even more vigilance? Will you have the courage to give a clear and univocal message in these times more uncertain than ever?
ParlaMint-BE_2021-01-14-definitief-55-plenair-ip083x.u6	Prime Minister, in two months' time, our entire globe will be under the spell of the coronavirus for exactly one year. For ten months we have been living with restrictions, restricting our contacts and must be careful. Everyone's tired. Everyone's sick of it. A lot of civilians are very deep. The catering and events sector, the contact professions, students with big dreams, you name it, the reality is hard for everyone. The measures were extended at the beginning of this week. However much these measures run counter to what we want and what we used to be before the corona crisis, they remain necessary to guarantee our care and protect our caregivers. An expected and rather technical intervention led to a lot of criticism. I understand that one. March 1 seems to be an eternity away, but March 1 is not an absolute turning point. It's not a date we have to chisel in stone. You have immediately informed us that there will be a new meeting of the Consultative Committee next week. As always, the situation is closely monitored on a daily basis. The criticism earlier this week underlined in particular that our citizens and businesses have only one wish: a perspective. What brings the near future? It is virtually impossible to answer that, Prime Minister, especially when dangerous variants are emerging all over the world, including in our country. At the same time, ladies and gentlemen, we must remain absolutely optimistic, especially when we have been getting positive news over the last few days about vaccination, its timing and the possibilities we have. Prime Minister, what perspective can you offer the citizens of our country? Can you confirm that the government will continue to support the entrepreneurs for whom uncertainty is debilitating every day through these difficult times?
ParlaMint-BE_2021-01-14-definitief-55-plenair-ip083x.u7	Ladies and gentlemen, we have received a great deal of good news over the last few days. There was good news about accelerating the production of vaccines. There was also good news about deliveries, which take place faster than we initially expected. Together with the Minister for Health, I made a call last week to increase the rate of vaccination. It is good to see that action has been taken everywhere in our country, especially with the commitment of our cities and our communities, of people on the ground, to prepare us to vaccinate a wide audience at very high speed. It is very encouraging to see how we are getting ready for the large doses of vaccine we are going to get. We hope that with the registration of AstraZeneca and possibly soon that of Johnson & Johnson, we will have access to very large volumes of vaccines in the coming weeks. I do not need to repeat it: there is cooperation between the different governments in our country. Federally, we are ensuring that there are enough vaccines and that they reach the vaccination centres or residential care centres as they are today, while the Länder are fully organising the administration of the vaccines. The cooperation is going well, just as it went well in other areas, for example when we had to get the second wave under control. This week, a lot of questions were asked about the Ministerial Order. I would like to take this opportunity to clarify some aspects. Last week's Consultation Committee was an evaluation moment. We decided to keep the measures in force, except for a small exception: car schools and examination centres. In addition, it has been found that it was too early to make an overall assessment and to decide on certain professions. However, I would like to be very clear about a number of dates on which decisions have been taken. We want to be very clear about the date for international travel. Until then, therefore, the crocus holiday will continue to apply the rules that apply today to international travel. They're highly unwelcome. Those who do so must be tested on days 1 and 7 if they return from a red zone. That person must also respect the quarantine. We want to be clear about this. Those rules apply until after the crocus vacation. Who would consider travelling during the crocus holiday, we would like to point out that the rules will apply until after that holiday. Let me be clear, too. It is strongly advised not to travel internationally. Another moment we have discussed has resulted in a kind of clause de rendezvous, namely 22 January 2021, in order to be able to evaluate measures currently in force in certain sectors, for example for non-medical contact professions. That's the deal. The ministerial decision is a translation of those agreements. I understand that many people are asking for a perspective and a clear target date. We must dare to admit that today's reality makes this impossible. It is impossible to give today a date on which this will happen, especially in view of the current concern about the B1.1.7 variant. The only thing we can guarantee is that we carry out the evaluation on a daily basis and that we ask ourselves on a daily basis whether we should keep to the strict measures that are in force today. You can be sure that we will not keep these very strict measures for a day, because you can also expect us to be particularly careful. As far as the variant is concerned, it shows that we are faced with new situations each time, whether in our country or in other countries. As you said, we do not live on an island in Belgium. In relation to cross-border travel, I think we are very clear. We have very strict rules. At the regional level, quarantine control is now being carried out in a pronounced manner. I think that's a good thing. We also asked our expert group to assess and consider whether further action is needed. We are awaiting this report in the near future. I would like to emphasise one last element. Keeping the general rules away, not visiting each other unnecessarily, wearing a mouth mask, washing hands, which have brought us so far, are still the best measures in relation to the new variant. If you want to avoid contamination of the classic variant or the B1.1.7 variant, the same measures apply. It has to be clear. Travelling abroad is highly inadvisable. I cannot understand that it is not clear: when it is said that it is strongly discouraged, it seems clear to me! Mr Pillen, there are many support measures for companies. The extension of the double right of bridging for self-employed workers until the end of February is on the table of the Council of Ministers tomorrow. An agreement has already been reached in the nuclear cabinet.
ParlaMint-BE_2021-01-14-definitief-55-plenair-ip083x.u8	Prime Minister, thank you for your answer. If I were you, I wouldn't dare talk about speeding up vaccination. Just compare us to other countries. The conclusion is then drawn very quickly. It is true that you are trying to catch up, but let me tell you that this will not be enough. For example, do you find it normal that tens of thousands of doses of vaccines are still in the freezers? No, it's not normal. You have to administer them as quickly as you get them, to protect every person. Beyond words, we expect you to act, and much more efficiency and agility. In terms of variants, are these the same measures? Yes. But there is probably a need to strengthen the genomic sequencing policy in our country, with more laboratories. These are ready. Moreover, we are constantly running behind the virus. A real offensive strategy is needed to ensure that these mutant strains are not dominant tomorrow in Belgium.
ParlaMint-BE_2021-01-14-definitief-55-plenair-ip083x.u9	Prime Minister, thank you for your answer. Most of all, you answered about vaccination. Let us be very careful: we all welcome the upsurge and acceleration, at all levels of power, which have taken place since last week - under pressure from the healthcare staff and the federal opposition, we must say. But indeed, the good news is coming to us regarding the acceleration of deliveries. But in Britain, too, they have had vaccination, and for much longer than we have, and they are still in a critical situation. So we're going into this race against the clock with a certain delay, and I'm worried. I am also concerned when, with regard to foreign travel, you tell us that "lively not recommended" is sufficiently clear. I am not so sure; the expression was already used during the Christmas holidays, and tens of thousands of people still felt free to leave. This gave the scenes of crowds and fuss that we saw during the checks on the return, at the airports and at the stations. I fear that if the situation, unfortunately, worsens and if, to be clear, increases in hospitalizations appear, it is necessary to have a language that is clearer than "alively not recommended".
ParlaMint-BE_2021-01-14-definitief-55-plenair-ip083x.u10	Thank you, Prime Minister, for the answer. Policy while conditions change every day is particularly difficult, but the government does it. You were right to praise your colleagues from the Länder. You were also right to praise all the mayors and ships that are currently working very hard in the cities and municipalities to roll out the vaccination strategy. With vigorous actions, we have been able to improve the original vaccination timeline effectively. The message that we will continue to support our entrepreneurs was very clear. Thank you for that. Hopefully we can get back to normal life very quickly, and everyone in Parliament is hoping for that. We must not stop the harsh restrictions one day too early, because that would be irresponsible, but it is even more important that we do not keep them for too long.
ParlaMint-BE_2021-01-14-definitief-55-plenair-ip083x.u11	Prime Minister, I am standing here on an important matter, a matter which should concern us all: freedom of expression. That's not a left-wing matter, it's not a right-wing matter. Freedom of expression You agree that is a fundamental right, but it is under pressure. It is not up to the government, to political opponents, to impose rules on what one may or may not say. We do not need a Ministry of Truth that is supposed to fight fake news, but it is not up to multinationals, big tech to censor politicians, journalists, cartoonists. It's not gonna stop there. Even ordinary people who throw a family photo with Sinterklaas and Black Piet on Facebook fly thirty days in the Facebook prison. Mr Prime Minister, it is a horrific development that political opponents are going to judge what one may or may not say, that multinationals are going to judge big tech what one may or may not say. Call me old-fashioned, but the norm "the only standard "the Constitution" must be. That is the best guarantee for our freedoms. If big tech, like Facebook, Twitter and YouTube, does not want to respect our Constitution, then we must take action, as is happening today in Poland. There we are making an anticensorship law, because Poland knows, like no other country, what it is to live under a dictatorship. That is why my party will table its own anti-censorship bill. Are you, Prime Minister, as a liberal, prepared to support such a proposal?
