ParlaMint-BE_2021-12-21-voorlopig-55-plenair-ip150x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-12-21-voorlopig-55-plenair-ip150x.u2	The general discussion was resumed. The general discussion has resumed.
ParlaMint-BE_2021-12-21-voorlopig-55-plenair-ip150x.u3	Madam President, the Prime Minister has a very busy agenda. If he can, he'll be here for sure. At times when he can't be here, I'm here. There will certainly always be a member of the government present.
ParlaMint-BE_2021-12-21-voorlopig-55-plenair-ip150x.u4	It seems to me that it was decided to have the presence of the Prime Minister as often as possible, knowing that we are in the last week of our work for this year, that there is also a Codeco tomorrow and obligations related to it. Nevertheless, there must always be a minister in the room.
ParlaMint-BE_2021-12-21-voorlopig-55-plenair-ip150x.u5	Madam President, I notice that you have already turned on the hood in this Chamber, which is good for virus circulation. Almost day by day six months ago, we discussed and approved the adjustment of the 2021 budget. The Flemish Interest then talked about inflation and its impact on the budget. A number of colleagues then looked at me and wondered what I was talking about, but in the meantime it is clear to everyone that inflation and price increases are no longer possible from the media. In these times, the public debate often talks about virus deniers, climate deniers and other types of deniers. Madam Secretary of State for the Budget, you are of course neither, but you are an inflationary denier. By means of oral questions in committee and written questions, we have regularly questioned you about inflation, the price increases and the overrun of the central index and its impact on the budget. Your answer was always that this was budget-neutral and that these things have no net impact on the budget. You called yourself the iron lady of the budget in the press, but with regard to inflation and exceeding the central index, you are not an iron lady, but rather a kind of Comical Ali. You know him: that was the Iraqi Minister of Information who said that there are no Americans in Baghad, while the Americans were already in Baghdad. You say that there is no impact of inflation on the budget or that the price increases have no impact on the budget. This is how you deny the shining of the sun. There are increased expenditure on wages, pensions and benefits. The alarming reports of rising prices affect consumer confidence and ultimately VAT revenues. They also put pressure on the margins, profits and production of our companies. Think of BASF, which recently shut down some of its production due to rising gas prices. In the end, inflation can also affect growth. I do not know, Madam Secretary of State, if you have ever considered when Belgium's huge public debt has begun. You're not responding, so I don't think you want to say it, but it was during the energy crisis of the 1970s. The international price increases are a tragedy for the budget and will always be a tragedy as long as we have to import energy, and we will have to continue to import if the government wants to shut down the nuclear power stations. Getting rid of it by saying that inflation is budget-neutral, as you do, Mrs De Bleeker, is just too easy for a Secretary of State for the Budget. You're guilty of some kind of inflation-negationism. This government has not been able to use the pre-summer inflation warnings to intervene during the summer.Why is that, ladies and gentlemen? It is a pity that the Prime Minister is not here, but that is because of the Croo and De Bleeker method. Let us be honest, the budgetary negotiations of this government have meanwhile become more predictable than an episode of the Champions. Firstly, the problems are constantly being pushed forward and dragged on. Secondly, it is only at the very last minute that a meeting begins. Thirdly, the negotiations are always dragging us to a hole in the night. Fourthly, there is always someone who walks away from the government table with great sense of drama. Fifthly, the gap in the budget is finally closed with many hundreds of millions from the fight against fraud and many hundreds of millions from magical job creation. Fight against fraud and jobs, the classic budget closing points. I believe that this is a good way to summarize the October budget negotiations. That is how this government drags itself from budget to budget. In the past, budgetary conclaves in this country were already launched before 21 July. In the summer. In the Netherlands, for example, budget negotiations are also taking place in the summer. However, the Croo government has postponed the preparation of the budget until after the summer holidays. Because of this method - De Croo and -De Bleeker, this government has not succeeded in calculating inflation warnings in time and already during the summer the crater in the budget has been contained. Therefore, the discussion on savings and investment had to be conducted in full together with other important socio-economic issues. The consequences are well known: no serious budgetary work has been carried out and no decisions or reforms have been taken in the important socio-economic dossiers. Just think of the ageing population, the pension debate, the tax reforms, the increase in the efficiency rate, and last but not least the nuclear power plants: all files that were pushed forward in the autumn. By this method-De Croo and -De Bleeker color all parameters of public finances in this country blood red. I'm giving you some worrying facts. Firstly, next year's combined government deficit will be 5% or as much as EUR 25 billion and will continue to increase in the coming years if policies remain unchanged. In the long run, that's unsustainable. Secondly, according to the IMF, Belgium will have the highest structural deficit in the EU. Problem countries such as Spain, France, Italy and even Greece are doing a lot better. Thirdly, next year's public debt will continue to rise to a record level of 115 %. Belgium is therefore the only country in the EU where debt will increase further next year. Fourthly, Belgian public expenditure is at 55% of the highest in Europe. The gap with our neighbouring countries has increased even further in those 20 years when the liberals are part of the Belgian governments. Fifth, Belgium will become the slowest growth rate in all euro area countries in 2022. That's the destructive bilan of De Croo and De Bleeker. Previously liberals in this country attached their own credibility to the budget. In the meantime, this time seems to be a long way behind us. The way in which this budget was drawn up is therefore neither serious nor its content. The method- The Croo and De Bleeker fail all over the line. This government is also failing to cope with future crises. That's not just what we say. That's what the governor of the National Bank says."We have no buffers when there is a new economic crisis. And there will be, the only question is when. If we do not build buffers, a Greek scenario will be imminent in five years' time. Then the most vulnerable are the greatest victims." Those are not the words of the Flemish interest. Those are the prophetic words of the governor of the National Bank. Colleagues, the price increases were therefore not sufficiently identified in time as a challenge for the budget. But the second risk that we warned of is not being prepared in any way by this government. This rise in inflation will, of course, also increase the risk of higher interest rates in the near future. Interest rate increases are dramatic for debt-sick countries such as Belgium. To put everything in perspective, a few digits. This government has made a debatable budgetary effort of EUR 2 billion. The rise in interest rates of only 1% is already leading to an increase in interest charges in this country by just under EUR 1 billion. Thus, many billions of euros could have an indirect impact on the budget, which has not been taken into account today. A steep rise in interest rates will derail the country's finances quite quickly. The federal government committed itself in the government agreement to an annual fixed effort of 0.2 percent of GDP, which, moreover, the IMF believes is too low to control ageing costs alone. The Secretary of State for the Budget, Mrs De Bleeker, launched this summer a proposal for a total budgetary effort of EUR 3 billion. However, her proposals immediately clashed with a njet of the PS, which made it clear again who ultimately is the real boss in the federal government. It must be clear to everyone in this House that the price paid by Open Vld for premiership is very high. Liberals have little or nothing to say in socio-economic and budgetary matters. The PS is quits and disposes. In the end, the government landed somewhere on a budget effort of EUR 2.4 billion. The Prime Minister is not here right now, but he forgot to mention in the government statement that there is 0.4 billion new policies, leaving 2 billion. There is also another half a billion in one-off measures, leaving only one and a half billion euros of effort.
ParlaMint-BE_2021-12-21-voorlopig-55-plenair-ip150x.u6	Colleague, you are making your analysis of the position of the Open Vld in this purple green government. I'm following that analysis. She's right. The Open Vld always draws the short straw when it comes to socio-economic issues and dances to the tune of the left-wing PS. That is very clear. If you do that analysis on socio-economic dossiers, I wonder why the Flemish interest actually goes along with the reasoning of Alexander De Croo's left-wing PS government in many of these cases. How can one rhyme with another?
ParlaMint-BE_2021-12-21-voorlopig-55-plenair-ip150x.u7	That is very easy to answer, and I am glad that you are asking that question. In a budget debate, in a Belgian context and with a vivaldi government, we never touch the sacred houses. That is not the millions of flows, but the billions of flows. Let me name them. Firstly, the billion-dollar bill of migration: we agree that it needs to be dealt with. Secondly, the EUR 7 billion per year contribution to the European Union: if we negotiate a reduction, we can already close part of the budget gap. Of course, I am also talking about the billions transfer from Flanders to Wallonia. Let us have that debate, I think we agree on that. And, of course, the whole political system in Belgium, think of death homes such as the Senate and the provincial level: these are all matters that need to be abolished and saved. Then, as the Flemish Interest also aims, we can pursue a social policy for our own people first. That's what the Flemish Interest wants. Let us save on those billions of bills so that we can maintain our social security for the hardworking Flemings. That's the difference with what the Vivaldi coalition does. She makes a budget without talking about those sacred houses. There is no talk of this, they do not come to the negotiating table, but there are many billions to be raised.
ParlaMint-BE_2021-12-21-voorlopig-55-plenair-ip150x.u8	Mr Vermeersch, you did not answer my question. You have referred above all to matters which are not strictly economic and social matters. One of the major differences between the N-VA and the Flemish interest is that you want to divide your own population into certain sections of the population, one taking a certain benefit from social security and the other not. We are based on the freedom and responsibility of all who contribute. That's a big difference. We consider this responsibility to be very important. It's just that I think it's so weird. When I say that the Flemish interest is concentrated in many socio-economic issues in the policy of Alexander De Croo's left-wing government, it's just about that gift policy, about handing out gifts to people who don't take responsibility. That's something I don't understand. You're doing the analysis of Open Vld's position within this government and you're suing it. You are right in that respect, but in the facts you do something completely different and dance very often to the tune of the government you are trying to fight now. I wonder how one can be reconciled with the other. That cannot be reconciled, and that is clear from your answer, which was not really an answer to my question.
ParlaMint-BE_2021-12-21-voorlopig-55-plenair-ip150x.u9	Mr Anseuw, it has been said a number of times that your party wants to save on social security. We do not want to do that, except on one aspect, and that is to create a separate social security for newcomers. Those plans are not unrealistic. They exist in Denmark, where that government policy is. We had those plans calculated by the Planning Bureau. Depending on the modalities, savings of between EUR 1.5 billion and EUR 5 billion can be made. The Flemish interest does not want to save on the social security of the hardworking Fleming, but on the social security of the newcomer and I think this is a debate that needs to be held. I hear you say that the N-VA has not been won for a separate social security for newcomers, of which we are certainly in favour.
ParlaMint-BE_2021-12-21-voorlopig-55-plenair-ip150x.u10	Mr Vermeersch, I think that is a rather special answer. First of all, you say that you want to spend more effectively on social benefits. You confirm what Björn Anseuw says: more gifts for anyone who wants to appeal to support. Secondly, you do not answer Mr Anseuw's question, particularly for whom the invoice is for. You are proposing great plans that you are well aware will not be realised by this government. However, we know that there is a large invoice attached to your plans and to the government plans, which will end up somewhere immediately. We know who will pay this invoice, namely mainly the Flemings, because in Flanders most people are working and the tax capacity in Flanders is higher. Apparently, none of that can be named, but those are just statistical facts. Mr Vermeersch, it would be a good thing for you to take some responsibility too, or just to be honest in your communication. The latter can by saying that it is all yours if the country goes bankrupt, and if the Flemings will feel that in their portfolio, then so be it, because the end justifies the means. At least that's not our approach. We go for responsibility, where the Flemings are not punished. You're going for something else.
ParlaMint-BE_2021-12-21-voorlopig-55-plenair-ip150x.u11	Mr Loones, it seems that you did not listen carefully to the first part of my speech, because in it I said that we will not pay the invoices by millions, but by checking the billions of invoices, in particular migration, the European Union, the political system and transfers. As I understand it, the previous government did not want to touch the transfers, which is your political responsibility. We can pay the invoice. To save, we propose a separate social security for newcomers, which can save up to EUR 5 billion. I think this is a very clear answer to the question of how we will pay the invoice and where we will save it. How everything is arranged with you is more woolly. Madam President, savings, a budgetary effort of EUR 2.4 billion were foreseen. The Prime Minister forgot €0.4 billion in new policies, leaving a saving of €2 billion. Half a billion in one-off measures left 1.5 billion of them. The Court of Auditors noted finely that the securities tax was double counted, for an amount of 0.4 billion euros, leaving an effort of only 1.1 billion euros, equivalent to 0.2 percent of GDP. This government has therefore made no significant budgetary effort at all. The PS finally got its way. Each budgetary effort shall be re-spent immediately. This PS-dominated government clearly does not intend to smooth out the ill finances of this country. Vivaldi has postponed the real budgetary effort to next year. As from 2023, the European Union will probably re-apply the budgetary rules. Even Mr Van Peteghem argues in favour of this in the Eurogroup. Belgium was allowed to pause the fiscal rules for a while during the corona crisis and used them, provided that the sustainability of public finances was not compromised. That condition probably disappeared somewhere in the cellar of Rue de la Loi 16. The budgetary exercise last October was, of course, the moment to adjust. If next year's economy attracts again, there will also be some room to intervene. It should have happened by now. After all, Belgian governments are afraid to intervene in the second half of their term, with the prospect of elections. As far as the Flemish interest is concerned, the government certainly did not have to clean up blindly, but a minimum of seriousness and effort was needed to protect the credibility of budgetary policy. However, the PS is the boss in Vivaldi and wants the money crane to remain open mainly from Flanders and the hardworking Flemings. As a result, this country continues to decline in budgetary terms due to a complete lack of political will to get things in order and to make political choices about the core tasks of the government, the torrential taxes in this country, the never-resolved pension file and the far too low level of activity in the labour market, especially in Wallonia. There would be no new taxes under this government, except for budgetary discussions with respect for people who work, undertake and save. Nothing is less true: those who work, save and undertake do indeed pay more taxes today. The list of new taxes of this government includes 20 million euros of VAT at the dentist and physicist, a new health tax; 40 billion euros of boarding tax, a new flight tax; 43 million euros of more expensive fines by Mr Van Quickenborne, a new administrative tax; 66 million euros of non-indexation of tax reductions and tax exemptions, a new hidden tax; 100 million euros of the abolition of professional diesel, a new transport tax; 153 million euros of a plastic tax, a new European tax; 270 million euros of extra VAT on small packages, a new consumption tax; 430 million euros of securities tax, a new capital tax and 640 million euros of higher excise duties on tobacco, a new pest tax. I can go on like this for a while, colleagues. This vivaldi government is an unadulterated tax government. Liberals have not promised new taxes, but since the start of this government, the hard-working Flemings have been forced to take tax after tax and that in the country with the highest tax rate in the world. We will continue to oppose this for the sake of clarity. Save on asylum and migration policy, on the political system and on transfers, so that those who work, save and make can finally pay a little less tax. The government agreement also stipulated that budgetary efforts would be spread over a third expenditure, a third revenue and a third miscellaneous. However, the budget does not provide any information on this distribution. Moreover, the table of savings measures shows that most of the measures relate to revenue. That is literally what the Court of Auditors' comment on the budget says, and I quote: 'Most of the measures relate to revenue'. Revenue, so new taxes. It will only get worse with Vivaldi, colleagues. Minister Van Peteghem and this government are working on a so-called broad fiscal reform. A number of proposals have been leaked into the press. There is a tax on real rental income, the reduction of the tax benefit of pension savings and long-term savings, new capital taxes, the additional taxation of companies, sole proprietors and self-employed persons and even, at these times of price increases, the further increase of VAT from 21% to 22%. One has to dare. Minister Van Peteghem announces to anyone who wants to hear that there will be no taboos in his tax reform if it is on the government table. Contrary to what he says, there is indeed a taboo on the so-called broad fiscal reform. This vivaldi government excludes tax cuts in advance and in one of the most taxed countries in the world. That too must be dared. The Walloon Region has a budget in which Greece pales. The other Walloon levels of government also have huge problems. The municipalities are already looking at the Region for the pension costs of their officials. In the French Community, the Minister for the Budget, Frédéric Daerden, recently reiterated that the Community's budgetary situation after 2030 is no longer sustainable. Money, a lot of money, will be needed for Wallonia. This was also confirmed by Walloon Prime Minister Di Rupo. We need more money not only to pay off Wallonia's enormous debts from the past, but also to rebuild important parts of the region. A slight increase in interest rates, or a slowdown in growth, not to mention a new unexpected catastrophe, could put Wallonia in a Greek scenario. That does not frighten us as Flemish nationalists, on the contrary. In such a budgetary context, yet another state reform will no longer provide a way out of this. The dramatic financial situation of this country, especially in southern Belgium, will require more drastic intervention. In this country, we have to deal with the too much power. This will require a more thorough re-drawing of the state structure. Tough cutting in the way too big a government attachment. Improving the provision of services to citizens, our people. Reconstruct the affected areas. The far too generous culture of subsidies at all levels of policy and its many excesses stop, isn't it, Open Vld colleagues? In the current state of the finances of this indebted country, institutional reform means far more than transferring some powers and abolishing political retirement and death homes such as the Senate and the provinces. It is high time to completely reduce the money-consuming federal as well as the provincial level. To stop the billion-dollar transfers in this country. To finally split up social security. To firmly renegotiate our billions of contributions to Europe. To close the money supply for the many migrants, asylum seekers and other lucky seekers in this country. If we do not do so ourselves, colleagues from the traditional parties and Walloon friends, if we do not do so ourselves, here in this House, then the budgetary context of Belgium, one of the weakest and most guilty countries in Europe, will force us to do so sooner rather than later. We, Flemish nationalists, are standing by. We're prepared. Belgium and Wallonia derail; Flanders is the solution for us.
