ParlaMint-BE_2021-02-11-definitief-55-plenair-ip088x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-02-11-definitief-55-plenair-ip088x.u2	The general discussion is open. The general discussion is open. Mr Steven Matheï and Mr Dieter Vanbesien, rapporteurs, referred to their written report.
ParlaMint-BE_2021-02-11-definitief-55-plenair-ip088x.u3	Mr Minister, I would like to start with a positive note this time. The solution you come with does not involve additional taxes on Belgian rental income. So landlords of domestic real estate are spared and that is good news, at least for the time being. The large tax reform, which is often referred to, will also have to provide an answer to the general situation of the rental of real estate. Not all the voices we hear are equally positive. Anyway, that's the future. We will not talk about this at this time. I come to my comments on the draft law. The draft law introduces a new method of calculation to convert the value of real estate into a fictitious 1975 value in a complex and artificial way. After all, our real estate taxation is still based on that basis. According to the Council of State, the new method of calculation may result in the property located abroad being indirectly subject to a higher tax rate than real estate situated in Belgium. According to the Council of State, therefore, the question arises as to whether the practical application of the method of calculating cadastral income will not give rise to indirect discrimination between taxable persons depending on the systematic application of one or the other method. The Council also refers to the opinion of the Finance Inspectorate, which would be based on a case study. We have asked a question on this, but we were not given a convincing answer to that fundamental criticism either in the committee or in the opinion of the Finance Inspectorate itself. It therefore seems to be feared that the solution bears the seeds of a new judicial conviction by the way in which the tax base is calculated. Kicking the can further down the road Says the saying. However, such problems are difficult to prevent when trying to resolve foreign real estate over which the national authorities have no jurisdiction. Not only does such a solution once again lead to condemnations, but because of its complexity it requires a great deal of effort and expense from both the government and the citizen, who is once again being saddled with a new complex system. This is still separate from the undesirable side effects of the complex scheme, because for someone living abroad who is in the highest income range, the new method of calculation will make little difference, but for someone who is in the lower disks, the new method of calculation may lead to significant differences. That would not be the case, the Minister could not confirm in reply to Mr Vermeersch's question in committee. For this reason, it is a pity that the Minister in committee so quickly rejected the suggestion of a number of fiscalists to consider an exemption from taxation of foreign real estate pending a final settlement. Such an exemption may be limited to real estate within the European Economic Area. This method was applied in a different tax context in the past and was not challenged afterwards. Moreover, this method also responds to your main objection expressed in committee, Minister. Finally, the question arises as to why the tax authorities should be given such a mass work and the citizens should be burdened with new complex legislation, if all this turns out to be in vain in a few years' time. Is the new legislation perhaps just a sneaking step from the government towards the introduction of a capital card after CAP? After all, we read in the press that the tax authorities are already making serious calls to taxpayers to record all the details of their real estate purchases abroad. I have just heard the sp.a member here proudly declare that we already have access to the bank account of all Belgians. That scares me. After all, I thought that there had to be an indication of fraud before the CAP could be consulted. To conclude, we are satisfied that Belgian landlords are left untouched. However, we are also very sceptical about the new regulation that you are proposing. The effect is complex. There is a chance of new forms of unequal treatment. So this evening we are discussing a second draft tax bill, whose sustainability may prove to be very limited. We shall therefore abstain.
ParlaMint-BE_2021-02-11-definitief-55-plenair-ip088x.u4	Madam President, I would like to refer to the reply of the Minister who just spoke. He was talking about the genesis, a superb staircase in semantics. Unfortunately, you didn't use it on the committee. Otherwise, we could've gotten it through here for a while. In your words of thanks, you have forgotten the liberals. You did not specifically thank them for taking this tax. Maybe you can fix that later? To stay in that Catholic rhetoric, as I said in committee, they must have thought: if Moses doesn't come to the mountain, then the mountain will come to Moses. If Europe does not want our cadastral income, we will bring our cadastral income to Europe. And so it was. The Belgian cadastral income is exported abroad today with this bill. The archaic Belgian system, based on a fictitious rental value from 1975, is thus further expanded. It is a debatable bureaucratic process, in which one should actually have a bit of luck in determining that cadastral income. All the fiscalists, I have certainly not found any who claim the opposite. I agree that this is a kaduuk system that leads to injustices. It's a 1975 system. I wasn't born yet. It was the year when the Vietnam War came to an end and the seat belt became mandatory. That's how long it's been. This is, of course, not the modern, transparent and fair taxation that this government has promised. This solution is Belgian tax surrealism at the top. In November last year, Europe forced Belgium to tax rent income differently. The Belgian tax on foreign real estate has been a thorn in the eye of Europe for years. This country was thus finally put to death by the European Court of Justice. On 11 September 2014, a judgment of the Court of Justice showed that the Belgian scheme on rental income was contrary to European law. In April 2018, the European Court of Justice condemned the discrimination between foreign and domestic rental income, i.e. before the Marrakesh Pact. Since the Swedish Government did nothing at the time with N-VA at the time, and after that the Wilmès government did not solve the file, the European Commission finally started a second procedure in July 2020, leading to a penalty sentence in November 2020. It must now all progress very quickly with this bill, because the European Court of Justice condemned Belgium to a high fine in November. The European Court held that that assessment was contrary to the free movement of capital. The judgment stated that Belgium did not implement the first judgment and could therefore no longer appeal. The hot potato was simply moved from one government to another and the majority parties could and should have known that this delicate dossier had to be resolved. The European Court of Justice sentenced Belgium to EUR 2 million and, as long as no adapted tax legislation applies, the government has to pay a daily penalty payment of EUR 7,500. This is the result of the Belgian non-policy. It is clear that the majority parties did not agree on this point at the negotiating table. During the negotiations, therefore, the hot potato was simply pushed forward and ended up in the lap of the new finance minister. As a welcome gift, that can count. Mr Donné already reported the good news. There will be no additional taxes on domestic landlords of real estate. Therefore, there is no impact on domestic rental revenues. That is a good thing. The Minister of Finance has already made it clear in the Committee on Finance and Budget, at the request of the Flemish Interest, that this is not a preliminaries of the comprehensive fiscal reform. Thus, for domestic rental income, there is no short-term impact, but for the medium and long-term, the Minister does not exclude a tax on domestic rental income. The Greens and the Socialists in this government are even eager to tax domestic rent income. So a warned homeowner is worth two. Mr Vandenbroucke had it recorded in Knack that a tax on rental income is an option in this respect. When the fox preaches the passion, burp your geese. In committee he also said that his opinions have become almost one-to-one the fiscal policy of this government. He writes an opinion piece in the summer and it eventually becomes government policy, so many months later. That is once again proof that the socialists in this country determine tax policy. The Socialists, of course, forget to say that taxing these domestic rental revenues will disrupt the rental market. A lot of tenants, people who sometimes get a little harder to get by, will eventually get even harder. The tax administration will therefore have to determine the cadastral income of 150,000 Belgians abroad. This will really be a titanic work for the administration Measurements and Ratings. 150,000 owners will therefore have to provide information about their property, the address of their home, the type (villa, apartment or house), the normal sales value, and if this is not known, the price and the year of purchase is apparently sufficient. So it's going to be a huge job to process those 150,000 declarations of cadastral income but also to check them all. After all, we can imagine that owners might be tempted to make their foreign real estate look less expensive than it really is. Someone can turn a dump into a villa and eventually keep quiet about the renovations that have been carried out. In their own country there may be a check by the land register, but in other countries this is of course a lot more difficult. Moreover, these difficult to verify data can create some kind of legal uncertainty in relation to the taxable person. That is not unimportant, because this bill provides for substantial fines. Minister, if we can be so bold as to say that we already know one place where we would be very careful to insist on a check by your services. On the French island of Île d'Yeu, a Belgian owner is renovating and expanding a building, with all the local building regulations being ignored. Perhaps this royally renovated holiday villa will also be covered by this bill. It would serve as an example if this already controversial property were first checked. So far, our non-binding suggestion. Minister, you could have saved your administration a lot of work by simply releasing foreign real estate. This would cost the government little and the limited resources available from the administration could be used more efficiently in other areas. Now a whole administrative machine is put up and owners are saddled with advice costs, while the soup is not worth the cabbage. The administration, the taxpayers and their fiscalists are burdened with a lot of work, for what you call a budget-neutral measure. A tax lawyer states that the draft law before us seems to be a subsidy for fiscalists, because it creates a lot of extra work. In order to remain in the spirit of the coalition agreement, the efficiency of the fiscalists will increase by this bill. However, Professor Michel Maus claims that there is still discrimination between domestic and foreign rental income. In the magazine Trends he states: "If I apply the method to some foreign homes, they are still taxed higher than comparable properties in Belgium. This will undoubtedly lead again to a series of proceedings, to the European Court of Justice. That doesn't predict much good. A person with a residence abroad in the highest tax jurisdiction will not notice much of this bill. However, this does not apply to those in the lower tax brackets, where the difference may be considerable. For example, small pensioners who supplement their pension with foreign rental income will have to pay significantly more tax through the new tax base. The same applies to those who buy a shack, for example, and thus have no real rent income yet, but possibly a higher cadastral income. Minister, on our question in committee, you indicated that you have no idea of the individual impact of this bill on, for example, small pensioners, people who are in the lower tax brackets or people who, for example, buy a renovation property. These are very specific situations which we will have to monitor when this draft law is rolled out. At present, Belgium has not concluded, with the exception of a few exceptions, arrangements with partner states for the automatic exchange of information on immovable property under the Belgian double taxation treaties. Minister, within the framework of this draft law, we would like to call on you once again to engage urgently in negotiations with countries around the Mediterranean on the exchange of information on real estate. I said it in committee. A study carried out by the King Baudouin Foundation a few years ago shows that 60% of Moroccan residents in our country own property in Morocco. At the request of your predecessor, Minister of Finance Johan Van Overtveldt, the tax administration has informally contacted the tax authorities of Morocco and Turkey, among others. However, that dossier was never finished by the Minister. Such an agreement can be concluded between tax administrations and does not require a revision of the Double Taxation Convention. We therefore expressly call on you, as a new minister and responsible, to relaunch negotiations on the automatic exchange of information on real estate with Morocco and Turkey, among others. That is a clear appeal from our group. We look forward to your answer. The Council of State has also raised particularly critical questions about this bill. However, these questions do not prevent this government from pushing this bill through Parliament quickly. Contrary to the securities tax, where you have added a lot of weight on the basis of the criticism of the Council of State, that seems to be less the case here. For example, the Council of State questions the correction factor that would be used to reduce foreign property to its 1975 value. This correction factor applies to all countries, without distinction. Of course, the value of an identical villa in Romania or Spain will not be the same. But according to your correction factor, it is. No distinction is made between regions within countries. That means that this correction factor is not a good reflection of economic reality. The same criticism applies to the flat rate of EUR 2 per hectare for unbuilt real estate abroad. This method does not exactly correspond to the scheme applicable in Belgium. For Belgian real estate the rental value of 1 January 1975 or the cadastral income is determined by comparison. The 2 euro scheme only applies when no other data are available. This exception is now made by you with this bill as a rule for foreign unbuilt real estate. The Council of State notes that this arrangement may also not pass the test of the European Court of Justice. This draft law introduces new reporting obligations in order to establish cadastral income. Fines for non-compliance with the reporting obligations are also substantially increased. A fine of EUR 50 to EUR 1,250 can be imposed today. These amounts will be increased to EUR 250 to EUR 3,000 in the end. This is an increase of 150 % to almost 400 %. The fines are usually even higher than the tax itself. I'll come to my decision. We will abstain in the vote on the draft law. The alternative, taxing the domestic rental income, would not have been desirable for us. The joint governments of this country have failed for years to solve the problem. Europe must, in the end, impose a penalty on governments in order to persuade them to take action. 2 million euros have already been paid in. A further fine of EUR 1,350 million will be due in May 2021. That is ultimately the cost of Belgian non-policy. Exporting our cadastral income abroad is of course Belgian fiscal surrealism. The exemption of foreign real estate would have been a better alternative. The draft law before us will burden the administration with a great deal of work and legal uncertainty for taxpayers. It is also in danger of being destroyed again by the European Court of Justice.
ParlaMint-BE_2021-02-11-definitief-55-plenair-ip088x.u5	Madam President, this bill aims to put an end to the €7,500 daily penalty imposed by the European Court of Justice as long as Belgium taxes property situated in Belgium differently from that of Belgians located abroad (about 150 000). In committee, I asked the minister to situate us in which deciles these owners were located. Are we talking about high-income people or are we talking about disparate, high, medium, low incomes? The minister could not provide an answer. We remain on this uncertainty as to who this tax is addressed to. The solution of this text is to stop taxing goods abroad on the basis of reality and to do so now on the basis of cadastral income, i.e. on the basis of a concept that does not exist abroad since cadastral income is a typical Belgian concept, which exists only at home. For example, a Belgian owner who rents some 30 apartments on the Champs-Élysées to Parisians will be taxed on the basis of the theoretical reconstruction of a cadastral income of Belgium in 1975, since it was on that date that the cadastral income was calculated, which is called cadastral equalization. Behind this lame solution, there is a more general problem related to the multiple anomalies in the taxation of real property by our country, whether at home or abroad. I take this opportunity to point out these multiple anomalies. Firstly, Belgium is the only country in Europe that does not impose rental property on the basis of real rental income. It would seem logical to tax income, possibly deducting expenses to tax net income. No, I don't! This is not the option of Belgian taxation. I'm going to the second anomaly. The main tax on these revenues is the real estate discount based on cadastral income. This real estate discount applies to rental property, but also to property occupied by the owner. There is a clear difference between occupying one's own home and leasing one or more properties for rent. The third anomaly is this cadastral equalization, which dates back to 1975. The fact that it is relatively old is not a problem in itself; rather, the problem lies in the cumulation of two discriminations. The first discrimination is due to the clear difference between the value established by the cadastre in 1975 and the present value of housing. On the other hand, a study shows that this difference is even more pronounced in the case of larger houses in larger neighbourhoods. So there is a gap from reality, which benefits the richest. This discrimination is in addition to a second discrimination, which also favours the richest. The real estate discount rate is higher in poorer municipalities and provinces than in richer municipalities and provinces. This is easily explained by the fact that the tax base is lower in poor areas, as the houses are smaller and less luxurious, so that local and provincial authorities are obliged to apply higher rates in order to have the same budgetary return. So that Mr Piedboeuf does not come to quote the example of his commune of Tintigny, I will take as an example my commune of Morlanwelz in Hainaut. This commune is not the poorest but is far from the richest. The additional cents are 2,750. In Lasne, which is the richest municipality in Wallonia – and is still far from the richest municipality in Flanders (Sint-Martens-Latem) – the additional cents amount to 1,400. You see the difference! I'm getting to the fourth anomaly. This is the globalization of income, a principle that is reflected in the program of, so to speak, all left-wing parties in our country. The idea is to say why tax business income, financial income and real estate income differently. It is true that if income were to be consolidated, it would greatly increase the tax base, and that would reduce the tax rates for low and middle income, and lead to better progressivity. This would allow those with less income to pay less taxes, without necessarily implying higher rates for others. But globalization would bring additional revenue. However, with the very specific system of Belgian real estate taxation, this is not the case at all. The fifth anomaly stems from the Minister's statement that he would not proceed with a new cadastral equalization, that he would not review cadastral income. I understand his logic. I am not saying that I justify it, but I understand the idea that, from the moment that all these means – cadastral equalization is not a small transaction, it would require a lot of means – would be committed by the federal government, which, for the moment, is eliminating 5,000 jobs, there would be no return on this investment in tax revenues, since real estate tax revenues are mainly on the side of entity 2, and not of the federal government. As far as the sixth anomaly is concerned, one might say that the taxation of real estate income in our country is wrong, but that we will, fortunately, introduce a tax on wealth that will affect the wealth of the richest, including their real estate assets. This refers to the discussion of the previous text on the security account tax which does not apply to immovable property, non-financial movable property, or even financial property when it comes to nominal shares. It only affects the securities accounts. So, we're missing the check! This series of anomalies means that, in the end, a solution is found very quickly to a problem to which – that is true – we must respond quickly; however, this is really not a fundamental solution. Somewhere, an anomaly of Belgian taxation is extended to taxation that will apply to real estate abroad.
ParlaMint-BE_2021-02-11-definitief-55-plenair-ip088x.u6	Madam President, this draft law provides a very pragmatic solution to the problem for which our country was fined by the European Court of Justice. Allow me to comment on the various comments. Mr Donné, you call the draft law a pragmatic solution, and indeed it is. Therefore, I do not understand your proposal to exempt all foreign real estate. We have another definition of fiscal justice, or, as you call it, fiscal correctness, which we wish to pursue. I do not understand why we should distinguish between people with an apartment by the sea or in the Ardennes and people with an apartment in the French Provence or the Spanish costas. We certainly cannot make that distinction. There were two questions that I did not answer in committee. Mr Vermeersch, your question concerns the countries to which you referred. There has indeed been contact with the authorities of these countries, and also from a number of other countries, to conclude agreements for the automatic exchange of information on immovable property. The result is negative, as these countries showed no willingness to organise such an exchange. This is not just about Morocco, it is also about other countries. For us, it is particularly important for countries to focus on the full, correct and substantial implementation of the CRS exchange. Moreover, in our country, but also in several other countries, all the information we expect is not always available in a centralized, automated or computerized manner. Mr Van Hees, you asked a question about the distribution of the deciles. Of course, I cannot answer that today, but you can always put a written question to that effect.
ParlaMint-BE_2021-02-11-definitief-55-plenair-ip088x.u7	Minister, I would like to comment on your answer. My suggestion on the exemption is based on the fact that your draft is problematic in three respects: it is complex, it is burdening the administration with unnecessarily much work in relation to what it brings, it creates legal uncertainty for a number of citizens and, if I may believe the Council of State and the Finance Inspectorate, I cannot, however, judge the latter, because we have not seen that report, and we have also introduced a potential inequality in the new system. If I put all this together, I might be more in favour of a system which specifically provides for an exemption for real estate situated in the European Economic Area, partly because, given the system of progression retention, taxation in those countries has a very low tax impact on most of the citizens and would be particularly beneficial to the citizens who are in the lowest tax brackets. I therefore do not think that the exemption system would be less correct than the one you are proposing. It doesn't have a number of flaws that your system does, but that's a choice you make. The choice of exemption certainly does not seem to me to be the easy solution, which would entail many other problems. That's what I was gonna say.
ParlaMint-BE_2021-02-11-definitief-55-plenair-ip088x.u8	Madam President, I would like to reply to the Minister's answer to my question. You seem simply to accept the refusal of, among other things, Morocco and Turkey to exchange this information with our country, Minister. The information you mentioned was already known before you became Minister, even before the government was formed. My question to you, as a new minister, as a new representative, was to retake that initiative, not only for the federal government but in cooperation with the regions, because the information on real estate is important not only within the framework of this bill but also for the regions. Remember that people who have social housing should not have second property. Remember the case of someone of Moroccan origin who lives in a social home and who appears to have dozens of real estate estates, buildings or homes in the country of origin. This information is necessary, not only within the framework of this draft law, but also for the regions, in order to be able to pursue a decent social policy and to allocate the social housing to the people who are really entitled to it. You are also the Minister for the Coordination of Fraud Prevention. This is one of the major frauds that must be tackled in this country. Hence our group's express call for this exchange of information with Morocco and Turkey, among others, to work at last and to do so in cooperation with the regions and not simply to dismiss you in the event of a refusal.
ParlaMint-BE_2021-02-11-definitief-55-plenair-ip088x.u9	Is anyone still asking for the floor? Is anyone else asking for the floor? The general discussion is closed. The general discussion is closed.
ParlaMint-BE_2021-02-11-definitief-55-plenair-ip088x.u10	We turn to the discussion of the articles. The text adopted by the committee serves as the basis for discussion. (Rgt 85, 4) (1762/3) We shall begin with the discussion of the articles. The text adopted by the committee is the basis for the discussion. (Rgt 85, 4) (1762/3) The bill has 16 articles. The draft law has 16 articles. No amendments have been tabled. No amendments were tabled.
ParlaMint-BE_2021-02-11-definitief-55-plenair-ip088x.u11	The discussion of the articles is closed. The vote on the package will take place at a later date. The discussion of the articles is closed. The vote will be taken at a later date.
