ParlaMint-BE_2021-09-23-voorlopig-55-plenair-ip125x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-09-23-voorlopig-55-plenair-ip125x.u2	Voters 107 Stemmen White or invalid 6 Blank or invalid Valid 101 Geldig Two-thirds majority 68 Two-thirds majority Mr. Vincent Eechaudt obtained 14 votes. Mr Vincent Eechaudt received 14 votes. M. Bart De Temmerman a obtenu 87 voix. Mr Bart De Temmerman has received 87 votes. Mr. Bart De Temmerman, having obtained a two-thirds majority of the vote, was declared a Dutch-speaking effective member of the Bureau of the Central Prison Supervision Board. Mr Bart De Temmerman, who received the two-thirds majority of the votes, was declared a Dutch-speaking, effective member of the Bureau of the Central Supervisory Board for the Prisons.
ParlaMint-BE_2021-09-23-voorlopig-55-plenair-ip125x.u3	Voters 107 Stemmen White or invalid 5 Blank or invalid Valid 102 Geldig Absolute majority 52 Perfect majority M. Björn Bullynck a obtenu 2 voix. Mr Björn Bullynck received two votes. Mr. Frank Judo obtained 90 votes. Mr Frank Judo received 90 votes. Ms. Sarah Scheepers obtained 10 votes. Mrs Sarah Scheepers received 10 votes. Mr. Frank Judo, having obtained 90 votes, i.e. an absolute majority, is appointed as an effective Dutch-speaking member of the Board of Directors of the Federal Institute for the Protection and Promotion of Human Rights. Since Mr Frank Judo received 90 votes, which is the absolute majority, he was appointed a Dutch-speaking, effective member of the Executive Board of the Federal Institute for the Protection and Promotion of Human Rights.
ParlaMint-BE_2021-09-23-voorlopig-55-plenair-ip125x.u4	Proposal submitted by: Proposal tabled by: André Flahaut, Laurence Zanchetta, Malik Ben Achour, Patrick Prévot, Christophe Lacroix, Hervé Rigot, Karin Jiroflée, Vicky Reynaert.
ParlaMint-BE_2021-09-23-voorlopig-55-plenair-ip125x.u5	The text adopted by the committee serves as the basis for discussion. (Rgt 85, 4) (1815/4) The text adopted by the Committee is the basis for the discussion (Rgt 85, 4) (1815/4) The title has been changed by the committee to "proposal for a resolution to make the vaccine against VOCID-19 a global public health good accessible financially to all". The title was changed by the committee to "Proposal for a resolution calling for the COOVID-19 vaccine to be made available to a global public that is financially accessible to all." The discussion is open. The meeting's open. The reporters are Mrs Vanpeborgh and Mrs Jiroflée.
ParlaMint-BE_2021-09-23-voorlopig-55-plenair-ip125x.u6	I refer to the written report.
ParlaMint-BE_2021-09-23-voorlopig-55-plenair-ip125x.u7	Patents or making the COOVID-19 vaccine financially accessible for everyone is a very interesting dossier, which we have also had very interesting hearings on. The start was the opposite of the outcome. If we go back in history, we have to find that the PVDA had put forward a proposal in committee that was based on their ideology. You have heard it in the discussion of the recommendations of the special covid committee, the nickname of our colleague's favourite word is big pharma. Their proposal for a resolution was therefore based on the fact that big pharma, the pharmaceutical industry, had made too much profit with the covid vaccines and that the vaccines should therefore be accessible to everyone. We fully agree that covid vaccines should be accessible to everyone. However, we can no longer disagree on the ideological interpretation of this. Then, however, a proposal from the PS was made that was linked to the PVDA's proposal. After a round of arm wrestling we would eventually work on the proposal of colleague Flahaut. All the hearings were therefore based on the two texts that were submitted. We have passed those hearings, we have asked questions and we have drawn conclusions. Then suddenly there was the discussion of an amendment by the Vivaldimpere, again a completely new text. Colleagues, when we talk about Vivaldi and patents, we should, like on Facebook, check the box "It's complicated." After all, it's complicated. Are we now in favour of lifting those intellectual property rights or against? Or are we all gonna work in a pool together or not? It's complicated. We're not reaching an agreement. We don't have a vision, that's basically what it's all about. In this proposal for a resolution, the COVAX initiative is prominent. This should ensure that vaccines are brought to low-income countries. Currently 43.7% of the world's population have received a first vaccine, which is only 2% in low-income countries. COVAX is a beautiful and noble initiative, which my group certainly supports. It was strange, however, that the majority sent her cat to the Committee on External Relations when we held a hearing there with those responsible for COVAX. Mr Merckx and I ourselves have a completely opposite ideology, but we both support the accessibility of the vaccine to everyone. Although we are both members of the opposition, it seems that we were the only ones able to free ourselves from this important discussion. In a second round, the other colleagues eventually took part in the hearing. Our group's vision is very clear, innovation and the use of the pharmaceutical industry have ensured that one year after the outbreak of the crisis, we already had access to vaccines to get out of the covid harness. Today we can breathe again, especially in Flanders because there was a great vaccination willingness. Gradually, we evolve towards more freedom; The debate in the hearings was very emotional, when we should fall back on the facts. At the heart of the matter is the availability of vaccines worldwide. But to get these vaccines, we also need the raw materials, the production sites, the technological knowledge and the cooperation between companies. One of the examples is the cooperation between AstraZeneca and the SII in India, which means that there is an expansion of those production sites. There is therefore a need to switch and production sites should be facilitated. The representative of the EEA has made it clear that many compatibility studies are needed to start a new production line. That is also why the AstraZeneca vaccine produced in India does not appear here on the covid certificate. A lot of compatibility studies are needed, it doesn't just happen. Johnson & Johnson also stated that it looked for production sites, but that it did not find them because of the need for raw materials, skilled staff and technological knowledge. It has been said very often in the debates by colleagues that a vaccine is too expensive for the low-income countries. Meanwhile, there are several. However, we have heard very well in the hearings that the pharmaceutical companies, which are big pharma, as colleagues call them, want to work with a stepped-up system of pricing. They therefore adjust their price for low-income countries. When we talk about COVAX, it is a pain for the Belgian Government. We will donate our surplus vaccines to the COVAX initiative. Of course, that's very noble. I asked the representative of COVAX if we had bought them too expensive, if we would have had 4 million more vaccines for them if we had allowed the low-income countries themselves to buy those vaccines? The answer was yes. We could have thought of that. When we talk about big pharma, which my colleagues are so keen to refer to, I would like to make a point. I have just said that we live in other worlds. For us, profit, through which employees are paid, guaranteeing prosperity for a society, guaranteeing innovation, progress and science, is not a dirty word. I am sure that all workers in Puurs who work for Pfizer do not think that is a dirty word either, because they live on it and, like all citizens, they have commitments, but they have to be paid for their work. They are paid with that profit. The pharmaceutical sector in our country guarantees 100,000 direct jobs. The pharmaceutical technology stands for one in four patent applications. You say that's a dirty word, but they do offer guarantees for the future, for innovation. Let us look at the substance of the proposal before us. There's about 13 requests in there. The first request is that we call for vaccines to be considered as global public health goods and accessible to all. We are going to advocate this at the United Nations, at the World Trade Organisation and at the European Union. We have been advocating this for a few months now. Have we received an answer in the meantime? Have any steps been taken? How many vaccines have we been able to give to patients worldwide? That really isn't the answer. I have just spoken about equal, affordable and quick access to the solution of the price steps. Much more than one prize for the whole world is equal treatment. We are also going to call for negotiations within the EU. Now, today, at the end of September 2021, we are going to argue in favour of starting negotiations. We should have done that a long time ago. If we are really convinced, we should have done so a long time ago. We also want to encourage voluntary cooperation among ourselves. You all know, or anyone who has followed the hearings, that Moderna has the voluntary licence allocation. The company grants its license voluntarily to companies wishing to produce the vaccine. How many vaccines have already been rolled off the tape through this voluntary licensing? That'll be zero. It's not a success. It's not working. There is no access to raw materials, technological knowledge and skilled personnel. We will support COVAX. We want to be a pioneer in all national and international fora. We will also examine how we can mobilise international funds. However, in the motion for a resolution before us, I do not see at all who will pay for these funds. For the COVAX initiative, we have no idea who will pay for the COVAX vaccines. The purchase of vaccines has not yet been discussed with the Länder. Will the distribution be 80% for the federal level and 20% for the Länder? That question has not yet been answered. However, we would like to call for international funds to be collected. We also want to support an African ECDC or ACDC. That's very good. I don't have a problem with that. We also want to make an effort to optimise the distribution. However, we now come to Question No 5, by Mr Beazley, on behalf of the Committee on the Environment, Public Health and Consumer Protection, on the proposal from the Commission to the Council (Doc. 11, that's I fully agree with that request. I give my absolute support. We are in favour of transparency in contracts. Then get on with it. We have just had the discussion on the recommendations of the Covid Committee. We have also just had the discussion about the fact that information is collected. My colleague Frieda Gijbels has once again made it quite clear to the chairman that we, as members of the special co-vid committee, did not touch all the information and that we therefore had to move to a committee of inquiry. You're laughing, Mr. Chairman, but you know I'm right. Ladies and gentlemen, you are now voting in favour of the recommendation to make vaccine contracts transparent. Well, then let's get started. We've been asking for months. And what do we end up getting? Thanks to the efforts of the secretariat of the special covid committee, we receive an email from Ursula von der Leyen with a link to the vaccines. Finally! After ten months, after a positive opinion from the committee on public access that was ignored, we get that link. However, it does not work, because they have forgotten to share the right link. If we finally get the right link, we'll get contracts that are made again, certain passages of which are not accessible. The same applies to the opinions given by the FAGG to the Inter-Ministerial Conference on Health. We don't have access to that either. Now, ladies and gentlemen, if we vote for this, if the majority here really guarantees request No. 11, then let us immediately transform the covid committee into a committee of inquiry. It was in the statutes. We have the applications, we are very clear with different parties about the need to examine this. You say today that we will argue for transparency, we are your partner. Let's get to it right away. There is also something in it about export restrictions. That, too, is special. After all, you all know that the FAGG once, in the heat of the crisis, turned Zaventem upside down by ensuring that medicines could not leave Belgium. Zaventem was at that time, now still married, a hub for the export of very important medicines produced in the pharma valley that Flanders is. If we are consistent, we must also take action in this area and make sure that this does not happen again. I will not say that I am in favour of this, because I absolutely believe that we must ensure that our patients have medicines, but I think that citizens can ask that the majority be consistent. I have been informed in committee that you will approve of this. Do something about it. Go for it. Make your choices. We will not approve this because we are convinced that this motion for a resolution will not bring additional vaccines to our patients. We are convinced that we need innovation, science and cooperation with industry, to bring together innovative medicines and vaccines to our patients.
ParlaMint-BE_2021-09-23-voorlopig-55-plenair-ip125x.u8	Madam President, ladies and gentlemen, no one will be left from the covid until the whole world leaves the covid as well. The virus has no borders and the more vaccination drags around the world, the more the risk of vaccine-resistant variants is present. The text proposed by the PS Group today, in which we have collaborated, has a dual objective of solidarity and global public health. We call for Belgium to be able to plead with the United Nations and the European Union for maximum accessibility of vaccines and treatments against covid. If on the objectives of global solidarity we are almost all aligned, I say almost all, on the means to achieve this we have different visions; the text that is proposed is the result of a common path and a balance, and has the merit of being pragmatic and achievable in the very short term. In substance, environmentalists continue to argue that the temporary lifting of patents is part of the solution to make vaccines more accessible. This vision is not shared and since we are in the majority and in democracy, we have gone as far as we have been able to find a balance. What is the vaccination situation in the world? These are very recent WHO figures. By the end of June, the richest countries had 50 per cent of the vaccine doses produced. The poorest countries now hold only 0.3 per cent of the doses, i.e. 16 million vaccines out of just over five billion vaccines produced. Today, the richest countries are vaccinated at 61.51 per cent, while the poorest countries are vaccinated at only 3.31 per cent. It's not because they don't want to get vaccinated, but because they don't have vaccines. Are vaccines affordable for low-income countries? The WHO has again calculated that countries should increase their health care spending by 56.6 per cent to reach 70 per cent immunization coverage, while the impact for us, the rich countries, is on average only 0.8 per cent, despite the staggered pricing. The WHO target is to reach 40% immunization coverage in these countries. So you will notice that we are still very far from it. There is therefore an urgent need to take action and given this urgency, it is pragmatism that has taken precedence over ideology. Among the positive developments we have made, as Mrs Depoorter pointed out, is the call for Belgium to commit itself to improving the transparency of agreements on vaccine contracts between pharmaceutical companies and the countries that signed them. The immediate implementation of the C-TAP tool for knowledge and technology sharing was also required. We also call on Europe to identify obstacles to voluntary licensing because this comprehensive and serene analysis work needs to be started so that we get out from the top and find an effective solution, whatever it may be, to provide vaccines to the rest of the world. Today, rather than the lifting of patents, international cooperation and voluntary licensing have been retained. It must now be demonstrated that these two levers will be able to meet the challenge of 40 per cent immunization of the world's population. We are concerned that this is not enough and we will therefore continue, at all levels, to press for these vaccines to be accessible. It is an issue of solidarity and efficiency that does not suffer from any delay.
ParlaMint-BE_2021-09-23-voorlopig-55-plenair-ip125x.u9	Madam President, ladies and gentlemen, making the covid-19 vaccine a global public health good, accessible to all around the world, regardless of the financial resources of the population, is the objective of our proposal. This is a fight that my group has been fighting for months and we want to see it come to fruition through concrete solutions. The numerous hearings that have taken place in the Committee on Public Health, which I have attended, have shown the complexity of the problem. Let us take the situation of the African continent, which has just crossed the course of 200,000 deaths since the beginning of the pandemic, 200,000 deaths and only 3% of the population of the vaccinated continent! To date, 80 per cent of people in high-income countries have received their first dose, compared with only 20 per cent in low-income countries. We all agree that it's dramatic. Why such a gap? First of all because these countries do not have access to vaccines. According to the Alliance for a Universal Vaccine, which includes several NGOs including Oxfam and Amnesty International, populations in the poorest countries may not have access to vaccines before 2024, as rich countries have captured nearly 50 per cent of vaccine doses by carrying out massive pre-orders. Secondly, because when these countries have access to vaccines, they are often unable to administer them because of a lack of qualified personnel, problems of financing, transport or respect for the cold chain. And finally, because mistrust has gained a large part of the population, even though on this side, the situation seems to be improving. Our fight isn't from yesterday. Since November 2020, we have been exchanging on this subject because we are all in the same boat, facing the same pandemic. And as my colleague Laurence H annoyed said, no one will be safe until everyone is safe. As is well known, the longer the vaccine will drag around the world, the longer this crisis will last, due in particular to the emergence of variants that could become resistant to vaccines. What we want is for our country to continue to advocate at the international level, including with the United Nations, the World Trade Organization and the European Union, for vaccines and all other treatments against the covid-19 pandemic to be considered as global public health goods, accessible to all, and for it to continue to advocate with the European Union for a clear and coherent European global vaccination strategy against covid-19, focusing on ensuring equal, affordable and timely access to immunization for people in developing countries. We reaffirm this again today, and above all, we want to be pragmatic in order to achieve concrete results in a timely manner. What we want today, and what we have always wanted in this debate, is to go beyond words that make us believe that we are going to solve the issue by simply calling for the lifting of patents on these vaccines. Of course, this is a complex issue, but it remains one of the avenues for solution for us. A patent is indeed a very important link to enable innovation. However, in exceptional circumstances, exceptional measures must be able to be taken, especially when it is known that such vaccines, for example, have also been developed with public funds. That is why we believe it is essential to plead with the European Union in order to open negotiations within the World Trade Organisation for rapid access to vaccines, equipment and treatment for the virus. The debate must remain open, whether it is the temporary lifting of patents, as some countries call for, or the transfer of technology or the development of know-how in the countries of the South, as others have argued. What is needed today to achieve concrete and rapid results is to enable the voluntary sharing of knowledge, intellectual property rights and data by operationalizing, for example, this important World Health Organization instrument, C-TAP, which, unfortunately, is currently not being used. It is also essential to promote and support the famous VOCAX scheme for the countries of the South. It is an extraordinary international solidarity mechanism that is essential to ensure prompt, fair and equitable access to vaccines for the populations of all countries. That is what we support through this resolution. You know that this work is the result of a compromise because, as we heard at the hearings, not everything is black or white. For my group, it is clear that pharmaceutical companies must finally show voluntarism in the name of human rights, the rights that we are defending. One of these human rights is the right to health for all. The production and supply of vaccines for low-income countries should be accelerated.
ParlaMint-BE_2021-09-23-voorlopig-55-plenair-ip125x.u10	Madam President, ladies and gentlemen, allow me to take a moment to look at the origins of this resolution. Originally, it was my good friends and after dear colleagues from PTB-PVDA who came up with a proposal to increase the availability of COVID-19 vaccines worldwide by lifting the patents on the vaccines. They presented their proposal as a priority proposal. The wagon of PS, the current resolution, was initially attached to it. As you know, that link was released at a later stage. I'll come back later to why that happened. Both proposals originally focused on patents relating to the COOVID-19 vaccines, an interesting subject. A number of hearings were held to determine whether the noble aim set out in both resolutions could best be achieved by the means promoted in those resolutions. Those hearings were similar to an ideological argument war for the Flemish interest. I think Mr De Caluwe will agree with that. The questions raised during the hearings clearly showed who was in which camp. Only a limited number of speakers and a limited number of questioners escaped that trenches logic. During the debates it was stated that fishing, disabling and lifting the patents would be perfectly possible to produce vaccines more quickly. During the hearings I heard speakers saying yes and others did not, but I did not see much consensus. For example, I have also heard deadlines of two months to start a production plant, but also deadlines of six months. The hearings did not give me too much clarity on this too. What was clear about was the fact that starting a vaccine production is more than just building or transforming a factory. A number of speakers also pointed out that there is such a thing as personnel, technology, raw materials, not to mention the quality of production. I refer once again to the problems in Seneffe, or to Emerging BioSolutions in Baltimore, where 15 million doses went into the garbage can because there was a production error with the J&J vaccine. At that time, however, they were specialized firms. The fact that companies are ready worldwide does not mean that they are ready to start production. In my humble opinion, both resolutions did not take account of that reality. The big question of whether we can achieve significant parallel vaccine production in a relatively short time was and remains unanswered. Let us go back to the essence of both resolutions: a fair global distribution of the available vaccines. An honest division for who? And what is a fair division? Even at micro level, there was no agreement on that. For example, young people felt that they were the first to be entitled to a vaccine, but so did the elderly, and so did the active population. But also the teachers and the top athletes thought so and so I can go on for a while. We are now familiar with the debate on the order of vaccinations, and it was no different on a global scale, not even within the EU's merry friends' club. In this context, Mr Zacharie of 11.11.11 pointed to the discrepancy between orders and deliveries, resulting in an uneven distribution of vaccines between the North and the South. That is a finding that we can only deny with a great deal of bad will. Because of the uncertainty about the virus and perhaps even more about the efficacy of the virus, the North has taken it for granted and ordered far too many vaccines. Because of that uncertainty, the North simply played for certain. That is, let us be honest, a normal human response from the Heads of State or Government in question. During the discussion of these resolutions I said that I personally was not so pessimistic about this and that I thought that this distortion would be corrected sooner or later. My argument was that once the effectiveness of the vaccines proved, an increasing proportion of the population would have been vaccinated, and production would be released which could then be delivered to the South. And look, a few days ago, Uncle Sam promised Uncle Joe another half a billion vaccines to the South, which he will distribute above the half a billion that the United States had promised before. With 4 million vaccines, our country also puts a dime in the bag, and we are not alone in that. So, ladies and gentlemen, my optimism was not entirely unfounded. The production is getting going pretty well, not to mention that it is already pretty well underway. The vaccination of the North is becoming more than satisfactory. So with that vaccine solidarity, it's also a mustache, I think to myself. During the discussion in committee, I did not wrongly compare this with the removal of air pressure in an airplane: first put on your own oxygen mask and then put on others' masks, so everyone has the best chance. At first, messing around with patents for what I will call the "red side" of this Parliament was a kind of self-evident thing. At some point it must have been understood to the authors of this resolution that there are also a little less left-wing people in the government, that there are a little less left-wing government partners in the majority. The result was initially that the link with the PVDA's initiative was abandoned. Mrs Merckx was not happy with that, I understand her. I suspect she'll be setting up a tree about it herself later. A second result was the famous all-encompassing amendment tabled by the authors, which replaced the whole resolution. That text is 'the fruit of the compromise between the various parties of the majority'. I admit, honestly, I couldn't write it myself. Freely translated and from the modest Buggenhout, it means, in my opinion, that one should remain with the hands of the patents to pull the rest of the government over the line. That is my interpretation of that very beautiful, prosaic sentence. In the original text, the position on the lifting of patents was very clear, but in the text before us, which, as you know, is the result of the comprehensive amendment, that is no longer the case. If anyone is still wondering why Mrs Merckx shed an ideological tear when the text was adopted in the Committee on Health, then he knows why. Ladies and gentlemen, I also note that this resolution ignores the reality that it is not enough to produce vaccines. It's gonna take more than that. I am talking not only about syringes and needles, but also about logistics and information dissemination. And especially about vaccination readiness. Even in our country, it has been relatively difficult for some months to find candidates for a shot. Maybe because of something I'll call easy-to-use vaccination restraint. When I look at the willingness to be vaccinated within the difficult-to-reach groups, as they are called, I dare to predict with some pedantry that it is only a harbinger of the willingness to be vaccinated on the marked continents, based on fear, faith, superstition or some kind of anti-vaxer belief. Madam President, ladies and gentlemen, this last minute amended resolution which wants Belgium to negotiate, that Belgium is leading the way, that Belgium is holding talks, that Belgium is entering into dialogue, that Belgium is examining, that Belgium is enrolling in processes, and more of those high words, is one of the sheep to whom the local knitting club has enjoyed most. This resolution puts a lot into the eyes of other countries with the ringing finger on this earth. If that's not cynical, it would actually be funny. For, ladies and gentlemen, let us be honest, according to this resolution, Belgium must play a leading role in creating a framework for combating pandemics. That while we could not even order mouth masks in a normal way and the measures here are adapted to the European Football Championship. So perhaps we'd better stay good and even humbly sitting on our seats instead of wiping out the moral cloak. The common thread in the Belgian approach to the crisis was that there was no plan. I sincerely believe that we should save the world the Belgian example, unless we want to give an example of how not to do so. Colleagues, I will conclude with a positive note. It's not always trouble and torment when I'm standing here. The Flemish Interest does not doubt the good intentions of the proposers, but the final result that is before us has the sole merit of getting the full majority behind it. I don't see much more than that myself. No, the Flemish interest is not against solidarity in the field of vaccines. We too want to show solidarity, but we do have some doubts as to whether there will be enough sheep after this sheep has been shaving to support this resolution in full. Ladies and gentlemen, this proposal is an empty box with a beautiful, albeit noble packaging, but it is no more than that. You will not be afraid that we will abstain.
ParlaMint-BE_2021-09-23-voorlopig-55-plenair-ip125x.u11	Madam President, ladies and gentlemen, first of all I would like to thank our colleagues in the PS for putting this issue on the agenda. Indeed, it is a dossier that allows all the parliamentarians of our institution to express very clearly a vaccine solidarity. As you will understand, the initial proposals that were made did not entirely suit us, far from that, but we were able to emerge from a purely theoretical and ideological discussion on patents and intellectual property rights, and I believe it was important to be able to do so. We did so in the light of the hearings we conducted. Some patent specialists – whether from ULB or UCL – have told us that vaccines currently on the market are not yet the subject of a patent. There are patents on compositions, elements that make up these vaccines, especially on messenger RNA, which are based on research that started some ten years ago, and which, moreover, concern not only vaccines but a whole series of drugs against cancer or autoimmune diseases, for example, or with interesting promises in the fight against Alzheimer's disease. Listening to patent specialists in our country, it quickly became clear that the patent and intellectual property system allows for as many innovations as possible, and that it is in countries where the patent and intellectual property system is supported that there are the most innovations in all fields, therefore not only in the field of medicine but also in other leading-edge technological fields. Patent and intellectual property enable and encourage innovation. Eighteen months ago, few of us could have thought that, in our countries, vaccines would be available to the population so quickly. This is the first time such speed has been observed. This has been done thanks in particular to patents. It seems to me that we need to get out of the mythology of Big Pharma because, in this case, the main patent on messenger RNA was filed by an SME and not a Big Pharma. It is a small company whose only asset is precisely this type of patent. We would probably never have had this collaboration between Pfizer and BioNTech without a patent system. At least that's my conviction. I may be wrong, but I think that, overall, it is in countries that adhere to the patent and intellectual property system that there are very few innovations in other countries. Or let me have a few examples! But I haven't found them yet! There's a lot of copiers. But people who make real innovation outside of a patent and intellectual property system, I don't think there are many. So we were able to get out of this purely ideological debate on the patent. We all realized that, patent or not, vaccines with a magic wand were not made available to the whole world on an ex officio basis and that many conditions had obviously to be met. My group, like most groups, is very committed to asserting the need for global vaccine solidarity. I'll even go further. I believe that the vaccine is indeed a global public good of universal reach. But patent or not patent, a number of conditions must be met, including production. However, production can only be done on the basis of technology transfer. Voluntary collaboration is therefore required. Without voluntary collaboration, technology transfer is extremely difficult. While the knowledge that justifies the patent can be made available fairly easily. Moreover, when the patent is granted, information circulates in the scientific world on the processes that justify the patent. Everyone therefore takes note of the information on the patent. This is what makes it possible, in particular, to get out of monopoly situations and to move towards a competitive situation which is more favourable to innovation. It is therefore necessary, beyond scientific knowledge, to have a productive capacity. When one has it, it must necessarily rely on the disposition of raw materials. It's essential. I recall that there are 280 raw materials in the composition of a messenger RNA vaccine. We need not only raw materials, but also high-quality personnel, because we would not imagine defending the availability of vaccines globally, but also low-quality vaccines, because we would not have met all the conditions necessary to ensure that these vaccines are of good quality and that they are truly effective. There is a need for high-quality, competent personnel, available raw materials and an efficient distribution system. The whole logistical aspect must also be taken care of. When all these conditions have been met, there is one last one: the people must join. In our country, we have problems of accession in certain parts of the country, very clearly. As a Member of Parliament for the province of Liège, I can talk about it tonight. Sometimes membership is difficult. This is one of the features of our resolution: it is a question of promoting, at the level of international bodies, an accession campaign that is conducive to the vaccination of as many people as possible. There is also a need to enhance the exchange and collaboration between patent-holders, companies that can set up production sites. This is not always easy. Collaborations are successful, such as Universal and Senegal, whose collaboration is supported by the Walloon government with some success. These collaborations are therefore possible and that is what we must aim for and support. We are pleased to have avoided a sterile debate or by playing the sorcerer apprentices on the merits or not of intellectual property. In my view, intellectual property rights are inextricably linked to property rights. We can discuss with proponents of theories that oppose private property and, of course, they are against intellectual property rights. They are against all property rights, by the way. This speech, which I think is a bit sterile, has been avoided when we are aware of the urgency of working to ensure that all populations, including low- and low-income countries, have access to vaccination as quickly as possible. This can prevent human tragedies in this country and it must motivate us, but it also promotes better overall effectiveness against the pandemic both in these countries and in our own countries. We will never be immune from the resurgence of coronavirus as long as there are still countries in which the vaccination rate is clearly insufficient. We therefore all have an interest in this transfer of technology and in the possibility of collaboration and voluntary licensing, in promoting efficient distribution logistics and equally effective international campaigns for vaccination. That is what we support, and we agree with all the proponents of this resolution, that the vaccine is a global public good of universal reach and that it must be supported in its distribution so that the whole world can protect itself against this pandemic.
ParlaMint-BE_2021-09-23-voorlopig-55-plenair-ip125x.u12	Madam President, in Belgium, all adults and a large proportion of young people have now been given the opportunity to be vaccinated. We currently have about 73 % fully vaccinated. However, we have to note that only 3 to 6% of the population were vaccinated on the African continent. So there really is a vaccination gap between rich and low-income countries. It is crucial that everyone in the world has access to vaccines as quickly as possible. A possible slope that was mentioned before is the temporary lifting of patents on the covid vaccines. In the Committee on Health we have had several hearings on this matter with a huge number of experts. This showed that the removal of patents is not necessarily the best solution to increase production capacity, especially in the short term. The reasons for this are the lack of qualified staff, the great importance of monitoring the quality and the importance of continuous research and innovation for the pharmaceutical sector. Of course, CD&V considers it important that the social responsibility of the pharmaceutical companies grow. We are therefore calling, through this motion for a resolution, for even greater commitment to consultation and voluntary cooperation in order to increase production capacity. We also think it is important not only to think in the short term, but also in the long term to look at how we can increase the self-reliance and independence of developing countries. The resolution before us today certainly contains a package of recommendations and questions to the government that responds to these challenges. Therefore, the CD&V Group will approve the proposal.
