ParlaMint-BE_2021-03-11-definitief-55-plenair-ip092x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-03-11-definitief-55-plenair-ip092x.u2	Proposal submitted by: Proposal tabled by: Denis Ducarme, Benoît Piedboeuf, Benoît Friart, Philippe Pivin, Nathalie Gilson.
ParlaMint-BE_2021-03-11-definitief-55-plenair-ip092x.u3	The general discussion is open. The general discussion is open. The rapporteurs, Mr Vanden Burre, Mr Freilich and Mrs Houtmeyers, refer to the written report.
ParlaMint-BE_2021-03-11-definitief-55-plenair-ip092x.u4	Madam President, ladies and gentlemen, in this covid context, we know how much our self-employed, our SMEs, pushed for a significant part of them, by the closures linked to health measures, are at risk or in difficulty. We also know that the greater the number of bankruptcies, the more the community will pay the social mark, with the loss of jobs that it can generate, but also the psychological note in relation to the people, the self-employed who have been crushed by the covid, who have not been able to go through this crisis. And then, very cynically without a doubt, but this is extremely important for the state budget, we will also collectively pay the note with a lack of tax revenues. In view of these elements, it is important to save as many businesses as possible. Together with our colleague, Mr Geens, under the former government, we had taken steps to put in place a moratorium on bankruptcies. The new government re-edited it at the end of the year. But, as we know, these moratoria on bankruptcies are not sufficient tools, given our CRP, which is still very weak. I will come back to that later. Madam President, I have spoken about the moratorium on bankruptcies because we had had at the time, and we have still had a number of opponents in this area in recent times, telling us that the moratorium on bankruptcies should not always be recommended and should not last too long because it could, in turn, lead to other independents and other companies in the infernal spiral of lack of cash flow. We have therefore agreed with Minister M. Van Quickenborne, on the occasion of the rich, long and intense debates that we have had in the Committee on the Economy, the need for the government to put in place a tacit moratorium on bankruptcies, as far as the federal level is concerned, and more specifically as regards tax services, VAT and ONSS. Today, I hope that we will be able to vote for this reform of the PRJ (judicial reorganization procedure). But at the outset, on behalf of the MR Group, I would like to inform you that we are going to table a motion for a resolution next week calling on the government to continue this tacit moratorium on the federal level (VAT, ONSS, etc.). For the state, which today helps these independents and businesses, is often the first to assign those even in bankruptcy. As we alluded to with my group leader, Benoît Piedboeuf, it would not be a matter of seeing the state take back with one hand what it gave with the other. We will therefore, on behalf of the MR Group, ask the government to extend this. Madam President, has it been a combatant's journey to this text, as I was able to read in an article in La Libre Belgique today? I don't know. In any case, it is a rather original formula, since the government relied on a text from the Reform Movement that I tabled last year, with Benoît Piedboeuf, to reform the PRJ. Throughout, and since November in particular, we have had round trips between Parliament and the government on this subject, to give birth, after a second reading in committee, to the text proposed to you here today. I think this has been a very beneficial collaboration between Parliament and the government. The driving force behind this text is, of course, Parliament. The government has come to add a number of amendments and fuel which, I believe, make this text very satisfactory, also from the point of view of the insolvency experts on bankruptcy law that we have been able to question about the final text that we are submitting today. It is a good collaboration to be reissued within the majority, even though we have had tense moments in committee with the opposition. That being said, Madam President, I must say that this collaboration has proved to be extremely beneficial in trying to get the best out of this text. In addition to the colleagues of the majority whom I sincerely want to thank, in particular Minister Van Quickenborne, I will also thank those of the opposition, namely Maxime Prévot, of the CDH, who made very concrete arguments, but also those of the N-VA, who were able to make a useful contribution to this long discussion. I hope that we will be able, on the occasion of the vote which it has enabled us to obtain, to see support for this text, which goes beyond the majority-opposition divide. Indeed, at some point, I believe that common sense is law. And that is what we have tried to develop around this text. As such, I would like to reiterate my thanks to Minister Van Quickenborne for his flexibility and willingness to engage in dialogue with Parliament throughout the proceedings. Indeed, the PRJ – as we have known it so far – has not been able to respond to what it was intended for. The reason is to find in its character far too strict. We have therefore made several relaxations to the new legislation, so that the judicial reorganization procedure can be much more practical for economic operators and their representatives. Let us remember: it was enough for one piece of evidence to be missing from the case file for the judge of the company court to consider an application by PRJ to be inadmissible. In the present case, one of the crucial aspects of the original text is to offer operators the possibility of gradually entering new parts without taking the risk of the PRJ sinking – as was very often the case in the past. I will not go back to the cost of a PRJ in the old system. I would also like to point out that it was not adapted in terms of the digital possibilities now provided for in the reform. A government amendment provides an important element of this new JRP, a preparatory phase unlike the previous JRP. The entrepreneur, the self-employed person, will be more accompanied in the preparation phase of the file to be filed in the company court. That's what was missing. This preparation was arranged between the contractor and his representative, a lawyer, in court. This period was not set. It will now be organized by the project that we are putting forward. Beyond organising and giving insolvency practitioners the opportunity to already have a certain number of contacts with creditors, this will also give the possibility – and this has been at stake in the debate in recent weeks – to see, including in the preparatory phase, suspended claims. Indeed, this preparatory phase is important and confidential. We are aware of the problem in the PRJs of the old model of advertising. This is, of course, a factor which increases negotiations which are possible in the preparatory and confidential phase with certain creditors. We will now have the opportunity – this has been at stake in the intra-majority debate, with the opposition, with Minister Van Quickenborne – to finally foresee, thanks to a last amendment that we have tabled, the possibility that the legal representative can, on a number of claims, already activate the company judge to ask him for coverage and suspension in the preparatory phase. It is a central element that will really give us the opportunity, I hope, to give more perspectives and more opportunities to save companies through these two mechanisms, namely the preparatory phase and the procedure before the company court. What else can we say, except that it was time for us to activate this reform? We were, at European level, below what is proposed elsewhere in Europe. Today, in the context of the covid crisis, a number of neighbouring countries are active in business insolvency and bankruptcy schemes, as recently seen in the Netherlands but also in England. It is clear that the political level, beyond the aid it intends to provide to our economy, must now, as in the future, in relation to the plans of Minister Van Quickenborne in this area, ensure that our small economic operators are more protected. Indeed, this PRJ, is finally human-sized. That wasn't the case. Accompaniment by the legal representative, and the preparatory phase, meet current needs. Today, our self-employed, our SMEs, are partly exsangued financially and morally. We might have wished to link the vote on this reform of the PRJ with the end of the moratorium provided for by the government. We have worked as quickly as possible without artificially accelerating the debates either. I said from the start, there was a second reading; so this text is mature. I think that he will meet his objective, given a form of concord that we may have had with the parties beyond the majority.
ParlaMint-BE_2021-03-11-definitief-55-plenair-ip092x.u5	Madam President, Minister, ladies and gentlemen, a corporate debt moratorium is a blunt instrument that undermines the precarious balance between creditors and debtors. This threatens creditors to become tomorrow's debtors and could effectively create a negative spiral of bankruptcies. Our group has already called for a government initiative on the temporary relaxation of the rules on judicial reorganisation as a better alternative in setting up the first corporate debt Moratorium. Unfortunately, however, we have to note that the previous but also the current government did not play the ball faster, because for many companies this is really a matter of life and death. We note that the Wilmès II Government has failed to implement the measures, and the Vivaldire agreement does not actually show any sign of agreements during the formation of the government on the subject. We do not suspect and therefore think that you have only been shot into action, when the second wave of hospitalizations had to be set up. When we discussed this, we once again called for a number of relaxations to be made in the procedures of judicial reorganisation. Minister, you promised me that you would do your best in December in the Committee on Economic and Monetary Affairs to have such a package of measures ready by 31 January when the debt Moratorium was to be terminated. Today we are already six weeks later and that second moratorium has already passed smoothly. Many companies have been in uncertainty since then. That uncertainty hangs them above their heads like a sword of Damocles. After all, some of these companies are still not allowed to start their activities or may only be partially restarted by the infamous ministerial decisions of your colleague, Mr Verlinden. Since 31 January, there is also the possibility that one of their unpaid creditors will subpoena them in bankruptcy. Although the government states that it will not do so as a creditor, the government is not usually the only creditor. We are thinking, for example, of the banks. Even though solidarity in society and other companies is high and a summons to bankruptcy may not occur very often in practice, the highly uncertain situation makes many entrepreneurs fear today. It feels like the barrel of a gun to their sleep, while they're not allowed to do anything right now. It is a bit of good news that there is now finally a politically feasible proposal on the table, which seeks to adapt the procedures of judicial reorganisation. Better late than never, we may say. The bill contains a number of acceptable, temporary relaxations and also a few good, final adjustments to our insolvency proceedings. We will therefore fully support these relaxations and adjustments. However, we have some reservations. During the discussion in committee, however, the opinions obtained showed criticism. In addition, the opinion of the Council of State and the legislative opinion of the Legal Service of the Chamber gave rise to a number of amendments, which were often pushed under our noses by the majority. So there is no doubt that the text will still not be carried out. It is fortunate that the most far-reaching measures are only temporary and that the law provides for an evaluation, in addition to the possibility of extending a number of measures. It is, of course, very unfortunate, Minister, that the evaluation and its extension are unilaterally delegated to you in the legislative text. So you are taking Parliament out of the picture. Okay, better one bird in the hand than ten in the air for our businesses. It is also in that light that we from the opposition have worked constructively on the legislative proposal and have ensured that it can also be dealt with quickly. The new possibility of the preparatory agreement is the N-VA's affection, but we believe that the potential pitfalls must be considered. This new way for companies to get out of solvency problems must not lead to abuse or disadvantage for certain creditors. For example, the tacit nature of the preparatory agreement can be questioned. Is there not, after all, a risk that an approached creditor would not want to join in a solution and at the same time opt for his money by carrying out his claims? Such manoeuvres can seriously harm ignorant creditors and sometimes put companies in difficulty in tight shoes. Will the preparatory agreement not lead to more procedures for judicial organisation? Are there enough judges in company cases to deal with those files? With the modest remuneration they receive, do they have time to deal with those very labour-intensive dossiers on preparatory agreements? Among other things, the Institute of Business Revisors and Febelfin clearly warn that flexible conditions around the preparatory agreement can lead to more abuse and even fraud. So here's the message. In addition, will the proposed measures have such a high impact that bankruptcies are avoided? In the coming months and years, however, it is mainly the attitude of banks as lenders and, in the event of solvency problems, also the attitude of the public authorities and banks as creditors, which will be decisive in this respect. The future will tell you that. The N-VA will therefore abstain from the legislative proposal. We are certainly giving the preparatory agreement an opportunity, looking forward to how it will be applied in practice in the coming months, and we certainly hope that you will use the delegation granted to you with the legislative proposal to adjust, where necessary, and to extend the measures only if they really prove to be an added value for the survival of our companies.
ParlaMint-BE_2021-03-11-definitief-55-plenair-ip092x.u6	Madam President, ladies and gentlemen, I would like to respond briefly on behalf of the Ecolo-Groen Group. As has been pointed out, we are in an exceptional context. We are facing extremely serious difficulties. We are facing the greatest external economic shock since the Second World War. Some economists even think it goes back a long way before it. The most fragile economic structures of our economy, i.e. small structures, are hit with full force and in the first place. I am thinking of SMEs, TPEs, self-employed people, sectors that have had to close down and some of which have been able to resume their activities, unlike others. The situation on the ground is quite dramatic. This is why, for many months, a range of emergency measures have been taken. They were necessary. They were set up by the previous government and taken over by that government. Most of these measures are now extended until the end of June. One of these measures concerns the reform of the judicial reorganization procedure (PRJ), which has been explained in detail by our colleague Ducrame, whom I thank for his initiative and for being the first signatory of this bill. In general, flexibility was needed, in particular for SMEs, to make this PRJ simpler, more accessible and therefore more efficient, by allowing companies in great difficulty to reorganize rather than have to declare bankruptcy. In fact, a bankruptcy is always a human and personal failure, but it also has a negative impact in terms of employment and therefore social. The text under consideration provides for an emergency mechanism since it is still in the context of the covid crisis. But structurally, we will also have to move towards a simpler PRJ. I would like to take this opportunity to say a word about the discussions, the context around the moratorium on bankruptcies. As has been pointed out by several colleagues, a moratorium had been put in place by the previous government, was taken over by that government and was stopped for a while. It stopped on 31 January last year and had as its obviously commendable objective to avoid cascading bankruptcies, in particular companies that were healthy before the covid crisis. But such a general moratorium, as was the case, could also – it was the risk – put other companies in difficulty, typically suppliers, which of course was not the objective. It could therefore be understood that there was a need to reorient to a different range of measures, since no measure was the panacea in this type of context. This text comes a few weeks after the end of the moratorium on bankruptcies. Minister Van Quickenborne, but also yesterday in the parliamentary committee, Finance Minister Vincent Van Peteghem, pledged that the state, through the ONSS and VAT administrations, would not mention bankrupt companies in court. This commitment is made until the end of this month. That's what the Minister of Finance told me. This is a good thing, especially since today about 80% of bankrupt quotes come from the state. Therefore, if the de facto State does not cite before the court, there is a "partial" moratorium which is still very important and which remains very broad. In my view, this is an important complementary measure in this case. All these measures are positive.
ParlaMint-BE_2021-03-11-definitief-55-plenair-ip092x.u7	Mr Vanden Burre, you point out a fundamental point: the question of the public moratorium. If it is to see this government and its tax administration, VAT or ONSS, even after the end of the month, start again assigning independents, companies, who will still be on their knees, that is not the case. We know how much our economy is hit by this crisis. Mr. Van Peteghem explained that this moratorium would be limited at the end of the month. It will probably be up to us to ask the government that this tacit moratorium go beyond the end of the month. It's fundamental. I hope that in the coming days we will be able to speak on this subject in order to join us on this objective.
ParlaMint-BE_2021-03-11-definitief-55-plenair-ip092x.u8	I exchanged on this with Minister Van Peteghem yesterday in committee. Our request is to be able to reassess things and not to set March 31 as an absolute deadline. The situation is dramatic and needs to be evaluated month by month. This moratorium on the fact that the state does not cite bankruptcy is indeed a complementary measure that we support. For us, we must give ourselves the opportunity to evaluate it and, if necessary, extend it. The situation must, of course, be analysed very closely and we will pay attention to it. I welcome the fact that this complementarity has been created between all the measures. This is fundamental in the current context. Our group will continue to support initiatives to avoid as many business and SME failures as possible that were healthy before the covid crisis.
ParlaMint-BE_2021-03-11-definitief-55-plenair-ip092x.u9	Madam President, ladies and gentlemen, it is, of course, not easy to find a suitable instrument in these difficult times with a particularly severe economic crisis that is raging over our country and many companies that are in difficult papers. As we all know, the bankruptcy Moratorium ended on 31 January and the government decided not to extend it. I understand it wasn't a good instrument. Better than nothing, it was then. However, we must ensure that a creditor does not become a debtor himself tomorrow. This legislation is primarily intended to be more low-threshold, yet I remain critical of the time span between the end of the last bankruptcy Moratorium and the start of this new legislation which has put us in some sort of vacuum. I believe that this is also due to the fact that this legislation has remained in place for too long. I'll tell you why. Last year, on 11 June, the urgency of this bill was given in plenary, but we left it behind for months. I understand the Minister when he says that his colleagues have worked hard on the amendments needed to improve the text, but we believe that this has wasted a great deal of time. This means that we are now in a vacuum and that there is nothing at all now. It is then said that the FPS Finance will not proceed to subpoenas in failure. That may well be, that's very noble, but as we all know, any interested party can sue for bankruptcy. I am thinking, among other things, of banks and suppliers. I've had conversations with several company auditors in the past period. They all say that this vacuum is irresponsible in times when a lot of companies are in difficulty and are even obliged to close down until today. That is certainly a necessity which must of course be laid down by law. It is said that not all documents should initially be present in order to obtain an admissibility of the file. That's a good thing. For small businesses, the threshold may still be too high, because in any case, a company must consult financial experts to file a case before the court, even if certain documents can only be submitted later. My concern remains, however, until today, that some entrepreneurs may wait too long before they submit the dossier, which will eventually drown the calf. Mr Ducarme has just said that the opposition has cooperated constructively. He didn't mention us, but we certainly did. We have tried very constructively to contribute to the debate in committee. We did not even make it difficult when the translation of the text of the Council of State was not there because, in the end, we understood the need for legislation in this area. We approved the text at that time, and we will, of course, do so today, although with the concerns I have just expressed here.
ParlaMint-BE_2021-03-11-definitief-55-plenair-ip092x.u10	Madam President, the purpose of the bill is to facilitate access to the judicial reorganization procedure for small businesses. This is an objective that the PTB can obviously adhere to. So there is a whole series of provisions in this bill that we can support. I will briefly mention a few of them: - Simplification of formal requirements for access to the judicial reorganization procedure, which will make it more accessible to small businesses. - The new preparatory agreement procedure, with the intervention of a judicial representative, to facilitate the conclusion of an amicable agreement or to draw up a reorganization plan. This procedure takes place at some discretion, as the procedure is not published. During this procedure, the president of the court may grant terms and time limits to the debtor, for the payment of all or part of the debts. - The possibility of shifting from the new preparatory agreement procedure to a shorter judicial reorganization procedure. However, it is necessary to take into account the context in which the vote on this bill takes place. The moratorium on bankruptcy ended on January 31, 2021. The government believes that the bill is a sufficient response to the end of the moratorium on bankruptcies. The PTB absolutely does not share this view. The small independents on the ground don't share it either. At the end of January and the beginning of February, we held hearings, and we heard representatives of the independents and sectors who are still under arrest because of the health measures. They told us that the moratorium on bankruptcies should be extended, at least for companies that are still closed. For the UCM, as long as the restrictive measures last, the support of the public authorities must be prolonged; and the moratorium is an essential element. That is why the PTB had tabled an amendment to extend the moratorium on bankruptcy by three months, but no other party supported it. On this issue of the extension of the moratorium, a dividing line emerged between, on the one hand, the large companies, rather represented by the FEB, and, on the other, the small independents, particularly defended by the Union of the Middle Classes. For Pierre-Frédéric Nyst, president of the UCM, the theory defended by large companies, which is a macroeconomic theory that says that a form of sanitation is, from time to time, not bad, is inconceivable and incomprehensible for independents and small structures. When a big company breaks its face, you don't have to sell the CEO's house. Today, the crisis clearly shows the divergence of interests between, on the one hand, independents and SMEs, and, on the other hand, large companies. But on this issue of extending the moratorium on bankruptcies, it must be noted that the majority, but also the N-VA and the Vlaams Belang...
ParlaMint-BE_2021-03-11-definitief-55-plenair-ip092x.u11	Madam President, I would like to point out to Mr D'Amico that we have effectively supported his amendment on the bankruptcy Moratorium. I believe that the truth has its rights, and I would like to make that right.
