ParlaMint-BE_2021-07-15-voorlopig-55-plenair-ip122x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-07-15-voorlopig-55-plenair-ip122x.u2	Colleagues, as I mentioned earlier this morning, news in several areas, towns and villages is absolutely dramatic and evolving from hour to hour. Once again, I would like to reiterate the House's solidarity with those affected by the devastating floods that are hitting our country. I would like to express our support for the victims, their families and their families. Finally, we would like once again to express our support and thanks to the various emergency services, to Defence, to the various authorities in the country and to all the volunteers who are doing everything they can to help the affected people. Thank you also for European solidarity. It is always very difficult to express oneself when you see the devastating images that circulate. Ladies and gentlemen, however, we must resume our work, encouraging all those on the ground.
ParlaMint-BE_2021-07-15-voorlopig-55-plenair-ip122x.u3	I have before me a request from a group in this House to hold a topical debate on the floods in the country and the hunger strike for undocumented people. It is therefore the flood that is affecting our country today and the hunger strike of the people without papers. I propose that the group presidents take a decision on this request. I propose that the group chairmen take a decision on this request.
ParlaMint-BE_2021-07-15-voorlopig-55-plenair-ip122x.u4	Madam President, Prime Minister, Minister, dThe summer of 2021 or what should go ahead will unfortunately not be forgotten by many people. Maintaining rain caused a lot of rivers and streams to come from their shores and that whole streets and neighborhoods are white. Apart from the enormous material damage, there are unfortunately also fatalities to be regretted. The images from Pepinster, Spa but also from the Voerstreek and other parts of Limburg are clearly hallucinating and each of them creates personal dramas. Village cores are evacuated, the water is sometimes up to 2 meters high and people are waiting for help on their roofs. If we can believe the latest messages, we'll be looting in the meantime. Long-term measures are insisting, and that is what it stands for. Forgive me for saying that I am in no doubt about it. I am thinking, among other things, of the softening of large areas and, above the surface, of sealed streams and rivers. At the moment, we need to focus on short-term solutions and ensure that we switch quickly. First of all, the victims who are evacuated and, above all, the people whose homes have become completely uninhabitable must be taken care of. Do you have any eyes on that? Is there enough capacity for this? How will this be organised? Secondly, there is the demand for regional disaster funds. Can the federal level provide financial support to ensure that the worst needs are met as quickly as possible and that victims do not have to wait endlessly before they are given the means to rebuild their lives? Finally, Madam Minister, Prime Minister, I would like to ask you the question of your predecessor, Minister Jambon, for the abolition of civil protection. Disasters like this make it clear that civil protection is indispensable in this country, and that its destruction was a wrong decision. Will you therefore take steps to reverse that disastrous decision of the past?
ParlaMint-BE_2021-07-15-voorlopig-55-plenair-ip122x.u5	Madam President, Prime Minister, this is a national disaster. They're horrible images I've never seen before. Maybe they remind you of the floods of the 1953 disaster. Full congregations are flooded, houses are collapsed, people are fleeing their roofs. Several deaths have also been reported. The water keeps rising. There's one case going on today. Our support and solidarity is now essential. I would therefore like to ask you about the role of the federal government in this. Emergency services, Civil Protection and the military have been mobilized. I see that help is being offered from West Flanders, that the Antwerp fire department is also active in Liège. That is solidarity, and that is how it must be in this country. People now need immediate help, also in order to get the damage compensated. Colleagues, let's do the best we can as a government. Are we gonna close our eyes any longer for what's really going on? How many more floods? How many more fires? How many more heat waves? How many people lose their homes? Climate warming is a major climate disruption. Green policies are more important than ever. When are we finally gonna realize this together? Those questions must also be asked today. The European Commission has proposed a very ambitious Fit for 55 climate plan. So there's hope. There are things possible. There are still politicians who think in the long term, and that is very encouraging. Prime Minister, I would ask you to fully embrace these plans, fully support them with our country and with this new federal government.
ParlaMint-BE_2021-07-15-voorlopig-55-plenair-ip122x.u6	Prime Minister, ladies and gentlemen, this is a terrible disaster! This morning, I went to Liège. What is happening is not normal: cars fly in every direction, houses no longer stand like in Pepinster. This morning, we were closing the doors in the neighborhood of Saint-Léonard at Chênée, because it was announced that the Meuse will overflow this afternoon. What are we gonna do? In this kind of difficult time for the Nation, solidarity remains the first thing to emphasize. It is everywhere – Flemish, Brussels, Walloons. There is also solidarity in Flanders, also in Limburg and Flemish Brabant there are problems. Let us stop this division, we are all in this together. What touched me this morning was the solidarity of Antwerp's firefighters. The fire department of Antwerp has immediately come to Liège, from the heart. That's real solidarity. It is this solidarity that we need today. I applaud all the Antwerp firefighters who have come to Liège. I can tell you that the people of Liege are affected by this solidarity. Young people, old people in the countryside and in the city, they're all affected today. This solidarity must go further because there is an urgent need. And the debates will come. Is it normal for such floods to occur? What is the meaning of concrete policy at all? What is the role of global warming in these files? These are debates we must be able to have. Agriculture at home. But what matters today is what we're going to do to help people, and that's what we're going to do in an emergency. Prime Minister, what does the federal government intend to do? What support will be given to our firefighters? What reinforcement will be provided for civil protection, rather than dividing and closing barracks? What urgent reinforcement will be given to save lives? We cannot let go of what is currently happening in Pepinster, Verviers, Limburg and Flemish Brabant. Solidarity can help us out of this situation.
ParlaMint-BE_2021-07-15-voorlopig-55-plenair-ip122x.u7	Prime Minister, Madam Minister, these are visions of apocalypse which, since yesterday, have led to exceptional floods, in many places in Wallonia and in Limburg, a chaos which, alas, is accompanied by mourning, since at least five of our compatriots have lost their lives and the human balance is still in danger of getting worse. The diluvian rains, the floods of rivers propel thousands of families into distress; the affected citizens, some of whom, the house has collapsed completely, and who need help at the height of the severity of the weather. According to the Royal Meteorological Institute (RMI), it has never been seen in 50 or even 100 years. For example, on the axis running from the Hainaut boot to Liège, via Namur and the northern part of the province of Luxembourg, the MRI recorded cumulations of more than 40 mm of rain over 24 hours, i.e. 40 l/m2. In places, cumulations of the order of 100 l/m2 were recorded. The Directorate-General for Waterways in Wallonia indicates that the entire province of Liège, and a large part of the province of Luxembourg, Namur and Walloon Brabant, are in the red phase of flood alert. The governors of these provinces have already activated the provincial crisis management phases. The situation in Limburg is worrying. Our firefighters, our civil protection, our military and our hospitals are all mobilized, ladies and gentlemen, but also the municipal services, the local elected representatives and the European Union's civil protection mechanism have been activated. As I said, the images are impressive, striking, and let's say clearly, the situation is critical. Behind these images, thousands of fellow citizens are in great distress. Among them, traders, independents who, already heavily affected by the covid crisis, risk this time simply losing everything. Prime Minister, Minister, they need all the strength of the nation. What is the state of affairs at this stage throughout the country? What measures are being implemented by the federal government to help our fellow citizens, the provinces, the municipalities that face this bad weather? Many people are in distress, including psychological distress, facing this atrocious situation. What can we do at our level to try to answer their questions and concerns?
ParlaMint-BE_2021-07-15-voorlopig-55-plenair-ip122x.u8	Mr Prime Minister, Madam Minister of the Interior, first of all, I would really like to welcome the titanic work that hundreds of women and men are doing to save human lives because in some parts of the country we are in this extreme situation. We must save children, women, men who are trapped from rising waters while waiting for a helicopter or even a boat to hope to get out safely from home. Firemen, military, police, ambulances, civil protection, everyone is mobilized. When nature is unleashed, we measure the fragility of our lives. The first aid workers, despite the mobilization of all the living forces, are out of date. My throat is tied. I come from Luxembourg, which, like Liège, like Verviers, Rochefort, Hotton, Marche, is experiencing extremely difficult moments. Your government is in reinforcement. Your colleague, the Minister of Defence, Ms.Dedonder, has already sent military personnel to assist the firefighters. We welcome this approach of assistance to the nation. Madam Minister, today you have activated the European Union's civil protection mechanism, which makes it possible to appeal to other countries for specific support needs. Can you tell us the scope of such a mechanism? How will you support local and regional authorities to cope with the scale of the disaster? How will you support these women and men who give everything to save lives?
ParlaMint-BE_2021-07-15-voorlopig-55-plenair-ip122x.u9	Thank you for these questions. I think I speak on behalf of everyone here when I express our condolences to all those who have been severely affected by this catastrophe. It is clear that we all feel very small and vulnerable to this brutal force of nature. We've seen images that were absolutely apocalyptic. Let us not forget that, behind these images that affect us, there is a lot of human suffering. We think in particular of people who are in very difficult conditions, their loved ones and those who try to do their utmost to help. Many people see their homes, their homes and the work of a lifetime ravaged by water in minutes. They didn't expect this to happen so brutally. Our thoughts go to all those affected, their families and their loved ones. The Minister of the Interior, who will reply in addition, is in permanent contact with the National Crisis Centre and the Governors. She looks at almost minute a minute where additional federal support is possible. In the meantime, the Secretary of Defense has done the same. We are also in contact with our neighbouring countries and other countries to see what additional resources we could make available. Indeed, Mr Hedebouw, as you have mentioned, we see an enormous effort of solidarity in our country and in our neighbouring countries. Solidarity has been established between emergency services, firefighters, civil protection and local authorities. Everyone is doing the most today, and this is our first priority: helping and saving people. Many people are in distress. I would like to express my gratitude to all those who are active on the ground now and who are likely to be active for a certain period of time. In some places, the situation is not yet improving; on the contrary, it may get worse. The King and Minister Forlords will be on the scene this afternoon, to express our support to the affected and to all those who today give the best of themselves to help and save as many people as possible. Of course, we also want to assure them of our solidarity. Finally, many stakeholders have indicated that what we are seeing here today is something we have not experienced in recent decades. I certainly do not want to anticipate the scientific analysis that will have to be made, but the IPCC, the United Nations Climate Panel, has repeatedly indicated that we are going to face more and more extreme weather phenomena, both extreme drought and the extreme rainfall that we are seeing today. That expectation has existed for a number of years. I repeat, let's not anticipate the analysis. The federal government takes these climate phenomena seriously. We have already taken action and will continue to do so. But today, what matters is to do the utmost to save people, families who are in a very difficult situation. Finally, I would like once again to welcome the national and international solidarity that has emerged in an attempt to do everything possible, and to thank all those who have mobilized.
ParlaMint-BE_2021-07-15-voorlopig-55-plenair-ip122x.u10	Colleagues, it is indeed terrible what is happening now. We see some images, but what does it have to be to get it all out of hand suddenly, to have to fight his house, his memories and in the meantime to get safe and dry? It goes without saying that the situation is very serious. At the moment, residents, visitors, tourists and aid workers are fighting the devastating power of the water. I therefore think it is right that all our attention and all our efforts should go to them in the first place. The questions that are raised here today in Parliament are even louder on the ground. It is there that we must commit ourselves. I myself try to do so by maintaining permanent contact through the Crisis Centre with the governors and all the emergency services on the ground, which provide support wherever necessary. Our first thoughts go out to the victims, the families and friends of the victims and all those who have suffered material damage. As the Prime Minister has just announced, the King and I will visit the affected region in order to encourage the inhabitants and encourage the emergency services. Over the last few hours, incredible cooperation has been set up by the fire services from all over the country, civil protection, relief and defence services. They fight against the water with man and power. I do not need to hide the fact that this sometimes happens at the risk of one's own security. The provincial governors have also done what is needed over the last few hours and all night, and they will of course receive maximum support from the federal government. The National Crisis Centre, the General Directorate for Security and Prevention closely monitor the situation. As a number of speakers and the Prime Minister have just mentioned, there has been an incredibly strong solidarity, in which many fire brigades from Antwerp and Limburg, East and West Flanders and other provinces have spontaneously and voluntarily delegated their people and resources to help where necessary. Civil Protection has also spared no effort to provide material. This morning, you had a question on this matter, and the national coordination hub for logistical support met in order to coordinate the use of resources even better and to allocate the available material to the best possible extent. These are boats, divers, helicopters, drones and other equipment, which must be used in a coordinated and efficient way. Of course this will also be followed, because the situation changes from hour to hour, even from minute to minute. Fortunately, our country's commitment and solidarity are particularly strong. However, it became clear last night that this was not enough to counter the unseen water pollution. That is why I activated the European Union Civil Protection Mechanism at 11.30 p.m. last night, providing a number of flood rescue using boats and rescue helicopters from various rescue services in European countries. We have also increased the demand for helicopters, because it is all hands on deck to help and even save as many people as possible. We have received several offers in response to our request. Those of the Flood Rescue Using Boats (FRUB), France, Austria, Luxembourg and Italy were accepted. We also received the offer of helicopters from France and Italy, which can be used today. Other countries, such as Germany, are in the process of assessing the possibility of providing us with helicopters. I have personally contacted the competent ministers of our neighbouring countries to support these requests for assistance. Despite the fact that their border regions are also affected by the floods and that they also need their national resources, there is great solidarity. I'm very grateful. At the time when we are talking, the situation is still extremely precarious. We can already conclude from the images that human suffering and material damage will be particularly great. I closely monitor the situation and ask everyone to spare no expense or effort to help people and save families. In order to ensure coordination and to consolidate aid, I have therefore just formally announced the federal phase, which will allow coordination to proceed as well as possible. Of course, there were already extensive cooperation and maximum federal support. However, given the spread to other provinces, we have decided to announce the federal phase. We have to go through this together. We must use our help and strength against the washing water. It is only by working together that we can give the best possible answer.
ParlaMint-BE_2021-07-15-voorlopig-55-plenair-ip122x.u11	Prime Minister, Minister, thank you for your answers. But from your answer, Prime Minister, we are not making much progress. It excels in nothingness. You say nothing about the shelter and nothing about the financial resources that you can meet the people who are suffering at the moment. That's a real disgrace in a situation like this. The most important thing is that the families affected can now be properly addressed as soon as possible and that the first needs can be met immediately. Those people urgently need help now. Madam Minister, in addition to my condolences to all those affected, I would also like to express my thanks and respect to all the emergency services and, above all, to the soldiers who are currently on the ground to help the people. Again it is they who stand in the front line, serving the people. Again, it is they who must take over the tasks of the former Civil Protection. They are all heroes, and it is time for this government to stand in front of them.
