ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u2	Ladies and gentlemen, as you have noted, in accordance with the decision taken yesterday in the Conference of Presidents, the number of colleagues who may be present in this House has increased. Today, the gauge is 67 people, which allows us to continue to respect the social distance. The wearing of the mask remains of course of application for all. Only those members who have the floor are allowed to withdraw it. Thank you for continuing to ensure that the instructions are followed.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u3	We can move on to the oral questions. Today we start with the new system.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u4	Madam President, I have a double comment today. Firstly, I, together with Mr Mertens, have addressed a question on energy to the Prime Minister. That question was forwarded to Mrs Tinne Van der Straeten as the competent minister. The question includes a question to the government. It belongs to the sovereignty of the people's representative, whose interests you should defend, and to his right to question the minister he wishes to question. My question is not specifically about what Mrs Tinne Van der Straeten is doing. My question concerns the government position in the energy debate and what will happen. That question is put to the Prime Minister. Secondly, Madam President, I have the impression that you want me or the independent representatives of the people as close to the exit as possible. I'm not talking about the literal description. I've come from the corner and I'm used to being pushed up. However, I read in the minutes of the group chairmen' meeting that I am speaking as an independent Member next week and I will be given five minutes to give my opinion on the government statement. I have said to Mr Van Peteghem that five minutes is the time to give a stand-up comedy performance. I believe that is what you expect in the debate in the long term. I've been looking into what happened in 2014. At that time, Mr Patrick Dewael was President of the Chamber. Mr Dewael then gave an independent member 15 minutes' speaking time. You cannot accuse Mr Dewael of being an excessive democrat. Mr Dewael, at that time you were a bit of a dictator. Today, as representatives of the people, we have exactly five minutes to reply to the declaration of government. Madam President, in that case, withdraw Parliament and invite the major political parties to make it a show for them. Give 40 minutes to the opposition, 20 minutes to the majority and leave the rest outside. That saves me a ride from Ostend to here, which usually lasts two hours because of the congestion, and then another two hours drive home. Thank you in advance. So, first of all, why should we not ask the Prime Minister our question? Secondly, five minutes' speaking time is ridiculous and an insult to Parliament.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u5	I'll have the Prime Minister answer your first question. Your second question concerns the general discussion. There will then be thematic debates and you will have as much time as you wish.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u6	There is always discussion as to whether a question is general or specific. When there is a social debate that concerns everyone, not just the government but the whole population, not only the Energy Minister should speak. There are also fiscal and social aspects and aspects of consumer protection to the important energy dossier, and thus different government policy areas. The government could send a strong signal to the Prime Minister to respond to the concerns in this regard. I therefore support Mr Dedecker's plea that the government should put the debate at the centre of this debate and that the Prime Minister should answer the complex questions. Finally, Mr Prime Minister, you are here.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u7	There is another problem. Article 124 of the Rules of Procedure provides for the possibility of adding questions on the same subject. Last Thursday I submitted a question on the same subject. Both gentlemen would like to ask questions about the rise in energy prices. The title of my question was: the increase in energy prices. So I don't understand why that question wasn't added. I can still understand that I would rather not be allowed to speak in the debate, but that is a mockery of our Rules of Procedure. So I ask you very clearly why the Rules of Procedure have not been complied with.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u8	Madam President, the question of which minister answers questions to the government is not new, it comes back every few weeks. I do not need to repeat that it is up to the government to decide which minister is the most appropriate to reply. We can only judge on the basis of the title given up. That said 'energy price' and that is why it seems logical to me that the Minister responsible for energy should reply. Mrs Van der Straeten has the competence to answer questions about the energy price.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u9	Prime Minister, I do not doubt Mrs van der Straeten's competence for a moment, you do not have to worry about that. The questions we ask are always asked in general. If you like, we can add half an epistle to it, but we get two minutes to express ourselves and must therefore be very concise. As far as the transfer of responsibility is concerned, my question is indeed about energy prices and what has been done with them from your government and your party, since the first purple-green government in 1999. I think Mrs Tinne Van der Straeten was still in the red coals back then, or probably in the green coals. Today we are faced with the same problem, and that is what my question was about, Prime Minister. The only one who can answer that question is you. Moreover, Mr Mertens - and I agree with Mr Mertens - the problem has several aspects, and so there are several ministers responsible, because it is also about consumer affairs and VAT, which Mr Van Peteghem is involved in. You are responsible as a government leader and it is up to you to take responsibility and not to pass them on.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u10	Prime Minister, you said in your reply that since the questions on the price of energy are being asked, the debate on this matter is being passed on to Minister Van der Straeten. But the 21% VAT is just not in the price. I hope you know that, that's just one of the problems. VAT is on top of the price. The whole VAT debate and also the VAT deficit therefore transcends the mere pricing, which falls within the competence of the Minister. That is our argument for opening the debate and giving the signal that the government is really taking the debate seriously today.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u11	Mr Wollants, your question is specifically about talks about electricity that would have been held with fellow ministers in our neighbouring countries or in Europe. There have been dozens of questions asked in committee about energy prices, but here we are talking about the general issue of energy prices. We cannot accept all the questions about the rise in energy prices.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u12	The Prime Minister has just stressed that questions are about rising energy prices. I put a question about rising energy prices, but you tell me that my question about rising energy prices is a different matter than the questions about rising energy prices from Mr Dedecker and Mr Mertens. Will you now divide all questions into sub-topics so that if one does not know what is to be asked, they cannot be merged? The Rules of Procedure do not provide for this at all. You apply the Rules of Procedure as you see fit. That is a very bad thing, because in future you will be able to say that this question is very specific and you do not want it in the debate at any time. That does not seem to me to be a fair approach, and I therefore request that my question be added, as the Rules of Procedure state.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u13	The Rules of Procedure provide that questions on the same subject may be added. Your question is not about the exact same subject. Its title is: "Rol Gazprom and market forces'.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u14	Please read out the first three words of the title of my question, Madam President: 'Rigorous energy prices'.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u15	Yes, but the last words of the title are "Rol Gazprom and market forces." That's not exactly the same subject. [[Tumult]] Colleagues, today we start with a new system. Respect for speaking time is very important. The microphone will be automatically switched off as soon as speaking time is over. In order to help you keep to speaking time, time will turn red at the end. When the time display turns red, the speaker remains 20 seconds speaking time. May I urge you to respect the speaking time. Ladies and gentlemen, I insist on strict respect for speaking time. At 2 minutes, the microphone will shut down automatically. To help you, the time display color will become red when you have 20 seconds left. This also applies to the government.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u16	Prime Minister, the NAVAP scheme, whereby policemen can be placed on non-active duty prior to retirement at their request, is not a piece of paper. It is an agreement that was established by royal decree on 25 November 2015. The Royal Decree makes it very clear that the scheme will continue to exist until a retirement scheme is in place for all early retirements in the public sector. This week, it was announced that the NAVAP scheme will be on the table of the Interkabinets Working Group. One would then be tempted to think that it is about funding, but nothing is less true. It soon became clear that the minister should focus on discouraging non-activity. It was not necessary to look at the NAVAP scheme; it was necessary to look for custom functions. You will understand that if such matters come out toughly or not, this is a thorn in the eye of the many policemen in our country and certainly of the police unions. They do not want the NAVAP scheme to be amended, but they want clarity. I can go along with them and I therefore ask you today to clarify what has come out this week. Clarify and provide transparency on what the NAVAP scheme will look like in the future.
ParlaMint-BE_2021-10-07-voorlopig-55-plenair-ip127x.u17	Mr Depoostere, you are well aware that the coalition agreement makes it very clear that there is a great deal of investment in security, and that we are constantly in dialogue with our security services through the syndicated representatives. Mrs. Verlinden will take care of that. In fact, I am replying in her place. She is not here today because she had to go to the European summit in Luxembourg. I saw that there were similar questions in the committee responsible yesterday. They have not been dealt with in the end, but I assume that there will still be an opportunity to question Mrs Verlinden directly on these issues. You will understand that Parliament is not the place to have the public debate on what the NAVAP regulation means. The analysis of how that scheme is applied is carried out within the government. I think that's the logic itself. We will not anticipate the decisions that may be taken there. I would like to say that Mrs Verlinden is in dialogue with those involved and that she will definitely continue to engage in dialogue. The decisions will not just be taken unilaterally.
