Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2017-09-12	ParlaMint-EE_2017-09-12_U1	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Tuesday, 12.09.2017, 10:00	2017-09-12	Unicameralism	XIII Riigikogu	VI regular session	-	2017-09-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	Coalition	Centre-left	e_eesmaa_19460607	Eesmaa, Enn	M	1946	
ParlaMint-EE-en_2017-09-12	ParlaMint-EE_2017-09-12_U2	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Tuesday, 12.09.2017, 10:00	2017-09-12	Unicameralism	XIII Riigikogu	VI regular session	-	2017-09-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	Coalition	Centre-left	e_eesmaa_19460607	Eesmaa, Enn	M	1946	
ParlaMint-EE-en_2017-09-12	ParlaMint-EE_2017-09-12_U3	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Tuesday, 12.09.2017, 10:00	2017-09-12	Unicameralism	XIII Riigikogu	VI regular session	-	2017-09-12	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	Coalition	Centre-left	t_terik_19790615	Terik, Tiit	M	1979	
ParlaMint-EE-en_2017-09-12	ParlaMint-EE_2017-09-12_U4	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Tuesday, 12.09.2017, 10:00	2017-09-12	Unicameralism	XIII Riigikogu	VI regular session	-	2017-09-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	Coalition	Centre-left	e_eesmaa_19460607	Eesmaa, Enn	M	1946	
ParlaMint-EE-en_2017-09-12	ParlaMint-EE_2017-09-12_U5	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Tuesday, 12.09.2017, 10:00	2017-09-12	Unicameralism	XIII Riigikogu	VI regular session	-	2017-09-12	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	-	Centre-right	v_randpere_19580204	Randpere, Valdo	M	1958	
ParlaMint-EE-en_2017-09-12	ParlaMint-EE_2017-09-12_U6	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Tuesday, 12.09.2017, 10:00	2017-09-12	Unicameralism	XIII Riigikogu	VI regular session	-	2017-09-12	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	Coalition	Centre-left	t_terik_19790615	Terik, Tiit	M	1979	
ParlaMint-EE-en_2017-09-12	ParlaMint-EE_2017-09-12_U7	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Tuesday, 12.09.2017, 10:00	2017-09-12	Unicameralism	XIII Riigikogu	VI regular session	-	2017-09-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	Coalition	Centre-left	e_eesmaa_19460607	Eesmaa, Enn	M	1946	
ParlaMint-EE-en_2017-09-12	ParlaMint-EE_2017-09-12_U8	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Tuesday, 12.09.2017, 10:00	2017-09-12	Unicameralism	XIII Riigikogu	VI regular session	-	2017-09-12	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	-	Centre-right	a_aas_19800609	Aas, Arto	M	1980	
ParlaMint-EE-en_2017-09-12	ParlaMint-EE_2017-09-12_U9	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Tuesday, 12.09.2017, 10:00	2017-09-12	Unicameralism	XIII Riigikogu	VI regular session	-	2017-09-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	Coalition	Centre-left	e_eesmaa_19460607	Eesmaa, Enn	M	1946	
ParlaMint-EE-en_2017-09-12	ParlaMint-EE_2017-09-12_U10	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Tuesday, 12.09.2017, 10:00	2017-09-12	Unicameralism	XIII Riigikogu	VI regular session	-	2017-09-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	Coalition	Centre-left	e_eesmaa_19460607	Eesmaa, Enn	M	1946	
ParlaMint-EE-en_2017-09-12	ParlaMint-EE_2017-09-12_U11	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Tuesday, 12.09.2017, 10:00	2017-09-12	Unicameralism	XIII Riigikogu	VI regular session	-	2017-09-12	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	Coalition	Centre-left	t_terik_19790615	Terik, Tiit	M	1979	
ParlaMint-EE-en_2017-09-12	ParlaMint-EE_2017-09-12_U12	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Tuesday, 12.09.2017, 10:00	2017-09-12	Unicameralism	XIII Riigikogu	VI regular session	-	2017-09-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	Coalition	Centre-left	e_eesmaa_19460607	Eesmaa, Enn	M	1946	
ParlaMint-EE-en_2017-09-12	ParlaMint-EE_2017-09-12_U13	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Tuesday, 12.09.2017, 10:00	2017-09-12	Unicameralism	XIII Riigikogu	VI regular session	-	2017-09-12	-	Reference	English	Regular	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	i_padar_19650312	Padar, Ivari	M	1965	
ParlaMint-EE-en_2017-09-12	ParlaMint-EE_2017-09-12_U14	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Tuesday, 12.09.2017, 10:00	2017-09-12	Unicameralism	XIII Riigikogu	VI regular session	-	2017-09-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	Coalition	Centre-left	e_eesmaa_19460607	Eesmaa, Enn	M	1946	
