Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2014-12-17-tweedekamer-15	ParlaMint-NL_2014-12-17-tweedekamer-15.u1	Report of the meeting of the Dutch Lower House, Meeting 38, Session 15 (2014-12-17)	2014-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 15	Meeting 38	Sitting 2014-12-17	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2014-12-17-tweedekamer-15	ParlaMint-NL_2014-12-17-tweedekamer-15.u2	Report of the meeting of the Dutch Lower House, Meeting 38, Session 15 (2014-12-17)	2014-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 15	Meeting 38	Sitting 2014-12-17	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	GerardSchouw	Schouw, Gerard	M	1965	
ParlaMint-NL-en_2014-12-17-tweedekamer-15	ParlaMint-NL_2014-12-17-tweedekamer-15.u3	Report of the meeting of the Dutch Lower House, Meeting 38, Session 15 (2014-12-17)	2014-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 15	Meeting 38	Sitting 2014-12-17	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	GerardSchouw	Schouw, Gerard	M	1965	
ParlaMint-NL-en_2014-12-17-tweedekamer-15	ParlaMint-NL_2014-12-17-tweedekamer-15.u4	Report of the meeting of the Dutch Lower House, Meeting 38, Session 15 (2014-12-17)	2014-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 15	Meeting 38	Sitting 2014-12-17	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MonaKeijzer	Keijzer, Mona	F	1968	
ParlaMint-NL-en_2014-12-17-tweedekamer-15	ParlaMint-NL_2014-12-17-tweedekamer-15.u5	Report of the meeting of the Dutch Lower House, Meeting 38, Session 15 (2014-12-17)	2014-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 15	Meeting 38	Sitting 2014-12-17	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2014-12-17-tweedekamer-15	ParlaMint-NL_2014-12-17-tweedekamer-15.u6	Report of the meeting of the Dutch Lower House, Meeting 38, Session 15 (2014-12-17)	2014-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 15	Meeting 38	Sitting 2014-12-17	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	RonaldPlasterk	Plasterk, Ronald	M	1957	
ParlaMint-NL-en_2014-12-17-tweedekamer-15	ParlaMint-NL_2014-12-17-tweedekamer-15.u7	Report of the meeting of the Dutch Lower House, Meeting 38, Session 15 (2014-12-17)	2014-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 15	Meeting 38	Sitting 2014-12-17	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2014-12-17-tweedekamer-15	ParlaMint-NL_2014-12-17-tweedekamer-15.u8	Report of the meeting of the Dutch Lower House, Meeting 38, Session 15 (2014-12-17)	2014-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 15	Meeting 38	Sitting 2014-12-17	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	GerardSchouw	Schouw, Gerard	M	1965	
ParlaMint-NL-en_2014-12-17-tweedekamer-15	ParlaMint-NL_2014-12-17-tweedekamer-15.u9	Report of the meeting of the Dutch Lower House, Meeting 38, Session 15 (2014-12-17)	2014-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 15	Meeting 38	Sitting 2014-12-17	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	RonaldPlasterk	Plasterk, Ronald	M	1957	
ParlaMint-NL-en_2014-12-17-tweedekamer-15	ParlaMint-NL_2014-12-17-tweedekamer-15.u10	Report of the meeting of the Dutch Lower House, Meeting 38, Session 15 (2014-12-17)	2014-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 15	Meeting 38	Sitting 2014-12-17	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2014-12-17-tweedekamer-15	ParlaMint-NL_2014-12-17-tweedekamer-15.u11	Report of the meeting of the Dutch Lower House, Meeting 38, Session 15 (2014-12-17)	2014-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 15	Meeting 38	Sitting 2014-12-17	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MonaKeijzer	Keijzer, Mona	F	1968	
ParlaMint-NL-en_2014-12-17-tweedekamer-15	ParlaMint-NL_2014-12-17-tweedekamer-15.u12	Report of the meeting of the Dutch Lower House, Meeting 38, Session 15 (2014-12-17)	2014-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 15	Meeting 38	Sitting 2014-12-17	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	RonaldPlasterk	Plasterk, Ronald	M	1957	
ParlaMint-NL-en_2014-12-17-tweedekamer-15	ParlaMint-NL_2014-12-17-tweedekamer-15.u13	Report of the meeting of the Dutch Lower House, Meeting 38, Session 15 (2014-12-17)	2014-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 15	Meeting 38	Sitting 2014-12-17	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
