Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-UA-en_2006-06-21-m0	ParlaMint-UA_2006-06-21-m0.u1	Ukrainian parliamentary corpus ParlaMint-UA-en, term 5, session 1, sitting day 2006-06-21, n0	2006-06-21	Unicameralism	5	1	-	2006-06-21	-	Reference	English	Chairperson	MP	notMinister	frNU06	Our Ukraine Bloc 2006 Faction	-	Centre-right	МиколаДмитровичКатеринчук.1967	Katerynčuk, Mykola Dmytrovyč	M	1967	
ParlaMint-UA-en_2006-06-21-m0	ParlaMint-UA_2006-06-21-m0.u2	Ukrainian parliamentary corpus ParlaMint-UA-en, term 5, session 1, sitting day 2006-06-21, n0	2006-06-21	Unicameralism	5	1	-	2006-06-21	-	Reference	English	Regular	MP	notMinister	frNU06	Our Ukraine Bloc 2006 Faction	-	Centre-right	РоманПетровичБезсмертний.1965	Bezsmertnyj, Roman Petrovyč	M	1965	
ParlaMint-UA-en_2006-06-21-m0	ParlaMint-UA_2006-06-21-m0.u3	Ukrainian parliamentary corpus ParlaMint-UA-en, term 5, session 1, sitting day 2006-06-21, n0	2006-06-21	Unicameralism	5	1	-	2006-06-21	-	Reference	English	Chairperson	MP	notMinister	frNU06	Our Ukraine Bloc 2006 Faction	-	Centre-right	МиколаДмитровичКатеринчук.1967	Katerynčuk, Mykola Dmytrovyč	M	1967	
ParlaMint-UA-en_2006-06-21-m0	ParlaMint-UA_2006-06-21-m0.u4	Ukrainian parliamentary corpus ParlaMint-UA-en, term 5, session 1, sitting day 2006-06-21, n0	2006-06-21	Unicameralism	5	1	-	2006-06-21	-	Reference	English	Regular	MP	notMinister	frSPU	Socialist Party Faction	-	Left	ОлександрОлександровичМороз.1944	Moroz, Oleksandr Oleksandrovyč	M	1944	
ParlaMint-UA-en_2006-06-21-m0	ParlaMint-UA_2006-06-21-m0.u5	Ukrainian parliamentary corpus ParlaMint-UA-en, term 5, session 1, sitting day 2006-06-21, n0	2006-06-21	Unicameralism	5	1	-	2006-06-21	-	Reference	English	Chairperson	MP	notMinister	frNU06	Our Ukraine Bloc 2006 Faction	-	Centre-right	МиколаДмитровичКатеринчук.1967	Katerynčuk, Mykola Dmytrovyč	M	1967	
ParlaMint-UA-en_2006-06-21-m0	ParlaMint-UA_2006-06-21-m0.u6	Ukrainian parliamentary corpus ParlaMint-UA-en, term 5, session 1, sitting day 2006-06-21, n0	2006-06-21	Unicameralism	5	1	-	2006-06-21	-	Reference	English	Regular	MP	notMinister	frCPU	Communist Party Faction	-	Far-left	ПетроМиколайовичСимоненко.1952	Symonenko, Petro Mykolajovyč	M	1952	
ParlaMint-UA-en_2006-06-21-m0	ParlaMint-UA_2006-06-21-m0.u7	Ukrainian parliamentary corpus ParlaMint-UA-en, term 5, session 1, sitting day 2006-06-21, n0	2006-06-21	Unicameralism	5	1	-	2006-06-21	-	Reference	English	Chairperson	MP	notMinister	frNU06	Our Ukraine Bloc 2006 Faction	-	Centre-right	МиколаДмитровичКатеринчук.1967	Katerynčuk, Mykola Dmytrovyč	M	1967	
ParlaMint-UA-en_2006-06-21-m0	ParlaMint-UA_2006-06-21-m0.u8	Ukrainian parliamentary corpus ParlaMint-UA-en, term 5, session 1, sitting day 2006-06-21, n0	2006-06-21	Unicameralism	5	1	-	2006-06-21	-	Reference	English	Regular	MP	notMinister	frBYuT	Yulia Tymoshenko Bloc Faction	-	Big tent	ЮліяВолодимирівнаТимошенко.1960	Tymošenko, Julija Volodymyrivna	F	1960	
ParlaMint-UA-en_2006-06-21-m0	ParlaMint-UA_2006-06-21-m0.u9	Ukrainian parliamentary corpus ParlaMint-UA-en, term 5, session 1, sitting day 2006-06-21, n0	2006-06-21	Unicameralism	5	1	-	2006-06-21	-	Reference	English	Chairperson	MP	notMinister	frNU06	Our Ukraine Bloc 2006 Faction	-	Centre-right	МиколаДмитровичКатеринчук.1967	Katerynčuk, Mykola Dmytrovyč	M	1967	
ParlaMint-UA-en_2006-06-21-m0	ParlaMint-UA_2006-06-21-m0.u10	Ukrainian parliamentary corpus ParlaMint-UA-en, term 5, session 1, sitting day 2006-06-21, n0	2006-06-21	Unicameralism	5	1	-	2006-06-21	-	Reference	English	Regular	MP	notMinister	frPR	Party of Regions Faction	-	Centre	ЄвгенійПетровичКушнарьов.1951	Kušnar'ov, Jevhenij Petrovyč	M	1951	
ParlaMint-UA-en_2006-06-21-m0	ParlaMint-UA_2006-06-21-m0.u11	Ukrainian parliamentary corpus ParlaMint-UA-en, term 5, session 1, sitting day 2006-06-21, n0	2006-06-21	Unicameralism	5	1	-	2006-06-21	-	Reference	English	Chairperson	MP	notMinister	frNU06	Our Ukraine Bloc 2006 Faction	-	Centre-right	МиколаДмитровичКатеринчук.1967	Katerynčuk, Mykola Dmytrovyč	M	1967	
