Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2017-07-27-LEG17-Senato-sed-868	ParlaMint-IT_2017-07-27-LEG17-Senato-sed-868.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 868, Day (2017-07-27)	2017-07-27	Upper house	17 Legislatura	-	-	868 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2017-07-27-LEG17-Senato-sed-868	ParlaMint-IT_2017-07-27-LEG17-Senato-sed-868.ana.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 868, Day (2017-07-27)	2017-07-27	Upper house	17 Legislatura	-	-	868 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2017-07-27-LEG17-Senato-sed-868	ParlaMint-IT_2017-07-27-LEG17-Senato-sed-868.ana.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 868, Day (2017-07-27)	2017-07-27	Upper house	17 Legislatura	-	-	868 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2017-07-27-LEG17-Senato-sed-868	ParlaMint-IT_2017-07-27-LEG17-Senato-sed-868.ana.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 868, Day (2017-07-27)	2017-07-27	Upper house	17 Legislatura	-	-	868 Seduta	-	Reference	English	Guest	MP	notMinister	-	-	-	-	BobbaLuigi	Bobba, Luigi	M	1955	
ParlaMint-IT-en_2017-07-27-LEG17-Senato-sed-868	ParlaMint-IT_2017-07-27-LEG17-Senato-sed-868.ana.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 868, Day (2017-07-27)	2017-07-27	Upper house	17 Legislatura	-	-	868 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	FasioloLaura	Fasiolo, Laura	F	1947	
ParlaMint-IT-en_2017-07-27-LEG17-Senato-sed-868	ParlaMint-IT_2017-07-27-LEG17-Senato-sed-868.ana.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 868, Day (2017-07-27)	2017-07-27	Upper house	17 Legislatura	-	-	868 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2017-07-27-LEG17-Senato-sed-868	ParlaMint-IT_2017-07-27-LEG17-Senato-sed-868.ana.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 868, Day (2017-07-27)	2017-07-27	Upper house	17 Legislatura	-	-	868 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	FasioloLaura	Fasiolo, Laura	F	1947	
ParlaMint-IT-en_2017-07-27-LEG17-Senato-sed-868	ParlaMint-IT_2017-07-27-LEG17-Senato-sed-868.ana.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 868, Day (2017-07-27)	2017-07-27	Upper house	17 Legislatura	-	-	868 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2017-07-27-LEG17-Senato-sed-868	ParlaMint-IT_2017-07-27-LEG17-Senato-sed-868.ana.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 868, Day (2017-07-27)	2017-07-27	Upper house	17 Legislatura	-	-	868 Seduta	-	Reference	English	Regular	MP	notMinister	AP (NCD-UDC)	Area Popolare (NCD-UDC)	-	Centre-right	ChiavaroliFederica	Chiavaroli, Federica	F	1970	
ParlaMint-IT-en_2017-07-27-LEG17-Senato-sed-868	ParlaMint-IT_2017-07-27-LEG17-Senato-sed-868.ana.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 868, Day (2017-07-27)	2017-07-27	Upper house	17 Legislatura	-	-	868 Seduta	-	Reference	English	Regular	MP	notMinister	AL-A	Alleanza Liberalpopolare-Autonomie	-	Centre	BaraniLucio	Barani, Lucio	M	1953	
ParlaMint-IT-en_2017-07-27-LEG17-Senato-sed-868	ParlaMint-IT_2017-07-27-LEG17-Senato-sed-868.ana.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 868, Day (2017-07-27)	2017-07-27	Upper house	17 Legislatura	-	-	868 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
