Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u1	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u2	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	NineKooiman	Kooiman, Nine	F	1980	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u3	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	NineKooiman	Kooiman, Nine	F	1980	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u4	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u5	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	PeterOskam	Oskam, Peter	M	1960	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u6	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u7	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	PeterOskam	Oskam, Peter	M	1960	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u8	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u9	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ArdvanderSteur	van der Steur, Ard	M	1969	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u10	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	NineKooiman	Kooiman, Nine	F	1980	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u11	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ArdvanderSteur	van der Steur, Ard	M	1969	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u12	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	NineKooiman	Kooiman, Nine	F	1980	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u13	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ArdvanderSteur	van der Steur, Ard	M	1969	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u14	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	PeterOskam	Oskam, Peter	M	1960	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u15	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ArdvanderSteur	van der Steur, Ard	M	1969	
ParlaMint-NL-en_2015-12-08-tweedekamer-22	ParlaMint-NL_2015-12-08-tweedekamer-22.u16	Report of the meeting of the Dutch Lower House, Meeting 34, Session 22 (2015-12-08)	2015-12-08	Lower house	Meeting of the 28th Tweede Kamer	Session 22	Meeting 34	Sitting 2015-12-08	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	LilianHelder	Helder, Lilian	F	1973	
