Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-05-24-tweedekamer-27	ParlaMint-NL_2016-05-24-tweedekamer-27.u1	Report of the meeting of the Dutch Lower House, Meeting 86, Session 27 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 86	Sitting 2016-05-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-05-24-tweedekamer-27	ParlaMint-NL_2016-05-24-tweedekamer-27.u2	Report of the meeting of the Dutch Lower House, Meeting 86, Session 27 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	SalimaBelhaj	Belhaj, Salima	F	1978	
ParlaMint-NL-en_2016-05-24-tweedekamer-27	ParlaMint-NL_2016-05-24-tweedekamer-27.u3	Report of the meeting of the Dutch Lower House, Meeting 86, Session 27 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	RaymonddeRoon	de Roon, Raymond	M	1952	
ParlaMint-NL-en_2016-05-24-tweedekamer-27	ParlaMint-NL_2016-05-24-tweedekamer-27.u4	Report of the meeting of the Dutch Lower House, Meeting 86, Session 27 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	RaymonddeRoon	de Roon, Raymond	M	1952	
ParlaMint-NL-en_2016-05-24-tweedekamer-27	ParlaMint-NL_2016-05-24-tweedekamer-27.u5	Report of the meeting of the Dutch Lower House, Meeting 86, Session 27 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	MP	notMinister	Bontes/Van Klaveren	Groep Bontes/Van Klaveren	Opposition	Right to far-right	LouisBontes	Bontes, Louis	M	1956	
ParlaMint-NL-en_2016-05-24-tweedekamer-27	ParlaMint-NL_2016-05-24-tweedekamer-27.u6	Report of the meeting of the Dutch Lower House, Meeting 86, Session 27 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 86	Sitting 2016-05-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-05-24-tweedekamer-27	ParlaMint-NL_2016-05-24-tweedekamer-27.u7	Report of the meeting of the Dutch Lower House, Meeting 86, Session 27 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JeanineHennis-Plasschaert	Hennis-Plasschaert, Jeanine	F	1973	
ParlaMint-NL-en_2016-05-24-tweedekamer-27	ParlaMint-NL_2016-05-24-tweedekamer-27.u8	Report of the meeting of the Dutch Lower House, Meeting 86, Session 27 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 86	Sitting 2016-05-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-05-24-tweedekamer-27	ParlaMint-NL_2016-05-24-tweedekamer-27.u9	Report of the meeting of the Dutch Lower House, Meeting 86, Session 27 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	SalimaBelhaj	Belhaj, Salima	F	1978	
ParlaMint-NL-en_2016-05-24-tweedekamer-27	ParlaMint-NL_2016-05-24-tweedekamer-27.u10	Report of the meeting of the Dutch Lower House, Meeting 86, Session 27 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 86	Sitting 2016-05-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-05-24-tweedekamer-27	ParlaMint-NL_2016-05-24-tweedekamer-27.u11	Report of the meeting of the Dutch Lower House, Meeting 86, Session 27 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JeanineHennis-Plasschaert	Hennis-Plasschaert, Jeanine	F	1973	
