Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-03-29-tweedekamer-2	ParlaMint-NL_2016-03-29-tweedekamer-2.u1	Report of the meeting of the Dutch Lower House, Meeting 70, Session 2 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 70	Sitting 2016-03-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-03-29-tweedekamer-2	ParlaMint-NL_2016-03-29-tweedekamer-2.u2	Report of the meeting of the Dutch Lower House, Meeting 70, Session 2 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HelmaNeppérus	Neppérus, Helma	F	1950	
ParlaMint-NL-en_2016-03-29-tweedekamer-2	ParlaMint-NL_2016-03-29-tweedekamer-2.u3	Report of the meeting of the Dutch Lower House, Meeting 70, Session 2 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	EricWiebes	Wiebes, Eric	M	1963	
ParlaMint-NL-en_2016-03-29-tweedekamer-2	ParlaMint-NL_2016-03-29-tweedekamer-2.u4	Report of the meeting of the Dutch Lower House, Meeting 70, Session 2 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HelmaNeppérus	Neppérus, Helma	F	1950	
ParlaMint-NL-en_2016-03-29-tweedekamer-2	ParlaMint-NL_2016-03-29-tweedekamer-2.u5	Report of the meeting of the Dutch Lower House, Meeting 70, Session 2 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	EricWiebes	Wiebes, Eric	M	1963	
ParlaMint-NL-en_2016-03-29-tweedekamer-2	ParlaMint-NL_2016-03-29-tweedekamer-2.u6	Report of the meeting of the Dutch Lower House, Meeting 70, Session 2 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HelmaNeppérus	Neppérus, Helma	F	1950	
ParlaMint-NL-en_2016-03-29-tweedekamer-2	ParlaMint-NL_2016-03-29-tweedekamer-2.u7	Report of the meeting of the Dutch Lower House, Meeting 70, Session 2 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 70	Sitting 2016-03-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-03-29-tweedekamer-2	ParlaMint-NL_2016-03-29-tweedekamer-2.u8	Report of the meeting of the Dutch Lower House, Meeting 70, Session 2 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StevenvanWeyenberg	van Weyenberg, Steven	M	1973	
ParlaMint-NL-en_2016-03-29-tweedekamer-2	ParlaMint-NL_2016-03-29-tweedekamer-2.u9	Report of the meeting of the Dutch Lower House, Meeting 70, Session 2 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 70	Sitting 2016-03-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-03-29-tweedekamer-2	ParlaMint-NL_2016-03-29-tweedekamer-2.u10	Report of the meeting of the Dutch Lower House, Meeting 70, Session 2 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	EricWiebes	Wiebes, Eric	M	1963	
ParlaMint-NL-en_2016-03-29-tweedekamer-2	ParlaMint-NL_2016-03-29-tweedekamer-2.u11	Report of the meeting of the Dutch Lower House, Meeting 70, Session 2 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StevenvanWeyenberg	van Weyenberg, Steven	M	1973	
ParlaMint-NL-en_2016-03-29-tweedekamer-2	ParlaMint-NL_2016-03-29-tweedekamer-2.u12	Report of the meeting of the Dutch Lower House, Meeting 70, Session 2 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	EricWiebes	Wiebes, Eric	M	1963	
ParlaMint-NL-en_2016-03-29-tweedekamer-2	ParlaMint-NL_2016-03-29-tweedekamer-2.u13	Report of the meeting of the Dutch Lower House, Meeting 70, Session 2 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	notMP	notMinister	Klein	Fractie Klein	Opposition	-	GerKlein	Klein, Ger	M	-	
