Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u1	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u2	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u3	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	SjoerdSjoerdsma	Sjoerdsma, Sjoerd	M	1981	
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u4	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u5	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	SjoerdSjoerdsma	Sjoerdsma, Sjoerd	M	1981	
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u6	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	MalikAzmani	Azmani, Malik	M	1976	
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u7	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	MaritMaij	Maij, Marit	F	1972	
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u8	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MonaKeijzer	Keijzer, Mona	F	1968	
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u9	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u10	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MonaKeijzer	Keijzer, Mona	F	1968	
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u11	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u12	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	SjoerdSjoerdsma	Sjoerdsma, Sjoerd	M	1981	
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u13	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u14	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Regular	notMP	notMinister	CU	ChristenUnie	Opposition	Centre-right	Gert-JanSegers	Segers, Gert-Jan	M	1969	
ParlaMint-NL-en_2016-12-07-tweedekamer-6	ParlaMint-NL_2016-12-07-tweedekamer-6.u15	Report of the meeting of the Dutch Lower House, Meeting 32, Session 6 (2016-12-07)	2016-12-07	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 32	Sitting 2016-12-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
