Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-11-01-tweedekamer-27	ParlaMint-NL_2016-11-01-tweedekamer-27.u1	Report of the meeting of the Dutch Lower House, Meeting 16, Session 27 (2016-11-01)	2016-11-01	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 16	Sitting 2016-11-01	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-01-tweedekamer-27	ParlaMint-NL_2016-11-01-tweedekamer-27.u2	Report of the meeting of the Dutch Lower House, Meeting 16, Session 27 (2016-11-01)	2016-11-01	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 16	Sitting 2016-11-01	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2016-11-01-tweedekamer-27	ParlaMint-NL_2016-11-01-tweedekamer-27.u3	Report of the meeting of the Dutch Lower House, Meeting 16, Session 27 (2016-11-01)	2016-11-01	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 16	Sitting 2016-11-01	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	MelanieHenriëtteSchultzvanHaegen-MaasGeesteranus	Schultz van Haegen-Maas Geesteranus, Melanie Henriëtte	F	1970	
ParlaMint-NL-en_2016-11-01-tweedekamer-27	ParlaMint-NL_2016-11-01-tweedekamer-27.u4	Report of the meeting of the Dutch Lower House, Meeting 16, Session 27 (2016-11-01)	2016-11-01	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 16	Sitting 2016-11-01	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-01-tweedekamer-27	ParlaMint-NL_2016-11-01-tweedekamer-27.u5	Report of the meeting of the Dutch Lower House, Meeting 16, Session 27 (2016-11-01)	2016-11-01	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 16	Sitting 2016-11-01	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2016-11-01-tweedekamer-27	ParlaMint-NL_2016-11-01-tweedekamer-27.u6	Report of the meeting of the Dutch Lower House, Meeting 16, Session 27 (2016-11-01)	2016-11-01	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 16	Sitting 2016-11-01	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-01-tweedekamer-27	ParlaMint-NL_2016-11-01-tweedekamer-27.u7	Report of the meeting of the Dutch Lower House, Meeting 16, Session 27 (2016-11-01)	2016-11-01	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 16	Sitting 2016-11-01	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2016-11-01-tweedekamer-27	ParlaMint-NL_2016-11-01-tweedekamer-27.u8	Report of the meeting of the Dutch Lower House, Meeting 16, Session 27 (2016-11-01)	2016-11-01	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 16	Sitting 2016-11-01	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	MelanieHenriëtteSchultzvanHaegen-MaasGeesteranus	Schultz van Haegen-Maas Geesteranus, Melanie Henriëtte	F	1970	
ParlaMint-NL-en_2016-11-01-tweedekamer-27	ParlaMint-NL_2016-11-01-tweedekamer-27.u9	Report of the meeting of the Dutch Lower House, Meeting 16, Session 27 (2016-11-01)	2016-11-01	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 16	Sitting 2016-11-01	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2016-11-01-tweedekamer-27	ParlaMint-NL_2016-11-01-tweedekamer-27.u10	Report of the meeting of the Dutch Lower House, Meeting 16, Session 27 (2016-11-01)	2016-11-01	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 16	Sitting 2016-11-01	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-01-tweedekamer-27	ParlaMint-NL_2016-11-01-tweedekamer-27.u11	Report of the meeting of the Dutch Lower House, Meeting 16, Session 27 (2016-11-01)	2016-11-01	Lower house	Meeting of the 28th Tweede Kamer	Session 27	Meeting 16	Sitting 2016-11-01	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
