Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u1	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	notMP	notMinister	CU	ChristenUnie	Opposition	Centre-right	JoëlVoordewind	Voordewind, Joël	M	1965	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u2	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	BertKoenders	Koenders, Bert	M	1958	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u3	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	notMP	notMinister	CU	ChristenUnie	Opposition	Centre-right	JoëlVoordewind	Voordewind, Joël	M	1965	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u4	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	BertKoenders	Koenders, Bert	M	1958	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u5	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	notMP	notMinister	CU	ChristenUnie	Opposition	Centre-right	JoëlVoordewind	Voordewind, Joël	M	1965	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u6	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	BertKoenders	Koenders, Bert	M	1958	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u7	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	LindaVoortman	Voortman, Linda	F	1979	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u8	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	BertKoenders	Koenders, Bert	M	1958	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u9	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	LindaVoortman	Voortman, Linda	F	1979	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u10	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	BertKoenders	Koenders, Bert	M	1958	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u11	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	SjoerdSjoerdsma	Sjoerdsma, Sjoerd	M	1981	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u12	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	BertKoenders	Koenders, Bert	M	1958	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u13	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	SjoerdSjoerdsma	Sjoerdsma, Sjoerd	M	1981	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u14	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	BertKoenders	Koenders, Bert	M	1958	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u15	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	AttjeKuiken	Kuiken, Attje	F	1977	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u16	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	BertKoenders	Koenders, Bert	M	1958	
ParlaMint-NL-en_2016-04-05-tweedekamer-2	ParlaMint-NL_2016-04-05-tweedekamer-2.u17	Report of the meeting of the Dutch Lower House, Meeting 73, Session 2 (2016-04-05)	2016-04-05	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 73	Sitting 2016-04-05	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
