Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-02-09-tweedekamer-28	ParlaMint-NL_2016-02-09-tweedekamer-28.u1	Report of the meeting of the Dutch Lower House, Meeting 52, Session 28 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 28	Meeting 52	Sitting 2016-02-09	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-02-09-tweedekamer-28	ParlaMint-NL_2016-02-09-tweedekamer-28.u2	Report of the meeting of the Dutch Lower House, Meeting 52, Session 28 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 28	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	FleurAgema	Agema, Fleur	F	1976	
ParlaMint-NL-en_2016-02-09-tweedekamer-28	ParlaMint-NL_2016-02-09-tweedekamer-28.u3	Report of the meeting of the Dutch Lower House, Meeting 52, Session 28 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 28	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	FleurAgema	Agema, Fleur	F	1976	
ParlaMint-NL-en_2016-02-09-tweedekamer-28	ParlaMint-NL_2016-02-09-tweedekamer-28.u4	Report of the meeting of the Dutch Lower House, Meeting 52, Session 28 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 28	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	KeesvanderStaaij	van der Staaij, Kees	M	1968	
ParlaMint-NL-en_2016-02-09-tweedekamer-28	ParlaMint-NL_2016-02-09-tweedekamer-28.u5	Report of the meeting of the Dutch Lower House, Meeting 52, Session 28 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 28	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	HenkvanGerven	van Gerven, Henk	M	1955	
ParlaMint-NL-en_2016-02-09-tweedekamer-28	ParlaMint-NL_2016-02-09-tweedekamer-28.u6	Report of the meeting of the Dutch Lower House, Meeting 52, Session 28 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 28	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	MartinvanRijn	van Rijn, Martin	M	1956	
ParlaMint-NL-en_2016-02-09-tweedekamer-28	ParlaMint-NL_2016-02-09-tweedekamer-28.u7	Report of the meeting of the Dutch Lower House, Meeting 52, Session 28 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 28	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	FleurAgema	Agema, Fleur	F	1976	
ParlaMint-NL-en_2016-02-09-tweedekamer-28	ParlaMint-NL_2016-02-09-tweedekamer-28.u8	Report of the meeting of the Dutch Lower House, Meeting 52, Session 28 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 28	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	MartinvanRijn	van Rijn, Martin	M	1956	
ParlaMint-NL-en_2016-02-09-tweedekamer-28	ParlaMint-NL_2016-02-09-tweedekamer-28.u9	Report of the meeting of the Dutch Lower House, Meeting 52, Session 28 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 28	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	FleurAgema	Agema, Fleur	F	1976	
ParlaMint-NL-en_2016-02-09-tweedekamer-28	ParlaMint-NL_2016-02-09-tweedekamer-28.u10	Report of the meeting of the Dutch Lower House, Meeting 52, Session 28 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 28	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	MartinvanRijn	van Rijn, Martin	M	1956	
ParlaMint-NL-en_2016-02-09-tweedekamer-28	ParlaMint-NL_2016-02-09-tweedekamer-28.u11	Report of the meeting of the Dutch Lower House, Meeting 52, Session 28 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 28	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	HenkvanGerven	van Gerven, Henk	M	1955	
