Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-04-12-tweedekamer-6	ParlaMint-NL_2016-04-12-tweedekamer-6.u1	Report of the meeting of the Dutch Lower House, Meeting 75, Session 6 (2016-04-12)	2016-04-12	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 75	Sitting 2016-04-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-04-12-tweedekamer-6	ParlaMint-NL_2016-04-12-tweedekamer-6.u2	Report of the meeting of the Dutch Lower House, Meeting 75, Session 6 (2016-04-12)	2016-04-12	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 75	Sitting 2016-04-12	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MonaKeijzer	Keijzer, Mona	F	1968	
ParlaMint-NL-en_2016-04-12-tweedekamer-6	ParlaMint-NL_2016-04-12-tweedekamer-6.u3	Report of the meeting of the Dutch Lower House, Meeting 75, Session 6 (2016-04-12)	2016-04-12	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 75	Sitting 2016-04-12	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	KlaasDijkhoff	Dijkhoff, Klaas	M	1981	
ParlaMint-NL-en_2016-04-12-tweedekamer-6	ParlaMint-NL_2016-04-12-tweedekamer-6.u4	Report of the meeting of the Dutch Lower House, Meeting 75, Session 6 (2016-04-12)	2016-04-12	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 75	Sitting 2016-04-12	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MonaKeijzer	Keijzer, Mona	F	1968	
ParlaMint-NL-en_2016-04-12-tweedekamer-6	ParlaMint-NL_2016-04-12-tweedekamer-6.u5	Report of the meeting of the Dutch Lower House, Meeting 75, Session 6 (2016-04-12)	2016-04-12	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 75	Sitting 2016-04-12	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	KlaasDijkhoff	Dijkhoff, Klaas	M	1981	
ParlaMint-NL-en_2016-04-12-tweedekamer-6	ParlaMint-NL_2016-04-12-tweedekamer-6.u6	Report of the meeting of the Dutch Lower House, Meeting 75, Session 6 (2016-04-12)	2016-04-12	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 75	Sitting 2016-04-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-04-12-tweedekamer-6	ParlaMint-NL_2016-04-12-tweedekamer-6.u7	Report of the meeting of the Dutch Lower House, Meeting 75, Session 6 (2016-04-12)	2016-04-12	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 75	Sitting 2016-04-12	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MonaKeijzer	Keijzer, Mona	F	1968	
ParlaMint-NL-en_2016-04-12-tweedekamer-6	ParlaMint-NL_2016-04-12-tweedekamer-6.u8	Report of the meeting of the Dutch Lower House, Meeting 75, Session 6 (2016-04-12)	2016-04-12	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 75	Sitting 2016-04-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-04-12-tweedekamer-6	ParlaMint-NL_2016-04-12-tweedekamer-6.u9	Report of the meeting of the Dutch Lower House, Meeting 75, Session 6 (2016-04-12)	2016-04-12	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 75	Sitting 2016-04-12	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MonaKeijzer	Keijzer, Mona	F	1968	
ParlaMint-NL-en_2016-04-12-tweedekamer-6	ParlaMint-NL_2016-04-12-tweedekamer-6.u10	Report of the meeting of the Dutch Lower House, Meeting 75, Session 6 (2016-04-12)	2016-04-12	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 75	Sitting 2016-04-12	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	KlaasDijkhoff	Dijkhoff, Klaas	M	1981	
ParlaMint-NL-en_2016-04-12-tweedekamer-6	ParlaMint-NL_2016-04-12-tweedekamer-6.u11	Report of the meeting of the Dutch Lower House, Meeting 75, Session 6 (2016-04-12)	2016-04-12	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 75	Sitting 2016-04-12	-	Reference	English	Regular	notMP	notMinister	CU	ChristenUnie	Opposition	Centre-right	JoëlVoordewind	Voordewind, Joël	M	1965	
ParlaMint-NL-en_2016-04-12-tweedekamer-6	ParlaMint-NL_2016-04-12-tweedekamer-6.u12	Report of the meeting of the Dutch Lower House, Meeting 75, Session 6 (2016-04-12)	2016-04-12	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 75	Sitting 2016-04-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
