Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-05-17-tweedekamer-25	ParlaMint-NL_2016-05-17-tweedekamer-25.u1	Report of the meeting of the Dutch Lower House, Meeting 83, Session 25 (2016-05-17)	2016-05-17	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 83	Sitting 2016-05-17	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-05-17-tweedekamer-25	ParlaMint-NL_2016-05-17-tweedekamer-25.u2	Report of the meeting of the Dutch Lower House, Meeting 83, Session 25 (2016-05-17)	2016-05-17	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 83	Sitting 2016-05-17	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HaykeVeldman	Veldman, Hayke	M	1969	
ParlaMint-NL-en_2016-05-17-tweedekamer-25	ParlaMint-NL_2016-05-17-tweedekamer-25.u3	Report of the meeting of the Dutch Lower House, Meeting 83, Session 25 (2016-05-17)	2016-05-17	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 83	Sitting 2016-05-17	-	Reference	English	Regular	notMP	notMinister	Klein	Fractie Klein	Opposition	-	GerKlein	Klein, Ger	M	-	
ParlaMint-NL-en_2016-05-17-tweedekamer-25	ParlaMint-NL_2016-05-17-tweedekamer-25.u4	Report of the meeting of the Dutch Lower House, Meeting 83, Session 25 (2016-05-17)	2016-05-17	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 83	Sitting 2016-05-17	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	RonaldvanRaak	van Raak, Ronald	M	1969	
ParlaMint-NL-en_2016-05-17-tweedekamer-25	ParlaMint-NL_2016-05-17-tweedekamer-25.u5	Report of the meeting of the Dutch Lower House, Meeting 83, Session 25 (2016-05-17)	2016-05-17	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 83	Sitting 2016-05-17	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	FatmaKoşerKaya	Koşer Kaya, Fatma	F	1968	
ParlaMint-NL-en_2016-05-17-tweedekamer-25	ParlaMint-NL_2016-05-17-tweedekamer-25.u6	Report of the meeting of the Dutch Lower House, Meeting 83, Session 25 (2016-05-17)	2016-05-17	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 83	Sitting 2016-05-17	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	FatmaKoşerKaya	Koşer Kaya, Fatma	F	1968	
ParlaMint-NL-en_2016-05-17-tweedekamer-25	ParlaMint-NL_2016-05-17-tweedekamer-25.u7	Report of the meeting of the Dutch Lower House, Meeting 83, Session 25 (2016-05-17)	2016-05-17	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 83	Sitting 2016-05-17	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MartinBosma	Bosma, Martin	M	1964	
ParlaMint-NL-en_2016-05-17-tweedekamer-25	ParlaMint-NL_2016-05-17-tweedekamer-25.u8	Report of the meeting of the Dutch Lower House, Meeting 83, Session 25 (2016-05-17)	2016-05-17	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 83	Sitting 2016-05-17	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	AstridOosenbrug	Oosenbrug, Astrid	F	1968	
ParlaMint-NL-en_2016-05-17-tweedekamer-25	ParlaMint-NL_2016-05-17-tweedekamer-25.u9	Report of the meeting of the Dutch Lower House, Meeting 83, Session 25 (2016-05-17)	2016-05-17	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 83	Sitting 2016-05-17	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	AstridOosenbrug	Oosenbrug, Astrid	F	1968	
ParlaMint-NL-en_2016-05-17-tweedekamer-25	ParlaMint-NL_2016-05-17-tweedekamer-25.u10	Report of the meeting of the Dutch Lower House, Meeting 83, Session 25 (2016-05-17)	2016-05-17	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 83	Sitting 2016-05-17	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MustafaAmhaouch	Amhaouch, Mustafa	M	1970	
ParlaMint-NL-en_2016-05-17-tweedekamer-25	ParlaMint-NL_2016-05-17-tweedekamer-25.u11	Report of the meeting of the Dutch Lower House, Meeting 83, Session 25 (2016-05-17)	2016-05-17	Lower house	Meeting of the 28th Tweede Kamer	Session 25	Meeting 83	Sitting 2016-05-17	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
