Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-09-15-tweedekamer-8	ParlaMint-NL_2016-09-15-tweedekamer-8.u1	Report of the meeting of the Dutch Lower House, Meeting 112, Session 8 (2016-09-15)	2016-09-15	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 112	Sitting 2016-09-15	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-09-15-tweedekamer-8	ParlaMint-NL_2016-09-15-tweedekamer-8.u2	Report of the meeting of the Dutch Lower House, Meeting 112, Session 8 (2016-09-15)	2016-09-15	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 112	Sitting 2016-09-15	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-09-15-tweedekamer-8	ParlaMint-NL_2016-09-15-tweedekamer-8.u3	Report of the meeting of the Dutch Lower House, Meeting 112, Session 8 (2016-09-15)	2016-09-15	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 112	Sitting 2016-09-15	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	PieterOmtzigt	Omtzigt, Pieter	M	1974	
ParlaMint-NL-en_2016-09-15-tweedekamer-8	ParlaMint-NL_2016-09-15-tweedekamer-8.u4	Report of the meeting of the Dutch Lower House, Meeting 112, Session 8 (2016-09-15)	2016-09-15	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 112	Sitting 2016-09-15	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-09-15-tweedekamer-8	ParlaMint-NL_2016-09-15-tweedekamer-8.u5	Report of the meeting of the Dutch Lower House, Meeting 112, Session 8 (2016-09-15)	2016-09-15	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 112	Sitting 2016-09-15	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	FarshadBashir	Bashir, Farshad	M	1988	
ParlaMint-NL-en_2016-09-15-tweedekamer-8	ParlaMint-NL_2016-09-15-tweedekamer-8.u6	Report of the meeting of the Dutch Lower House, Meeting 112, Session 8 (2016-09-15)	2016-09-15	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 112	Sitting 2016-09-15	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-09-15-tweedekamer-8	ParlaMint-NL_2016-09-15-tweedekamer-8.u7	Report of the meeting of the Dutch Lower House, Meeting 112, Session 8 (2016-09-15)	2016-09-15	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 112	Sitting 2016-09-15	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	FarshadBashir	Bashir, Farshad	M	1988	
ParlaMint-NL-en_2016-09-15-tweedekamer-8	ParlaMint-NL_2016-09-15-tweedekamer-8.u8	Report of the meeting of the Dutch Lower House, Meeting 112, Session 8 (2016-09-15)	2016-09-15	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 112	Sitting 2016-09-15	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	EdGroot	Groot, Ed	M	1957	
ParlaMint-NL-en_2016-09-15-tweedekamer-8	ParlaMint-NL_2016-09-15-tweedekamer-8.u9	Report of the meeting of the Dutch Lower House, Meeting 112, Session 8 (2016-09-15)	2016-09-15	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 112	Sitting 2016-09-15	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-09-15-tweedekamer-8	ParlaMint-NL_2016-09-15-tweedekamer-8.u10	Report of the meeting of the Dutch Lower House, Meeting 112, Session 8 (2016-09-15)	2016-09-15	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 112	Sitting 2016-09-15	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AukjedeVries	de Vries, Aukje	F	1964	
ParlaMint-NL-en_2016-09-15-tweedekamer-8	ParlaMint-NL_2016-09-15-tweedekamer-8.u11	Report of the meeting of the Dutch Lower House, Meeting 112, Session 8 (2016-09-15)	2016-09-15	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 112	Sitting 2016-09-15	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	TonyvanDijck	van Dijck, Tony	M	1963	
