Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-07-05-tweedekamer-30	ParlaMint-NL_2016-07-05-tweedekamer-30.u1	Report of the meeting of the Dutch Lower House, Meeting 104, Session 30 (2016-07-05)	2016-07-05	Lower house	Meeting of the 28th Tweede Kamer	Session 30	Meeting 104	Sitting 2016-07-05	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-05-tweedekamer-30	ParlaMint-NL_2016-07-05-tweedekamer-30.u2	Report of the meeting of the Dutch Lower House, Meeting 104, Session 30 (2016-07-05)	2016-07-05	Lower house	Meeting of the 28th Tweede Kamer	Session 30	Meeting 104	Sitting 2016-07-05	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MartijnvanHelvert	van Helvert, Martijn	M	1978	
ParlaMint-NL-en_2016-07-05-tweedekamer-30	ParlaMint-NL_2016-07-05-tweedekamer-30.u3	Report of the meeting of the Dutch Lower House, Meeting 104, Session 30 (2016-07-05)	2016-07-05	Lower house	Meeting of the 28th Tweede Kamer	Session 30	Meeting 104	Sitting 2016-07-05	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BettydeBoer	de Boer, Betty	F	1971	
ParlaMint-NL-en_2016-07-05-tweedekamer-30	ParlaMint-NL_2016-07-05-tweedekamer-30.u4	Report of the meeting of the Dutch Lower House, Meeting 104, Session 30 (2016-07-05)	2016-07-05	Lower house	Meeting of the 28th Tweede Kamer	Session 30	Meeting 104	Sitting 2016-07-05	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	SalimaBelhaj	Belhaj, Salima	F	1978	
ParlaMint-NL-en_2016-07-05-tweedekamer-30	ParlaMint-NL_2016-07-05-tweedekamer-30.u5	Report of the meeting of the Dutch Lower House, Meeting 104, Session 30 (2016-07-05)	2016-07-05	Lower house	Meeting of the 28th Tweede Kamer	Session 30	Meeting 104	Sitting 2016-07-05	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	JacquesMonasch	Monasch, Jacques	M	1962	
ParlaMint-NL-en_2016-07-05-tweedekamer-30	ParlaMint-NL_2016-07-05-tweedekamer-30.u6	Report of the meeting of the Dutch Lower House, Meeting 104, Session 30 (2016-07-05)	2016-07-05	Lower house	Meeting of the 28th Tweede Kamer	Session 30	Meeting 104	Sitting 2016-07-05	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-05-tweedekamer-30	ParlaMint-NL_2016-07-05-tweedekamer-30.u7	Report of the meeting of the Dutch Lower House, Meeting 104, Session 30 (2016-07-05)	2016-07-05	Lower house	Meeting of the 28th Tweede Kamer	Session 30	Meeting 104	Sitting 2016-07-05	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	MelanieHenriëtteSchultzvanHaegen-MaasGeesteranus	Schultz van Haegen-Maas Geesteranus, Melanie Henriëtte	F	1970	
ParlaMint-NL-en_2016-07-05-tweedekamer-30	ParlaMint-NL_2016-07-05-tweedekamer-30.u8	Report of the meeting of the Dutch Lower House, Meeting 104, Session 30 (2016-07-05)	2016-07-05	Lower house	Meeting of the 28th Tweede Kamer	Session 30	Meeting 104	Sitting 2016-07-05	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-05-tweedekamer-30	ParlaMint-NL_2016-07-05-tweedekamer-30.u9	Report of the meeting of the Dutch Lower House, Meeting 104, Session 30 (2016-07-05)	2016-07-05	Lower house	Meeting of the 28th Tweede Kamer	Session 30	Meeting 104	Sitting 2016-07-05	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	MelanieHenriëtteSchultzvanHaegen-MaasGeesteranus	Schultz van Haegen-Maas Geesteranus, Melanie Henriëtte	F	1970	
ParlaMint-NL-en_2016-07-05-tweedekamer-30	ParlaMint-NL_2016-07-05-tweedekamer-30.u10	Report of the meeting of the Dutch Lower House, Meeting 104, Session 30 (2016-07-05)	2016-07-05	Lower house	Meeting of the 28th Tweede Kamer	Session 30	Meeting 104	Sitting 2016-07-05	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-05-tweedekamer-30	ParlaMint-NL_2016-07-05-tweedekamer-30.u11	Report of the meeting of the Dutch Lower House, Meeting 104, Session 30 (2016-07-05)	2016-07-05	Lower house	Meeting of the 28th Tweede Kamer	Session 30	Meeting 104	Sitting 2016-07-05	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	MelanieHenriëtteSchultzvanHaegen-MaasGeesteranus	Schultz van Haegen-Maas Geesteranus, Melanie Henriëtte	F	1970	
ParlaMint-NL-en_2016-07-05-tweedekamer-30	ParlaMint-NL_2016-07-05-tweedekamer-30.u12	Report of the meeting of the Dutch Lower House, Meeting 104, Session 30 (2016-07-05)	2016-07-05	Lower house	Meeting of the 28th Tweede Kamer	Session 30	Meeting 104	Sitting 2016-07-05	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	JacquesMonasch	Monasch, Jacques	M	1962	
ParlaMint-NL-en_2016-07-05-tweedekamer-30	ParlaMint-NL_2016-07-05-tweedekamer-30.u13	Report of the meeting of the Dutch Lower House, Meeting 104, Session 30 (2016-07-05)	2016-07-05	Lower house	Meeting of the 28th Tweede Kamer	Session 30	Meeting 104	Sitting 2016-07-05	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	MelanieHenriëtteSchultzvanHaegen-MaasGeesteranus	Schultz van Haegen-Maas Geesteranus, Melanie Henriëtte	F	1970	
ParlaMint-NL-en_2016-07-05-tweedekamer-30	ParlaMint-NL_2016-07-05-tweedekamer-30.u14	Report of the meeting of the Dutch Lower House, Meeting 104, Session 30 (2016-07-05)	2016-07-05	Lower house	Meeting of the 28th Tweede Kamer	Session 30	Meeting 104	Sitting 2016-07-05	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
