Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-11-02-tweedekamer-11	ParlaMint-NL_2016-11-02-tweedekamer-11.u1	Report of the meeting of the Dutch Lower House, Meeting 17, Session 11 (2016-11-02)	2016-11-02	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 17	Sitting 2016-11-02	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-02-tweedekamer-11	ParlaMint-NL_2016-11-02-tweedekamer-11.u2	Report of the meeting of the Dutch Lower House, Meeting 17, Session 11 (2016-11-02)	2016-11-02	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 17	Sitting 2016-11-02	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	LindaVoortman	Voortman, Linda	F	1979	
ParlaMint-NL-en_2016-11-02-tweedekamer-11	ParlaMint-NL_2016-11-02-tweedekamer-11.u3	Report of the meeting of the Dutch Lower House, Meeting 17, Session 11 (2016-11-02)	2016-11-02	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 17	Sitting 2016-11-02	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KeklikYücel	Yücel, Keklik	F	1968	
ParlaMint-NL-en_2016-11-02-tweedekamer-11	ParlaMint-NL_2016-11-02-tweedekamer-11.u4	Report of the meeting of the Dutch Lower House, Meeting 17, Session 11 (2016-11-02)	2016-11-02	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 17	Sitting 2016-11-02	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BasvantWout	van 't Wout, Bas	M	1979	
ParlaMint-NL-en_2016-11-02-tweedekamer-11	ParlaMint-NL_2016-11-02-tweedekamer-11.u5	Report of the meeting of the Dutch Lower House, Meeting 17, Session 11 (2016-11-02)	2016-11-02	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 17	Sitting 2016-11-02	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KeklikYücel	Yücel, Keklik	F	1968	
ParlaMint-NL-en_2016-11-02-tweedekamer-11	ParlaMint-NL_2016-11-02-tweedekamer-11.u6	Report of the meeting of the Dutch Lower House, Meeting 17, Session 11 (2016-11-02)	2016-11-02	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 17	Sitting 2016-11-02	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BasvantWout	van 't Wout, Bas	M	1979	
ParlaMint-NL-en_2016-11-02-tweedekamer-11	ParlaMint-NL_2016-11-02-tweedekamer-11.u7	Report of the meeting of the Dutch Lower House, Meeting 17, Session 11 (2016-11-02)	2016-11-02	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 17	Sitting 2016-11-02	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KeklikYücel	Yücel, Keklik	F	1968	
ParlaMint-NL-en_2016-11-02-tweedekamer-11	ParlaMint-NL_2016-11-02-tweedekamer-11.u8	Report of the meeting of the Dutch Lower House, Meeting 17, Session 11 (2016-11-02)	2016-11-02	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 17	Sitting 2016-11-02	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BasvantWout	van 't Wout, Bas	M	1979	
ParlaMint-NL-en_2016-11-02-tweedekamer-11	ParlaMint-NL_2016-11-02-tweedekamer-11.u9	Report of the meeting of the Dutch Lower House, Meeting 17, Session 11 (2016-11-02)	2016-11-02	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 17	Sitting 2016-11-02	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LodewijkAsscher	Asscher, Lodewijk	M	1974	
ParlaMint-NL-en_2016-11-02-tweedekamer-11	ParlaMint-NL_2016-11-02-tweedekamer-11.u10	Report of the meeting of the Dutch Lower House, Meeting 17, Session 11 (2016-11-02)	2016-11-02	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 17	Sitting 2016-11-02	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	LindaVoortman	Voortman, Linda	F	1979	
ParlaMint-NL-en_2016-11-02-tweedekamer-11	ParlaMint-NL_2016-11-02-tweedekamer-11.u11	Report of the meeting of the Dutch Lower House, Meeting 17, Session 11 (2016-11-02)	2016-11-02	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 17	Sitting 2016-11-02	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LodewijkAsscher	Asscher, Lodewijk	M	1974	
ParlaMint-NL-en_2016-11-02-tweedekamer-11	ParlaMint-NL_2016-11-02-tweedekamer-11.u12	Report of the meeting of the Dutch Lower House, Meeting 17, Session 11 (2016-11-02)	2016-11-02	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 17	Sitting 2016-11-02	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
