Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-12-22-tweedekamer-36	ParlaMint-NL_2016-12-22-tweedekamer-36.u1	Report of the meeting of the Dutch Lower House, Meeting 39, Session 36 (2016-12-22)	2016-12-22	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 39	Sitting 2016-12-22	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-22-tweedekamer-36	ParlaMint-NL_2016-12-22-tweedekamer-36.u2	Report of the meeting of the Dutch Lower House, Meeting 39, Session 36 (2016-12-22)	2016-12-22	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 39	Sitting 2016-12-22	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-22-tweedekamer-36	ParlaMint-NL_2016-12-22-tweedekamer-36.u3	Report of the meeting of the Dutch Lower House, Meeting 39, Session 36 (2016-12-22)	2016-12-22	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 39	Sitting 2016-12-22	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MonaKeijzer	Keijzer, Mona	F	1968	
ParlaMint-NL-en_2016-12-22-tweedekamer-36	ParlaMint-NL_2016-12-22-tweedekamer-36.u4	Report of the meeting of the Dutch Lower House, Meeting 39, Session 36 (2016-12-22)	2016-12-22	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 39	Sitting 2016-12-22	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-22-tweedekamer-36	ParlaMint-NL_2016-12-22-tweedekamer-36.u5	Report of the meeting of the Dutch Lower House, Meeting 39, Session 36 (2016-12-22)	2016-12-22	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 39	Sitting 2016-12-22	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HelmaLodders	Lodders, Helma	F	1968	
ParlaMint-NL-en_2016-12-22-tweedekamer-36	ParlaMint-NL_2016-12-22-tweedekamer-36.u6	Report of the meeting of the Dutch Lower House, Meeting 39, Session 36 (2016-12-22)	2016-12-22	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 39	Sitting 2016-12-22	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-22-tweedekamer-36	ParlaMint-NL_2016-12-22-tweedekamer-36.u7	Report of the meeting of the Dutch Lower House, Meeting 39, Session 36 (2016-12-22)	2016-12-22	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 39	Sitting 2016-12-22	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HelmaLodders	Lodders, Helma	F	1968	
ParlaMint-NL-en_2016-12-22-tweedekamer-36	ParlaMint-NL_2016-12-22-tweedekamer-36.u8	Report of the meeting of the Dutch Lower House, Meeting 39, Session 36 (2016-12-22)	2016-12-22	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 39	Sitting 2016-12-22	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-22-tweedekamer-36	ParlaMint-NL_2016-12-22-tweedekamer-36.u9	Report of the meeting of the Dutch Lower House, Meeting 39, Session 36 (2016-12-22)	2016-12-22	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 39	Sitting 2016-12-22	-	Reference	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EstherOuwehand	Ouwehand, Esther	F	1976	
ParlaMint-NL-en_2016-12-22-tweedekamer-36	ParlaMint-NL_2016-12-22-tweedekamer-36.u10	Report of the meeting of the Dutch Lower House, Meeting 39, Session 36 (2016-12-22)	2016-12-22	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 39	Sitting 2016-12-22	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-22-tweedekamer-36	ParlaMint-NL_2016-12-22-tweedekamer-36.u11	Report of the meeting of the Dutch Lower House, Meeting 39, Session 36 (2016-12-22)	2016-12-22	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 39	Sitting 2016-12-22	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HelmaLodders	Lodders, Helma	F	1968	
