Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-02-18-tweedekamer-9	ParlaMint-NL_2016-02-18-tweedekamer-9.u1	Report of the meeting of the Dutch Lower House, Meeting 57, Session 9 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 57	Sitting 2016-02-18	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-02-18-tweedekamer-9	ParlaMint-NL_2016-02-18-tweedekamer-9.u2	Report of the meeting of the Dutch Lower House, Meeting 57, Session 9 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	SietseFritsma	Fritsma, Sietse	M	1972	
ParlaMint-NL-en_2016-02-18-tweedekamer-9	ParlaMint-NL_2016-02-18-tweedekamer-9.u3	Report of the meeting of the Dutch Lower House, Meeting 57, Session 9 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	SietseFritsma	Fritsma, Sietse	M	1972	
ParlaMint-NL-en_2016-02-18-tweedekamer-9	ParlaMint-NL_2016-02-18-tweedekamer-9.u4	Report of the meeting of the Dutch Lower House, Meeting 57, Session 9 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 57	Sitting 2016-02-18	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-02-18-tweedekamer-9	ParlaMint-NL_2016-02-18-tweedekamer-9.u5	Report of the meeting of the Dutch Lower House, Meeting 57, Session 9 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	KlaasDijkhoff	Dijkhoff, Klaas	M	1981	
ParlaMint-NL-en_2016-02-18-tweedekamer-9	ParlaMint-NL_2016-02-18-tweedekamer-9.u6	Report of the meeting of the Dutch Lower House, Meeting 57, Session 9 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	SietseFritsma	Fritsma, Sietse	M	1972	
ParlaMint-NL-en_2016-02-18-tweedekamer-9	ParlaMint-NL_2016-02-18-tweedekamer-9.u7	Report of the meeting of the Dutch Lower House, Meeting 57, Session 9 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	KlaasDijkhoff	Dijkhoff, Klaas	M	1981	
ParlaMint-NL-en_2016-02-18-tweedekamer-9	ParlaMint-NL_2016-02-18-tweedekamer-9.u8	Report of the meeting of the Dutch Lower House, Meeting 57, Session 9 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 57	Sitting 2016-02-18	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-02-18-tweedekamer-9	ParlaMint-NL_2016-02-18-tweedekamer-9.u9	Report of the meeting of the Dutch Lower House, Meeting 57, Session 9 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	SietseFritsma	Fritsma, Sietse	M	1972	
ParlaMint-NL-en_2016-02-18-tweedekamer-9	ParlaMint-NL_2016-02-18-tweedekamer-9.u10	Report of the meeting of the Dutch Lower House, Meeting 57, Session 9 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	KlaasDijkhoff	Dijkhoff, Klaas	M	1981	
ParlaMint-NL-en_2016-02-18-tweedekamer-9	ParlaMint-NL_2016-02-18-tweedekamer-9.u11	Report of the meeting of the Dutch Lower House, Meeting 57, Session 9 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 57	Sitting 2016-02-18	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-02-18-tweedekamer-9	ParlaMint-NL_2016-02-18-tweedekamer-9.u12	Report of the meeting of the Dutch Lower House, Meeting 57, Session 9 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 57	Sitting 2016-02-18	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
