Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u1	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u2	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u3	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u4	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MustafaAmhaouch	Amhaouch, Mustafa	M	1970	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u5	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	JoyceVermue	Vermue, Joyce	F	1985	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u6	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	KarinStraus	Straus, Karin	F	1971	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u7	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	HarmBeertema	Beertema, Harm	M	1952	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u8	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u9	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	HarmBeertema	Beertema, Harm	M	1952	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u10	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Regular	MP	notMinister	CU	ChristenUnie	Opposition	Centre-right	EppoBruins	Bruins, Eppo	M	1969	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u11	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u12	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LoesYpma	Ypma, Loes	F	1980	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u13	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u14	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LoesYpma	Ypma, Loes	F	1980	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u15	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u16	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LoesYpma	Ypma, Loes	F	1980	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u17	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u18	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2016-12-14-tweedekamer-14	ParlaMint-NL_2016-12-14-tweedekamer-14.u19	Report of the meeting of the Dutch Lower House, Meeting 35, Session 14 (2016-12-14)	2016-12-14	Lower house	Meeting of the 28th Tweede Kamer	Session 14	Meeting 35	Sitting 2016-12-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
