Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-11-24-tweedekamer-7	ParlaMint-NL_2016-11-24-tweedekamer-7.u1	Report of the meeting of the Dutch Lower House, Meeting 27, Session 7 (2016-11-24)	2016-11-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 27	Sitting 2016-11-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-24-tweedekamer-7	ParlaMint-NL_2016-11-24-tweedekamer-7.u2	Report of the meeting of the Dutch Lower House, Meeting 27, Session 7 (2016-11-24)	2016-11-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 27	Sitting 2016-11-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-24-tweedekamer-7	ParlaMint-NL_2016-11-24-tweedekamer-7.u3	Report of the meeting of the Dutch Lower House, Meeting 27, Session 7 (2016-11-24)	2016-11-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 27	Sitting 2016-11-24	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2016-11-24-tweedekamer-7	ParlaMint-NL_2016-11-24-tweedekamer-7.u4	Report of the meeting of the Dutch Lower House, Meeting 27, Session 7 (2016-11-24)	2016-11-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 27	Sitting 2016-11-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-24-tweedekamer-7	ParlaMint-NL_2016-11-24-tweedekamer-7.u5	Report of the meeting of the Dutch Lower House, Meeting 27, Session 7 (2016-11-24)	2016-11-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 27	Sitting 2016-11-24	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MartijnvanHelvert	van Helvert, Martijn	M	1978	
ParlaMint-NL-en_2016-11-24-tweedekamer-7	ParlaMint-NL_2016-11-24-tweedekamer-7.u6	Report of the meeting of the Dutch Lower House, Meeting 27, Session 7 (2016-11-24)	2016-11-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 27	Sitting 2016-11-24	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BarbaraVisser	Visser, Barbara	F	1977	
ParlaMint-NL-en_2016-11-24-tweedekamer-7	ParlaMint-NL_2016-11-24-tweedekamer-7.u7	Report of the meeting of the Dutch Lower House, Meeting 27, Session 7 (2016-11-24)	2016-11-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 27	Sitting 2016-11-24	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2016-11-24-tweedekamer-7	ParlaMint-NL_2016-11-24-tweedekamer-7.u8	Report of the meeting of the Dutch Lower House, Meeting 27, Session 7 (2016-11-24)	2016-11-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 27	Sitting 2016-11-24	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	BarryMadlener	Madlener, Barry	M	1969	
ParlaMint-NL-en_2016-11-24-tweedekamer-7	ParlaMint-NL_2016-11-24-tweedekamer-7.u9	Report of the meeting of the Dutch Lower House, Meeting 27, Session 7 (2016-11-24)	2016-11-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 27	Sitting 2016-11-24	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	DucoHoogland	Hoogland, Duco	M	1984	
ParlaMint-NL-en_2016-11-24-tweedekamer-7	ParlaMint-NL_2016-11-24-tweedekamer-7.u10	Report of the meeting of the Dutch Lower House, Meeting 27, Session 7 (2016-11-24)	2016-11-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 27	Sitting 2016-11-24	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MartijnvanHelvert	van Helvert, Martijn	M	1978	
ParlaMint-NL-en_2016-11-24-tweedekamer-7	ParlaMint-NL_2016-11-24-tweedekamer-7.u11	Report of the meeting of the Dutch Lower House, Meeting 27, Session 7 (2016-11-24)	2016-11-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 27	Sitting 2016-11-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-24-tweedekamer-7	ParlaMint-NL_2016-11-24-tweedekamer-7.u12	Report of the meeting of the Dutch Lower House, Meeting 27, Session 7 (2016-11-24)	2016-11-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 27	Sitting 2016-11-24	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BarbaraVisser	Visser, Barbara	F	1977	
ParlaMint-NL-en_2016-11-24-tweedekamer-7	ParlaMint-NL_2016-11-24-tweedekamer-7.u13	Report of the meeting of the Dutch Lower House, Meeting 27, Session 7 (2016-11-24)	2016-11-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 27	Sitting 2016-11-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
