Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u1	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u2	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	CU	ChristenUnie	Opposition	Centre-right	JoëlVoordewind	Voordewind, Joël	M	1965	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u3	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	RaymonddeRoon	de Roon, Raymond	M	1952	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u4	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	JaspervanDijk	van Dijk, Jasper	M	1971	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u5	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u6	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JeanineHennis-Plasschaert	Hennis-Plasschaert, Jeanine	F	1973	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u7	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u8	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	MelanieHenriëtteSchultzvanHaegen-MaasGeesteranus	Schultz van Haegen-Maas Geesteranus, Melanie Henriëtte	F	1970	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u9	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u10	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	MelanieHenriëtteSchultzvanHaegen-MaasGeesteranus	Schultz van Haegen-Maas Geesteranus, Melanie Henriëtte	F	1970	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u11	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	JaspervanDijk	van Dijk, Jasper	M	1971	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u12	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	MelanieHenriëtteSchultzvanHaegen-MaasGeesteranus	Schultz van Haegen-Maas Geesteranus, Melanie Henriëtte	F	1970	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u13	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u14	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	SalimaBelhaj	Belhaj, Salima	F	1978	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u15	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-07-tweedekamer-46	ParlaMint-NL_2016-07-07-tweedekamer-46.u16	Report of the meeting of the Dutch Lower House, Meeting 106, Session 46 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 46	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	SalimaBelhaj	Belhaj, Salima	F	1978	
