Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-02-09-tweedekamer-7	ParlaMint-NL_2016-02-09-tweedekamer-7.u1	Report of the meeting of the Dutch Lower House, Meeting 52, Session 7 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 52	Sitting 2016-02-09	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-02-09-tweedekamer-7	ParlaMint-NL_2016-02-09-tweedekamer-7.u2	Report of the meeting of the Dutch Lower House, Meeting 52, Session 7 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 52	Sitting 2016-02-09	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-02-09-tweedekamer-7	ParlaMint-NL_2016-02-09-tweedekamer-7.u3	Report of the meeting of the Dutch Lower House, Meeting 52, Session 7 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	BarryMadlener	Madlener, Barry	M	1969	
ParlaMint-NL-en_2016-02-09-tweedekamer-7	ParlaMint-NL_2016-02-09-tweedekamer-7.u4	Report of the meeting of the Dutch Lower House, Meeting 52, Session 7 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 52	Sitting 2016-02-09	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-02-09-tweedekamer-7	ParlaMint-NL_2016-02-09-tweedekamer-7.u5	Report of the meeting of the Dutch Lower House, Meeting 52, Session 7 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	BarryMadlener	Madlener, Barry	M	1969	
ParlaMint-NL-en_2016-02-09-tweedekamer-7	ParlaMint-NL_2016-02-09-tweedekamer-7.u6	Report of the meeting of the Dutch Lower House, Meeting 52, Session 7 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RoaldvanderLinde	van der Linde, Roald	M	1968	
ParlaMint-NL-en_2016-02-09-tweedekamer-7	ParlaMint-NL_2016-02-09-tweedekamer-7.u7	Report of the meeting of the Dutch Lower House, Meeting 52, Session 7 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	MP	notMinister	Bontes/Van Klaveren	Groep Bontes/Van Klaveren	Opposition	Right to far-right	JoramvanKlaveren	van Klaveren, Joram	M	1979	
ParlaMint-NL-en_2016-02-09-tweedekamer-7	ParlaMint-NL_2016-02-09-tweedekamer-7.u8	Report of the meeting of the Dutch Lower House, Meeting 52, Session 7 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	MP	notMinister	DENK;GKÖ	DENK;Groep Kuzu/Öztürk	Opposition	Centre-left	TunahanKuzu	Kuzu, Tunahan	M	1981	
ParlaMint-NL-en_2016-02-09-tweedekamer-7	ParlaMint-NL_2016-02-09-tweedekamer-7.u9	Report of the meeting of the Dutch Lower House, Meeting 52, Session 7 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	FarshadBashir	Bashir, Farshad	M	1988	
ParlaMint-NL-en_2016-02-09-tweedekamer-7	ParlaMint-NL_2016-02-09-tweedekamer-7.u10	Report of the meeting of the Dutch Lower House, Meeting 52, Session 7 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 52	Sitting 2016-02-09	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-02-09-tweedekamer-7	ParlaMint-NL_2016-02-09-tweedekamer-7.u11	Report of the meeting of the Dutch Lower House, Meeting 52, Session 7 (2016-02-09)	2016-02-09	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 52	Sitting 2016-02-09	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	FarshadBashir	Bashir, Farshad	M	1988	
