Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u1	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u2	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	SharonGesthuizen	Gesthuizen, Sharon	F	1976	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u3	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	MichielvanVeen	van Veen, Michiel	M	1971	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u4	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LutzJacobi	Jacobi, Lutz	F	1955	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u5	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HenkKamp	Kamp, Henk	M	1952	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u6	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	SharonGesthuizen	Gesthuizen, Sharon	F	1976	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u7	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HenkKamp	Kamp, Henk	M	1952	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u8	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	SharonGesthuizen	Gesthuizen, Sharon	F	1976	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u9	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HenkKamp	Kamp, Henk	M	1952	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u10	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u11	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	SharonGesthuizen	Gesthuizen, Sharon	F	1976	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u12	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u13	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HenkKamp	Kamp, Henk	M	1952	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u14	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LutzJacobi	Jacobi, Lutz	F	1955	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u15	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HenkKamp	Kamp, Henk	M	1952	
ParlaMint-NL-en_2016-02-18-tweedekamer-10	ParlaMint-NL_2016-02-18-tweedekamer-10.u16	Report of the meeting of the Dutch Lower House, Meeting 57, Session 10 (2016-02-18)	2016-02-18	Lower house	Meeting of the 28th Tweede Kamer	Session 10	Meeting 57	Sitting 2016-02-18	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
