Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u1	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u2	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u3	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	JudithSwinkels	Swinkels, Judith	F	1961	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u4	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u5	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	FatmaKoşerKaya	Koşer Kaya, Fatma	F	1968	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u6	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u7	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u8	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MonaKeijzer	Keijzer, Mona	F	1968	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u9	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u10	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	RenskeLeijten	Leijten, Renske	F	1979	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u11	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	FleurAgema	Agema, Fleur	F	1976	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u12	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	LindaVoortman	Voortman, Linda	F	1979	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u13	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StevenvanWeyenberg	van Weyenberg, Steven	M	1973	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u14	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SjoerdPotters	Potters, Sjoerd	M	1974	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u15	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	MaritMaij	Maij, Marit	F	1972	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u16	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	MP	notMinister	CU	ChristenUnie	Opposition	Centre-right	CarlaDik-Faber	Dik-Faber, Carla	F	1971	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u17	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u18	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HelmaNeppérus	Neppérus, Helma	F	1950	
ParlaMint-NL-en_2016-03-29-tweedekamer-7	ParlaMint-NL_2016-03-29-tweedekamer-7.u19	Report of the meeting of the Dutch Lower House, Meeting 70, Session 7 (2016-03-29)	2016-03-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 70	Sitting 2016-03-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
