Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-01-26-tweedekamer-5	ParlaMint-NL_2016-01-26-tweedekamer-5.u1	Report of the meeting of the Dutch Lower House, Meeting 46, Session 5 (2016-01-26)	2016-01-26	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 46	Sitting 2016-01-26	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	KeesVerhoeven	Verhoeven, Kees	M	1976	
ParlaMint-NL-en_2016-01-26-tweedekamer-5	ParlaMint-NL_2016-01-26-tweedekamer-5.u2	Report of the meeting of the Dutch Lower House, Meeting 46, Session 5 (2016-01-26)	2016-01-26	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 46	Sitting 2016-01-26	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	SharonDijksma	Dijksma, Sharon	F	1971	
ParlaMint-NL-en_2016-01-26-tweedekamer-5	ParlaMint-NL_2016-01-26-tweedekamer-5.u3	Report of the meeting of the Dutch Lower House, Meeting 46, Session 5 (2016-01-26)	2016-01-26	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 46	Sitting 2016-01-26	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	KeesVerhoeven	Verhoeven, Kees	M	1976	
ParlaMint-NL-en_2016-01-26-tweedekamer-5	ParlaMint-NL_2016-01-26-tweedekamer-5.u4	Report of the meeting of the Dutch Lower House, Meeting 46, Session 5 (2016-01-26)	2016-01-26	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 46	Sitting 2016-01-26	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	SharonDijksma	Dijksma, Sharon	F	1971	
ParlaMint-NL-en_2016-01-26-tweedekamer-5	ParlaMint-NL_2016-01-26-tweedekamer-5.u5	Report of the meeting of the Dutch Lower House, Meeting 46, Session 5 (2016-01-26)	2016-01-26	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 46	Sitting 2016-01-26	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-01-26-tweedekamer-5	ParlaMint-NL_2016-01-26-tweedekamer-5.u6	Report of the meeting of the Dutch Lower House, Meeting 46, Session 5 (2016-01-26)	2016-01-26	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 46	Sitting 2016-01-26	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	KeesVerhoeven	Verhoeven, Kees	M	1976	
ParlaMint-NL-en_2016-01-26-tweedekamer-5	ParlaMint-NL_2016-01-26-tweedekamer-5.u7	Report of the meeting of the Dutch Lower House, Meeting 46, Session 5 (2016-01-26)	2016-01-26	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 46	Sitting 2016-01-26	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	SharonDijksma	Dijksma, Sharon	F	1971	
ParlaMint-NL-en_2016-01-26-tweedekamer-5	ParlaMint-NL_2016-01-26-tweedekamer-5.u8	Report of the meeting of the Dutch Lower House, Meeting 46, Session 5 (2016-01-26)	2016-01-26	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 46	Sitting 2016-01-26	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	KeesVerhoeven	Verhoeven, Kees	M	1976	
ParlaMint-NL-en_2016-01-26-tweedekamer-5	ParlaMint-NL_2016-01-26-tweedekamer-5.u9	Report of the meeting of the Dutch Lower House, Meeting 46, Session 5 (2016-01-26)	2016-01-26	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 46	Sitting 2016-01-26	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	SharonDijksma	Dijksma, Sharon	F	1971	
ParlaMint-NL-en_2016-01-26-tweedekamer-5	ParlaMint-NL_2016-01-26-tweedekamer-5.u10	Report of the meeting of the Dutch Lower House, Meeting 46, Session 5 (2016-01-26)	2016-01-26	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 46	Sitting 2016-01-26	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MadeleinevanToorenburg	van Toorenburg, Madeleine	F	1968	
ParlaMint-NL-en_2016-01-26-tweedekamer-5	ParlaMint-NL_2016-01-26-tweedekamer-5.u11	Report of the meeting of the Dutch Lower House, Meeting 46, Session 5 (2016-01-26)	2016-01-26	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 46	Sitting 2016-01-26	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	SharonDijksma	Dijksma, Sharon	F	1971	
