Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-09-29-tweedekamer-7	ParlaMint-NL_2016-09-29-tweedekamer-7.u1	Report of the meeting of the Dutch Lower House, Meeting 6, Session 7 (2016-09-29)	2016-09-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 6	Sitting 2016-09-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-09-29-tweedekamer-7	ParlaMint-NL_2016-09-29-tweedekamer-7.u2	Report of the meeting of the Dutch Lower House, Meeting 6, Session 7 (2016-09-29)	2016-09-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 6	Sitting 2016-09-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-09-29-tweedekamer-7	ParlaMint-NL_2016-09-29-tweedekamer-7.u3	Report of the meeting of the Dutch Lower House, Meeting 6, Session 7 (2016-09-29)	2016-09-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 6	Sitting 2016-09-29	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AndréBosman	Bosman, André	M	1965	
ParlaMint-NL-en_2016-09-29-tweedekamer-7	ParlaMint-NL_2016-09-29-tweedekamer-7.u4	Report of the meeting of the Dutch Lower House, Meeting 6, Session 7 (2016-09-29)	2016-09-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 6	Sitting 2016-09-29	-	Reference	English	Regular	MP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	ReinetteKlever	Klever, Reinette	F	1967	
ParlaMint-NL-en_2016-09-29-tweedekamer-7	ParlaMint-NL_2016-09-29-tweedekamer-7.u5	Report of the meeting of the Dutch Lower House, Meeting 6, Session 7 (2016-09-29)	2016-09-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 6	Sitting 2016-09-29	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	JanVos	Vos, Jan	M	1972	
ParlaMint-NL-en_2016-09-29-tweedekamer-7	ParlaMint-NL_2016-09-29-tweedekamer-7.u6	Report of the meeting of the Dutch Lower House, Meeting 6, Session 7 (2016-09-29)	2016-09-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 6	Sitting 2016-09-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-09-29-tweedekamer-7	ParlaMint-NL_2016-09-29-tweedekamer-7.u7	Report of the meeting of the Dutch Lower House, Meeting 6, Session 7 (2016-09-29)	2016-09-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 6	Sitting 2016-09-29	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2016-09-29-tweedekamer-7	ParlaMint-NL_2016-09-29-tweedekamer-7.u8	Report of the meeting of the Dutch Lower House, Meeting 6, Session 7 (2016-09-29)	2016-09-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 6	Sitting 2016-09-29	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	LindaVoortman	Voortman, Linda	F	1979	
ParlaMint-NL-en_2016-09-29-tweedekamer-7	ParlaMint-NL_2016-09-29-tweedekamer-7.u9	Report of the meeting of the Dutch Lower House, Meeting 6, Session 7 (2016-09-29)	2016-09-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 6	Sitting 2016-09-29	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	PaulvanMeenen	van Meenen, Paul	M	1956	
ParlaMint-NL-en_2016-09-29-tweedekamer-7	ParlaMint-NL_2016-09-29-tweedekamer-7.u10	Report of the meeting of the Dutch Lower House, Meeting 6, Session 7 (2016-09-29)	2016-09-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 6	Sitting 2016-09-29	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	AhmedMarcouch	Marcouch, Ahmed	M	1969	
ParlaMint-NL-en_2016-09-29-tweedekamer-7	ParlaMint-NL_2016-09-29-tweedekamer-7.u11	Report of the meeting of the Dutch Lower House, Meeting 6, Session 7 (2016-09-29)	2016-09-29	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 6	Sitting 2016-09-29	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	MalikAzmani	Azmani, Malik	M	1976	
