Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u1	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	KeesVerhoeven	Verhoeven, Kees	M	1976	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u2	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u3	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	KeesVerhoeven	Verhoeven, Kees	M	1976	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u4	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u5	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	KeesVerhoeven	Verhoeven, Kees	M	1976	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u6	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u7	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	KeesVerhoeven	Verhoeven, Kees	M	1976	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u8	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u9	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	KeesVerhoeven	Verhoeven, Kees	M	1976	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u10	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u11	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MartinBosma	Bosma, Martin	M	1964	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u12	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u13	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	JaspervanDijk	van Dijk, Jasper	M	1971	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u14	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u15	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	TonElias	Elias, Ton	M	1955	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u16	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u17	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u18	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MartinBosma	Bosma, Martin	M	1964	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u19	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u20	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MartinBosma	Bosma, Martin	M	1964	
ParlaMint-NL-en_2016-05-24-tweedekamer-4	ParlaMint-NL_2016-05-24-tweedekamer-4.u21	Report of the meeting of the Dutch Lower House, Meeting 86, Session 4 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
