Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-05-24-tweedekamer-7	ParlaMint-NL_2016-05-24-tweedekamer-7.u1	Report of the meeting of the Dutch Lower House, Meeting 86, Session 7 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 86	Sitting 2016-05-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-05-24-tweedekamer-7	ParlaMint-NL_2016-05-24-tweedekamer-7.u2	Report of the meeting of the Dutch Lower House, Meeting 86, Session 7 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 86	Sitting 2016-05-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-05-24-tweedekamer-7	ParlaMint-NL_2016-05-24-tweedekamer-7.u3	Report of the meeting of the Dutch Lower House, Meeting 86, Session 7 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	MP	notMinister	CU	ChristenUnie	Opposition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2016-05-24-tweedekamer-7	ParlaMint-NL_2016-05-24-tweedekamer-7.u4	Report of the meeting of the Dutch Lower House, Meeting 86, Session 7 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 86	Sitting 2016-05-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-05-24-tweedekamer-7	ParlaMint-NL_2016-05-24-tweedekamer-7.u5	Report of the meeting of the Dutch Lower House, Meeting 86, Session 7 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StevenvanWeyenberg	van Weyenberg, Steven	M	1973	
ParlaMint-NL-en_2016-05-24-tweedekamer-7	ParlaMint-NL_2016-05-24-tweedekamer-7.u6	Report of the meeting of the Dutch Lower House, Meeting 86, Session 7 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	JohnKerstens	Kerstens, John	M	1965	
ParlaMint-NL-en_2016-05-24-tweedekamer-7	ParlaMint-NL_2016-05-24-tweedekamer-7.u7	Report of the meeting of the Dutch Lower House, Meeting 86, Session 7 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	PieterHeerma	Heerma, Pieter	M	1977	
ParlaMint-NL-en_2016-05-24-tweedekamer-7	ParlaMint-NL_2016-05-24-tweedekamer-7.u8	Report of the meeting of the Dutch Lower House, Meeting 86, Session 7 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MachieldeGraaf	de Graaf, Machiel	M	1969	
ParlaMint-NL-en_2016-05-24-tweedekamer-7	ParlaMint-NL_2016-05-24-tweedekamer-7.u9	Report of the meeting of the Dutch Lower House, Meeting 86, Session 7 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	LiesbethvanTongeren	van Tongeren, Liesbeth	F	1958	
ParlaMint-NL-en_2016-05-24-tweedekamer-7	ParlaMint-NL_2016-05-24-tweedekamer-7.u10	Report of the meeting of the Dutch Lower House, Meeting 86, Session 7 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 86	Sitting 2016-05-24	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnoushkaSchut-Welkzijn	Schut-Welkzijn, Anoushka	F	1969	
ParlaMint-NL-en_2016-05-24-tweedekamer-7	ParlaMint-NL_2016-05-24-tweedekamer-7.u11	Report of the meeting of the Dutch Lower House, Meeting 86, Session 7 (2016-05-24)	2016-05-24	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 86	Sitting 2016-05-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
