Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-11-22-tweedekamer-4	ParlaMint-NL_2016-11-22-tweedekamer-4.u1	Report of the meeting of the Dutch Lower House, Meeting 25, Session 4 (2016-11-22)	2016-11-22	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 25	Sitting 2016-11-22	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-22-tweedekamer-4	ParlaMint-NL_2016-11-22-tweedekamer-4.u2	Report of the meeting of the Dutch Lower House, Meeting 25, Session 4 (2016-11-22)	2016-11-22	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 25	Sitting 2016-11-22	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	DucoHoogland	Hoogland, Duco	M	1984	
ParlaMint-NL-en_2016-11-22-tweedekamer-4	ParlaMint-NL_2016-11-22-tweedekamer-4.u3	Report of the meeting of the Dutch Lower House, Meeting 25, Session 4 (2016-11-22)	2016-11-22	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 25	Sitting 2016-11-22	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LodewijkAsscher	Asscher, Lodewijk	M	1974	
ParlaMint-NL-en_2016-11-22-tweedekamer-4	ParlaMint-NL_2016-11-22-tweedekamer-4.u4	Report of the meeting of the Dutch Lower House, Meeting 25, Session 4 (2016-11-22)	2016-11-22	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 25	Sitting 2016-11-22	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	DucoHoogland	Hoogland, Duco	M	1984	
ParlaMint-NL-en_2016-11-22-tweedekamer-4	ParlaMint-NL_2016-11-22-tweedekamer-4.u5	Report of the meeting of the Dutch Lower House, Meeting 25, Session 4 (2016-11-22)	2016-11-22	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 25	Sitting 2016-11-22	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LodewijkAsscher	Asscher, Lodewijk	M	1974	
ParlaMint-NL-en_2016-11-22-tweedekamer-4	ParlaMint-NL_2016-11-22-tweedekamer-4.u6	Report of the meeting of the Dutch Lower House, Meeting 25, Session 4 (2016-11-22)	2016-11-22	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 25	Sitting 2016-11-22	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-22-tweedekamer-4	ParlaMint-NL_2016-11-22-tweedekamer-4.u7	Report of the meeting of the Dutch Lower House, Meeting 25, Session 4 (2016-11-22)	2016-11-22	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 25	Sitting 2016-11-22	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	DucoHoogland	Hoogland, Duco	M	1984	
ParlaMint-NL-en_2016-11-22-tweedekamer-4	ParlaMint-NL_2016-11-22-tweedekamer-4.u8	Report of the meeting of the Dutch Lower House, Meeting 25, Session 4 (2016-11-22)	2016-11-22	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 25	Sitting 2016-11-22	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LodewijkAsscher	Asscher, Lodewijk	M	1974	
ParlaMint-NL-en_2016-11-22-tweedekamer-4	ParlaMint-NL_2016-11-22-tweedekamer-4.u9	Report of the meeting of the Dutch Lower House, Meeting 25, Session 4 (2016-11-22)	2016-11-22	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 25	Sitting 2016-11-22	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-22-tweedekamer-4	ParlaMint-NL_2016-11-22-tweedekamer-4.u10	Report of the meeting of the Dutch Lower House, Meeting 25, Session 4 (2016-11-22)	2016-11-22	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 25	Sitting 2016-11-22	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BettydeBoer	de Boer, Betty	F	1971	
ParlaMint-NL-en_2016-11-22-tweedekamer-4	ParlaMint-NL_2016-11-22-tweedekamer-4.u11	Report of the meeting of the Dutch Lower House, Meeting 25, Session 4 (2016-11-22)	2016-11-22	Lower house	Meeting of the 28th Tweede Kamer	Session 4	Meeting 25	Sitting 2016-11-22	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LodewijkAsscher	Asscher, Lodewijk	M	1974	
